,liver,brain,lung
1374645_at,5.427591607,7.198238061,6.823927652
1374646_at,9.607945695,10.38544257,10.43387277
1374647_at,6.884409972,8.206654728,8.205429919
1374648_at,8.666887198,8.101379383,9.48222737
1374649_at,6.705457344,6.451822619,6.57711917
1374650_at,7.730716018,6.597622125,10.59938771
1374651_at,6.635378775,7.309370878,7.09800007
1374652_at,7.668458866,7.752452777,8.517485979
1374653_at,7.090675863,8.066688999,7.107362754
1374654_at,5.680095538,6.116860164,5.350923085
1374655_at,4.884696859,7.774675766,4.122491963
1374656_at,8.287401374,8.728201437,8.202741316
1374657_at,9.38986456,3.724301918,5.32356861
1374658_at,6.051331932,7.285657521,6.411682983
1374659_at,3.552507176,8.889398662,3.277707014
1374660_at,8.242888823,8.608277441,9.146694006
1374661_at,8.341844195,6.496753689,7.510185951
1374662_at,8.87381795,7.94964853,8.950570717
1374663_at,5.78602348,8.971358449,6.75287743
1374664_at,6.654691077,5.846103873,6.303106461
1374665_at,6.205890271,4.8003736,5.614190908
1374666_at,6.652126791,6.980752208,7.287371846
1374667_at,3.534172581,7.454409516,4.927686259
1374668_at,6.692147901,6.783770113,6.817561681
1374669_at,8.361786496,7.947314649,8.063484303
1374670_at,6.652060484,7.201858014,7.162123847
1374671_at,6.428000758,4.573453642,8.221132636
1374672_at,3.665381846,3.069794315,3.212388648
1374673_at,4.347324901,4.455658002,5.038497909
1374674_at,7.675330579,7.559854217,8.26948694
1374675_at,7.759938655,9.308134776,8.8095289
1374676_at,7.82108373,8.848272288,9.318534546
1374677_at,7.892224535,4.55358934,6.330508232
1374678_at,7.082743126,6.218525206,6.203892488
1374679_at,5.140451401,5.698294629,8.694506959
1374680_at,6.809791569,6.774300879,6.34127639
1374681_at,7.155245772,8.942064479,5.558371902
1374682_at,6.579669099,5.218652429,7.710826133
1374683_at,4.571848188,4.071197654,5.829164336
1374684_at,11.09465745,11.25403614,2.876233636
1374685_at,6.90918601,9.38859711,7.986276725
1374686_at,6.285771562,3.804821387,5.920913131
1374687_at,7.86579782,10.45611454,10.11802057
1374688_at,8.091172948,8.973639602,7.794977808
1374689_at,7.929232714,7.889428093,7.841209451
1374690_at,7.334667123,7.711463192,8.149949537
1374691_at,6.038151581,6.033400003,6.172376699
1374692_at,7.595186743,8.422855625,8.024497225
1374693_at,7.969353162,5.127309804,6.740980461
1374694_at,7.519537601,9.067478213,7.755564596
1374695_at,8.96471631,8.13657822,9.014420699
1374696_at,8.242657469,6.842331556,7.467147286
1374697_at,6.107789002,6.596065334,6.292582363
1374698_at,5.118565832,5.315544489,7.988574979
1374699_at,3.725115105,8.203999955,7.341923458
1374700_at,6.865450863,8.892190132,8.294349298
1374701_at,7.498858044,7.463727489,7.003868591
1374702_at,9.037309343,11.79386812,10.38465693
1374703_at,6.123335886,9.405089614,8.440015503
1374704_at,6.581313901,6.232792635,7.881323257
1374705_at,6.412711533,7.297113378,10.96018202
1374706_at,4.695663411,7.790760513,5.070349665
1374707_at,7.41442988,7.890856205,7.9106659
1374708_at,5.44386153,7.731805611,8.407201209
1374709_at,6.724205433,8.862822972,6.755281029
1374710_at,4.384798413,4.373059139,4.667008159
1374711_at,8.0387248,7.94549807,8.158665379
1374712_at,10.41221128,10.02807546,9.867996259
1374713_at,6.249255159,5.840349138,6.313860219
1374714_at,5.289588214,4.405371496,6.139782861
1374715_at,6.567307448,6.962096608,6.69982621
1374716_at,7.036177608,6.759276171,7.058965863
1374717_at,4.473249038,6.525111451,6.538637487
1374718_at,8.811518817,4.29769343,7.80637279
1374719_at,7.055981671,7.339229351,7.500782326
1374720_at,5.702832666,6.418994086,5.549189323
1374721_at,8.074526469,7.277115628,7.122957777
1374722_at,5.123722769,4.153023957,6.272540386
1374723_at,5.39326575,4.048533482,5.124003539
1374724_at,5.497436153,7.899110838,4.64542321
1374725_at,5.915935063,4.61577109,5.373371052
1374726_at,4.388603779,3.849125045,6.018090673
1374727_at,6.228099202,5.475244826,5.511724141
1374728_at,4.127872957,4.544311749,7.166258435
1374729_at,7.535513237,7.34223771,7.806180759
1374730_at,7.149578843,5.863890258,9.262030973
1374731_at,9.686910589,6.005232878,9.495244483
1374732_at,6.06066608,6.565282472,5.186991049
1374733_at,6.366489987,6.314505757,6.026860284
1374734_at,5.961153719,6.22095992,7.358186175
1374735_at,5.678314498,4.984083849,6.343863508
1374736_at,6.944233682,7.403182191,7.251505196
1374737_at,6.362006706,6.140432212,6.148459202
1374738_at,5.525439333,5.432652666,6.028216906
1374739_at,6.314263188,5.779116052,6.655153322
1374740_at,5.890546277,7.052069566,6.144918682
1374741_at,6.657307842,7.338186046,6.401074617
1374742_at,6.972432231,11.0371405,5.596590682
1374743_at,6.885343842,7.334713135,7.175886198
1374744_at,5.040953004,5.216096264,5.406324894
1374745_at,6.301477096,6.618119101,5.638677876
1374746_at,9.692522823,5.0557024,8.330482744
1374747_at,6.610627783,9.568540308,9.133622061
1374748_at,9.453937548,5.113613664,7.530110396
1374749_at,8.306027927,6.797560964,7.077025614
1374750_at,7.957978101,8.66763543,8.277432815
1374751_at,7.487571314,6.706451423,8.490387846
1374752_at,7.740398564,5.710704806,9.176353338
1374753_at,8.133413613,7.186529137,7.546694267
1374754_at,6.579805831,7.615756983,7.355718774
1374755_at,6.250228462,9.483817091,7.027530437
1374756_at,4.493520243,3.906343398,4.740417841
1374757_at,3.76805117,3.209980457,3.125925535
1374758_at,8.793451412,7.566589682,7.564440448
1374759_at,5.042950097,7.901476321,4.722181812
1374760_at,6.516031438,7.384207451,6.832675928
1374761_at,5.785266216,6.071412685,6.371713558
1374762_at,4.248937262,4.252462671,6.041992506
1374763_at,4.560721446,4.916661572,4.576359864
1374764_at,6.158550981,5.840192263,5.99001628
1374765_at,8.529847383,5.932604597,4.31980449
1374766_at,8.905907646,8.289591041,8.211484409
1374767_at,8.283462941,7.623061592,8.639417175
1374768_at,3.878782084,6.010623412,5.838985554
1374769_at,3.382398542,6.57180782,2.980101613
1374770_at,7.698615373,8.257630482,9.35912256
1374771_at,6.462699726,7.528993885,7.021328086
1374772_at,6.692391077,7.228051523,5.187823149
1374773_at,5.997953262,7.567028177,7.352815049
1374774_at,4.543853117,5.802500916,7.901005259
1374775_at,3.583634928,3.016008727,5.711324588
1374776_at,3.78927331,4.4259731,3.231408166
1374777_at,5.693153931,8.04804287,6.985288967
1374778_at,11.05676811,5.866803238,10.22378349
1374779_at,4.189427534,4.310770025,5.874435589
1374780_at,5.92758393,5.809480475,6.1645967
1374781_at,6.178690815,8.061642884,5.601761471
1374782_at,3.690208968,3.656449635,3.369588283
1374783_at,6.301287208,6.492801807,5.900550151
1374784_at,5.868503132,8.744993779,8.205606992
1374785_at,5.354325473,8.795324405,7.538475921
1374786_at,4.896460037,7.416028181,7.164240066
1374787_at,3.399354246,8.171820707,3.248306695
1374788_at,6.975162723,8.356348425,7.312548452
1374789_at,7.638143947,8.042895677,6.333662373
1374790_at,8.124963619,8.117641151,7.280938776
1374791_at,5.779502185,6.073670476,5.494730105
1374792_at,9.015806497,8.95713381,9.213526338
1374793_at,7.215101782,6.926629787,7.282793404
1374794_at,3.264584151,3.302372808,5.288479174
1374795_at,6.316425546,7.263565852,6.566159847
1374796_at,4.1635553,5.713379193,7.549539418
1374797_at,7.745970175,6.914221425,7.568998506
1374798_at,8.917951163,7.399680648,8.153132516
1374799_at,4.511541556,4.322224499,4.532986482
1374800_at,10.8713421,6.249268629,6.790459229
1374801_at,4.687671539,4.171926325,6.254534703
1374802_at,6.734920215,6.404689879,6.998677788
1374803_at,7.687789329,7.562188956,7.334446294
1374804_at,7.386820745,6.97849809,7.337792622
1374805_at,4.060042605,3.712068133,4.637146609
1374806_at,4.524277325,4.069130104,4.949959629
1374807_at,7.225932546,5.770957136,6.424557479
1374808_at,6.579765177,6.740522358,6.503420319
1374809_at,9.086068196,9.370561696,7.732250118
1374810_at,4.659528569,4.342710917,4.181055711
1374811_at,3.81679923,5.759917493,5.377439014
1374812_at,5.978805689,6.243009438,9.079715388
1374813_at,4.791271516,4.431593128,4.276172317
1374814_at,5.105462651,5.81005468,4.628718285
1374815_at,8.695123804,9.488979615,9.425298699
1374816_at,5.239571231,4.489601657,10.07920149
1374817_at,3.120891553,3.798140496,7.041162669
1374818_at,5.653091363,6.754736489,4.954761461
1374819_at,6.033462302,6.123973696,5.88126709
1374820_at,7.920479759,6.186961598,7.084484613
1374821_at,5.861216319,4.782104903,6.015627165
1374822_at,7.320329738,4.904867102,6.986844281
1374823_at,6.577545065,6.611238281,6.673485837
1374824_at,7.489470758,8.090557378,7.704719913
1374825_at,7.735933865,9.889373209,5.571035878
1374826_at,5.743964499,5.995898112,5.607035194
1374827_at,7.841246432,6.886733082,7.461974613
1374828_at,9.127859219,5.114952983,7.655332823
1374829_at,5.860181068,5.090708999,5.229228052
1374830_at,6.04152183,5.505188323,8.040104044
1374831_at,4.759285208,4.874660321,7.176045113
1374832_at,6.172565744,4.208911914,4.66073563
1374833_at,4.740307776,9.063274075,6.037425841
1374834_at,7.95485575,7.996537145,8.535694417
1374835_at,8.155530133,8.670435733,8.218354735
1374836_at,6.632529011,6.412399579,6.3766808
1374837_at,6.520370618,5.468926981,7.519428836
1374838_at,6.258335501,4.233193361,7.655465011
1374839_at,7.224647869,6.884425294,7.337234171
1374840_at,6.935874542,7.49793514,7.193280805
1374841_at,7.328172412,8.081052195,7.411401117
1374842_at,8.872343585,8.334950584,8.684813652
1374843_at,6.304705526,5.834503455,5.72109164
1374844_at,8.005529264,7.336381195,7.563973699
1374845_at,6.981416705,6.008562901,7.569647404
1374846_at,10.00319503,9.740099672,9.740408439
1374847_at,7.862602057,7.639071471,7.52697629
1374848_at,7.438483201,6.630864886,6.845002513
1374849_at,6.431363394,4.889564573,6.030338786
1374850_at,4.710425987,4.613353346,4.096833037
1374851_at,7.312789404,6.146722994,6.622965873
1374852_at,7.650265936,8.568587151,7.172693238
1374853_at,6.534951343,7.419858375,6.763680631
1374854_at,6.652547523,5.549168348,5.621420338
1374855_at,6.506890471,6.885802506,6.225072856
1374856_at,6.652793982,7.131067976,7.404868999
1374857_at,6.79328013,6.502158388,7.032294487
1374858_at,8.904872203,8.656986564,8.754250168
1374859_at,2.963090029,8.148644386,2.659318081
1374860_at,7.009839752,6.580122898,6.882690178
1374861_at,7.779841993,6.961827045,6.930351238
1374862_at,5.616677633,9.218602354,4.669891053
1374863_at,3.139350494,2.540360015,2.976924378
1374864_at,5.550125032,8.528364438,8.469981642
1374865_at,6.03924841,6.084144637,5.099974374
1374866_at,4.079872756,3.511934529,3.438003424
1374867_at,3.808901954,3.46236395,3.307960327
1374868_at,8.581210966,7.197429467,8.677061598
1374869_at,7.039583302,9.152737824,4.508315465
1374870_at,6.747116231,7.13901896,6.461601695
1374871_at,7.812397834,8.89611695,6.10556375
1374872_at,6.822567394,7.498774141,7.895418353
1374873_at,4.345926838,4.355523893,4.143788976
1374874_at,5.298841026,7.723951514,7.998509863
1374875_at,5.157879072,3.235933224,4.068002396
1374876_at,8.877322707,8.206273318,8.785328978
1374877_at,8.38349296,6.917036585,7.237269177
1374878_at,8.94832124,9.251897791,8.591384635
1374879_x_at,7.564851093,7.491707989,8.061828852
1374880_at,4.081830389,4.97315676,4.080476824
1374881_at,3.396763022,3.859418577,3.25268286
1374882_at,8.166915289,7.878785116,7.568329508
1374883_at,8.317238106,8.629435469,4.049782046
1374884_at,6.421169132,8.202482705,7.678812578
1374885_at,5.493258224,7.684860353,7.543044475
1374886_at,7.749052651,7.178009393,6.172794719
1374887_at,6.653281798,6.789618261,6.269873471
1374888_at,6.047286372,5.877442884,5.855559371
1374889_at,4.695722167,4.561015737,3.894866589
1374890_at,9.895923215,8.479374227,8.275231616
1374891_at,5.394014397,5.794058115,5.728638201
1374892_at,8.062160852,7.985190166,7.712304249
1374893_at,5.515086067,5.834817693,5.943689498
1374894_at,5.947421107,5.76702357,6.385644795
1374895_at,3.761070273,3.274336087,4.029372675
1374896_at,5.939060114,6.524923069,5.987326237
1374897_at,8.399958342,8.007503409,8.496825547
1374898_at,6.026258929,7.095748191,6.513790095
1374899_at,5.207409822,5.433668077,5.363294174
1374900_at,7.49674211,7.163141511,7.493763767
1374901_at,3.644722076,3.435186793,3.46056998
1374902_at,3.658873338,3.759924509,4.656280419
1374903_at,8.480260345,7.226541628,9.510042466
1374904_at,2.876906464,2.820711649,5.006417764
1374905_at,6.454913056,6.410067865,7.003000885
1374906_at,4.454443653,6.755517059,5.155695919
1374907_at,4.982107154,5.824004493,6.251172228
1374908_at,4.589984077,5.968637233,4.077021297
1374909_at,7.850950392,7.38307532,8.282371358
1374910_at,6.112334373,8.133284669,5.776973199
1374911_at,7.940209186,7.35409562,7.940644898
1374912_at,4.015847674,3.701363413,4.050491689
1374913_at,7.51262998,8.277328652,7.539395513
1374914_at,6.941910698,6.065284034,6.315802674
1374915_at,6.969074178,4.310482686,6.062216425
1374916_at,5.59351036,6.237160019,5.786189489
1374917_at,7.85673878,7.043351853,7.416049232
1374918_at,5.20628529,7.167654433,5.678584534
1374919_at,7.710465858,7.619555585,7.76831014
1374920_at,4.542435647,8.71814913,7.477441352
1374921_at,7.430130723,6.019414684,7.376394775
1374922_at,6.078992543,5.238536052,5.715179186
1374923_at,6.060315894,6.129296889,6.139982816
1374924_at,6.281690139,4.328610681,5.354871211
1374925_at,5.553062447,6.754229209,5.676379461
1374926_at,5.861254752,7.055716862,6.295735122
1374927_at,6.089194329,6.000203138,6.689904154
1374928_at,4.74896185,4.562112251,4.319791459
1374929_at,8.555505257,7.665874802,7.465771307
1374930_at,4.646908534,7.76325228,4.698384787
1374931_at,6.465915249,6.347265649,6.100909435
1374932_at,8.446050689,3.249496394,3.731718732
1374933_at,5.750605892,7.041125879,9.688343302
1374934_at,4.455408122,7.182604349,4.304890142
1374935_at,5.733347935,7.923043341,7.345742045
1374936_at,4.772680982,3.936609606,4.503218565
1374937_at,5.137777293,3.857440942,5.069480678
1374938_at,7.459765087,6.970540671,7.167126297
1374939_at,4.883474048,9.628197478,5.964033033
1374940_at,7.714113782,7.84060645,7.380875692
1374941_at,8.674062742,6.743351606,7.922148796
1374942_at,4.992639044,4.184152577,5.901540877
1374943_at,9.731839124,7.362903875,8.02076744
1374944_at,4.961864199,4.409944054,4.828650923
1374945_at,6.320272575,6.524390947,5.826371518
1374946_at,5.063570123,5.649930916,5.709365614
1374947_at,7.218565824,6.014941407,7.232417088
1374948_at,4.785453273,3.703183464,6.016282774
1374949_at,6.906250965,6.552949737,7.147849479
1374950_at,3.964814452,4.311480835,3.964927959
1374951_at,4.699114265,4.083307806,4.035793354
1374952_at,6.598426743,7.884541527,5.931711957
1374953_at,7.601659574,9.064075487,6.797162698
1374954_at,6.994044234,8.773218173,5.136321735
1374955_at,3.630620747,3.542669282,3.210907502
1374956_at,7.8786401,9.235811355,8.963534466
1374957_at,5.169132232,8.249578766,6.619280025
1374958_at,7.216995771,6.932573983,6.94198053
1374959_at,9.879401705,5.472466066,7.262196795
1374960_at,7.200123645,6.88774682,7.088635204
1374961_at,5.063896985,4.430443392,5.770749869
1374962_at,7.644680896,6.55337016,6.104630796
1374963_s_at,3.142761323,4.658271093,3.223103153
1374964_at,7.680208092,8.286463038,8.380241568
1374965_at,3.680242841,3.174354019,3.698379444
1374966_at,4.217720147,6.046241992,2.830745878
1374967_at,6.575361627,7.131892723,6.104800273
1374968_at,7.019241273,7.980107955,7.78468456
1374969_at,6.484047041,6.797405533,8.60799109
1374970_at,5.498258245,5.517028024,6.461436037
1374971_at,5.131454819,6.760457782,7.92257246
1374972_at,6.727042161,5.357462311,6.056840432
1374973_at,6.805529584,6.851611675,6.550332206
1374974_at,5.265465808,5.265703942,7.033878021
1374975_at,4.338928907,3.831906352,3.768802995
1374976_a_at,4.70126825,5.198072413,7.89977437
1374977_at,4.191813378,4.020609918,3.724334898
1374978_at,5.292022769,4.291765854,4.419316637
1374979_at,6.431386307,5.750731209,6.135337482
1374980_at,6.1617686,6.106960083,6.253891921
1374981_at,6.851323832,6.802074052,6.775402388
1374982_at,6.81418695,6.619175193,7.076820225
1374983_at,6.379371024,6.866407566,6.554866753
1374984_at,6.925891381,3.990643374,7.421077
1374985_at,3.808001475,3.700674084,3.522624481
1374986_x_at,7.716946479,7.670850027,7.585636054
1374987_at,9.689502395,9.264897461,9.417358756
1374988_at,3.169783154,3.418219771,2.826346308
1374989_at,3.422179296,3.21738733,3.396859297
1374990_at,7.546402751,8.414678807,7.598233778
1374991_at,4.411266918,6.542969534,5.113685298
1374992_at,7.343503284,7.488080232,7.493833846
1374993_at,6.12203049,7.512044303,6.221396334
1374994_at,5.171300274,4.417094757,4.289756597
1374995_at,8.004749476,4.217812414,7.286236636
1374996_at,7.610425043,7.125370834,6.760020155
1374997_at,7.572865531,6.619889557,7.860309526
1374998_at,2.997095337,2.666221636,2.65240637
1374999_at,4.152046875,4.996167997,3.977408592
1375000_at,4.273866244,6.673183492,5.47806987
1375001_at,5.162212283,4.828698385,7.992379029
1375002_at,3.662856233,2.999405426,2.932130578
1375003_at,7.187858279,7.376164262,10.25740128
1375004_at,6.142227998,5.66343793,5.54013456
1375005_at,3.881624906,4.786227652,5.515737245
1375006_at,8.778640167,5.805562606,9.056847669
1375007_at,4.220630622,7.788674635,3.778115768
1375008_at,5.541107627,7.273309851,6.336781131
1375009_at,7.525762799,6.405821328,7.688947343
1375010_at,8.350516455,5.244578616,9.288760998
1375011_at,7.867743877,9.00094046,9.096787041
1375012_at,4.792787223,7.898794218,3.851093273
1375013_at,5.146261454,4.872633978,5.158739156
1375014_at,5.469401735,5.778781047,5.910531316
1375015_at,5.71132857,5.288392379,6.909622422
1375016_at,4.524746398,3.531424588,4.766615799
1375017_at,6.147227109,6.143498814,6.170187822
1375018_at,5.747076048,5.270183305,5.602440214
1375019_at,7.88583787,8.007748105,8.276617831
1375020_at,7.448638429,4.600583381,7.148127717
1375021_at,4.811216768,4.276787217,4.247108776
1375022_at,7.267613743,7.199598884,6.809973832
1375023_at,5.787564111,5.287284132,5.694626766
1375024_at,6.585985329,6.812000062,6.861029192
1375025_at,5.48971289,5.867098993,5.218911496
1375026_at,5.229409221,5.003963238,6.080747382
1375027_at,9.063811757,7.972204863,9.288254138
1375028_at,4.682518908,4.423480062,8.549493977
1375029_at,8.574998338,8.533232059,8.522977418
1375030_at,4.508245162,7.314916289,4.174399752
1375031_at,3.396367393,2.93417427,3.341664902
1375032_at,3.728706682,8.526455251,5.086012309
1375033_at,5.4006184,7.863849938,4.938318127
1375034_at,7.237534012,6.787120373,8.566423601
1375035_at,7.379400199,7.954454677,7.302042963
1375036_at,6.838605442,7.657381278,6.760076171
1375037_at,9.095494482,8.264029717,9.052612989
1375038_at,3.565692941,3.482996333,3.174793867
1375039_x_at,3.2358324,2.733209156,2.798609022
1375040_at,4.410673181,2.912216409,5.71642692
1375041_at,5.820953032,6.908302272,6.499528879
1375042_at,8.301410286,7.488439114,7.7677353
1375043_at,5.677428264,9.028383323,7.620023942
1375044_at,5.097779637,5.840709028,4.678665542
1375045_at,6.491317949,6.949547838,6.405471829
1375046_at,5.303348157,7.37969229,4.27884243
1375047_at,5.832670799,6.164579662,6.229610593
1375048_at,7.001317175,7.017549805,7.301541949
1375049_at,6.103545809,7.049292369,7.663506878
1375050_at,4.710897959,7.833882593,4.521054377
1375051_at,5.431589314,6.956413644,4.933128614
1375052_at,4.647338638,4.24585955,4.897485395
1375053_at,4.544293221,7.157347965,6.016100915
1375054_at,5.875836349,7.26979248,7.241032415
1375055_at,4.056287566,3.468790961,3.772491156
1375056_at,9.319786026,8.990160897,8.631640668
1375057_at,4.670562494,3.977971001,4.923863604
1375058_at,6.898604528,6.682446785,6.551974375
1375059_at,7.097269672,5.818578975,7.653695223
1375060_at,7.650601693,6.890683141,4.400841411
1375061_at,6.665743229,7.45192251,7.349146766
1375062_at,4.303983962,3.800587113,6.909602156
1375063_at,5.573129261,5.871065669,7.931269055
1375064_at,6.279763703,6.053188939,6.648069177
1375065_at,4.67086073,6.618868953,4.93957605
1375066_at,5.462668657,7.710791985,6.073387144
1375067_at,7.678610849,8.691774748,8.227388382
1375068_at,6.875916968,6.960819301,7.497417766
1375069_at,6.135419253,6.449759438,5.627020982
1375070_at,3.945864291,3.319910125,3.306322296
1375071_at,5.59356113,4.615145449,5.933902409
1375072_at,7.597483626,6.394807123,6.327654227
1375073_at,6.35635451,4.416587733,4.570014196
1375074_at,5.29097641,8.002988232,7.42877568
1375075_at,3.361421233,3.076480839,2.85733196
1375076_at,6.167310797,5.76783875,6.839128662
1375077_at,3.187074681,2.64803662,2.976814404
1375078_at,4.271611263,4.287746707,3.841566892
1375079_at,3.106534509,3.661532436,3.093988498
1375080_at,7.773934348,4.502969352,6.89138376
1375081_at,5.568481318,6.020193038,5.08141919
1375082_at,3.02423632,2.90278909,2.927610445
1375083_at,4.515650948,3.918449659,6.416890337
1375084_at,4.600926215,5.116960442,4.429796394
1375085_at,4.560118779,3.942331671,4.958206288
1375086_at,6.683798598,6.154564982,6.324742868
1375087_at,4.628469404,3.817604821,3.911101231
1375088_at,6.734023776,4.605301381,4.261671375
1375089_at,3.736536673,3.588215444,3.846769923
1375090_at,9.785773308,10.64927537,9.766065806
1375091_at,5.287212939,5.782188319,6.483143454
1375092_at,3.879854043,3.361849314,3.351507294
1375093_at,9.365049273,6.371217362,7.053256519
1375094_at,4.408920136,3.307104482,3.426102224
1375095_at,3.468291762,2.863900036,2.888627776
1375096_at,4.053947003,5.643603869,4.504761697
1375097_at,4.38959865,4.280415258,3.818006311
1375098_at,3.33006617,3.010554326,3.071044322
1375099_at,4.691432981,4.917030959,4.92362517
1375100_at,5.864851677,5.31991243,5.102615956
1375101_at,2.711993718,2.564915275,3.593686683
1375102_at,4.550134502,4.975471817,4.868931589
1375103_at,3.549220475,3.239689011,3.259602004
1375104_at,4.182885005,3.74439507,3.835999594
1375105_at,3.612932408,3.198811425,3.398836212
1375106_at,4.908766158,4.388078021,4.433925044
1375107_at,13.5253882,14.05849173,13.70623802
1375108_at,12.90625205,13.61402963,13.16451838
1375109_at,4.101716525,3.186190809,3.322380721
1375110_at,3.220046731,3.002840377,3.084644122
1375111_at,2.971986771,2.380921557,2.758668054
1375112_at,4.059835363,3.772634009,3.625838997
1375113_at,3.216050125,3.094227093,3.166095358
1375114_at,3.672006658,3.197913332,3.167978329
1375115_at,4.012167133,3.49417411,3.56241007
1375116_at,6.316385033,5.69531404,5.59263349
1375117_at,6.522693495,5.79864053,5.670441409
1375118_at,5.389389282,5.508664412,5.272828736
1375119_at,10.27822691,11.06497384,11.44815611
1375120_at,8.555416323,7.344978079,6.437030571
1375121_at,5.578999537,5.197539758,7.362056797
1375122_at,3.500905049,4.551343073,3.605421799
1375123_at,5.449837997,5.009904329,7.326102024
1375124_at,5.118057459,4.591789893,4.68635271
1375125_at,4.232054682,3.66623463,3.688730535
1375126_at,3.541689442,3.318543302,3.111564771
1375127_at,7.493316796,6.766084549,6.245240184
1375128_at,4.521002207,3.949297987,3.759878747
1375129_at,5.1183236,4.317535488,4.55921854
1375130_at,6.786854063,7.53859062,6.654058053
1375131_at,11.22088385,9.783860263,9.755294447
1375132_at,3.658351048,3.606959194,6.77172159
1375133_at,3.869442875,2.986711712,3.04664899
1375134_at,5.317508332,4.84579567,4.780678465
1375135_at,6.825184775,6.419127385,6.637140352
1375136_at,4.694898433,3.769622444,3.8926773
1375137_at,9.227523648,8.726313127,9.782939232
1375138_at,6.204235202,8.418689805,11.02581887
1375139_at,4.650926656,7.918218775,3.815225381
1375140_at,7.677874944,8.466162333,8.279958744
1375141_at,3.359860764,3.041725814,3.057685613
1375142_at,3.734176343,3.249758122,3.317788616
1375143_at,4.079743111,4.183274734,3.773865096
1375144_at,7.495973544,10.17982926,10.87733621
1375145_at,6.370605547,5.166404553,5.328227368
1375146_at,10.13070509,8.083253883,9.013318508
1375147_at,5.482328685,4.523518215,4.648829126
1375148_at,5.51107396,3.36937198,4.423773247
1375149_at,5.563995613,6.859449535,4.317675228
1375150_at,3.333479895,2.88017069,3.015295563
1375151_at,3.891691394,3.392885945,3.4939983
1375152_at,4.783008532,4.022549268,3.989321146
1375153_at,3.71190468,6.346092257,4.740886762
1375154_at,5.055202516,6.047380361,5.0885102
1375155_at,4.833777656,4.186971275,4.280064384
1375156_at,4.338765823,3.581740245,3.634656147
1375157_at,6.949313188,6.111739912,6.111898594
1375158_at,6.418415697,4.945163189,5.389759526
1375159_at,4.288345335,3.514223436,3.464858708
1375160_at,5.591040344,5.222789824,5.01548501
1375161_at,9.267548218,9.003455301,8.533579184
1375162_at,8.679544881,9.032866538,9.22873361
1375163_at,9.693589042,10.34308859,9.692975913
1375164_at,4.477094717,3.775697664,3.689286803
1375165_at,3.321137895,2.759102869,2.910158787
1375166_at,3.376683813,3.079578363,3.038683382
1375167_at,4.289477294,3.81662449,3.932270338
1375168_at,5.849994474,5.271478375,7.498044459
1375169_at,3.534272084,3.082884565,3.122868581
1375170_at,7.588682786,6.400280359,12.5236027
1375171_at,3.105752697,3.212628896,3.484886713
1375172_at,3.550765538,2.91005538,3.090233561
1375173_at,9.78787431,8.472063779,8.762557071
1375174_at,7.653651264,7.801879633,7.902121328
1375175_at,5.746840169,6.542670097,6.378752666
1375176_at,5.564917806,5.406634348,5.265348223
1375177_at,5.886320473,5.892549498,5.556958154
1375178_at,4.326899276,4.125869846,4.404663625
1375179_at,3.856466219,3.714830815,3.474038002
1375180_at,5.698983534,4.924801144,6.162748481
1375181_at,11.52070715,11.48013162,12.39384142
1375182_at,6.897487712,10.65547229,7.984991312
1375183_at,8.313577056,7.291841785,6.703328572
1375184_at,3.695936644,3.164597165,3.341489053
1375185_at,9.281139751,9.434097642,9.00258411
1375186_at,8.838261528,8.129354769,8.755011803
1375187_at,3.716320106,3.439407697,3.880846078
1375188_at,5.882684602,6.586522061,6.00128801
1375189_at,10.0561124,9.988291544,9.940780524
1375190_at,5.868956644,6.345452768,4.843003334
1375191_at,5.408639093,5.163465681,6.767716994
1375192_at,4.53883638,6.406412712,4.402858086
1375193_at,5.956430401,5.617017338,3.426584699
1375194_at,6.502285172,7.935383788,7.557492159
1375195_at,3.005634739,3.273796071,3.778836926
1375196_at,3.985623789,3.663288343,3.871166195
1375197_at,10.33441061,11.00489059,9.889108758
1375198_at,3.898291291,3.581556374,3.472655932
1375199_at,4.943785799,6.555647828,5.790769077
1375200_at,5.595872409,5.339851758,5.312038382
1375201_at,5.145607963,3.906285647,4.099255598
1375202_at,3.729113571,3.299871218,3.353128133
1375203_at,5.057030152,4.48429334,4.468654606
1375204_at,4.438302588,3.73620084,3.975242754
1375205_at,9.261136533,8.843057673,10.01553291
1375206_at,6.63111422,9.656809725,7.756135498
1375207_at,5.783496392,5.18018137,5.761081345
1375208_at,4.619281319,3.80252848,3.806312443
1375209_at,8.7129329,6.640798423,7.278827765
1375210_at,3.866631602,3.606892442,3.435002206
1375211_at,9.622717289,8.266590459,9.909425839
1375212_at,6.98857925,7.964512295,7.485375154
1375213_at,6.462616315,6.487052728,7.020459624
1375214_at,7.617537484,6.809283841,7.299718713
1375215_x_at,10.29231132,8.31240629,9.516342792
1375216_at,6.586581914,5.152994167,7.77275337
1375217_at,6.998672476,7.01271945,7.764082633
1375218_at,4.966315502,4.206081658,4.372647192
1375219_a_at,12.34479075,11.9624496,12.69320663
1375220_at,10.35686728,9.263946903,8.689409463
1375221_at,8.406526715,11.42846467,9.01234747
1375222_at,5.867397013,5.289868446,5.048877777
1375223_at,3.224137947,9.346522199,8.288007771
1375224_at,7.542234354,6.91321326,8.508772542
1375225_at,3.634154955,3.031691942,3.280684872
1375226_at,6.550724797,7.268620284,6.890836357
