	GSM495209	GSM495212	GSM495215
1368924_at	10.98359689	4.238760203	6.851977292
1368925_a_at	3.561197083	3.799838589	3.578499623
1368926_at	4.064346599	6.621473325	7.136250735
1368927_at	6.364185338	5.571799493	7.75241669
1368928_at	5.126540787	7.352802557	7.441292114
1368929_at	6.562054232	5.608703682	5.151557624
1368930_at	3.413335242	2.925219291	3.696081447
1368931_at	8.177962521	7.872578136	4.23271544
1368932_at	5.435799977	5.217276068	5.588362261
1368933_at	5.786221429	7.561783688	6.599516446
1368934_at	11.00575049	3.656743259	3.146874243
1368935_at	5.076452605	4.930960642	3.859509705
1368936_at	10.44843158	9.492948697	9.299341897
1368937_at	5.641916314	5.110837474	4.812613955
1368938_at	4.789645328	4.007102156	4.721860702
1368939_a_at	3.91664995	6.760763886	4.00846405
1368940_at	8.700379249	4.254929285	7.717651421
1368941_at	3.714337481	3.185628998	4.467349511
1368942_at	4.298472528	4.332532201	4.041095262
1368943_at	11.89899757	8.206494537	9.082516024
1368944_at	6.619324901	8.368374495	7.568139766
1368945_at	6.801077866	3.888632189	4.638807301
1368946_at	6.540554868	7.077219552	7.36109578
1368947_at	7.864458517	6.855490108	8.579994046
1368948_at	5.114235331	4.016619139	9.281888365
1368949_at	4.743856486	5.681575529	5.665095059
1368950_a_at	4.470939719	3.378595998	3.326664666
1368951_at	3.854013844	3.646610945	3.533132471
1368952_at	4.666257859	5.577639817	3.689207778
1368953_at	7.69542019	5.851318143	6.192096044
1368954_at	5.509785223	5.441923723	6.406016633
1368955_at	6.755089576	7.472692947	6.94549568
1368956_at	5.327098319	6.406993311	4.129660132
1368957_at	4.260668197	6.334372677	3.796574472
1368958_at	3.764135219	8.298307575	4.439741367
1368959_at	4.346963668	4.640472621	3.60215821
1368960_at	9.117414074	7.493915828	8.081413514
1368961_at	5.839073417	4.996494262	5.897437993
1368962_at	3.766579288	4.440756038	3.97681282
1368963_at	6.114977571	7.117724008	6.702945904
1368964_at	4.877104959	8.600627594	8.319657136
1368965_at	4.657141409	4.356713302	5.376794454
1368966_at	4.817779139	4.271853946	4.532468986
1368967_at	6.532192343	6.919368043	6.611616165
1368968_at	3.772906936	3.801012551	3.947550387
1368969_at	3.850990174	3.232203161	2.787012047
1368970_at	4.895820991	4.370234205	3.694595025
1368971_a_at	5.036652419	5.663276774	5.427113096
1368972_at	4.046628958	9.369367889	3.695590137
1368973_at	6.690153616	6.558452934	6.796995894
1368974_at	4.174960961	4.059321921	3.773440898
1368975_at	5.915898557	5.748982709	7.816068044
1368976_at	4.965788826	3.983974266	6.40406579
1368977_a_at	8.177669786	7.021245828	6.405882786
1368978_at	5.908236573	8.235922606	4.731550562
1368979_at	5.50975927	6.556226875	3.886659887
1368980_at	4.185693121	3.912652934	5.975127903
1368981_at	4.070392872	9.261209093	6.434949441
1368982_at	5.153448649	6.887346064	5.003623612
1368983_at	4.30656305	4.998511407	6.029584613
1368984_at	7.639491302	7.395649712	8.327513966
1368985_at	3.932681564	4.293718712	3.354447944
1368986_at	5.188742526	7.956087368	4.175293152
1368987_at	4.978696993	9.854351822	4.712475133
1368988_at	5.441172427	5.531409379	6.092726094
1368989_at	5.161812125	5.122328494	7.437680423
1368990_at	4.890362382	5.361689607	6.847438526
1368991_at	5.974688459	7.044089252	4.767129427
1368992_a_at	10.08100479	10.33097702	10.85127641
1368993_at	5.103897457	6.836859553	3.736652298
1368994_a_at	6.165196902	8.080127461	8.007613777
1368995_at	3.594178129	5.847343021	4.726036846
1368996_at	3.830988335	3.397670804	3.470205832
1368997_at	4.213280517	3.506901836	3.733039399
1368998_at	3.304300025	3.103975169	3.117672275
1368999_a_at	4.09171686	4.0410159	3.541861364
1369000_at	7.246656205	3.404262355	3.358681952
1369001_at	4.332317621	4.174466049	3.23946461
1369002_at	4.124831554	4.54217252	6.980840592
1369003_at	5.513715513	4.648101911	4.989687511
1369004_at	5.908236573	9.062505246	5.758536179
1369005_at	4.509464527	4.84126009	4.559842257
1369006_at	3.496104559	3.58060438	3.566118082
1369007_at	5.497849674	7.877145352	5.629725438
1369008_a_at	4.071887881	12.01611251	8.667556582
1369009_at	3.460328084	2.791891549	3.174955286
1369010_at	4.24444269	3.376099102	4.270604685
1369011_at	11.4419663	3.701676205	3.346199704
1369012_at	5.340565822	4.373221651	3.951357439
1369013_a_at	10.24094255	10.07178787	10.13656084
1369014_at	3.980045683	4.1622799	3.974988665
1369015_at	4.888219613	4.190409639	3.600496044
1369016_at	4.337229802	4.814439655	4.588677407
1369017_at	3.893022483	4.486418809	3.923176692
1369018_at	4.574290595	4.509704458	4.832005287
1369019_at	3.767490791	3.50437116	3.120767639
1369020_at	3.515908894	3.758798378	3.032361668
1369021_at	5.443570981	5.384977362	4.492467306
1369022_at	5.054382208	7.503958507	3.856869788
1369023_at	9.180653764	7.48555742	7.79423666
1369024_at	6.391294952	5.158269995	6.819345357
1369025_at	4.160197516	3.46917534	5.930766338
1369026_at	6.709345081	5.607376813	6.691177516
1369027_at	3.755115042	3.504797028	3.593345946
1369028_at	4.180578007	3.618377115	3.507195087
1369029_at	5.569403086	3.920342701	9.43043082
1369030_at	3.563574385	3.024483716	3.006535869
1369031_at	7.841613333	5.628570125	6.587495527
1369032_at	6.941324038	7.520290612	6.12259447
1369033_at	2.950809735	2.850412285	2.669904968
1369034_at	3.672145339	3.491236111	3.405100306
1369035_a_at	3.644927301	7.953490034	3.67108832
1369036_at	3.714359928	7.133589238	3.09703985
1369037_at	4.134719188	3.933467492	3.595898863
1369038_at	4.882316399	4.012815932	5.336948784
1369039_at	7.095613498	7.101832858	6.984237909
1369040_at	5.980806198	6.905929198	5.909545832
1369041_at	3.424562941	7.746494506	3.047024575
1369042_at	7.174205137	6.218376897	6.453127172
1369043_at	3.91664995	6.658063274	3.11139902
1369044_a_at	4.933960603	7.506972177	7.865260893
1369045_at	5.860528699	6.862633351	6.235069319
1369046_at	4.394935955	5.169686664	4.616731784
1369047_at	3.787203628	5.350074636	3.14396185
1369048_at	5.76431982	8.992156851	4.494890547
1369049_at	4.049520518	5.091548925	5.393131369
1369050_at	6.76946794	3.620249122	3.784243604
1369051_at	6.523610965	4.678792374	4.892610844
1369052_at	6.207270323	6.154647373	5.951077478
1369053_at	3.623469528	4.296994133	3.375081834
1369054_at	4.61286794	4.43068287	3.284034078
1369055_at	4.185405749	3.350269227	3.901261404
1369056_at	4.017130771	4.501216615	3.711968103
1369057_at	6.665532003	5.333378726	6.802368241
1369058_at	4.618148047	5.118739078	3.837618021
1369059_at	7.678204015	6.99299189	7.709623167
1369060_a_at	7.797333177	7.91824108	8.152588761
1369061_at	7.671432779	5.797519048	6.447180904
1369062_at	4.140817661	3.484820571	3.506093658
1369063_at	9.380967904	8.783730925	8.980312051
1369064_a_at	3.745257488	4.906090724	3.56064331
1369065_a_at	8.856097712	11.34729282	9.075990334
1369066_at	5.945382113	7.762198903	6.393282529
1369067_at	2.870606743	8.690015365	4.375924885
1369068_at	4.666309988	5.012102589	5.585028493
1369069_at	7.140831427	5.755084195	5.915156566
1369070_at	7.709007627	6.671347414	6.180807004
1369071_at	3.883883318	4.296716038	3.805794548
1369072_at	8.907371864	3.927632459	4.501937425
1369073_at	9.72042699	3.588120878	4.327518614
1369074_at	11.54061367	3.32400201	3.703656584
1369075_a_at	4.04587513	3.746728488	3.243131254
1369076_at	9.327688888	8.051838516	7.356480349
1369077_at	7.393865834	8.06025216	9.02017483
1369078_at	7.756336925	8.302108778	7.247136122
1369079_at	4.30882133	7.248497284	3.320697866
1369080_at	3.78242286	4.508499396	3.432272072
1369081_at	6.565525032	5.703222301	5.628519587
1369082_at	6.100501477	5.116972756	5.380062393
1369083_at	5.392718374	5.960526097	7.06318353
1369084_a_at	6.417239444	6.951311281	6.103042183
1369085_s_at	4.751427123	11.85527231	6.609050783
1369086_a_at	6.356745953	6.126064094	6.016753007
1369087_at	5.176183197	5.009289597	7.252849304
1369088_at	6.504730549	5.159569302	5.656173157
1369089_at	4.22202352	8.378922249	4.284696579
1369090_at	3.231548681	5.958375365	2.865274119
1369091_at	4.439205388	3.045787854	3.586346351
1369092_at	7.654054199	6.104538303	7.309989474
1369093_at	6.398490983	7.796434411	3.852695866
1369094_a_at	7.439994509	6.370018076	6.309103157
1369095_at	5.043754892	5.372001521	4.396108626
1369096_at	3.719584663	4.737696163	3.807523758
1369097_s_at	6.673911304	9.548680437	9.168540137
1369098_at	3.39283064	6.007617381	6.695318406
1369099_at	7.815010426	5.180683217	6.432342782
1369100_at	3.487077811	3.041181456	2.950894975
1369101_at	6.618792689	4.444305677	5.410252257
1369102_at	5.602593656	8.609243567	3.852695866
1369103_at	4.035464406	7.543880229	7.211754012
1369104_at	5.545257863	5.117945456	5.489210866
1369105_a_at	3.078893469	6.871735373	6.817770359
1369106_at	4.441216176	7.679912549	3.999585842
1369107_at	3.041697573	2.842711809	12.70691752
1369108_at	3.904595945	3.452328263	3.870653694
1369109_at	2.879250513	2.819581516	2.864105806
1369110_x_at	10.46114871	7.567528731	9.493072818
1369111_at	13.2139312	6.299928554	3.44673929
1369112_at	3.269176163	4.360198754	3.144447175
1369113_at	3.142376796	4.684308917	3.346703544
1369114_at	2.951297859	2.657562546	2.651969104
1369115_at	5.05652466	3.981942763	7.718755882
1369116_a_at	5.410569758	4.906587001	4.534439816
1369117_at	3.384024148	3.183031846	3.661858236
1369118_a_at	3.980000148	3.797582258	3.61215067
1369119_a_at	4.532168701	5.168466715	3.792065225
1369120_a_at	6.552032497	5.529900754	5.900303542
1369121_at	4.251592174	3.765536437	3.925568805
1369122_at	7.4665252	7.09480334	7.759936609
1369123_a_at	4.673387659	3.950050782	3.997417207
1369124_at	4.257843947	5.152532895	3.963493433
1369125_at	2.966294162	5.350589175	2.815730837
1369126_at	4.346201607	2.633749274	2.691936879
1369127_a_at	5.361349443	3.957329325	4.033576816
1369128_at	3.750264934	6.321807483	3.929167927
1369129_at	3.39283064	8.831201391	4.985673088
1369130_at	4.233611846	8.684398547	5.043158427
1369131_at	5.331359114	6.247040287	4.559842257
1369132_at	5.19495964	5.110743878	4.238287702
1369133_a_at	5.543912577	5.556489015	4.863303778
1369134_x_at	4.742869663	5.485642141	4.799597414
1369135_at	5.424704599	6.908745157	4.906937682
1369136_at	3.826051509	3.429509548	7.58821683
1369137_at	5.256586233	4.17025127	4.327090921
1369138_a_at	3.530407796	3.564626981	2.881202743
1369139_at	3.718012573	4.63250239	3.454136891
1369140_at	3.641451755	3.021153004	2.820824183
1369141_at	3.155155008	2.713407813	2.672531645
1369142_at	3.0846923	2.916552333	3.203974949
1369143_at	3.447294729	3.128449472	3.289443156
1369144_a_at	3.386206532	8.181520617	5.797321643
1369145_a_at	3.898708582	3.547345309	3.496323835
1369146_a_at	6.84107023	3.921219558	7.038580086
1369147_at	3.346515284	3.640259898	3.24671982
1369148_at	6.717921988	4.499835181	4.740091114
1369149_at	4.681374802	5.384977362	4.438461815
1369150_at	8.875815085	5.408013829	5.139045275
1369151_at	4.753311105	4.463020006	5.1831667
1369152_at	7.707030367	9.783117051	7.516302613
1369153_at	3.316102322	3.105174466	3.079950502
1369154_at	3.631355247	3.192763473	3.168518299
1369155_at	4.198897421	7.336113721	3.839431282
1369156_at	7.467898971	2.512014966	5.968835959
1369157_at	8.591821669	6.138119265	6.89734836
1369158_at	4.58233988	3.478274235	3.182065868
1369159_at	3.890034768	4.462918022	4.384398922
1369160_a_at	4.761308046	4.927403929	5.485327271
1369161_at	9.610145471	5.556019551	5.348505446
1369162_at	3.646787166	3.193587207	3.357581689
1369163_at	5.390139647	6.631002726	4.463549516
1369164_a_at	3.743318683	4.999040193	3.415292463
1369165_at	5.488372907	7.685345693	6.293519616
1369166_at	3.605495755	3.525067706	3.752557485
1369167_at	5.747327869	6.819331979	7.222247071
1369168_a_at	4.604387009	4.09341868	4.218713376
1369169_at	9.224573297	3.081742896	5.143768601
1369170_at	3.567135777	3.073055448	3.071953583
1369171_at	10.3285532	4.588630739	7.086518002
1369172_at	5.15190515	7.091133802	4.226297298
1369173_at	3.977568632	3.750337546	4.27892772
1369174_at	6.837726281	6.052923041	6.87189318
1369175_a_at	3.146510282	3.032460886	2.56179901
1369176_at	6.28558819	5.721506197	5.831129582
1369177_at	6.704774689	6.268430245	6.133579058
1369178_a_at	3.512841426	3.257102528	6.193807532
1369179_a_at	4.992387256	3.773116709	6.531644597
1369180_at	4.732006663	4.124432242	4.041095262
1369181_at	6.467520971	3.701590479	8.401864794
1369182_at	3.6213047	6.15158465	8.111700447
1369183_at	3.435564527	3.495434287	4.638807301
1369184_at	3.788961934	3.333840248	3.327234394
1369185_a_at	4.660924455	4.349863459	4.041095262
1369186_at	6.578511059	5.119418055	9.21237142
1369187_a_at	6.945604686	4.872260697	4.84033823
1369188_at	3.901777993	2.949489303	3.619343476
1369189_at	4.297180374	4.17044524	4.716754505
1369190_at	4.944553296	4.56573928	6.221422893
1369191_at	2.932407185	2.786938021	3.148200674
1369192_at	4.344189641	4.477462766	6.15699128
1369193_at	5.006740736	4.436506042	7.354203267
1369194_a_at	3.561197083	2.852543241	3.388355522
1369195_at	6.447542287	3.807076437	3.84553992
1369196_at	4.830136359	4.246800286	4.125056105
1369197_at	5.792927032	6.265107066	7.795334513
1369198_at	5.512062192	5.016255937	5.598036961
1369199_at	4.194682112	3.548339414	3.407135117
1369200_at	9.424424104	6.123286868	6.694310353
1369201_at	4.969038603	5.033101989	3.664503676
1369202_at	4.755688655	2.968123858	2.861878697
1369203_at	4.13598202	5.790624065	10.1907298
1369204_at	6.895862729	4.568748702	8.778828844
1369205_at	4.593183352	4.186509708	4.20065969
1369206_at	11.86549792	3.881381143	3.838905277
1369207_at	4.356894497	3.384139471	4.364500665
1369208_at	5.106074188	3.992417597	4.936948923
1369209_at	6.487262814	7.2519473	6.93483491
1369210_at	4.181180613	9.88432283	4.116281766
1369211_at	5.030892398	4.620622307	4.556025947
1369212_s_at	6.215922249	8.333215332	6.651064966
1369213_at	4.439205388	8.64129789	5.172062405
1369214_a_at	5.394967859	5.003633893	5.688407942
1369215_a_at	8.380765068	9.264454734	9.765173863
1369216_a_at	4.866138727	3.573354696	4.1171348
1369217_at	4.31649127	4.886252772	4.118496092
1369218_at	7.568151048	3.630126914	6.795397041
1369219_at	6.151031722	4.980758866	5.231677235
1369220_at	7.690929719	9.562401638	7.783555982
1369221_at	3.501252233	3.342196501	3.274119069
1369222_at	5.190989546	6.792993864	3.621151637
1369223_at	5.447614835	4.963980614	5.030530425
1369224_at	4.570617543	3.486429778	4.276901154
1369225_at	11.84476061	3.93149659	5.85148276
1369226_at	9.567428754	3.447037862	3.864105976
1369227_at	6.601792316	6.581231442	6.573778956
1369228_at	9.539531676	5.016798477	5.203347624
1369229_at	5.306081734	5.383844852	7.461754198
1369230_at	3.640196009	3.350269227	3.572112768
1369231_at	4.546262265	4.157757223	4.600779393
1369232_at	4.206398839	3.828693974	3.680798804
1369233_at	2.827687995	2.692036311	2.657149096
1369234_at	7.219186296	6.215127592	4.638807301
1369235_at	4.881594784	5.333378726	5.260561067
1369236_at	4.771084429	5.326668269	5.323217627
1369237_at	4.754091952	5.62186149	3.901769657
1369238_at	8.927395415	4.372313026	4.708238155
1369239_at	3.66169457	3.118004874	2.986694989
1369240_a_at	5.090862764	4.212677424	4.340879038
1369241_at	4.98804891	4.400296753	4.570210189
1369242_at	3.266808933	7.866176345	2.960188201
1369243_at	4.166267052	3.742323919	3.962214796
1369244_at	6.086626129	4.010856187	5.672535788
1369245_at	4.140376051	3.972236084	3.900387656
1369246_a_at	4.575225129	5.722633489	3.893707246
1369247_at	5.231367152	3.995199033	5.618737632
1369248_a_at	6.179303627	5.639942865	6.381733086
1369249_at	6.769086254	7.358087209	6.049592481
1369250_at	4.829946518	3.603755502	3.576868487
1369251_a_at	3.683153176	7.99814954	3.069312648
1369252_a_at	4.471649087	4.894967728	3.711650303
1369253_at	3.247271254	3.085206852	3.342995385
1369254_a_at	3.042093115	2.672052641	2.815507653
1369255_at	6.351113039	4.263942506	5.062138138
1369256_at	4.837854429	5.109786775	4.360125743
1369257_at	4.560220124	3.777701133	3.87852283
1369258_at	2.920760266	3.266095506	2.646268194
1369259_at	6.363002149	3.794347222	3.466776129
1369260_a_at	4.373221042	6.024616637	4.51182282
1369261_at	5.473735361	4.732744789	4.866922294
1369262_at	6.835216978	4.449991922	7.3966637
1369263_at	3.532705549	3.635131936	4.837808888
1369264_at	4.186789071	3.774174835	4.192500821
1369265_at	7.002301518	7.889942869	7.020220494
1369266_at	6.112138593	3.922365699	4.393449865
1369267_at	3.422885903	3.322237801	3.291537492
1369268_at	3.578917032	3.433883389	6.038507505
1369269_at	8.733171039	7.865968772	7.83644002
1369270_at	8.265414654	4.595711233	4.427438496
1369271_at	4.753311105	4.565991856	4.444893799
1369272_at	4.14251461	3.753196203	3.52311304
1369273_a_at	4.240967684	3.592453526	4.857207804
1369274_a_at	3.681620927	3.965485362	3.33098169
1369275_s_at	11.61946646	4.395664658	4.551489732
1369276_at	4.600825026	4.562739787	5.330121488
1369277_at	5.17813934	4.590103914	4.466924676
1369278_at	6.52382019	5.903290075	5.69630139
1369279_at	5.605743651	4.470509445	4.52189565
1369280_at	3.946268414	3.96453393	3.314066972
1369281_at	2.730944739	2.764468876	2.81568839
1369282_at	2.76210091	2.423720584	2.417429714
1369283_at	3.152364655	3.393028526	2.899716584
1369284_at	4.439659364	3.790605316	3.864395385
1369285_at	6.398490983	6.854553589	7.000227291
1369286_at	11.48296356	3.72423327	4.007348384
1369287_at	4.895820991	5.227249868	4.240910043
1369288_at	4.181255421	3.96779118	4.009517011
1369289_at	8.548065773	4.03629354	4.051470992
1369290_at	5.097413802	4.39682505	5.486480441
1369291_at	9.927577078	3.293660428	7.626408518
1369292_at	4.513346609	3.191578944	3.897880732
1369293_at	5.317770247	5.940471642	4.677114034
1369294_at	4.68108199	4.365050223	8.792166961
1369295_at	3.738485614	3.854006745	3.806184652
1369296_at	8.755431199	3.175967322	3.62834625
1369297_at	3.814236041	5.723687042	2.809633343
1369298_at	4.096407325	3.219805734	2.942954295
1369299_at	3.869941668	3.128038823	4.059150928
1369300_at	3.256285986	2.932067685	4.613412751
1369301_at	3.770320471	3.427049825	5.875720573
1369302_at	4.365388016	3.69753104	3.323309847
1369303_at	3.535305074	5.556610848	3.20050934
1369304_at	6.722760289	5.411735406	5.949437819
1369305_at	3.258274416	3.338253526	3.727049318
1369306_at	4.335372291	2.908940642	7.406275698
1369307_at	4.723097226	4.363114065	4.697308367
1369308_at	4.439205388	4.031138713	5.42276223
1369309_a_at	5.324275368	8.612100551	4.857207804
1369310_at	5.686073169	10.19784987	6.931230573
1369311_at	4.199972909	6.820105527	3.889528599
1369312_a_at	8.608046115	8.992741102	8.984542351
1369313_at	4.746482177	6.33970519	5.792767023
1369314_at	3.520208325	3.27973933	3.481865737
1369315_at	3.767014833	4.478357358	3.665641027
1369316_s_at	5.348918643	4.559351406	5.486480441
1369317_at	3.164828233	2.655988405	2.840720954
1369318_at	5.940235477	6.352098024	5.0133477
1369319_at	8.480917798	9.459672329	9.020141171
1369320_at	4.633725386	4.290946926	5.177949092
1369321_s_at	2.935770657	2.553339514	2.688356164
1369322_at	5.762900966	6.164729354	7.83110086
1369323_at	6.354188633	6.253472077	7.698221308
1369324_at	3.208379676	2.915282134	2.709466507
1369325_at	5.002933347	6.030538401	5.903101137
1369326_at	5.160088823	7.136677108	4.294293884
1369327_at	3.534328016	3.907455273	5.827943111
1369328_at	5.072178107	3.36793606	3.717910395
1369329_at	4.405612332	3.664086952	4.001125209
1369330_at	5.176012938	5.112182399	4.185351034
1369331_a_at	4.551381564	5.249446191	6.103042183
1369332_a_at	4.030660983	7.008063073	4.052759293
1369333_a_at	4.689446576	7.23118887	4.390729767
1369334_at	2.943505558	3.732435036	3.11139902
1369335_at	2.903591109	3.012710257	3.795698851
1369336_at	5.271464122	6.039805413	5.377080205
1369337_at	4.021500662	3.575138331	3.685269038
1369338_at	4.702741504	4.876888679	4.018355833
1369339_at	4.753311105	4.985008534	4.143802979
1369340_at	3.738485614	3.487587907	3.729843937
1369341_a_at	5.447518246	7.119561594	5.322726478
1369342_at	4.587509498	4.40813827	6.076038841
1369343_at	2.935770657	4.064104305	2.66177571
1369344_at	5.537616493	6.696454189	4.883433393
1369345_at	4.437988981	6.149863307	3.58682291
1369346_at	4.233551636	3.280461944	3.103978338
1369347_s_at	4.753440078	4.049579462	4.731034343
1369348_at	3.943672686	3.768262018	3.370240947
1369349_a_at	3.118255282	3.152932953	2.927929296
1369350_at	6.337286183	4.847049421	4.554295773
1369351_at	3.69299999	5.194284872	3.566521971
1369352_at	6.398490983	5.518533519	6.314433784
1369353_at	3.39283064	3.778083928	3.11139902
1369354_at	5.452845536	5.172696687	5.130420808
1369355_at	5.565730534	5.615704492	4.263541816
1369356_at	3.39283064	3.250046664	2.951964981
1369357_at	4.68550221	5.425571305	4.840759332
1369358_a_at	6.109003606	8.311535342	6.20464907
1369359_at	4.352111045	3.682997012	4.249996426
1369360_at	5.518711323	4.39271936	4.085896458
1369361_at	3.109626423	3.133799847	3.370822762
1369362_at	5.27119952	4.138613172	3.916447924
1369363_at	4.454191196	5.219236817	4.912257496
1369364_at	2.858127798	2.586994124	2.772374897
1369365_at	3.228426687	3.179584512	3.50824977
1369366_at	4.371202652	4.34075532	4.041796258
1369367_at	3.91664995	3.819977056	3.745353558
1369368_at	3.620678833	3.592453526	3.229426435
1369369_at	5.147143971	5.224188219	4.282716492
1369370_s_at	4.732573949	3.734834956	4.166645095
1369371_a_at	4.374676667	8.233132946	4.84559012
1369372_at	4.553616037	4.201788699	4.141827696
1369373_at	5.58164439	5.529900754	6.791624968
1369374_at	2.901174779	2.583439563	2.788867351
1369375_a_at	3.07552928	3.017217911	3.11139902
1369376_a_at	3.692715934	3.15300944	3.281837798
1369377_at	3.340249443	4.761676193	3.428250601
1369378_at	4.753311105	5.435235838	5.401270893
1369379_at	4.497040156	4.070456482	4.78682919
1369380_at	3.384433182	2.805794441	2.938524413
1369381_a_at	3.083068707	2.965797412	2.764755536
1369382_at	6.11747503	4.979684373	4.86184639
1369383_a_at	3.645956789	3.758769933	3.830036953
1369384_at	3.402747565	5.719177808	3.034898087
1369385_at	3.957931162	3.350269227	3.274346404
1369386_at	4.069349221	3.350148412	3.347651145
1369387_at	5.515188471	3.999082777	6.248265594
1369388_at	3.430527985	3.046610359	2.95577894
1369389_at	4.05187138	5.694824998	3.024981162
1369390_a_at	4.229228293	7.852047576	3.461430189
1369391_at	3.616950049	5.629304674	3.383933112
1369392_at	4.773463866	3.694352505	3.867885123
1369393_at	4.688474948	3.487811576	6.78096789
1369394_at	3.961879384	4.451035756	3.636288123
1369395_at	3.254401088	3.095765555	2.96782922
1369396_at	5.162961079	4.370271857	4.65270313
1369397_at	3.80584273	3.642765429	3.837807805
1369398_at	4.439205388	3.912957361	3.834470879
1369399_at	3.391246891	2.86665954	3.560435904
1369400_a_at	5.043092138	4.583643004	4.985673088
1369401_at	2.914313149	2.774529931	2.833507938
1369402_at	7.010981494	6.936400701	7.129131286
1369403_at	4.208915654	4.119572044	3.778010694
1369404_a_at	5.312167725	9.510735305	6.553780723
1369405_a_at	3.751076318	3.489817398	3.474087248
1369406_at	3.884851553	4.05341396	3.484161467
1369407_at	6.089256476	6.559320366	7.319654544
1369408_at	4.600825026	7.808598875	4.213610085
1369409_at	8.009763411	6.60355969	7.510763833
1369410_at	7.91009501	7.008220472	7.944717996
1369411_at	4.163358099	3.238529297	3.623090295
1369412_a_at	6.498911143	6.219150684	5.869181332
1369413_at	5.354360587	5.700297995	5.18487584
1369414_at	8.633039814	8.733208969	9.302542716
1369415_at	7.237971575	6.505211171	6.160396335
1369416_at	5.426065888	4.859705071	4.865733826
1369417_a_at	3.687675185	8.878180767	4.719120157
1369418_at	3.638796106	5.060222856	3.345771838
1369419_at	4.544147908	4.324084534	3.945870568
1369420_at	4.244467842	3.626675481	3.452507529
1369421_at	7.316333529	7.081975829	7.501452413
1369422_at	3.908350181	4.190065027	3.947448652
1369423_at	3.39283064	3.404349514	3.108690239
1369424_at	3.368259044	2.927368254	2.714162388
1369425_at	4.049764882	8.356416407	5.231677235
1369426_at	4.214370251	3.641125992	3.473351409
1369427_at	8.910466683	4.949986522	7.37651033
1369428_a_at	3.39283064	4.126715274	3.291537492
1369429_at	3.174940819	2.723770349	2.839810869
1369430_at	7.654541597	4.719684182	4.638807301
1369431_at	4.932483201	5.306633591	4.393449865
1369432_at	3.927041996	4.154089268	3.811059134
1369433_at	5.421721765	5.425105575	6.126228502
1369434_at	3.421957593	3.249350111	3.412766325
1369435_at	11.97055169	6.1903577	4.899590613
1369436_at	3.334233822	3.146343416	3.415779864
1369437_at	4.231287301	3.892253361	3.947550387
1369438_at	4.106571879	3.788670793	3.969353873
1369439_at	2.851860841	2.78191708	2.940523275
1369440_at	4.384409934	2.953834698	2.951724304
1369441_at	4.019891215	3.967115364	4.985673088
1369442_at	3.118168554	3.090774534	2.859916151
1369443_at	5.891168196	4.210581085	5.231322872
1369444_at	3.903718554	3.266095506	2.783182371
1369445_at	5.327223917	4.355248143	5.001060361
1369446_at	6.296443867	6.512729356	5.366257546
1369447_at	5.023339492	4.23061758	6.103042183
1369448_at	5.514240495	5.550953074	4.638807301
1369449_at	3.924715232	3.322432928	3.54309396
1369450_at	3.927026325	3.274820593	2.956493662
1369451_a_at	3.269713267	2.643761889	2.783899267
1369452_a_at	7.977656812	7.871349742	8.02186355
1369453_at	6.279327806	5.964891657	5.651548628
1369454_at	3.443957435	2.958990709	3.008056125
1369455_at	6.045217734	3.887666504	3.885091991
1369456_at	2.883365277	2.785064739	3.211635331
1369457_a_at	5.147452909	3.592453526	3.973423935
1369458_at	3.625899471	3.889669742	4.027837032
1369459_at	4.93381502	5.857906589	4.38163509
1369460_at	5.426897975	3.332211302	3.572112768
1369461_at	3.915876385	3.346523272	3.087685067
1369462_at	5.348906132	7.768444748	4.30358025
1369463_at	5.256123497	5.263575621	4.479900942
1369464_at	3.721368146	3.018800621	3.112698108
1369465_at	2.977570236	2.695019851	3.099977212
1369466_at	3.231548681	2.993665976	2.801075198
1369467_a_at	7.022382933	4.599822512	5.903252627
1369468_at	6.478015855	3.837206217	4.636374785
1369469_s_at	4.80760104	5.683085712	4.546426344
1369470_at	4.074562152	3.882029371	5.181850928
1369471_at	4.740300265	5.475436302	5.507942453
1369472_a_at	6.748808105	7.468038848	5.976169236
1369473_at	9.38368712	7.460649186	5.875872363
1369474_a_at	3.417046137	2.963284912	3.031934548
1369475_x_at	3.667317744	3.554194576	3.376055957
1369476_at	4.333094331	3.886324507	5.428412705
1369477_at	3.552147977	3.843825834	3.402357586
1369478_at	3.920742956	3.350269227	3.473725192
1369479_at	5.897248081	5.427452367	5.47935814
1369480_at	3.518300751	3.191578944	3.327708923
1369481_at	3.115100191	3.432448203	3.179393672
1369482_a_at	4.110381038	8.42681783	3.068189251
1369483_at	5.140032249	4.124622122	4.724576128
1369484_at	5.08786411	4.707032223	8.275412534
1369485_at	9.060719036	4.508279562	3.97022079
1369486_at	3.529891447	3.266095506	2.983758318
1369487_a_at	3.522253463	4.893107006	3.691943368
1369488_at	3.300652242	3.033888479	3.391472808
1369489_at	5.158944982	4.630776552	4.507371938
1369490_at	3.519830583	2.975809784	2.872380504
1369491_at	9.298421416	5.243092869	3.670761417
1369492_at	10.7945747	3.054233002	3.085014186
1369493_at	11.84070841	4.40432342	4.226580392
1369494_a_at	4.397355184	3.855250996	3.933520564
1369495_at	4.299995084	4.109400872	3.879369185
1369496_at	7.042982252	6.213773087	7.313475617
1369497_at	4.027788993	2.927867089	6.996972398
