Symbol,Jurkat,IM-9,Raji,THP-1
NLGN4X,533.8393308,47.7988112,4.452302737,6.019486894
KIF17,6.470922546,9.453618006,20.99980449,938.9972286
PMEPA1,984.8984328,4.389848109,5.431473637,3.733314885
BACE1,18.15153519,6.908182269,9.347362704,1400.598921
IMPACT,19.57403017,8.396518855,8.728580718,948.5059154
OGN,1430.968399,72.70292873,45.60531893,12.76049865
PRTFDC1,32.57630844,2094.916777,6.205490833,254.4508899
BCL11B,6689.100441,558.0633335,34.93335572,82.44494878
EXO5,273.101394,17.97138639,9.654169636,7828.912257
FUCA2,15.79870243,254.505873,8.845468965,3117.604779
TMEM98,1050.179943,11.92565075,12.69165076,11.90052203
MS4A6A,20.23518907,49.52797172,51.10053547,5985.094602
MAGED4,504.6925366,20.3861448,11.23114912,6.624342687
MAGED4B,504.6925366,20.3861448,11.23114912,6.624342687
SNORA11D,504.6925366,20.3861448,11.23114912,6.624342687
SNORA11E,504.6925366,20.3861448,11.23114912,6.624342687
PKIB,55.46535919,76.00310708,22.29198411,3497.04944
HYI,17.81593,19.83625488,18.95935899,1853.777396
ZIC2,794.8331023,10.34364988,4.474571879,3982.137019
ARSD,19.3712488,26.47971525,16.11964421,1190.764271
DNAJC12,68.5722438,260.8644819,1766.936983,56.05988684
HHIP,359.1243369,4.359712767,7.246751459,7.836073844
DHRS9,112.4729992,146.0906215,134.7846988,13662.4423
TRIM51,8.59618964,1569.035461,33.087216,79.1488885
DHRS9,142.8976741,119.8036836,193.4332047,13633.96081
USP44,2759.252534,66.3409331,60.39228331,79.73299167
MS4A6A,16.13638904,43.61091919,24.04755695,6183.28574
MS4A7,2.737546782,58.29439385,98.26712758,2206.850942
AIFM2,13.48039856,1271.229972,15.08874175,225.4186791
AICDA,14.28483401,2056.713834,5841.151563,160.2696828
XIST,5.297980494,3172.275477,8.422810309,33.5548531
XIST,12.19571793,863.8903711,13.30657251,9.946060189
XIST,10.21847654,940.8232119,3.460927069,4.024528308
NARR,8.19870613,1151.822804,9.226274032,13.04308578
RAB34,8.19870613,1151.822804,9.226274032,13.04308578
DUSP16,21.45059958,1813.468291,76.33376293,28.33441959
GNAQ,3873.3492,157.7913533,2.329206854,1545.289554
FAM46A,21.14149319,12.60234487,5.023611409,3463.340525
SIPA1L2,1859.462002,9.698816766,4.787605283,77.20031374
CPNE2,40.35011587,363.84765,6.000257773,2745.392255
TSPAN5,954.8627718,21.07097845,5.841149965,137.6396927
CTHRC1,2488.002222,21.8570641,21.09910904,34.6613661
MSRB3,2.695946295,240.3347143,3.189869135,1050.864244
HOOK1,20.58678844,652.9165493,6.790177954,8.70040801
MARCKS,225.3761952,7961.338014,13.38661243,1280.256487
NPNT,10.45418408,2278.476128,28.89668325,109.3656904
ZNRF1,1554.682128,12.21384237,14.15115912,24.02383086
ELL2,92.11497524,3012.267251,1.035281055,541.8481281
PLEKHA1,1625.117574,80.70594562,41.25286096,29.8837862
IL6R,22.17113767,59.61878443,15.22278773,6090.079663
SBK1,885.7195913,20.89259257,14.25226351,6.808719348
PLD1,10.07301439,752.9669248,7.82093771,329.3251901
ZNF521,2093.048412,10.48181543,8.27710106,3168.660329
FAM46C,1132.734648,154.826378,43.88855807,9.219105544
LRRN1,358.8563396,2.603876436,10.22278656,3.800917898
IKZF3,269.7360202,1505.951809,4783.366859,17.32957061
SOWAHC,9.157456392,891.8733484,60.26953618,20.21543704
RASAL2,10.61154007,47.68857739,1.633207266,1042.765191
WDR72,35.72544904,1221.474485,37.67879672,59.49821419
CPNE5,22.63670537,22.84596875,4748.977093,108.6437423
FYB,2607.857903,59.28156393,29.2631128,521.2450158
HES4,2169.733593,44.05728919,59.66145713,69.0072493
BAIAP2L1,17.36611834,716.0088763,36.65339674,17.56649382
BAIAP2L1,7.222419289,1565.647983,4.511004055,74.31585126
CACNA2D1,15.40074578,1129.165112,16.58096513,25.12786346
XIST,97.08169326,4941.472466,98.21308629,150.0206899
CLIC6,19.94765277,9808.030146,22.41146646,498.1695296
TNFRSF19,10.48105496,1038.564506,5.428640574,98.83858102
TXLNB,15.23892983,15.00181544,262.2492995,29.32566897
ASB2,15.48555103,1153.215826,10.83917061,26.02410306
SHANK3,214.8825743,12.28030378,4.999795843,4.297588566
PHACTR2,221.8968906,1.984229027,11.15753043,1564.870856
PHACTR3,23.54854297,63.98554927,5.71108901,3552.614591
ZNF595,55.89735069,5046.242248,316.6009013,180.4544528
NAPSB,2.999275834,368.3972329,2229.983269,501.1563326
GIMAP7,1930.405039,235.9920637,9.267338882,8.219409972
RNF144B,417.1828152,84.98953834,6616.23135,139.9959439
MAP7D2,13.69145884,65.8161634,614.962835,12.17257057
DEPDC7,5.039025369,7.497454388,3.050185121,352.1472467
SLC44A1,17.29112349,14.32874294,14.05096918,1887.737
MS4A1,10.13780526,7636.463157,17831.71888,393.6493417
CITED4,53.11311324,30.3632715,46.97945853,9944.515522
BHLHE22,71.77314639,250.1801056,97.97917584,8870.364724
TOX2,8.574360721,4129.706887,5.012835583,493.4340957
BCL6,19.60124135,15.15760245,675.8794578,32.46155539
RASSF6,10.74077545,67.04566413,4076.765045,8.463946023
THSD7A,1.755544353,1.527907844,3.341697394,1254.310471
ADRB1,22.63043705,209.4387981,31.99572809,3390.987399
HRK,7.467179541,6.159271427,233.1779487,9.512273256
LOC283454,7.467179541,6.159271427,233.1779487,9.512273256
CLSTN2,5.157301725,10.06927593,6.325798602,789.3797591
COBLL1,6.335359877,2.636104145,156.2580132,2.60171005
IRX3,13534.36883,35.52285821,7.073352383,9808.030146
ERICH3,8.384498649,5211.550235,5.289335162,303.8487263
HHIP,1192.288527,17.25888736,21.28635373,44.78065609
WDR66,12.97902855,19.0286389,1406.763283,16.56409101
HIC1,113.1098098,1266.704386,12.53868862,11.87261291
SHISA2,1478.225119,34.24151892,46.07495119,40.23861414
MS4A6A,41.77532961,6.840358799,29.58045728,1893.853831
SLC25A27,79.6802532,20.40708137,770.9936755,13.12752104
TSPAN12,11.40124971,1462.13611,20.70403614,36.78215808
SLCO5A1,7.078589189,811.0080487,24.03421471,57.8595868
PKHD1L1,3.427209455,873.5377662,508.315871,5.373225536
GCNT2,7.494109151,289.0110701,2216.586947,13.86112246
ZNF883,11.3749845,246.4454293,7.690229828,10.94768079
CCDC110,9.816190741,39.15055423,290.9093847,7.435548682
RORB,840.3892259,69.38052629,3.440350425,38.77045543
FCRL3,84.97162798,69.83900978,4777.228502,120.0642349
PKIB,2.709431236,2.811600148,3.517851128,878.0788542
FAM133A,16.06793175,3329.134335,13.05762174,142.3470439
BEND6,463.7284852,18.16383033,1.261198702,23.01432853
CMTM1,307.2937153,7.261797662,4.588883138,7.513964808
RP11-382F24.1,5.028997096,431.838961,3.247243916,4.873570401
RP11-382F24.2,5.028997096,431.838961,3.247243916,4.873570401
ZPBP2,7.306518883,20.63670966,338.1824462,13.0036931
HOXA13,52.56654578,4.205785816,3.926892424,719.5719904
NOG,396.6536223,27.83518285,3.038862742,10.69997261
RXFP1,4.658730898,6.166423863,7.336064827,927.7545881
KIAA1462,16.27863552,5.512693957,6.166423863,494.7695183
ARPP21,1243.693184,19.16577984,30.047006,22.91041923
HECW2,39.63662472,2453.830011,331.6703359,112.4650245
RUNX2,194.9453119,19.49907653,10.22018546,3821.030013
SLC22A16,39.28865493,23.41041011,20.83378909,3128.37958
SLA2,1364.989383,26.80354308,26.47661534,82.846904
TXLNGY,5.090691721,4.855600893,418.9841772,260.8034018
SPIB,17.0542672,26.88606134,792.8498327,20.07605878
LOXL1-AS1,656.8344386,6.089970524,4.138051113,44.92429019
CLEC2D,12.76527221,85.71167473,2543.967103,15.15059197
SH3RF3-AS1,7.603523815,422.6643858,6.390984582,11.24091173
SIPA1L2,1263.981905,16.90134596,19.03066842,111.2355341
EFNA5,15.82665826,1862.923456,8.861710121,116.8269704
KIF26A,482.6150632,13.15136915,8.447212463,9.16823526
TMEM200A,23.21272242,2613.286474,21.33141051,79.83126741
RAB12,69.46627682,6.753190735,828.4039816,6.306267035
BMP8B,139.1436535,173.9608208,167.1051368,16176.13801
MYO7B,4770.790136,20.32602369,37.47664216,18.45738858
Mar-01,14.2122695,4.188531351,331.3244349,3.214222584
FCRLA,5.27743526,720.6474752,4739.378146,14.45799572
FCRLA,17.62428242,520.7536277,5316.466159,28.02436776
CLEC2D,13.18692624,27.6386755,439.9792693,9.460136257
RNF144B,59.54433728,8.160200111,513.6839533,10.43606498
GPAT2,7.687235192,10.38133257,514.2428852,10.48993986
GBP4,7.595925021,303.4010671,7.25138514,5.40791185
ZEB2,9.755090501,3.861630253,58.27438499,1088.341721
RASSF6,37.84324583,49.08528688,2282.471536,47.4816814
DPP10-AS1,3165.280614,24.04755695,58.44942158,43.69789325
HHIP-AS1,6521.09718,27.80664716,28.04838371,98.20047133
HOXD13,2432.799637,37.89635619,85.87615525,91.65741478
LINC00254,11.44010652,8.395281976,12.36679716,1630.797448
MEIOB,11.44010652,8.395281976,12.36679716,1630.797448
HHIP,801.2290498,8.282682095,6.567428535,13.72266819
RXFP1,18.82279545,6.038000604,8.765470177,1031.70837
C1orf228,6.304519074,6.757892805,86.52400431,3989.295132
NOL4,22.46684821,1627.210511,16.85439358,20.82121057
BTBD11,389.3117583,16.31107159,8.70040801,12.66193739
RNF144B,63.06922805,48.99684586,2165.902828,61.55441952
FAR2,32.35010852,5.4634237,8.79867861,1266.371156
FGF9,379.132926,2.668324075,15.81159404,1.195269015
FAM133A,163.9258742,4030.956003,67.63089221,253.9762624
CASC10,5.820570733,18.61341486,3.435901838,747.1109354
SLC10A4,2.892783562,2.706573867,14.70732425,1232.948026
IGHV1-69,25.5842971,87.04022651,1728.341185,51.42707061
SATB1,799.8287949,2.287976707,2.060433701,1891.303997
CBLN2,171.6411047,3612.742194,146.7720582,184.6844973
NLRP4,7.216659958,10.9284093,1486.886559,16.99888165
C1orf228,3.117953152,1.613196375,5.976606818,2305.965708
NPW,641.7102904,2.211767409,2.329206854,2.309200687
ERICH3,49.99161563,1732.387348,39.62414115,112.7237366
KCNN3,15.30826489,56.05175056,1406.285629,18.25200087
CLECL1,38.70289141,13.95387359,2127.049685,25.53594713
FAM9C,57.42916689,6315.389756,47.6451081,244.4854819
GAS2L1,2293.906246,6.881495923,4.560424954,239.2132043
NEFH,31.40878588,9.186154065,30.31577228,1404.254536
CD52,106.3302896,15.00627454,6685.321646,225.5964229
AQP3,3546.351602,29.26821164,40.32480792,436.9421438
TCL1A,95.06098177,87.90767563,10245.56979,109.7849163
FOXA2,32.06774623,880.6193809,11.78004161,10.0461666
