,Bcells,CD4_Tcells,CD8_Tcells,NKcells
SGCA,8.787273161,0.638321674,0.089708441,0
SGCB,10.54145066,19.80839254,21.00696138,10.92349455
SGCD,0.110317591,1.00739883,1.690725798,6.667787345
SGCE,27.56398212,0.650502839,1.962798266,0
SGCG,0,0,0.26454551,0
SGCZ,0,3.133100735,0.65771926,0
SGIP1,0.549142491,0.047818307,0.02169688,0
SGK1,4.362252878,68.95288535,33.99033587,0.887453477
SGK110,0,0,0,0
SGK196,1.391219335,13.06518584,18.53145269,15.72350685
SGK2,2.034242089,0.173693602,0.007713334,0
SGK223,12.57357189,0.818835979,4.119072766,3.365000208
SGK3,7.69577709,16.28464223,21.44861673,35.992347
SGK494,10.58189353,10.89939268,11.42254534,22.37242431
SGMS1,31.09230172,31.25733839,18.81441782,1.966428094
SGMS2,0.019515852,0.565463712,0.205798619,0
SGOL1,11.84603905,17.79648659,21.63107957,15.38582124
SGOL1-AS1,0,0,0.230500665,0
SGOL2,3.169685979,3.942933181,4.879588419,0.073228333
SGPL1,23.22403585,19.85584551,45.45392395,37.50471495
SGPP1,21.00182565,18.03097207,12.25347659,1.794911645
SGPP2,4.974314836,5.321621011,21.07647748,0
SGSH,25.11375654,41.18766756,28.55388909,38.41642451
SGSM1,6.574297282,8.280823075,10.67364061,18.87461053
SGSM2,3.655723087,18.31436085,18.62427955,9.614029302
SGSM3,119.3915378,65.79073433,51.29215048,162.2161315
SGTA,28.22195585,34.5521693,34.07519645,34.27806219
SGTB,19.77176327,46.90394894,34.94265307,23.98070803
SH2B1,8.049807065,7.044742645,5.364080928,19.1379639
SH2B2,9.213380328,0.433403762,0.043634107,0
SH2B3,14.74471051,11.64637853,9.320196243,12.37165286
SH2D1A,0.052900788,120.1069433,345.6762599,210.7565869
SH2D1B,0,2.987200247,45.70722549,382.6157386
SH2D2A,5.618239772,132.6596972,122.0078729,206.0736001
SH2D3A,3.853112744,24.2862003,9.355432063,1.768495555
SH2D3C,91.69061732,47.79986708,67.95912839,143.2457504
SH2D4A,0,0.234247487,0.393918775,0.239682796
SH2D4B,0,0.961968116,1.067941098,0
SH2D5,0,0,0.106778501,0
SH2D6,0,0,0.057602292,0
SH2D7,0,0.954699918,0.004317863,0
SH3BGR,0,0,0.208912244,10.32587776
SH3BGRL,307.303417,136.7083325,194.2190593,164.005339
SH3BGRL2,0,0.547281875,19.26195926,0
SH3BGRL3,645.8103676,1300.374831,1173.135954,1182.444267
SH3BP1,9.037374563,7.243861125,3.015672694,13.17430793
SH3BP2,9.79013575,18.97421689,18.10788228,33.38159448
SH3BP4,0,1.123339566,0.831999328,0
SH3BP5,81.0164211,52.92047009,19.86143877,197.3427888
SH3BP5-AS1,12.77210565,7.873466286,11.43711608,2.608475593
SH3BP5L,5.547984249,6.488480079,1.994205625,0.294201009
SH3D19,0,0.436718053,0.67010988,0.214516854
SH3D21,0,0.025151487,1.016556568,0
SH3GL1,0.063384205,8.959019499,6.45917073,5.790393564
SH3GL1P1,1.930538397,3.739341197,1.278472048,0
SH3GL1P2,0,1.043055068,1.314464654,0
SH3GL2,0,0,0.240240454,0
SH3GL3,0,0,0.016673028,0
SH3GLB1,18.53522528,34.99838318,37.33088071,35.4204796
SH3GLB2,12.57630568,4.710123823,3.82894665,6.592598619
SH3KBP1,112.0611171,161.1194461,144.9753619,112.1193642
SH3PXD2A,3.29929396,6.910418305,2.879008011,3.323058991
SH3PXD2B,0,0.322491591,0.177236909,0
SH3RF1,0.386258476,0.355045916,0.251236728,0
SH3RF2,0,0.062182825,0.030752231,1.055800621
SH3RF3,0,1.612332662,0.094295235,0
SH3RF3-AS1,0.018224385,0.424419715,0.192804783,0
SH3TC1,45.90951398,22.08538287,6.242378274,2.079731075
SH3TC2,0.179024127,0.736698195,0.356849318,0.360652422
SH3YL1,51.63619059,20.09097233,11.22465599,14.61094
SHANK1,0,0,0.004075731,0
SHANK2,0,0.227627897,0.03452242,0
SHANK2-AS1,3.857540367,7.438886998,4.990648717,5.229827444
SHANK2-AS3,13.38395702,25.11968855,20.03840801,17.43498344
SHANK3,0.155160161,0.052969008,0.178487491,0
SHARPIN,50.2964479,53.72863924,45.42984156,0.983910239
SHB,0,0.008302976,0.072296112,0.019032828
SHBG,0,0,0.015700439,0
SHC1,45.51777092,41.97053827,36.37913589,57.82059614
SHC2,0,0.099634302,0.199845789,0
SHC3,0,0.861525127,0.646494216,0
SHC4,0.034514843,0.3025479,10.15604116,0
SHCBP1,12.40907992,3.211872582,9.67923098,1.131323827
SHCBP1L,0,0,0.002777436,0
SHD,0.304351778,0,0.051722311,0
SHE,1.340720676,2.907230296,2.294003943,4.086503107
SHF,0.029836755,1.025537353,0.78304783,0
SHFM1,138.318797,163.463326,244.3419928,134.4565788
SHH,0,0,0.01022142,0
SHISA2,4.653024276,5.278292006,6.627833917,3.520760942
SHISA3,0,0.200610957,0.015307448,0
SHISA4,0,2.258976946,0.629441832,0
SHISA5,209.3229445,348.3126208,322.7859658,392.0838451
SHISA6,0,0.02436399,0.114523294,0
SHISA7,0,0,0.025654144,0
SHISA8,0,0,0.182652279,0
SHISA9,269.8548222,311.2801385,328.0478036,228.6566249
SHKBP1,86.67379991,129.1879509,140.6250715,73.79908753
SHMT1,23.24882945,19.93205093,24.92990073,8.443829183
SHMT2,107.6222336,71.75644465,71.39897693,104.327943
SHOC2,73.17094292,31.34315854,53.37875494,33.25268036
SHOX,22.39835996,33.14152459,38.99515717,32.92381583
SHOX2,0,0.082000395,0.347619641,0
SHPK,16.5306041,13.04352286,15.85390561,62.90115005
SHPRH,27.64439613,15.24165064,15.17026249,1.508467799
SHQ1,11.41230855,33.61351927,27.62949265,5.441515714
SHROOM1,6.144000806,8.925787325,14.57900064,16.98043493
SHROOM2,0,0.380413101,0.001126297,0
SHROOM3,0.55545225,1.100900235,0.555175939,0.418078653
SHROOM4,2.123759858,2.37809957,3.787989407,2.384581763
SI,0,0.017817932,0.050803293,0
SIAE,3.891449847,4.486167037,4.472751735,0.85484679
SIAH1,40.66680221,6.519961404,11.96449751,21.08497385
SIAH2,7.542734211,6.960241657,16.87865553,1.326832537
SIAH3,0.177570948,0.740725793,1.038051212,1.117458043
SIDT1,37.58738841,19.80424776,33.48538597,24.74246956
SIDT2,27.73626151,6.984404731,5.20551287,2.679650811
SIGIRR,26.99263582,148.1613412,128.2540923,231.1020216
SIGLEC1,0.002741801,0.640362798,0.254233828,0
SIGLEC10,95.47766094,29.30787666,26.6213642,25.62206169
SIGLEC11,3.734463284,5.029732064,5.666894142,3.339389834
SIGLEC12,0,1.727956547,0.513542488,0
SIGLEC14,115.8300149,2.320471487,8.431583712,3.333332663
SIGLEC15,0.032255648,0.08230282,0.351441219,0.315169234
SIGLEC16,4.043653325,5.866854277,4.608744721,3.42809259
SIGLEC17P,0,0.072792841,4.176216294,40.62882209
SIGLEC5,10.61119077,0.103942885,6.433151538,0
SIGLEC6,30.69862577,0,0.093496781,0
SIGLEC7,0,0.246798894,1.754154433,70.77265277
SIGLEC8,3.062996155,5.738501491,5.548710299,5.351732801
SIGLEC9,0,4.690100821,1.500229683,19.04650155
SIGLECL1,0,0,0.215657628,0
SIGMAR1,43.44792194,70.60854023,67.23233115,92.12240168
SIK1,20.81477641,16.01843199,8.257918287,38.09763185
SIK2,3.300700037,1.770474184,2.464393905,11.03665598
SIK3,1.33782796,2.605559285,4.858874169,2.652379997
SIKE1,16.56502933,11.49469598,20.48527757,38.79389997
SIL1,53.59851121,15.98742031,24.92121924,9.287606163
SIM1,0,0,0.010256365,0
SIM2,0.019032416,4.103927862,0.283734317,0
SIMC1,14.32680029,8.119470792,9.139131706,33.74401323
SIN3A,17.48557462,19.86246606,25.61505806,46.54709464
SIN3B,12.53628454,5.572059661,6.47450079,0.707452532
SIPA1,15.74327792,22.41573108,33.85951587,48.87325212
SIPA1L1,29.66925622,18.27079176,27.57019884,11.19816853
SIPA1L2,0.486085692,1.089843721,0.587338356,0
SIPA1L3,29.00884692,5.10273037,3.854135972,6.621522057
SIRPA,10.3817534,2.337274075,0.720764513,13.52859366
SIRPB1,0,11.43858799,12.23073348,0
SIRPB2,6.483737712,7.56952476,9.519365782,6.500831946
SIRPD,0,2.060572633,0.074028004,0
SIRPG,0,266.4313944,448.0610409,1.764918407
SIRT1,6.063810226,4.530754747,12.79555428,9.471544409
SIRT2,20.57014162,43.5083445,46.77072971,139.9382987
SIRT3,10.19590485,23.11744017,16.47931676,7.44160028
SIRT4,1.181723789,5.028476147,3.203708603,0
SIRT5,21.70954824,19.63812064,23.78147738,44.04296635
SIRT6,13.20277223,14.73363357,6.804327442,23.62313807
SIRT7,13.0514808,22.4183645,24.7489429,4.396059245
SIT1,143.3101907,317.4093142,341.8910034,0
SIVA1,141.8410515,172.9510154,190.8586784,143.9731008
SIX1,0,0,0.54048469,0
SIX2,0,0.624554111,0.373200419,0
SIX3,0,0.010909262,0.016365307,0
SIX4,7.906404716,15.33540557,18.47590975,12.54167552
SIX5,0.111445255,0.128845138,0.299352496,0
SIX6,0,0,0.705592603,0
SKA1,22.90174771,37.43707031,42.26756329,26.63467233
SKA2,18.74168917,54.53448562,38.766107,20.93994666
SKA3,0.786889026,1.258447375,0.56620103,0
SKAP1,53.87067695,281.3582259,236.1966719,246.7019806
SKAP2,116.6885294,24.72615945,17.41720115,119.2286768
SKI,1.812007262,8.159185074,3.234004673,7.155529476
SKIDA1,1.451532465,1.548604363,2.507834967,1.622268211
SKIL,59.51627443,28.01066617,28.45293374,84.90836899
SKINTL,0,0,0.048011274,0
SKIV2L,30.66241021,39.28660157,49.73293434,0.285811399
SKIV2L2,11.94553269,19.89859384,22.89669316,21.34369183
SKOR1,0.022095537,0,0.204743773,0
SKP1,277.4140984,283.9448131,288.3059663,165.3638354
SKP1P2,6.622826742,3.52981178,4.487385228,3.317854384
SKP2,47.30209284,21.809989,31.24613157,19.07497409
SLA,112.5561051,412.5159692,587.8748811,517.3329861
SLA2,8.492137567,92.77104327,181.9890191,320.1969867
SLAIN1,0.411252165,2.388025447,3.237854938,0
SLAIN2,14.76825403,8.875373327,15.90928659,0
SLAMF1,72.14746338,104.7610915,60.50699887,29.50584183
SLAMF6,179.1845821,93.73456906,225.9546113,154.9829728
SLAMF7,69.08301733,29.91408281,410.2758982,352.0017341
SLAMF8,0,4.001460892,16.27331418,24.16878804
SLAMF9,0,0,0.304705418,0
SLBP,63.05388753,68.37411465,101.6577712,80.39031766
SLC10A1,1.011523955,0.209573279,2.751487401,3.066479355
SLC10A2,0.840430383,0.681570917,0.477098587,0
SLC10A3,8.891291595,24.44828405,21.03664144,19.01573589
SLC10A4,0,0,0.695015981,0
SLC10A5,2.366418002,0,0,0
SLC10A6,0,0,0,0
SLC10A7,3.43271352,10.20749297,14.03018217,8.857955143
SLC11A1,0.032418393,0.169929412,0.462117354,0
SLC11A2,15.07025264,24.84305582,34.42015513,34.89815913
SLC12A1,0,0.066242118,0,0
SLC12A2,16.42896949,4.847377186,8.353848398,8.140855604
SLC12A3,6.238755023,0.356466228,0.379438848,0.669052789
SLC12A4,5.099324896,1.368085243,4.00333755,10.96361489
SLC12A5,0,0.01369743,0.169503504,0
SLC12A6,17.26338084,15.13458109,15.44162685,22.62983624
SLC12A7,0.13176764,4.001446801,3.41251237,0.05806703
SLC12A8,4.295395341,6.096321101,6.367160624,15.01345262
SLC12A9,10.21491273,6.79824146,7.158843648,1.508073996
SLC13A1,0.05031872,0.339640039,0.576701557,0.283882317
SLC13A2,0,0,0.009178107,0
SLC13A3,0,0.648414533,0.277519907,0
SLC13A4,0.163541328,0.353336677,0.569343501,0.425174407
SLC13A5,0.32756733,0,0.050662966,0
SLC14A1,4.489530397,10.66727493,2.917123067,3.040392072
SLC14A2,15.06516412,18.3476327,18.26905948,10.70473617
SLC15A1,3.672078535,5.398892719,6.488768023,7.598895655
SLC15A2,8.133381168,4.573540147,4.615318499,1.949096837
SLC15A3,17.88511545,0.038121268,0.180635686,0
SLC15A4,17.69832505,4.718799255,5.723399124,31.44911476
SLC15A5,0,0,0.015119512,0
SLC16A1,16.03446464,39.58118983,18.82624302,0.422908308
SLC16A10,0,3.911403047,0.098273088,0
SLC16A11,0,0,1.664631092,0
SLC16A12,1.600697443,1.561627429,2.049603596,3.064864513
SLC16A13,8.155653766,3.392793012,12.81493552,11.18089897
SLC16A14,1.154877857,0.265758587,1.695431434,0
SLC16A2,0,0.186130832,0.057781846,0
SLC16A3,5.71696955,37.79444724,22.71545208,109.268582
SLC16A4,6.498743753,13.14558599,15.63522076,13.05905632
SLC16A5,0.30819676,5.630562303,3.044410468,0
SLC16A6,0.261588787,9.351595723,5.572524237,6.890252327
SLC16A7,6.653124191,8.136552956,12.61282258,7.307357802
SLC16A8,0,0,0.719338095,0
SLC16A9,0,0,0.391043734,0
SLC17A1,0,0,0.12218597,0
SLC17A2,0,0,0.030691051,0
SLC17A3,0.156442441,0.057636375,0.055975083,0
SLC17A4,0,0.128119886,0.414829019,0
SLC17A5,9.135287464,15.9935615,19.09459391,22.77777677
SLC17A6,0,0.056302235,0.031843235,0
SLC17A7,0,0.079273377,0.048122315,0
SLC17A8,0,0.115389524,0.073844074,0
SLC17A9,49.54597733,1.586791871,11.91431283,0.52161422
SLC18A1,0,0.032363914,0.048616005,0
SLC18A2,0,5.472265462,1.153648229,0.240007
SLC18A3,0,3.891178705,0,0
SLC18B1,2.506000555,14.41881318,12.8665768,0
SLC19A1,3.599354442,2.68588645,8.489344382,35.89022985
SLC19A2,1.483802684,6.572185196,5.729747424,0.631279137
SLC19A3,1.757650385,2.825819567,2.528829604,3.814199945
SLC1A1,5.949596391,0.691030802,0.756016549,0
SLC1A2,0.78931071,1.199098703,1.163758888,0.484204111
SLC1A3,0.438851297,3.597648326,0.135790907,0
SLC1A4,20.10943089,2.547907535,10.07784137,0
SLC1A5,51.87048772,67.33742551,57.26210389,124.7989649
SLC1A6,0.124670987,4.380242253,0.451349928,0.296784229
SLC1A7,0.616428506,0,0.137956611,29.26990309
SLC20A1,23.44083598,75.85462838,120.2614732,185.8788333
SLC20A2,0.317231391,16.95860736,6.184917195,0.48583128
SLC22A1,0,0,0.032019124,0
SLC22A10,0,0,0.09676777,0
SLC22A11,0,0.483632172,0.101263276,0
SLC22A12,0,0.462296114,0.025473212,0
SLC22A13,0,0.269869403,0.030228411,0
SLC22A14,1.167635134,1.498770918,0.261987819,0
SLC22A15,0.023708957,0.12054543,0.764187707,3.067655187
SLC22A16,0,0,0.290175581,0
SLC22A17,2.772645086,0.439456312,0.526894261,7.954265102
SLC22A18,0.20627943,19.06288894,28.12239008,1.081922045
SLC22A18AS,0.07660785,0,0.066511839,0
SLC22A2,0,0,0.070904766,0
SLC22A20,0.875731036,1.20462758,6.66484014,0.373882101
SLC22A23,0.8419098,6.305093963,0.965777696,0
SLC22A24,0,0.992004364,0.046902042,0
SLC22A25,0,0,0,0
SLC22A3,0,0.030765699,0.193326538,7.913002231
SLC22A31,0,0,0.022203292,0
SLC22A4,0.118702376,0.081753421,0.270300571,0
SLC22A5,11.55112763,3.658646316,4.564832935,7.103382302
SLC22A6,0,0,0.064491979,0
SLC22A7,0,0.069938132,0.468787381,2.234262395
SLC22A8,0,0.419694891,0.06114895,0
SLC22A9,2.760089761,2.440554976,1.926370704,2.375237386
SLC23A1,0.40142698,1.091067562,1.381480989,0
SLC23A2,21.69129104,3.664989401,8.154199855,5.819183934
SLC23A3,0.884946177,0.206070261,2.340320395,0
SLC24A1,0.453204455,1.195434681,4.026300445,0.952580638
SLC24A2,0.748993876,0.637089473,0.871779226,0.750345522
SLC24A3,0,0,0.057013457,0
SLC24A4,6.96782155,7.447862867,9.472759594,7.31204951
SLC24A5,0.41079356,0.204728949,4.898103477,29.07344557
SLC24A6,5.93712268,72.6486211,18.87874363,1.542940156
SLC25A1,52.58431146,46.89186986,39.52933805,38.83433484
SLC25A10,3.224456333,1.59876023,2.35663123,0
SLC25A11,106.8492595,89.41374651,73.78661136,20.23068521
SLC25A12,9.480631882,23.76532968,26.85429288,15.19656258
SLC25A13,11.07555328,4.035967022,8.618621109,5.661303833
SLC25A14,29.62932692,9.728284494,13.83960536,0
SLC25A15,12.06508773,27.54928663,28.07988331,14.08212598
SLC25A16,11.69443295,8.965099271,10.45725048,0
SLC25A17,21.9297301,23.53038074,23.67098708,8.091156688
SLC25A18,0,0.430195899,0.204157415,0
SLC25A19,67.12089405,26.06484354,16.62653821,0
SLC25A2,0,0,1.634639471,0
SLC25A20,26.78705725,33.89600042,28.74139375,58.91590235
SLC25A21,0,0,1.528884325,0
SLC25A22,10.58230578,30.24922121,27.41449799,14.78351098
SLC25A23,0.211922393,0.822142389,2.03187854,1.640422126
SLC25A24,6.18156484,21.03664006,26.72050172,25.15733096
SLC25A25,2.850675615,16.00746444,13.06631874,0.03484022
SLC25A26,14.12268891,31.30063959,23.01830169,12.42458818
SLC25A27,0.201113922,0.052855749,0.287116065,0
SLC25A28,14.33855456,20.7522463,16.34129432,0.808066796
SLC25A29,0.193538781,1.318347921,3.445523773,0
SLC25A3,387.2578759,450.8696345,404.6688579,659.0271188
SLC25A30,0.67014257,1.565172364,4.378203087,5.524095088
SLC25A31,0,0.046728352,0.03054753,0
SLC25A32,64.65844185,64.98952788,74.13508204,149.784073
SLC25A33,8.333145987,2.330865199,7.88873827,0
SLC25A34,11.66728571,13.3377532,14.2788637,10.51705592
SLC25A35,9.585237566,6.873179074,8.04414581,7.477432208
SLC25A36,36.23153971,27.02762727,22.70433138,9.670341478
SLC25A37,37.05330331,13.343139,15.52915601,47.70028057
SLC25A38,84.12156481,59.13524154,102.7924694,32.58192632
SLC25A39,46.96952597,73.86618042,99.38328824,146.32214
SLC25A3P1,0,0.322844325,0.726587724,0
SLC25A4,7.980630947,5.159782013,6.305331198,35.07345762
SLC25A40,10.01348295,12.02661549,22.12798557,20.64347774
SLC25A41,0,0,0.004728589,0
SLC25A42,21.1576294,8.282227874,11.86012686,26.25219043
SLC25A43,31.50545465,2.242981793,11.42951787,1.601993009
SLC25A44,6.091239941,24.17124544,43.86746251,27.36257304
SLC25A45,49.99367451,49.12375694,30.93136376,75.19929292
SLC25A46,44.21064401,36.58177074,72.83237013,77.68062962
SLC25A47,0,0,0.097729641,0
SLC25A48,0,0,0.065930649,0
SLC25A5,422.8198289,345.0804047,308.1750253,415.3178275
SLC25A5-AS1,0.041448203,0.31780845,2.470275806,0
SLC25A51,19.83420855,29.50763047,27.79366924,11.56632106
SLC25A51P1,0,0.265031551,0.081956855,0
SLC25A52,0,1.979986609,0.517339903,0
SLC25A53,1.987603545,5.988877525,9.619292595,11.50925595
SLC25A6,639.2401614,724.2859645,539.6879144,539.8590452
SLC26A1,0.444520381,1.866598378,4.31839091,5.066190787
SLC26A10,0,0,0.048978865,0
SLC26A11,5.324023536,14.94823529,10.15778601,1.730043918
SLC26A2,2.249242799,4.470401827,14.39820685,9.562403804
SLC26A3,0,0.019666875,0.021314416,0
SLC26A4,1.800367095,2.237200833,3.660645844,3.549434276
SLC26A4-AS1,0,0.644070668,0.057967734,0
SLC26A5,0.397728641,2.544988676,0.379200705,0
SLC26A6,0.294981509,8.592186506,28.92120259,2.526498792
SLC26A7,4.285818118,0.167268499,0.610517615,0
SLC26A8,0.072739208,0.029419415,0.432622111,0
SLC26A9,0,0.095396572,0.165374551,0
SLC27A1,4.066196666,7.739145248,10.10103602,22.4071356
SLC27A2,0.021933882,15.49467071,40.02756677,2.609945758
SLC27A3,0,0.633348733,17.90239881,9.125326157
SLC27A4,0.035962113,13.75936069,4.815814143,0
SLC27A5,0,3.241676824,1.715084948,5.512960049
SLC27A6,0,0.022303215,0.113606682,0
SLC28A1,0.157892626,0.059575439,0.236663739,0
SLC28A2,9.346404667,12.06264691,16.24688552,12.96638329
SLC28A3,0,0.577630982,0.016321818,0
SLC29A1,2.29516388,8.641429637,8.6118615,0
SLC29A2,5.718016775,15.33032517,3.829309766,0
SLC29A3,4.914243682,14.39176634,15.99821701,0.778733991
SLC29A4,0,0,1.020515257,0
SLC2A1,28.14261709,26.29129375,29.20607214,42.52557599
SLC2A1-AS1,0.609810282,10.90104445,0.979591225,0.220333484
SLC2A10,1.84358515,1.013407863,0.617021946,0.412263469
SLC2A11,20.73306984,3.529854468,12.51668259,1.175488155
SLC2A12,0.007580323,0.564104793,0.267945679,2.20585289
SLC2A13,0.043546351,0.890435731,2.945232844,0
SLC2A14,0.87138335,2.069407874,1.147005852,0.872619135
SLC2A2,0,0,0.027692381,0
SLC2A3,151.6474342,413.7055271,203.2816049,222.1235913
SLC2A4,4.34751613,4.676715384,6.002853375,4.47916738
SLC2A4RG,0.892830374,1.746874012,2.535408017,0
SLC2A5,11.0440807,1.725851998,0.016300214,0
SLC2A6,14.17119185,22.03865973,19.08137889,6.533429026
SLC2A7,0,0,0.112814411,0
SLC2A8,6.328282639,2.320349796,43.27273341,0
SLC2A9,0.080480137,0.652064461,0.433003135,0
SLC30A1,8.250360854,1.920004239,1.413530954,0
SLC30A10,5.676767127,0.311816558,0.007914386,0
SLC30A2,0,4.427241776,2.419175819,0
SLC30A3,0.191107428,0.437289205,0.054196238,0
SLC30A4,3.287519553,3.200070821,3.259093913,2.195237101
SLC30A5,14.4874699,32.39307849,34.93024751,28.53648635
SLC30A6,11.69900753,26.4507211,23.75275672,6.543113511
SLC30A7,25.41241837,37.070173,42.06435968,63.26302751
SLC30A8,0.297882642,0.380244791,0.412759843,0.42581986
SLC30A9,27.57066403,37.19851354,44.67010622,26.38760929
SLC31A1,15.71157761,27.73370687,29.97963534,18.13097945
SLC31A2,1.14321567,11.34258868,3.501059843,0
SLC32A1,0,0.021454747,0.033179832,0
SLC33A1,17.29757931,27.83845567,32.52710845,50.36433225
SLC34A1,0,0.054642296,0.059119266,9.122992275
SLC34A2,0.107250979,0.019346643,0.212115095,0.367104792
SLC34A3,0,0,0.053404231,0
SLC35A1,21.67379156,31.30835963,25.5063868,96.7274971
SLC35A2,12.55686308,12.98475368,17.04151963,0
SLC35A3,15.03108161,20.87798718,24.5539028,24.41696803
SLC35A4,59.66015566,89.68778952,83.59466591,48.70726602
SLC35A5,16.29681224,7.863722444,23.24046469,16.97281137
SLC35B1,49.82819934,42.67253407,51.43997301,71.69564588
SLC35B2,74.55781336,50.32678319,65.43765149,2.954859744
SLC35B3,14.16113752,11.79332414,33.16763766,1.313878075
SLC35B4,4.964163197,7.199604004,10.25660155,31.16411252
SLC35C1,11.57540602,16.18039916,13.85202113,9.387599481
SLC35C2,38.28537511,37.06886545,53.02487897,99.08038091
SLC35D1,3.020082996,11.61724633,11.78049513,23.24199769
SLC35D2,8.990443581,9.70561789,6.762586684,19.93295005
SLC35D3,0,0,0.053174983,0
SLC35E1,20.14497357,28.83994891,24.90566389,36.40548156
SLC35E2,33.46080703,41.17475347,39.89381603,30.70380417
SLC35E2B,22.33694232,19.77395502,27.45514892,38.52371895
SLC35E3,53.71076388,56.5815856,60.64059644,41.15961433
SLC35E4,1.338332547,4.200080838,8.314775388,1.590361253
SLC35F1,2.902244015,5.041758226,5.898382194,4.355259182
SLC35F2,10.23343041,19.29529276,15.70748091,27.85413998
SLC35F3,0,0.153873435,0.037276147,0
SLC35F4,0,0.105331337,0.198685617,0
SLC35F5,17.03737121,7.738384144,12.26718563,31.15996414
SLC35F6,58.1145512,74.03795407,58.34303243,104.5858617
SLC35G1,0,0,1.946482355,0
SLC35G2,0,0.026363555,3.934242189,0
SLC35G3,0,0.764559885,1.550942162,0.636789008
SLC35G5,0.139665052,0.212912782,0.95843496,0
SLC35G6,0,0.335816968,1.932613499,16.20463237
SLC36A1,3.929745613,4.608162362,5.450671406,1.152305453
SLC36A2,8.908691269,11.33722385,12.733056,8.854365943
SLC36A3,0.141287017,0.434188027,0.38004481,0.891308078
SLC36A4,7.563133122,5.076522631,6.255012985,0
SLC37A1,24.71773759,12.2190331,21.48427654,35.02949826
SLC37A2,22.90557406,31.29401336,31.9403981,28.90859174
SLC37A3,2.797657096,25.47962623,23.94398127,25.00929042
SLC37A4,32.10245697,9.265709532,8.336985177,0
SLC38A1,97.1350428,89.79609027,126.4359871,90.26943611
SLC38A10,39.34407831,43.17999773,50.28203258,8.022521183
SLC38A11,0.658511011,0.052424876,0.039436502,0
SLC38A2,22.67676686,46.6513794,67.1937277,73.74544093
SLC38A3,0.042255612,0.109276662,0.005615444,0
SLC38A4,0,0,0.203239671,0
SLC38A5,33.24700022,29.47864735,18.62060676,17.54586118
SLC38A6,19.58173657,7.917389215,11.15073081,2.218111065
SLC38A7,2.845610445,9.755659797,8.670222865,0
SLC38A8,0,0,0.003714008,0
SLC38A9,20.40470279,17.97867033,11.32525073,0.200006869
SLC39A1,22.40730165,64.28329036,70.17920178,44.10020766
SLC39A10,26.36515977,18.17221526,15.04839948,32.05373326
SLC39A11,27.86870724,31.55893281,22.75533378,2.446548401
SLC39A12,0,0.130599036,0.049587744,0.336138428
SLC39A13,21.42168422,24.43055071,20.04713592,6.77079347
SLC39A14,3.423824886,6.836317281,18.84845884,16.31852394
SLC39A2,0,0,0.64390076,0
SLC39A3,18.07198048,45.78631122,45.99702087,93.40387203
SLC39A4,10.57362366,8.65253768,3.979148002,13.87504453
SLC39A5,0,0.435013195,0.331081518,0
SLC39A6,49.91960758,34.42525551,28.09477228,25.74350713
SLC39A7,26.1865516,52.99003613,26.79847572,62.68533331
SLC39A8,17.94418909,17.13230072,26.15246497,4.481457737
SLC39A9,11.73851412,31.97073814,36.76304124,65.52242549
SLC3A1,0.389658341,1.165317247,1.363446123,0
SLC3A2,154.7373435,178.4049044,232.4126391,178.3451085
SLC40A1,0,19.09972721,6.062315749,0
SLC41A1,3.213712663,15.80496767,16.42960077,1.104173752
SLC41A2,4.499198025,3.747464784,6.172714131,2.528114691
SLC41A3,33.03708313,44.22259706,31.10997478,14.23457128
SLC43A1,15.45642236,20.39182003,23.62907908,18.834206
SLC43A2,14.33510408,0.860411501,1.321788086,0
SLC43A3,22.33913341,37.27882958,41.18511932,39.42992815
SLC44A1,19.64624956,3.566446955,1.06290646,18.28626624
SLC44A2,158.3476897,98.30092516,99.6683024,174.4658027
SLC44A3,0,0,1.049710976,0
SLC44A4,3.284652397,5.993817095,7.716056112,4.500733587
SLC44A5,0,3.711336278,0.801355208,0
SLC45A1,0,3.606893795,0.778133195,0
SLC45A2,0.204152889,0,6.716153674,0.277106217
SLC45A3,3.927233909,0,0.011212157,0
SLC45A4,0,1.034573126,0.092792555,0.175164885
SLC46A1,0.342885839,0.507498102,3.044615238,1.926201081
SLC46A2,0.051609777,0.038485153,0.324694189,0
SLC46A3,9.74268029,19.27394833,23.12857496,27.09205162
SLC47A1,2.019875325,3.536432073,2.477853129,1.872318334
SLC47A2,0,0.11733991,0.006988764,0
SLC48A1,55.81054089,14.31674149,19.87086466,4.407226422
SLC4A1,2.329397048,3.954774272,4.186590654,3.368789502
SLC4A10,0,0.920619551,1.280875437,0
SLC4A11,0,0,0.068440938,0
SLC4A1AP,29.65538542,31.72484455,38.95387195,61.52597244
SLC4A2,2.914548353,6.091136352,9.467887222,0
SLC4A3,0.112575945,0.25088244,0.089437827,0
SLC4A4,0.160794668,0.090424641,0.453771776,0.892930893
SLC4A5,7.935930076,6.071540129,6.174190941,3.425219411
SLC4A7,18.47652258,22.18137743,19.10985824,19.82627515
SLC4A8,13.48721584,9.947499986,15.42208826,11.13244755
SLC4A9,0,0.238846262,0.016390853,0
SLC50A1,107.9008394,36.82918695,85.90334923,57.80032773
SLC51A,0.308038055,0.127644877,0.60714891,0
SLC51B,0.353887084,0,0.268537182,0
SLC52A1,4.432513253,9.935975987,4.982516008,9.484156726
SLC52A2,12.89512868,22.89796412,21.32108444,33.60586376
