geneID,B.cells,CD4.T.cells,endothelial.cells,fibroblasts,monocytic.lineage,neutrophils
RP11-164P12.5,3.991872751,3.205688898,1.293571974,0,3.73340136,0
GATB,218.5550331,201.9584006,318.2187055,490.6576956,110.1353401,13.99126791
RP11-164P12.3,1.995936376,2.137125932,0,0,0,0
RP11-424M21.1,0,0,0,0,0,0
RP11-503L23.1,0,0,0,0,0,0
RP11-73G16.3,0,0,0,0,0,0
RP11-73G16.2,0,0,0,0,0,0
RP11-73G16.1,0,0,0,0,0,0
RNA5SP169,0,0,0,0,0,0
RP11-18H21.1,4.989840939,328.0488306,0,0,14.93360544,3.497816979
RP11-18H21.2,0,1.068562966,0,0,0,0
RP11-18H21.3,1.995936376,2.137125932,0,0,0,3.497816979
RN7SL446P,0,0,0,0,0,3.497816979
RP11-461L13.4,0,1.068562966,0,0,3.73340136,6.995633957
RP11-461L13.5,3.991872751,4.274251864,2.587143947,0,5.60010204,17.48908489
FBXW7,2368.17851,2106.137606,552.3552327,949.2162897,1829.366666,4879.454685
RP11-461L13.2,0,0,0,0,0,0
MIR3140,23.95123651,5.34281483,1.293571974,0,14.93360544,24.48471885
RP11-555K12.3,449.0856845,427.4251864,90.55003815,35.53829104,115.7354422,55.96507166
MIR4453,7.983745502,9.617066695,3.880715921,5.731982426,1.86670068,3.497816979
RP11-555K12.1,12.97358644,1.068562966,0,0,3.73340136,27.98253583
RP11-555K12.2,1.995936376,1.068562966,0,0,1.86670068,45.47162072
TMEM154,4294.257112,1165.802196,542.0066569,244.1824513,224.0040816,60466.76211
RP11-768B22.2,37.92279113,0,0,0,0,0
TIGD4,23.95123651,5.34281483,1.293571974,4.585585941,0,6.995633957
ARFIP1,775.4212819,328.0488306,563.9973805,770.378438,806.4146938,2245.5985
RP11-529H22.1,1.995936376,0,0,0,0,0
RP11-206F17.2,7.983745502,2.137125932,3.880715921,2.29279297,7.46680272,10.49345094
FHDC1,20.95733194,2.137125932,2.587143947,16.04955079,26.13380952,94.44105842
RP11-285C1.2,2.993904563,0,0,0,0,0
TRIM2,185.6220829,238.2895414,733.455309,2904.968693,41.06741496,10.49345094
RNU6-1196P,0,0,0,0,0,0
ANXA2P1,0,0,3.880715921,9.171171881,3.73340136,0
MND1,5.987809127,24.57694822,31.04572736,17.19594728,7.46680272,10.49345094
RN7SL419P,0,1.068562966,0,0,0,0
KIAA0922,2492.924533,2109.343295,358.3194367,359.9684963,601.077619,1682.449967
RP11-153M7.3,2.993904563,12.82275559,0,0,1183.488231,125.9214112
RP11-153M7.1,0,0,2.587143947,0,50.40091836,10.49345094
TLR2,152.6891327,274.6206823,53.03645092,4.585585941,40053.79649,43841.63801
RNF175,0,69.45659279,0,2.29279297,29.86721088,0
RP11-153M7.5,0,1.068562966,0,0,112.0020408,220.3624697
SFRP2,0,0,0,244.1824513,0,0
RP11-290O12.2,0,0,0,222.4009181,0,3.497816979
DCHS2,7.983745502,2.137125932,0,1.146396485,0,0
RP11-9N12.2,0,0,0,14.90315431,0,0
RP11-9N12.3,0,0,0,0,0,0
RP11-290O12.1,0,0,0,0,0,0
RP11-158C21.2,0,0,0,0,0,0
PLRG1,1640.659701,1436.148626,1130.581905,1112.004591,1090.153197,419.7380374
RNU6-1285P,12.97358644,5.34281483,2.587143947,1.146396485,9.3335034,0
RP11-158C21.3,0,0,0,0,0,0
FGB,0,0,0,0,0,0
FGA,0,0,0,0,0,0
FGG,0,0,0,0,0,0
LRAT,1.995936376,1.068562966,0,0,0,0
RP11-21G20.1,0,0,0,0,0,0
RP11-21G20.3,0,0,0,0,0,0
RP11-21G20.4,0,0,0,0,0,0
RBM46,1.995936376,0,0,0,0,0
RNU2-66P,0,0,0,0,0,0
RNU2-44P,0,0,0,0,0,0
AC097467.2,0,0,0,0,0,0
RP11-92A5.2,0,0,0,0,0,0
NPY2R,0,0,0,0,0,0
RP11-27G13.1,0,0,0,0,0,0
MAP9,1134.689829,385.7512307,1.293571974,217.8153322,48.53421768,6.995633957
RP11-27G13.3,0,0,0,0,0,0
RP11-27G13.4,0,0,0,0,0,0
RP11-27G13.5,0,0,0,0,0,0
RP11-627H22.9,0,0,0,0,0,0
RP11-627H22.2,0,0,0,0,0,0
RP11-627H22.1,0,0,0,0,0,0
RP11-627H22.10,0,0,0,0,0,0
RP11-627H22.11,0,0,0,0,0,0
RP11-627H22.8,0,0,0,0,0,0
RP11-627H22.7,0,0,0,0,0,0
RP11-627H22.6,0,0,0,0,0,0
RP11-627H22.5,0,0,0,0,0,0
RP11-627H22.4,0,0,0,0,0,0
RP11-627H22.3,0,0,0,0,0,0
RP13-487K5.1,0,0,0,0,0,0
GUCY1A3,1.995936376,16.02844449,58.21073881,65.34459965,11.20020408,3.497816979
RP11-588K22.2,5.987809127,3.205688898,11.64214776,12.61036134,3.73340136,3.497816979
GUCY1B3,0,1.068562966,160.4029247,419.5811136,14.93360544,3.497816979
ASIC5,0,0,0,0,0,0
TDO2,1.995936376,0,0,16.04955079,0,0
CTSO,873.2221643,650.7548463,232.8429552,692.423477,713.0796598,48.9694377
RP11-489P20.1,0,0,0,0,0,0
RP11-171N4.1,0,0,0,0,0,0
RP11-171N4.2,0,0,0,0,0,0
RP11-171N4.3,0,0,0,0,0,0
RP11-171N4.4,0,0,0,0,0,0
PDGFC,1.995936376,16.02844449,14.22929171,1036.342423,360.2732312,17.48908489
RP11-154F14.2,0,0,0,0,0,0
RP11-154F14.3,0,0,0,0,0,0
RP11-612J15.1,0,0,0,0,0,0
RP11-612J15.3,0,0,0,1.146396485,0,0
RPPH1-3P,0,0,0,0,0,0
GLRB,0,0,7.761431841,214.3761427,0,0
RNU6-582P,0,0,0,0,0,0
GRIA2,0,0,0,1.146396485,0,0
RP11-392C20.1,0,0,0,0,0,0
RP11-364P22.1,0,0,0,0,0,0
RP11-364P22.2,0,0,0,0,0,0
RP11-312A15.1,0,0,0,0,0,0
RP11-364P22.3,0,0,0,0,0,0
RP11-312A15.2,0,0,0,0,0,0
RP11-312A15.3,0,0,0,0,0,0
RP11-597D13.1,0,0,0,0,0,0
RP11-597D13.2,0,0,1.293571974,1.146396485,1.86670068,0
FAM198B,23.95123651,20.30269636,10417.1351,6824.498276,2712.316088,13.99126791
RP11-597D13.9,0,0,73.73360249,84.8333399,145.602653,0
RP11-597D13.10,0,0,2.587143947,1.146396485,11.20020408,0
RP11-597D13.8,0,0,0,0,0,0
TMEM144,1.995936376,3.205688898,78.90789039,104.3220801,188.5367687,3.497816979
RP11-597D13.7,0,0,7.761431841,5.731982426,20.53370748,0
RXFP1,0,1.068562966,0,75.66216802,3.73340136,0
RNU4-79P,0,0,0,0,0,0
RP11-781M16.1,0,0,0,0,0,0
RP11-781M16.2,0,0,0,0,0,0
C4orf46,143.707419,133.5703708,276.8244023,239.5968654,74.6680272,164.397398
ETFDH,173.6464647,279.9634971,270.3565425,638.5428422,330.4060204,227.3581036
PPID,510.9597121,565.269809,460.5116226,419.5811136,662.6787414,675.0786769
FNIP2,66.86386858,404.9853641,1028.389719,308.3806545,3559.798197,167.895215
RNU6-128P,0,0,0,0,1.86670068,0
C4orf45,0,0,0,1.146396485,7.46680272,3.497816979
RP11-815N9.2,0,0,2.587143947,1.146396485,0,0
RP11-815N9.3,0,0,0,0,0,0
RAPGEF2,1453.041681,676.4003575,2488.832477,890.750069,3554.198095,15722.68732
MIR3688-1,0,0,0,0,0,0
MIR3688-2,0,0,0,0,1.86670068,10.49345094
RP11-138A23.1,0,0,0,0,0,0
RP11-138A23.2,0,0,0,0,0,0
RP11-6C14.1,0,0,0,0,0,0
RP11-502M1.1,0,0,0,0,0,0
RP11-502M1.2,0,0,0,0,0,0
RPS14P7,0,0,0,0,0,0
RP11-234O6.2,0,0,0,0,0,0
FSTL5,0,0,9.055003815,53.8806348,0,0
RP11-497K21.1,0,0,0,0,0,0
RP11-686G17.1,0,0,0,0,0,0
RP11-277G18.1,0,0,0,0,0,0
AC005150.1,0,0,0,0,0,0
RP11-580J4.1,0,0,0,0,0,0
MIR4454,0,0,0,0,0,0
RP11-563E2.2,0,0,0,0,0,0
NAF1,223.5448741,166.6958227,49.15573499,43.56306644,76.53472788,10.49345094
RP11-719L21.1,0,0,0,0,0,0
NPY1R,0,0,0,0,0,0
NPY5R,0,0,0,0,0,0
RPL35AP12,0,0,0,0,0,0
TKTL2,1.995936376,0,0,0,1.86670068,0
TMA16,1313.326135,493.6760903,276.8244023,233.864883,93.335034,31.48035281
MARCH1,8110.487462,4.274251864,0,0,436.8079591,94.44105842
RP11-218F10.3,139.7155463,68.38802983,9.055003815,3.439189455,9.3335034,0
RN7SKP105,0,0,0,0,0,0
RP11-606P2.1,0,0,0,1.146396485,0,0
RP11-39C10.1,0,1.068562966,3.880715921,2.29279297,0,3.497816979
RP11-39C10.2,0,2.137125932,0,0,0,6.995633957
RP11-75A5.1,0,0,0,0,0,0
RNU6-284P,0,0,0,0,0,0
RP11-294O2.1,0,0,0,0,0,0
RP11-294O2.2,0,0,0,0,0,0
RNU6-668P,0,0,0,0,0,0
APELA,0,0,0,2.29279297,0,0
RP11-366M4.4,0,0,0,0,0,0
RP11-366M4.2,0,0,0,1.146396485,0,0
RP11-366M4.5,0,0,0,0,0,0
RP11-366M4.18,0,0,0,0,0,0
RP11-366M4.6,0,0,0,1.146396485,0,0
RP11-366M4.7,5.987809127,7.479940762,20.69715158,43.56306644,0,0
RP11-366M4.8,0,0,0,1.146396485,0,0
TRIM61,24.94920469,10.68562966,0,33.24549807,3.73340136,0
FAM218A,111.772437,39.53682974,1.293571974,10.31756837,11.20020408,0
RP11-366M4.11,78.83948683,26.71407415,0,14.90315431,11.20020408,3.497816979
RP11-366M4.12,0,0,0,0,0,0
RP11-366M4.13,0,0,0,0,0,0
RP11-366M4.14,0,0,0,0,0,0
RP11-366M4.1,5.987809127,2.137125932,1.293571974,3.439189455,0,0
RP11-366M4.19,0,0,0,0,0,0
RP11-366M4.15,0,0,0,0,0,0
TRIM60,0,0,0,0,0,0
RP11-366M4.17,0,0,1.293571974,0,0,0
RP11-219C20.1,0,0,0,0,0,0
TMEM192,491.0003484,376.1341641,350.5580048,334.7477737,134.402449,45.47162072
KLHL2,1120.718275,455.2078235,461.8051946,232.7184865,2533.112823,4120.428401
RNU4-87P,5.987809127,0,0,0,7.46680272,31.48035281
RP11-668G10.2,0,1.068562966,0,2.29279297,24.26710884,3.497816979
MSMO1,1146.665448,1027.957573,2484.951761,5251.642298,442.4080612,31.48035281
CPE,0,0,2.587143947,1377.968575,0,0
MIR578,0,0,0,1.146396485,0,0
RP11-469O11.2,0,0,1.293571974,0,3.73340136,0
RP11-469O11.1,0,0,0,0,0,0
RP11-443J23.1,0,0,0,0,0,0
RP11-511B7.1,0,1.068562966,0,0,0,0
RP11-340B18.1,0,0,0,0,0,0
TLL1,0,0,157.8157808,16.04955079,0,0
RNA5SP170,0,0,0,0,0,0
RP11-217C7.1,0,0,0,0,0,0
SPOCK3,0,3.205688898,0,0,0,0
RNA5SP171,0,0,0,0,0,0
RP11-436A7.1,0,0,0,0,0,0
RN7SL776P,0,0,0,0,0,0
RP11-587O9.1,0,0,0,0,0,0
RN7SKP188,0,0,0,0,0,0
RP11-521F1.1,0,0,0,0,0,0
RP11-310I9.1,0,0,0,0,0,0
ANXA10,0,0,0,0,0,0
DDX60,1379.192035,1513.08516,767.0881803,332.4549807,2402.443775,640.1005071
DDX60L,1425.098572,1559.033367,1267.700534,778.4032134,18338.46748,4578.642425
PALLD,9.979681878,13.89131856,99.60504196,847.1870025,274.405,27.98253583
RP11-620E11.1,0,0,0,0,0,0
RP11-610J23.1,0,0,0,0,0,0
RNU6-1336P,0,0,0,0,0,3.497816979
RPL9P16,0,0,0,0,0,0
RP11-635L1.3,0,0,0,0,0,0
RP11-635L1.2,0,0,1.293571974,2.29279297,3.73340136,0
CBR4,933.1002556,515.0473496,366.0808685,343.9189455,358.4065306,671.5808599
RNU6-853P,0,0,0,1.146396485,0,0
RNY4P17,0,0,0,0,0,0
RP11-483A20.3,3.991872751,2.137125932,0,0,0,3.497816979
SH3RF1,50.89637758,2.137125932,466.9794824,509.0000394,72.80132652,69.95633957
RPL6P12,0,0,0,0,0,0
RP11-327O17.2,0,0,0,0,0,0
NEK1,892.1835599,631.5207129,278.1179743,537.6599515,373.340136,167.895215
CLCN3,2427.058633,1190.379144,2204.246643,1758.572208,1597.895782,828.9826239
C4orf27,236.5184605,234.0152896,313.0444176,269.403174,154.9361564,38.47598676
RP11-205M3.2,0,3.205688898,0,0,3.73340136,0
RP11-205M3.1,0,0,0,1.146396485,0,0
RP11-205M3.3,0,0,0,0,0,0
RP11-6E9.5,0,0,0,0,0,0
RP11-6E9.4,0,0,0,0,0,0
MFAP3L,25.94717288,27.78263712,1.293571974,53.8806348,35.46731292,416.2402205
AADAT,0,0,28.45858342,152.4707325,0,0
RP11-6E9.1,0,0,0,0,0,0
RP11-654F3.1,0,0,0,0,0,0
RP11-789C1.1,0,0,0,0,0,0
RP11-789C1.2,0,0,0,0,0,0
RP11-796L2.1,0,0,0,0,0,0
HSP90AA6P,0,0,0,0,0,0
RP11-322J23.1,0,0,0,0,0,0
RP11-213L8.1,0,0,0,0,0,0
RNU6ATAC13P,0,0,0,0,0,0
RP11-344G13.1,0,0,0,0,0,0
RP11-344G13.2,0,0,0,0,0,0
RP11-384D10.1,0,0,0,0,0,0
MIR6082,0,0,0,0,0,0
RP11-717H13.1,0,0,0,0,0,0
RP11-97E7.1,0,0,0,0,0,0
RP11-97E7.2,0,0,0,0,0,0
GALNTL6,280.4290608,1.068562966,0,0,0,0
RP11-485C11.1,0,0,0,0,0,0
RP11-10K16.1,17.96342738,18.16557042,27.16501144,12.61036134,9.3335034,45.47162072
RN7SL253P,0,0,0,0,0,0
GALNT7,567.8438988,441.316505,887.3903738,278.5743459,754.1470747,2392.506813
MIR548T,1.995936376,0,0,0,3.73340136,6.995633957
RP11-798M19.3,21.95530013,53.4281483,10.34857579,2.29279297,57.86772108,255.3406394
HMGB2,1020.921456,1903.110643,1685.524282,447.0946292,2266.174626,8894.948577
RP11-798M19.6,45.90653664,108.9934225,34.92644329,55.02703129,253.8712925,118.9257773
SAP30,43.91060026,73.73084466,195.329368,194.8874025,1316.023979,1322.174818
SCRG1,0,0,0,12.61036134,11.20020408,31.48035281
RP11-489G11.1,0,1.068562966,0,1.146396485,0,0
RNU6-1096P,0,0,0,0,0,0
RP11-489G11.3,0,0,0,0,0,0
HAND2,0,0,0,443.6554398,0,0
HAND2-AS1,0,1.068562966,0,335.8941701,0,0
AC079789.2,0,0,0,1.146396485,1.86670068,3.497816979
AC079789.1,0,0,1.293571974,0,0,0
RP11-161D15.2,0,0,0,0,0,0
RP11-161D15.1,0,0,0,0,0,0
RP11-161D15.3,0,0,0,0,0,0
RP11-148L24.1,0,0,0,29.80630861,0,0
RP11-248N22.1,0,0,0,9.171171881,0,0
RP11-248N22.2,0,0,0,0,0,0
FBXO8,478.0267619,452.0021346,307.8701297,432.1914749,403.2073469,412.7424035
CEP44,803.3643911,651.8234093,227.6686673,370.2860647,244.5377891,594.6288864
RP11-51M24.1,0,0,0,0,0,0
MIR4276,0,0,0,0,0,0
HPGD,25.94717288,518.2530385,0,322.1374123,246.4044898,87.44542447
RP11-440I14.4,0,0,0,0,1.86670068,0
RP11-440I14.3,0,0,0,0,0,0
GLRA3,25.94717288,0,0,0,0,0
ADAM29,3.991872751,0,0,0,0,0
RP13-577H12.3,3.991872751,0,0,0,0,0
RP13-577H12.2,1.995936376,0,0,0,0,0
RP11-391J13.1,0,0,0,0,0,0
RP11-287F9.1,0,0,0,0,0,0
RP11-287F9.2,0,0,0,0,0,0
RP11-598D14.1,0,0,0,0,0,0
RP11-753I4.1,0,0,0,0,0,0
RP11-753I4.2,0,0,0,0,0,0
GPM6A,569.8398352,0,0,0,0,3.497816979
RP11-806K15.1,0,0,0,0,0,0
RP11-598O12.1,0,0,0,0,0,0
RP11-598O12.2,0,0,0,0,0,0
WDR17,415.1547661,20.30269636,0,58.46622074,50.40091836,10.49345094
SPATA4,0,1.068562966,0,4.585585941,0,0
ASB5,1.995936376,0,0,1.146396485,0,0
RP11-87F15.2,5.987809127,13.89131856,5.174287894,2.29279297,14.93360544,10.49345094
SPCS3,4779.269651,4308.445879,3728.074428,2360.430363,7127.063196,5610.498434
RP11-313E19.1,0,0,0,0,0,0
RP11-313E19.2,0,0,0,0,0,0
VEGFC,0,0,81.49503433,405.8243557,0,0
RP11-624A4.1,0,0,0,1.146396485,0,0
RP11-765K14.1,0,0,0,0,0,0
RN7SKP136,0,0,0,0,0,0
RP11-487E13.1,0,0,0,0,0,0
NEIL3,0,19.23413339,90.55003815,19.48874025,231.4708843,2116.179272
RP11-376O6.2,0,0,0,0,0,0
AGA,304.3802973,325.9117046,410.0623156,271.695967,173.6031632,24.48471885
RP11-130F10.1,16.96545919,13.89131856,12.93571974,4.585585941,5.60010204,0
RNA5SP172,0,0,0,0,0,0
RP11-140M13.1,0,0,0,0,0,0
RP11-389E17.1,0,0,0,0,0,0
RP11-162G9.1,0,0,0,0,0,0
RNU1-45P,0,0,0,0,0,0
RP11-84H6.1,0,0,0,0,0,0
RNA5SP173,0,0,0,0,0,0
RF00571,0,0,0,0,0,0
RP11-296L20.1,0,0,0,0,0,0
RP11-404J23.1,0,0,0,0,0,0
RP11-774G5.1,0,0,0,0,0,0
RP11-751A18.1,0,0,0,0,0,0
RP11-460H9.1,0,0,0,0,0,0
RP11-810C20.1,0,0,0,0,0,0
RP11-665C14.1,0,0,0,0,0,0
RP11-665C14.2,0,0,0,0,0,0
RP11-433O3.1,0,0,0,0,0,0
RP11-540E16.2,0,0,0,0,0,0
RN7SKP13,0,0,0,0,0,0
AC108142.1,0,0,0,11.46396485,0,0
RP11-540E16.1,0,0,0,0,0,0
TENM3,0,0,433.3466111,229.279297,0,0
RP11-402C9.1,0,0,0,0,0,0
MIR1305,0,0,0,0,0,0
RNU2-34P,0,0,1.293571974,0,0,0
RN7SKP67,0,0,0,0,0,0
RP11-18D7.3,0,0,0,0,0,0
RP11-18D7.2,0,0,0,0,0,0
RP11-188P17.2,9.979681878,2.137125932,2.587143947,1.146396485,0,0
DCTD,550.8784396,656.0976612,1252.17767,2418.896584,492.8089795,27.98253583
RP11-335L23.2,0,0,0,0,0,0
FAM92A3,0,0,0,0,0,0
RP11-335L23.4,0,0,0,0,0,0
RP11-335L23.5,0,0,0,1.146396485,0,0
RP11-335L23.3,0,3.205688898,19.4035796,12.61036134,5.60010204,0
WWC2,11.97561825,237.2209785,1156.453344,777.2568169,550.6767006,31.48035281
RP11-451F20.4,0,0,0,0,0,0
CLDN22,0,0,0,0,0,0
CLDN24,0,0,0,0,0,0
RP11-451F20.1,0,0,0,0,0,0
RP11-692E14.1,0,0,0,0,0,0
CDKN2AIP,1124.710148,1172.213574,294.93441,277.4279494,588.0107142,961.8996691
RP11-367N14.1,0,0,0,0,0,0
RP11-367N14.2,4.989840939,7.479940762,0,4.585585941,5.60010204,3.497816979
ING2,103.7886915,74.79940762,59.50431078,204.0585744,117.6021428,167.895215
RP11-367N14.3,1.995936376,4.274251864,1.293571974,5.731982426,1.86670068,0
RWDD4,311.3660746,224.3982229,228.9622393,341.6261526,313.6057142,265.8340904
RNU6-479P,0,2.137125932,0,0,5.60010204,3.497816979
TRAPPC11,1573.795832,1319.675263,993.4632757,1124.614952,2344.576054,1825.860463
RNU6-335P,0,0,0,0,0,0
RNU6-1053P,5.987809127,1.068562966,0,1.146396485,11.20020408,3.497816979
RP11-499F19.3,0,0,6.467859868,0,0,0
STOX2,0,0,29.75215539,5.731982426,28.0005102,59.46288864
RP11-739P1.2,0,0,0,0,0,6.995633957
RP11-739P1.3,0,0,0,0,3.73340136,3.497816979
RP11-616K6.1,0,0,0,0,0,0
ENPP6,1.995936376,0,0,0,0,0
RP11-162O12.1,0,0,0,0,0,0
RN7SL28P,0,0,0,0,0,0
RP11-162O12.2,4.989840939,0,0,0,0,0
RP11-290F5.2,1.995936376,1.068562966,1.293571974,2.29279297,9.3335034,55.96507166
RP11-290F5.1,13.97155463,7.479940762,1.293571974,3.439189455,39.20071428,216.8646527
IRF2,980.0047604,518.2530385,288.4665501,299.2094826,881.082721,5488.074839
RF00152,0,0,0,0,0,0
RP11-326I11.5,74.84761408,38.46826678,15.52286368,10.31756837,69.06792516,367.2707828
RP11-326I11.3,113.7683734,102.5820447,33.63287131,11.46396485,74.6680272,395.2533186
RP11-326I11.4,5.987809127,3.205688898,1.293571974,2.29279297,5.60010204,20.98690187
RP11-326I11.1,0,0,0,0,0,0
RP11-242J7.1,18.96139557,1.068562966,1.293571974,0,3.73340136,13.99126791
CASP3,712.5492861,560.9955572,1368.599148,828.8446588,912.8166325,1745.410672
PRIMPOL,286.4168699,269.2778674,213.4393756,205.2049708,168.0030612,108.4323263
CENPU,61.87402764,36.33114085,345.3837169,44.70946292,28.0005102,45.47162072
ACSL1,628.7199583,544.9671127,444.9887589,2823.574543,33527.81091,102367.1117
RP11-701P16.1,0,2.137125932,0,2.29279297,154.9361564,647.096141
RP11-701P16.2,0,0,0,1.146396485,13.06690476,647.096141
RP11-701P16.5,0,6.411377796,0,0,507.742585,440.7249393
MIR3945,0,0,0,0,29.86721088,132.9170452
RP11-701P16.4,0,0,0,0,16.80030612,6.995633957
RP11-701P16.3,0,0,0,0,0,0
MIR4455,0,0,0,0,0,0
RP11-517M22.1,0,0,0,0,0,0
RP11-386B13.4,0,0,0,1.146396485,0,0
HELT,0,0,0,0,0,0
RP11-386B13.3,0,0,0,0,0,0
RP11-386B13.1,0,0,0,0,0,0
SLC25A4,156.6810055,57.70240017,183.6872202,115.786045,9.3335034,13.99126791
CFAP97,2054.816499,1738.551946,1252.17767,1243.840186,177.3365646,41.97380374
SNX25,1405.139208,484.0590236,466.9794824,364.5540823,100.8018367,48.9694377
LRP2BP,90.81510509,58.77096313,7.761431841,5.731982426,14.93360544,17.48908489
RP11-714G18.1,7.983745502,7.479940762,7.761431841,0,5.60010204,3.497816979
ANKRD37,232.5265877,49.15389644,32.33929934,32.09910158,59.73442176,45.47162072
UFSP2,524.9312668,463.7563273,412.6494596,442.5090433,308.0056122,45.47162072
C4orf47,7.983745502,1.068562966,1.293571974,9.171171881,0,0
CCDC110,47.90247301,12.82275559,1.293571974,4.585585941,0,0
RP11-279O9.4,1.995936376,0,1.293571974,3.439189455,0,0
PDLIM3,1.995936376,0,134.5314852,2.29279297,0,0
SORBS2,9.979681878,0,2372.410999,14.90315431,1.86670068,3.497816979
RP11-301L8.2,9.979681878,0,0,0,0,0
RP11-626E13.1,0,0,0,0,0,0
RP11-45I20.1,0,0,0,0,0,0
RNU4-64P,0,0,0,0,0,0
TLR3,0,11.75419263,115.1279056,163.9346974,13.06690476,0
FAM149A,0,12.82275559,5.174287894,81.39415045,1.86670068,0
RP11-173M11.2,0,0,3.880715921,5.731982426,0,0
ORAOV1P1,0,0,0,0,0,0
RP11-173M11.6,47.90247301,65.18234093,0,6.878378911,13.06690476,3.497816979
CYP4V2,465.0531755,812.1078542,95.72432604,158.202715,418.1409523,10.49345094
KLKB1,22.95326832,63.045215,6.467859868,33.24549807,33.60061224,6.995633957
F11,0,1.068562966,0,0,0,0
RP11-215A19.1,0,0,0,0,0,0
SLC25A5P6,0,0,0,0,0,0
RP11-215A19.2,0,0,0,0,0,0
RNU6-1055P,0,0,0,0,0,0
MTNR1A,0,0,0,0,0,0
FAT1,58.88012308,2.137125932,11.64214776,5150.759408,0,0
RP11-11N5.1,0,0,0,0,0,0
RP11-11N5.3,0,0,0,1.146396485,0,0
MRPS36P2,0,0,0,0,0,0
RP11-217E13.1,0,0,0,0,0,0
RP11-696F12.1,0,0,0,0,0,0
RP11-308K2.1,0,0,0,0,0,0
RP11-138B4.1,0.997968188,3.205688898,0,3.439189455,3.73340136,0
RP11-91J3.2,0,0,0,0,0,0
RP11-91J3.3,0,0,0,0,0,0
RP11-91J3.1,0,1.068562966,0,1.146396485,1.86670068,0
RP11-237D3.1,0,0,0,0,0,0
RP11-565A3.2,0,0,0,0,0,0
RP11-565A3.1,0,0,0,0,0,0
RP11-629I23.1,0,0,0,0,0,0
RP11-713C19.2,0,0,0,0,1.86670068,0
ZFP42,0,0,28.45858342,0,0,0
TRIML2,0,0,910.6746694,1.146396485,0,0
RP11-713C19.1,0,0,0,0,0,0
RNU6-173P,0,0,0,0,0,0
TRIML1,0,0,11.64214776,0,0,0
RP11-366H4.3,0,0,0,0,0,0
RP11-366H4.1,0,0,11.64214776,0,0,0
RP11-219G10.1,0,0,1.293571974,2.29279297,0,0
RP11-219G10.2,1.995936376,0,0,0,0,0
RP11-219G10.3,0,0,0,79.10135748,0,0
RP11-756P10.1,0,0,0,0,0,0
RP11-756P10.7,0,0,0,0,0,0
RNU7-192P,0,0,0,0,0,0
RP11-756P10.3,0,1.068562966,19.4035796,10.31756837,3.73340136,0
RP11-756P10.6,0,4.274251864,1.293571974,0,0,0
RP11-756P10.4,0,0,0,0,0,0
RP11-756P10.5,0,0,0,0,0,0
RP11-756P10.2,0,0,0,0,0,0
RP11-818C3.1,0,0,0,0,0,0
RP11-706F1.1,0,0,0,0,0,0
RP11-706F1.2,0,0,0,0,0,0
RP11-45F23.1,0,0,0,0,0,0
LINC01262,0,0,0,0,24.26710884,48.9694377
RP11-462G22.2,0,0,0,0,1.86670068,0
RNU1-51P,0,0,0,0,0,0
AF146191.4,17.96342738,13.89131856,0,3.439189455,5.60010204,0
LINC01596,0,0,0,0,0,0
FRG1,492.9962848,484.0590236,450.1630468,447.0946292,782.1475849,514.1790959
MLLT10P2,0,0,0,0,0,0
AF146191.8,0,0,0,0,0,0
TUBB7P,0,0,0,0,0,0
RNA5SP174,0,0,0,0,0,0
RNA5SP175,0,0,0,0,0,0
DUX4L9,0,0,0,0,0,0
FRG2,0,0,0,0,0,0
RARRES2P4,0,0,0,0,0,0
AGGF1P1,15.967491,14.95988152,1.293571974,0,1.86670068,0
CLUHP4,0,0,0,0,0,0
DBET,0,0,0,0,0,0
DUX4L30,0,0,0,0,0,0
DUX4L8,0,0,0,0,0,0
DUX4L7,0,0,0,0,0,0
DUX4L6,0,0,0,0,0,0
DUX4L5,0,0,0,0,0,0
DUX4L4,0,0,0,0,0,0
DUX4L1,0,0,0,0,0,0
DUX4L3,0,0,0,0,0,0
DUX4L2,0,0,0,0,0,0
DUX4,0,0,0,0,0,0
RPL23AP84,0,0,0,0,0,0
ABC7-42391500H16.4,0,0,0,0,0,0
RP11-811I15.1,0,0,0,0,0,0
PLEKHG4B,1.995936376,0,0,3.439189455,1.86670068,3.497816979
LRRC14B,0,0,0,0,0,0
CTD-2083E4.7,0,0,0,0,0,0
CCDC127,211.5692558,339.8030232,305.2829858,529.6351761,244.5377891,20.98690187
CTD-2083E4.4,15.967491,29.91976305,6.467859868,3.439189455,13.06690476,6.995633957
SDHA,765.4416,1060.014462,2113.696605,2047.464122,1267.489762,633.1048731
CTD-2083E4.6,3.991872751,3.205688898,0,3.439189455,5.60010204,0
PDCD6,1007.94787,910.4156471,1223.719087,1544.196065,789.6143877,2235.105049
CTD-2083E4.5,0,0,1.293571974,2.29279297,1.86670068,6.995633957
AHRR,45.90653664,102.5820447,516.1352174,557.1486918,500.2757823,234.3537376
CTD-2228K2.2,0,0,0,0,0,0
CTD-2228K2.1,0,1.068562966,2.587143947,0,18.6670068,0
C5orf55,39.91872751,36.33114085,23.28429552,57.31982426,13.06690476,6.995633957
EXOC3,466.0511437,602.6695129,729.5745931,988.1937702,1127.487211,4431.734112
CTD-2228K2.5,87.82120052,338.7344602,159.1093527,73.36937505,18.6670068,27.98253583
