,endothelial.cells,CD4.T.cells,fibroblasts,CD8.T.cells,NK.cells,B.cells
MIR4292,0.0,0.0,0.0,0.0,0.0,0.0
IGFLR1,0.0,62.00999999999998,0.0,197.10000000000034,717.2200000000016,0.0
HYPK,39.44000000000008,28.02000000000013,21.969999999999924,21.630000000000074,0.0,0.0
HS3ST6,0.0,0.0,0.0,0.0,0.0,0.0
ZNF157,0.0,0.0,0.0,0.0,0.0,0.0
SFTPD,0.0,0.0,0.0,0.0,0.0,0.0
HOXA-AS3,0.0,0.0,0.0,0.0,0.0,0.0
POM121L9P,1.5500000000000003,0.0,0.0,0.0,0.0,0.0
LOC100129550,0.6499999999999995,0.7300000000000018,0.0,2.4399999999999955,0.0,0.0
SH3BGRL2,0.0,0.0,0.0,0.0,0.0,0.0
TRPA1,0.0,0.0,0.0,0.0,0.0,0.0
TRABD2B,0.0,0.0,0.0,0.0,0.0,0.0
FAM81B,0.0,0.0,0.0,0.0,0.0,0.0
ASPSCR1,0.0,41.90999999999995,0.0,0.0,0.0,0.0
PHOSPHO2,72.0800000000002,0.0,0.0,0.0,0.0,0.0
FDFT1,81.97000000000016,127.20000000000022,21.690000000000076,0.0,493.9900000000008,0.0
MYL10,0.0,0.5299999999999994,0.0,0.0,0.0,0.0
PTGS2,0.0,0.0,0.0,0.0,0.0,0.0
BMP7,0.0,1.0000000000000009,11.080000000000032,0.0,6.879999999999997,0.0
CCDC90B,78.4299999999999,17.95000000000009,58.83000000000016,0.0,0.0,0.0
MIR4284,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D3,58.26000000000007,141.51000000000033,81.73999999999977,0.0,118.43999999999978,313.8999999999995
SLC25A34,2.3599999999999954,2.6900000000000013,0.0,0.0,0.0,29.189999999999934
H2AFB3,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF2,0.0,16.50000000000006,0.0,0.0,0.0,0.0
REXO1,0.8299999999999996,0.0,0.0,0.0,0.0,0.0
SSC5D,0.0,0.0,0.0,0.0,0.0,0.0
NEFL,0.0,0.0,0.0,0.0,0.0,0.0
NELFCD,325.37000000000097,129.36000000000018,0.0,0.0,219.15999999999985,38.659999999999926
ANKHD1-EIF4EBP3,0.0,24.30000000000006,0.0,64.23999999999974,0.0,0.0
ZNF561,0.5299999999999994,0.5400000000000005,11.560000000000024,7.099999999999998,0.0,0.0
ZNF664-FAM101A,0.0,0.0,0.0,0.0,0.0,0.0
LOC642366,0.0,0.0,0.0,0.0,0.0,0.0
EME2,0.0,0.0,0.0,0.0,0.0,0.0
ENTPD2,0.0,0.0,0.0,0.0,0.0,0.0
COX7B,231.9499999999993,446.2900000000002,0.0,440.72999999999956,200.46999999999983,615.8199999999993
ATP6V1A,1.6700000000000004,62.9799999999998,48.569999999999986,0.0,8.010000000000002,43.070000000000086
TRAPPC5,401.4900000000001,139.3500000000004,0.0,0.0,0.0,405.3999999999991
ZNF362,0.0,18.960000000000036,0.0,0.0,0.0,0.0
ADH1C,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD17,6.130000000000004,24.52000000000005,14.100000000000051,7.609999999999994,47.17999999999996,0.0
HOXD-AS1,0.0,52.840000000000025,0.0,0.0,0.0,0.0
IL21R,0.0,0.2200000000000002,0.0,2.940000000000005,6.179999999999993,19.659999999999933
C6orf48,555.2500000000013,329.3700000000006,66.77000000000024,0.0,739.0899999999989,0.0
TGIF2,1.15,0.2400000000000002,13.520000000000042,0.0,286.7299999999995,79.4899999999999
DNMT3A,10.640000000000045,10.34999999999997,0.0,0.0,0.0,0.0
FCAR,6.049999999999995,10.020000000000051,1.539999999999997,10.199999999999996,104.56000000000006,195.78000000000003
NCKAP5L,0.0,10.889999999999983,0.0,0.0,0.0,0.0
MARCH3,0.0,0.0,10.789999999999957,0.0,134.51000000000033,0.0
LINC00174,0.0,0.0,0.0,0.0,0.0,0.0
CTSK,0.0,525.049999999999,25.439999999999966,0.0,0.0,0.0
TRIM35,62.42999999999999,0.0,0.0,37.609999999999964,0.0,62.89999999999988
HNF4G,0.0,0.0,0.0,0.0,0.0,0.0
C12orf39,0.0,0.0,0.0,0.0,0.0,0.0
LRCH4,0.0,2.739999999999998,0.0,0.0,0.0,0.0
EXOSC3,0.0,36.019999999999925,0.0,360.8700000000005,340.2100000000001,158.98000000000013
MEIOB,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130849,0.0,0.0,0.0,0.0,0.0,160.95000000000005
LINC00324,76.84000000000015,0.0,0.0,0.0,174.57999999999953,0.0
SMCHD1,0.0,15.280000000000076,0.0,136.25999999999965,60.59000000000019,71.28999999999992
POP7,0.0,90.6100000000001,52.11000000000005,0.0,0.0,194.6900000000005
UBE2Q2,0.0,8.630000000000004,0.0,0.0,0.0,0.0
UGT2A3,0.0,0.0,0.0,0.0,0.0,0.0
SYT7,0.0,0.0,0.0,0.0,0.0,0.0
PGGT1B,41.240000000000016,10.140000000000033,0.0,0.0,41.039999999999914,0.0
ZNF565,0.0,0.0,0.0,0.0,0.0,0.0
SLCO1B1,0.0,0.0,0.0,0.0,0.0,0.0
SST,0.0,0.0,0.0,0.0,0.0,0.0
KCNN3,0.0,0.30999999999999917,0.0,0.0,1.9700000000000006,14.550000000000027
CCNDBP1,84.9700000000003,50.97999999999995,50.280000000000136,23.519999999999897,17.159999999999908,82.74999999999997
GLOD4,225.97000000000048,0.0,50.09000000000014,0.0,0.0,0.0
DPY19L3,0.0,27.70000000000001,0.0,0.0,0.0,0.0
SCCPDH,108.54999999999973,1.5600000000000014,73.32000000000001,0.0,0.0,0.0
NKAPP1,0.0,0.16000000000000014,0.0,0.0,0.0,36.800000000000004
ZNF790,0.0,1.7699999999999982,0.0,0.0,0.0,0.0
OLIG3,0.0,0.0,0.0,0.0,0.0,0.0
PRMT1,50.59000000000022,36.35000000000012,134.1299999999999,0.0,0.0,75.60999999999977
ITIH3,0.0,0.0,0.0,0.0,0.0,0.0
TEX10,0.0,25.35999999999989,29.94999999999994,0.0,0.0,0.0
EDA2R,0.0,0.0,13.099999999999955,0.0,0.0,0.0
TNFRSF19,75.00999999999979,0.0,21.33999999999993,0.0,0.0,0.0
PLCXD3,0.0,0.0,5.709999999999997,0.0,0.0,0.0
NARFL,0.0,0.0,65.57000000000001,0.0,0.0,42.670000000000016
MIR548AP,0.0,0.0,0.0,0.0,0.0,0.0
RHOV,0.0,0.0,0.0,0.0,0.0,0.0
INMT-FAM188B,0.0,0.0,0.0,0.0,0.0,0.0
DENND2A,0.0,0.0,0.0,0.0,0.0,0.0
PIM3,44.26999999999999,59.02000000000007,0.0,0.0,412.6299999999999,0.0
KAT8,0.0,0.0,0.0,0.0,0.0,117.27999999999994
SRRT,0.0,22.860000000000063,15.029999999999916,53.20000000000007,0.0,148.2000000000003
KCNAB1,0.0,0.0,0.0,0.0,0.0,0.0
GPR1,1.9700000000000006,1.0899999999999999,0.0,7.029999999999994,0.0,0.0
DMTF1,0.0,39.03999999999985,0.0,104.77000000000027,0.0,72.23999999999995
MXRA5,0.0,0.0,0.0,0.0,0.0,0.0
GRM1,0.0,0.0,0.0,0.0,0.0,0.0
RAPSN,0.0,0.0,0.0,0.0,0.0,0.0
IBA57,21.570000000000043,3.600000000000003,11.140000000000057,9.280000000000006,19.390000000000093,16.940000000000076
PDE4D,5.840000000000003,0.0,0.0,8.440000000000001,31.980000000000082,11.470000000000056
ACOT9,206.81000000000068,51.89999999999999,0.0,0.0,0.0,0.0
TRPC4,0.0,0.0,0.0,0.0,0.0,0.0
GEMIN4,0.0,0.0,0.0,0.0,402.00000000000125,0.0
CNTN5,0.0,0.0,0.0,0.0,0.0,0.0
GRTP1,0.0,0.0,0.0,0.0,0.0,0.0
ITGB8,0.4600000000000004,0.30999999999999917,40.20000000000009,0.0,3.2500000000000018,0.0
KRTAP5-6,0.0,0.0,0.0,0.0,0.0,0.0
C20orf166-AS1,0.0,0.0,0.0,0.0,0.0,0.0
THEM4,31.07000000000003,39.80000000000012,0.0,0.0,0.0,52.969999999999864
FRS3,0.0,0.0,0.0,0.0,0.0,0.0
FLJ42393,43.12999999999988,0.3600000000000003,0.0,0.0,0.0,0.0
OR10A6,0.0,0.0,0.0,0.0,0.0,0.0
TRANK1,0.0,0.0,0.0,117.55000000000024,0.0,0.0
OTOF,0.0,0.0,0.0,0.0,0.0,0.0
UBE2K,10.230000000000059,10.320000000000018,25.42000000000007,113.32000000000014,84.68999999999971,0.0
GXYLT2,0.0,0.0,0.0,0.0,0.0,0.0
TEX14,0.0,0.0,0.0,0.0,0.0,0.0
CTU2,0.0,2.120000000000002,0.0,0.0,0.0,0.0
RRH,0.0,0.0,0.0,0.0,0.0,0.0
CDR2L,0.0,0.0,0.0,0.0,0.0,0.0
MIR4446,0.0,0.0,0.0,0.0,0.0,0.0
SPATC1,0.0,0.0,0.0,0.0,0.0,0.0
LINC00341,0.0,0.0,0.0,0.0,0.0,0.0
DEFB121,0.0,0.0,0.0,0.0,0.0,0.0
CLLU1,0.0,0.0,0.0,0.0,0.0,0.0
PDZD7,0.0,0.0,0.0,0.0,13.679999999999954,0.0
SLC19A1,0.0,2.899999999999996,0.0,0.0,0.0,0.0
LIMS1,123.10000000000029,22.95000000000007,92.95000000000005,323.92000000000047,180.00999999999937,62.23999999999993
FAM89A,0.0,26.869999999999983,0.0,0.0,0.0,0.0
PIK3CD,0.7400000000000029,17.98000000000007,0.0,2.779999999999996,9.399999999999999,157.7099999999996
MFAP3L,0.0,0.0,0.0,0.0,0.0,0.0
DERL2,0.0,0.0,0.0,0.0,0.0,0.0
FHL5,0.0,0.0,0.0,0.0,0.0,0.0
ACAN,0.0,0.0,0.0,0.0,0.0,0.0
TINAGL1,146.50000000000037,1.5300000000000025,0.0,0.0,18.979999999999958,0.0
DCUN1D2,0.0,3.749999999999998,16.290000000000028,9.410000000000005,11.24000000000005,0.0
C3orf36,0.0,0.0,0.0,0.0,0.0,0.0
CWH43,0.0,0.0,0.0,0.0,0.0,0.0
LCE1C,0.0,0.0,0.0,0.0,0.0,0.0
FHAD1,0.7900000000000018,0.20000000000000018,0.0,0.0,0.0,0.0
ARPC1A,488.7899999999986,111.51000000000026,115.56000000000014,0.0,88.0799999999997,111.62999999999977
CHST2,0.0,0.0,0.0,0.0,0.0,0.0
SPATA2,0.0,0.0,11.010000000000012,0.0,0.0,0.0
KIAA1984-AS1,0.0,0.0,0.0,0.0,0.0,0.0
RUFY1,44.180000000000106,0.0,18.379999999999917,0.0,0.0,0.0
PGLYRP4,0.0,0.0,0.0,0.0,0.0,0.0
TXNDC12,0.0,0.0,18.970000000000073,0.0,0.0,37.19000000000014
BLOC1S5,0.0,0.0,0.0,0.0,11.019999999999976,0.0
SNORD115-38,0.0,0.0,0.0,0.0,0.0,0.0
RPS4Y1,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF8,0.0,0.0,12.149999999999945,0.0,0.0,0.0
TMEM259,2.980000000000005,7.810000000000004,0.0,0.0,0.0,0.0
PTGIR,0.0,0.0,0.0,0.0,0.0,0.0
FOXE3,0.0,0.0,0.0,0.0,0.0,0.0
CERS3,0.0,0.0,0.0,0.0,0.0,0.0
ART4,0.0,0.0,0.0,0.0,0.0,0.0
ZC3H12C,0.0,4.470000000000002,0.0,0.0,0.0,0.0
KIAA1841,0.6600000000000006,0.20000000000000018,0.0,0.0,0.0,0.0
EVX1,0.0,0.0,0.0,0.0,0.0,0.0
WDR38,0.0,0.0,0.0,0.0,0.0,0.0
GPR18,0.0,0.0,0.0,0.0,0.0,0.0
GLCE,9.060000000000002,0.0,8.82,0.0,0.0,0.0
ACAA2,40.76000000000003,35.82000000000007,23.72000000000011,0.0,364.16999999999985,0.0
PIGK,0.0,25.30000000000011,9.63,0.0,0.0,0.0
HIST1H2AG,0.0,0.0,0.0,0.0,0.0,0.0
DCAF8L1,0.0,0.0,0.0,0.0,0.0,0.0
FLVCR1-AS1,62.26000000000019,56.51999999999991,0.0,0.0,0.0,0.0
DAG1,0.0,25.040000000000088,72.29999999999993,0.0,0.0,0.0
OR4D2,0.0,0.0,0.0,0.0,0.0,0.0
C19orf38,0.0,0.0,0.0,0.0,0.0,0.0
DPRX,0.0,0.0,0.0,0.0,0.0,0.0
LOC389023,0.0,0.0,0.0,0.0,0.0,0.0
PLOD2,166.05000000000047,0.18999999999999906,22.359999999999978,0.0,0.0,0.0
TTC27,0.0,0.0,0.0,0.0,0.0,0.0
OR4F29,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN2,0.0,0.0,0.0,0.0,0.0,0.0
PI3,0.0,0.0,0.0,0.0,0.0,0.0
ZFAND6,169.70000000000033,13.709999999999983,31.249999999999893,1008.3100000000026,0.0,0.0
C6orf57,0.0,31.36000000000007,0.0,0.0,0.0,0.0
NUF2,0.0,0.0,0.0,0.0,0.0,0.0
ARID2,4.02,0.0,0.0,0.0,39.209999999999916,0.0
ZNRF3-AS1,0.0,5.539999999999998,0.0,9.079999999999995,28.759999999999888,44.31999999999982
RCC1,4.590000000000001,34.85000000000011,0.0,0.0,0.0,0.0
CD86,0.0,0.0,0.0,205.1700000000008,0.0,0.0
FAM91A1,0.0,25.96999999999994,8.339999999999996,0.0,0.0,0.0
CALM2,1020.8500000000024,521.9099999999996,542.14,1324.320000000003,547.2800000000019,345.42999999999984
GYG2,0.0,30.809999999999906,0.0,0.0,0.0,0.0
PARS2,0.0,0.0,0.0,0.0,0.0,0.0
LINC00672,1.1099999999999999,1.5300000000000025,12.250000000000071,0.0,15.900000000000013,33.6999999999999
BROX,0.0,0.4699999999999993,0.0,16.200000000000077,0.0,0.0
INTS12,50.189999999999955,157.27999999999977,29.18,0.0,0.0,0.0
CTSF,0.0,106.26999999999974,0.0,0.0,0.0,0.0
CAHM,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB4,0.0,0.4499999999999993,22.680000000000085,0.0,4.729999999999999,15.079999999999965
HUNK,0.2499999999999991,0.5400000000000005,0.0,1.799999999999995,0.0,0.0
GNA13,33.0600000000001,0.0,0.0,0.0,184.42000000000036,0.0
BNIPL,0.0,2.449999999999999,9.560000000000004,0.0,26.690000000000108,0.0
B4GALT4,8.330000000000005,43.819999999999986,40.27999999999998,0.0,0.0,0.0
MBLAC1,0.0,0.0,0.0,0.0,0.0,0.0
LOC100272228,0.0,0.0,0.0,0.0,0.0,0.0
CHD1L,145.26000000000033,12.879999999999963,31.030000000000058,0.0,0.0,0.0
MSTO1,0.0,18.800000000000054,0.0,340.3700000000003,0.0,0.0
PRSS41,0.0,0.0,0.0,0.0,0.0,0.0
FUT8,0.0,0.18000000000000016,0.0,62.359999999999815,45.810000000000024,0.0
TRMT11,0.0,0.0,0.0,0.0,0.0,0.0
AGA,56.00999999999981,30.62000000000012,0.0,0.0,0.0,0.0
ZC2HC1A,0.0,0.0,0.0,0.0,0.0,0.0
MIR662,0.0,0.0,0.0,0.0,0.0,0.0
WWP1,0.0,0.0,32.63000000000002,0.0,0.0,0.0
B9D2,0.0,0.0,0.0,0.0,0.0,0.0
STAT1,18.63000000000008,84.96000000000002,32.329999999999906,657.9099999999976,864.7399999999976,269.6699999999998
PTTG1,85.74999999999966,107.02999999999989,0.0,0.0,371.18999999999966,257.2500000000003
TMEM62,0.0,0.0,0.0,0.0,0.0,0.0
POLR2M,180.0599999999997,0.0,12.259999999999964,0.0,0.0,0.0
ATXN3L,0.0,0.0,0.0,0.0,0.0,0.0
LOC389895,0.0,0.0,0.0,0.0,0.0,0.0
CYMP,0.0,0.0,0.0,0.0,0.0,0.0
SSBP2,18.419999999999934,0.26999999999999913,0.0,2.980000000000005,6.540000000000004,0.0
MRFAP1,98.89999999999985,145.55000000000032,133.00000000000028,265.47999999999956,0.0,43.26000000000008
SNORA79,0.0,0.0,0.0,0.0,0.0,0.0
NME4,16.509999999999962,241.6100000000006,95.66000000000017,0.0,0.0,0.0
CARD16,63.00999999999985,8.859999999999994,0.0,0.0,0.0,0.0
SERINC4,0.0,0.0,0.0,0.0,0.0,0.0
IRF2BPL,0.0,2.0099999999999985,0.0,0.0,0.0,0.0
DLL4,0.0,0.0,0.0,0.0,0.0,0.0
MYOCD,0.0,0.0,0.0,0.0,0.0,0.0
HTR3D,0.0,0.0,0.0,0.0,0.0,0.0
C9orf156,0.0,0.0,0.0,0.0,0.0,0.0
POGLUT1,0.0,15.100000000000048,38.080000000000055,0.0,0.0,25.119999999999973
MIR4672,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4C,0.0,0.26999999999999913,0.0,0.0,14.390000000000054,0.0
PROCA1,0.0,0.0,0.0,0.0,0.0,0.0
WEE1,13.760000000000016,0.0,0.0,0.0,0.0,0.0
GCDH,123.81999999999961,0.0,0.0,0.0,0.0,0.0
APOF,0.0,0.18999999999999906,0.0,0.0,0.0,0.0
SSR4,1235.4799999999966,215.5200000000009,1522.4899999999968,0.0,0.0,252.4600000000004
RGS1,0.0,930.0900000000001,0.0,10416.659999999882,405.26000000000073,256.0499999999995
ZFP91-CNTF,0.0,0.0,0.0,0.0,0.0,0.0
MIR384,0.0,0.0,0.0,0.0,0.0,0.0
ZNF215,0.0,0.0,0.0,0.0,0.0,0.0
ZNF862,0.0,1.2499999999999978,0.0,0.0,0.0,0.0
AGPAT6,35.370000000000076,2.230000000000003,21.630000000000074,169.08999999999986,0.0,0.0
PDE7B,0.0,0.6600000000000006,16.490000000000087,51.62999999999989,1.4399999999999968,0.0
BBX,11.320000000000014,0.3299999999999992,11.010000000000012,0.0,0.0,0.0
LOC100133331,0.0,0.0,0.0,0.0,0.0,0.0
OR4A16,0.0,0.0,0.0,0.0,0.0,0.0
MS4A3,0.0,0.0,0.0,0.0,0.0,0.0
EFEMP1,0.0,0.129999999999999,14.750000000000046,0.0,0.0,0.0
TULP2,0.0,0.0,0.0,0.0,0.0,0.0
RERE,14.43000000000001,0.08999999999999897,7.020000000000004,0.0,0.0,14.02000000000005
BNC1,0.0,0.0,0.0,0.0,0.0,0.0
PIGB,0.0,0.5299999999999994,0.0,0.0,0.0,0.0
LINGO3,0.0,0.0,0.0,0.0,0.0,0.0
TRIP11,8.409999999999995,7.150000000000006,0.0,43.85999999999983,78.67999999999998,0.0
RPS15AP10,0.0,0.6099999999999994,0.0,0.0,92.05999999999972,0.0
CYTH4,0.0,25.340000000000003,0.0,0.0,26.690000000000108,0.0
COMMD8,0.0,0.5600000000000005,66.30000000000024,0.0,0.0,0.0
PCDHB6,0.0,0.0,0.0,0.0,0.0,0.0
FKBP8,85.26999999999988,0.0,26.109999999999932,0.0,63.96000000000004,0.0
PTPRC,0.0,122.71000000000018,0.0,2434.4699999999984,1496.4099999999976,501.5700000000013
POT1,0.0,18.66000000000003,0.0,0.0,0.0,0.0
KIAA1109,1.449999999999998,0.0,8.449999999999992,43.6700000000001,0.0,5.6600000000000055
CCT7,784.5300000000021,226.66999999999928,177.01000000000062,669.0499999999993,149.70999999999998,0.0
EEF1A2,0.0,0.0,0.0,0.0,0.0,0.0
MIPEP,85.02999999999986,1.1099999999999999,37.37999999999986,0.0,0.0,0.0
ZFX,0.0,1.4600000000000013,0.0,0.0,3.739999999999999,0.0
HRNR,0.0,0.0,0.0,0.0,0.0,0.0
UCHL3,0.0,42.41999999999998,0.0,0.0,0.0,93.21999999999981
LOC100129520,0.0,0.0,45.33000000000012,0.0,0.0,0.0
C4orf45,0.0,0.0,0.0,0.0,0.0,0.0
GSG1L,0.0,0.08000000000000007,0.0,0.0,0.0,0.0
FAM21A,0.0,22.249999999999957,0.0,0.0,0.0,0.0
BPIFB4,0.0,0.0,0.0,0.0,0.0,0.0
RAB24,41.95999999999985,30.21999999999986,60.97000000000004,0.0,0.0,0.0
LOC100507351,0.0,0.14999999999999902,0.0,0.0,0.0,0.0
MIR134,0.0,0.0,0.0,0.0,0.0,0.0
SLA2,1.7399999999999993,1.0200000000000031,0.0,233.01000000000076,56.960000000000136,124.17999999999998
SDS,0.0,0.0,0.0,0.0,0.0,0.0
CSTF3-AS1,1.9100000000000006,4.229999999999996,0.0,15.039999999999978,11.690000000000044,64.17999999999986
CASQ1,0.0,0.0,0.0,0.0,0.0,0.0
CCDC174,3.919999999999997,0.0,30.44999999999993,0.0,0.0,0.0
SLC25A40,0.0,0.0,0.0,0.0,0.0,0.0
IRAK1BP1,0.0,1.040000000000001,0.0,0.0,0.0,0.0
ACOT6,0.0,0.0,0.0,0.0,0.0,0.0
ASB11,1.6400000000000015,2.120000000000002,0.0,0.0,8.510000000000002,0.0
COL9A3,10.970000000000066,0.0,73.00999999999979,0.0,0.0,0.0
OR8G1,0.0,0.0,0.0,0.0,0.0,0.0
FOXD2,1.6299999999999981,0.0,0.0,0.0,0.0,0.0
C6orf211,0.0,37.089999999999975,35.21999999999993,0.0,0.0,0.0
IFFO1,33.06999999999996,4.5299999999999985,0.0,0.0,0.0,0.0
LINC00704,0.0,0.0,0.0,0.0,0.0,0.0
XKRY,0.0,0.0,0.0,0.0,0.0,0.0
MDGA1,0.0,0.0,0.0,0.0,0.0,0.0
GGT1,0.0,0.8199999999999985,0.0,0.0,0.0,0.0
ADARB1,5.350000000000003,0.0,0.0,0.0,0.0,0.0
MIR3167,0.0,0.0,0.0,0.0,0.0,0.0
WNT1,0.0,0.0,0.0,0.0,0.0,0.0
DBP,0.0,20.070000000000086,0.0,0.0,0.0,0.0
MIR4786,0.0,0.0,0.0,0.0,0.0,0.0
RHOD,0.0,0.0,0.0,0.0,0.0,0.0
COL5A3,0.0,0.0,0.0,0.0,0.0,0.0
LINC00652,0.0,4.03,0.0,9.95,0.0,0.0
COL4A2,28.470000000000052,0.0,0.0,0.0,0.0,0.0
HEBP1,94.5600000000003,68.63999999999982,0.0,0.0,0.0,0.0
LUM,0.0,0.5499999999999994,43.16999999999985,0.0,0.0,0.0
MIR548T,0.0,0.0,0.0,0.0,0.0,0.0
UBASH3B,0.0,0.16000000000000014,0.0,0.0,0.0,0.0
ZCCHC6,0.0,0.08000000000000007,35.78000000000002,39.85999999999987,0.0,0.0
PAGE1,0.0,0.0,0.0,0.0,0.0,0.0
GGACT,0.0,0.0,0.0,110.6,21.019999999999918,0.0
DTX2,59.19999999999999,3.160000000000005,33.50999999999993,0.0,0.0,0.0
SLC7A13,0.0,0.0,0.0,0.0,0.0,0.0
H3F3A,0.0,591.0399999999994,0.0,0.0,0.0,0.0
FLJ30679,0.0,0.20000000000000018,23.139999999999887,6.830000000000003,0.0,0.0
RABIF,5.970000000000004,0.2299999999999991,0.0,0.0,69.17999999999999,0.0
MIR518A1,0.0,0.0,0.0,0.0,0.0,0.0
DYRK3,0.0,1.429999999999998,0.0,0.0,0.0,0.0
UGT2A2,0.0,0.0,0.0,0.0,0.0,0.0
PFAS,17.04000000000005,0.28999999999999915,0.0,0.0,5.1200000000000045,0.0
LOC100130231,0.0,0.28000000000000025,0.0,0.0,4.059999999999997,281.48999999999916
ALOXE3,0.0,0.0,0.0,0.0,0.0,0.0
MIR3177,0.0,0.0,0.0,0.0,0.0,0.0
RPLP0,3473.679999999995,4913.590000000003,904.729999999998,3315.499999999997,616.439999999999,4190.589999999985
HNRNPD,0.0,17.81999999999996,0.0,13.149999999999974,27.41000000000003,86.93999999999981
RBM34,2.1599999999999953,136.58000000000044,0.0,309.09000000000066,55.340000000000195,173.0300000000001
LOC100133050,0.0,0.0,0.0,0.0,0.0,0.0
U2AF2,0.0,1.3499999999999979,0.0,0.0,0.0,0.0
MKNK2,34.68000000000007,0.0,0.0,23.180000000000085,0.0,0.0
MIR548M,0.0,0.0,0.0,0.0,0.0,0.0
SEC16A,0.0,0.5800000000000005,14.720000000000045,0.0,0.0,0.0
SNORD115-5,0.0,0.0,0.0,0.0,0.0,0.0
ZNF44,0.0,0.1200000000000001,0.0,0.0,0.0,38.220000000000034
YWHAG,21.49999999999991,17.35999999999999,71.66999999999982,0.0,0.0,0.0
RNU86,0.0,0.0,0.0,0.0,0.0,0.0
MTFR2,0.0,1.050000000000002,0.0,0.0,0.0,0.0
IGF2BP2,0.0,3.6600000000000055,0.0,0.0,0.0,0.0
FAM24B-CUZD1,0.0,0.0,0.0,0.0,0.0,0.0
SIX6,0.0,0.0,0.0,0.0,0.0,0.0
OR1D5,0.0,0.0,0.0,0.0,0.0,0.0
CCR6,2.9299999999999993,1.489999999999998,21.319999999999915,0.0,22.18000000000002,98.06999999999967
LOC100128770,0.0,0.0,0.0,0.0,0.0,0.0
NEK5,0.0,6.6,0.0,29.539999999999978,0.0,105.9399999999996
PALM,0.0,0.0,0.0,0.0,0.0,0.0
PUM2,18.63000000000008,5.179999999999998,0.0,86.24999999999991,31.75,43.41999999999988
ZNF365,0.0,0.14000000000000012,0.0,0.0,0.0,0.0
ALG10B,0.0,0.4899999999999993,0.0,0.0,19.23000000000009,0.0
CMSS1,37.9900000000001,89.53999999999985,0.0,0.0,0.0,0.0
SYNE3,0.0,0.0,0.0,0.0,0.0,0.0
PHC1,0.0,0.0,0.0,0.0,0.0,110.74000000000024
ARX,0.0,0.0,0.0,0.0,0.0,0.0
PPP3CB,0.0,37.370000000000125,0.0,0.0,0.0,56.93999999999988
IRX6,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,3261.0700000000083,0.0,0.0,0.0,0.0,0.0
EMC2,0.0,50.7000000000001,38.17,0.0,0.0,72.74000000000001
SPATA31A3,0.0,0.0,0.0,0.0,0.0,0.0
DSCAM-AS1,0.0,0.8500000000000019,0.0,0.0,0.0,50.25000000000004
LSM14B,0.0,0.0,0.0,0.0,0.0,0.0
ACOT13,43.90999999999997,18.589999999999982,0.0,6.440000000000001,0.0,0.0
PCDHGB7,52.90999999999993,0.0,0.0,0.0,0.0,0.0
MIR493,0.0,0.0,0.0,0.0,0.0,0.0
INSM1,0.0,0.0,0.0,0.0,0.0,0.0
ZNF493,0.0,1.1700000000000021,0.0,11.900000000000016,0.0,22.299999999999997
WBP2NL,0.0,0.0,0.0,0.0,0.0,0.0
RAET1K,0.0,0.0,0.0,0.0,0.0,0.0
NGEF,155.65,0.0,0.0,0.0,0.0,0.0
RNASE13,0.0,0.0,0.0,0.0,0.0,0.0
ZNF717,1.2599999999999967,31.04000000000009,0.0,0.0,0.0,0.0
SPPL2A,15.710000000000024,0.0,22.860000000000063,0.0,0.0,0.0
SFXN1,39.45999999999997,42.46000000000009,15.109999999999948,0.0,44.56000000000018,247.1800000000007
FAM102A,0.0,20.270000000000078,0.0,0.0,114.70999999999988,24.350000000000108
OR51B4,0.0,0.0,0.0,0.0,0.0,0.0
SCGB1A1,0.0,0.0,0.0,0.0,0.0,0.0
NEUROD2,0.0,0.0,0.0,0.0,0.0,0.0
MIR3615,0.0,0.0,0.0,0.0,0.0,0.0
SMKR1,0.0,0.0,0.0,0.0,0.0,0.0
TIPARP-AS1,0.0,0.0,0.0,0.0,0.0,0.0
TEDDM1,0.0,0.0,0.0,0.0,0.0,0.0
CYP2S1,0.0,0.0,0.0,0.0,0.0,0.0
TTC36,0.0,0.0,0.0,0.0,0.0,0.0
TBCE,0.0,9.990000000000004,0.0,0.0,0.0,0.0
MAPK1,0.0,0.0,0.0,0.0,0.0,0.0
MRM1,0.0,0.0,0.0,0.0,0.0,0.0
ATP9A,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B3,0.0,0.0,0.0,0.0,0.0,0.0
HN1L,29.18,14.439999999999955,0.0,0.0,0.0,0.0
CTRC,0.0,0.0,0.0,0.0,0.0,0.0
GHRLOS,0.0,0.6000000000000005,0.0,0.0,0.0,0.0
TRIM34,0.0,0.0,0.0,0.0,0.0,0.0
RNF216,40.79999999999995,16.970000000000066,23.36000000000009,0.0,0.0,0.0
HOXD12,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R14B,58.81000000000011,0.0,146.70000000000044,56.98000000000006,0.0,0.0
