gene,B.cells,monocytic.lineage,CD4.T.cells,CD8.T.cells
EFCAB2,69.13935000000001,50.67725,4.720000000000001,3.9481349999999997
EFCAB3,7.0957,7.8382,3.83,3.08128
EFCAB4A,59.7866,61.0726,6.8,6.47237
EFCAB4B,133.2842,110.85915,5.74,8.48283
EFCAB5,12.7954,7.7012,3.91,4.33793
EFCAB6,12.3852,12.2624,4.68,4.311030000000001
EFCAB7,153.2656,54.1798,7.23,6.95748
EFCC1,99.214,119.2664,7.13,7.64306
EFEMP1,12.8529,11.4646,4.73,4.4485
EFEMP2,68.1456,65.3142,6.01,6.665760000000001
EFHB,6.6226,6.0624,3.88,3.2858
EFHC1,122.3454,32.5256,4.95,5.97358
EFHC2,14.1563,8.5542,4.11,5.780869999999999
EFHD1,67.0259,61.3074,6.06,7.15689
EFHD2,766.8496,991.6162,6.27,8.3358
EFNA1,25.2377,31.8157,5.14,5.237019999999999
EFNA2,118.7256,103.4902,6.1,6.10986
EFNA3,100.001,86.5494,4.87,5.98819
EFNA4,153.5537,127.7371,4.96,7.29177
EFNA5,28.1053,21.2841,3.9,3.72925
EFNB1,57.9742,80.3894,6.04,6.11212
EFNB2,9.6196,8.675,4.13,3.9746099999999998
EFNB3,25.4335,26.6959,5.55,5.42499
EFR3A,969.71,1000.4078,9.11,9.72368
EFR3B,43.5795,35.9747,5.31,5.37564
EFS,42.0382,37.0932,6.6,6.49477
EFTUD1,133.9326,149.93185,5.1,6.95773
EFTUD2,1512.9679,1637.7331,7.07,9.92756
EGF,10.5598,12.7269,3.83,3.55516
EGFL6,15.5152,15.3047,4.79,4.96534
EGFL7,46.388999999999996,44.6759,7.31,7.0308600000000006
EGFLAM,12.4368,12.4167,4.78,4.46413
EGFR,15.6846,16.5906,5.08,4.3669199999999995
EGLN1,295.4068,315.9812,6.95,8.63083
EGLN2,177.5164,134.1308,6.56,7.48997
EGLN3,76.2549,103.6045,6.21,10.1365
EGR1,1183.0879,1997.0721,9.04,6.88087
EGR2,1465.6079,4982.5649,8.47,5.6904699999999995
EGR3,230.7151,167.5446,6.04,5.68736
EGR4,48.6737,51.7741,6.24,6.8053300000000005
EHBP1,184.3451,87.8715,6.33,6.68681
EHBP1L1,240.21195,224.3219,6.0,6.959125
EHD1,675.0,754.9074,6.14,8.82125
EHD2,61.6311,68.925,6.47,5.9284099999999995
EHD3,313.8215,44.0615,5.61,6.19157
EHD4,302.4804,607.8196,6.18,7.4804699999999995
EHF,38.4629,23.6853,3.83,3.6254199999999996
EHHADH,72.6356,46.3557,4.66,4.81672
EHMT1,318.1389,210.0604,6.56,7.9050199999999995
EHMT1-IT1,173.544,131.6317,6.71,7.7355
EHMT2,311.2481,236.2662,5.94,7.829060000000001
EI24,1132.2745,1107.5589,7.78,10.2827
EID1,364.6719,259.7945,9.36,7.36153
EID2,257.2108,237.222,7.55,7.66568
EID2B,54.7943,39.1956,5.18,6.084890000000001
EID3,83.7188,85.3351,6.45,7.08437
EIF1,4267.9515,4254.9765,11.95,12.6275
EIF1AD,500.957,428.4774,7.66,7.88123
EIF1AX,738.8416,588.29955,10.585,9.995305
EIF1AY,810.9898,510.3895,4.01,3.3576599999999996
EIF1B,262.5741,289.5366,8.06,7.82265
EIF2A,972.4645,748.93,8.49,9.969710000000001
EIF2AK1,1552.6237,1218.4164,7.76,10.1453
EIF2AK2,1320.2141,550.1345,7.4,9.1356
EIF2AK3,394.7501,286.1715,7.37,7.52688
EIF2AK4,432.31,405.7335,5.66,8.29066
EIF2B1,1381.5442,1047.6034,7.97,10.217
EIF2B2,709.7643,598.4402,6.02,9.22767
EIF2B3,193.5758,205.0856,6.91,8.11912
EIF2B4,340.1062,361.4559,7.41,8.85629
EIF2B5,199.4289,182.6279,7.02,7.8705
EIF2D,694.6138,398.2086,6.99,9.55326
EIF2S1,1141.9236,992.2628,9.1,9.59913
EIF2S2,1012.6649,669.3109,10.08,10.4007
EIF2S3,2046.1164,1417.6615,11.45,11.3826
EIF3A,1654.6029,1671.4079,10.29,10.7585
EIF3B,609.1087,543.3156,7.7,9.08398
EIF3C,2517.0111,2368.8286,9.51,10.96
EIF3D,2758.566,2350.3733,10.42,11.8528
EIF3E,953.2422,522.0012,9.67,9.90369
EIF3F,319.9596,259.3699,7.62,8.15868
EIF3G,1749.8667,1432.2086,9.2,11.3435
EIF3H,2215.0198,1527.8333,10.92,11.6491
EIF3I,2154.883,1843.3496,8.97,9.911769999999999
EIF3J,274.2218,267.4304,8.23,8.35905
EIF3J-AS1,168.9365,115.6921,6.83,7.600630000000001
EIF3K,2345.7107,2127.2394,10.39,11.9412
EIF3L,4151.129,2842.1179,10.7,11.9952
EIF3M,2289.9697,1627.3945,10.44,11.3234
EIF4A1,2872.2309999999998,3172.4066,8.92,10.700999999999999
EIF4A2,586.57835,423.47405,10.844999999999999,9.37446
EIF4A3,1867.5843,1474.7344,7.99,10.0927
EIF4B,2164.928066666667,1255.6662333333334,11.133333333333333,10.369633333333333
EIF4E,49.6457,49.146,5.56,5.785830000000001
EIF4E1B,84.4869,92.2144,6.82,6.30896
EIF4E2,442.9205,427.3231,8.25,10.0447
EIF4E3,192.5229,663.6304,9.74,10.7751
EIF4EBP1,320.2332,328.3333,6.5,7.57258
EIF4EBP2,1626.7179999999998,1346.0586,8.87,11.2217
EIF4ENIF1,356.5194,289.5906,7.48,8.09815
EIF4G1,789.8281,961.1933,6.87,8.80307
EIF4G2,2882.6468,3031.1029,11.26,10.9359
EIF4G3,679.4821,659.6682,8.1,9.010819999999999
EIF4H,2786.00625,2409.1816,8.91,10.915700000000001
EIF5,968.9994,1209.1133,9.71,9.12246
EIF5A2,73.7952,54.0325,5.03,7.148460000000001
EIF5AL1,3503.7916000000005,2966.8759666666665,8.043333333333333,11.467999999999998
EIF5B,871.1239,604.5614,9.48,9.019210000000001
EIF6,1133.2892,1146.3442,6.65,9.88591
ELAC1,178.6473,132.0833,6.45,6.77429
ELAC2,840.8913,554.6701,6.59,9.37994
ELANE,91.5777,103.6752,7.11,6.931260000000001
ELAVL1,393.6445,336.6778,6.86,10.0544
ELAVL2,7.4079,7.4479,3.84,3.7517
ELAVL3,27.7544,32.389,5.28,4.83939
ELAVL4,11.0773,80.0391,3.91,4.05007
ELF1,2036.039,1520.9831,10.89,11.2387
ELF2,193.6812,142.6381,8.31,7.9074800000000005
ELF3,14.5661,15.0037,4.99,4.78253
ELF4,630.3698,856.5425,6.03,8.47148
ELF5,15.0767,14.4213,5.42,3.82398
ELFN1,50.4365,96.1513,5.69,5.65145
ELFN2,20.5308,21.941999999999997,5.73,5.16523
ELK1,303.8972,371.5395,6.73,8.5471
ELK3,391.5755,308.157,8.52,8.88043
ELK4,600.8912,393.048,7.26,7.539739999999999
ELL,218.8495,331.6273,6.11,8.44232
ELL2,719.4085,653.1976,6.84,6.9058
ELL2P1,726.5999,710.3739999999999,5.37,6.77384
ELL3,760.9175,97.0184,5.06,5.31085
ELMO1,1336.6642,774.8707,8.97,10.5251
ELMO2,354.0243,990.6479,7.1,9.552669999999999
ELMO3,45.3112,42.8743,5.44,5.88047
ELMOD1,16.561700000000002,14.686900000000001,4.6,4.2072199999999995
ELMOD2,78.3506,81.0094,6.17,6.338769999999999
ELMOD3,121.404,111.0888,5.82,7.02318
ELMSAN1,379.5424,268.4185,7.02,7.78729
ELN,105.0955,109.2963,6.97,6.53125
ELOF1,1602.7765,1164.9554,6.12,9.37605
ELOVL1,1884.8671,2236.4135,5.71,10.2107
ELOVL2,15.745,6.9695,3.77,4.2622800000000005
ELOVL3,11.4807,15.6473,4.15,4.22764
ELOVL4,21.1927,36.6402,5.71,5.4522699999999995
ELOVL5,3622.7542,3382.2403,10.24,11.5213
ELOVL6,156.733,73.2862,3.73,7.7743
ELOVL7,72.8432,338.1286,4.69,3.8663199999999995
ELP2,302.0915,220.5445,7.79,8.40199
ELP3,780.1284,601.4602,9.49,9.13911
ELP4,557.7221,299.1386,6.78,8.801639999999999
ELP5,734.7874,598.3453,6.51,9.82338
ELP6,161.7965,76.5799,4.87,7.104769999999999
ELSPBP1,6.4461,7.3657,4.01,4.26297
ELTD1,5.2764,5.4972,3.19,3.45367
EMB,694.6533,472.2552,8.92,10.8511
EMC1,406.8645,633.571,6.82,8.70686
EMC10,316.1105,498.67699999999996,6.8,8.37341
EMC2,434.8402,430.1794,8.64,8.5065
EMC3,608.4733,839.4773,8.35,9.86405
EMC3-AS1,248.4195,109.8869,7.19,7.306610000000001
EMC4,1566.7142,1821.4487,9.25,10.9606
EMC6,114.3262,119.6084,5.44,6.651
EMC7,827.4579,1341.4529,10.11,9.965819999999999
EMC8,219.1153,225.7073,6.73,7.50287
EMC9,134.9854,84.0173,6.08,6.6481699999999995
EMCN,7.3725,8.6753,3.55,3.8407
EMD,648.4921,568.7472,6.55,9.06247
EME1,342.8701,115.0865,5.58,5.43366
EME2,113.25299999999999,128.3267,7.32,7.47305
EMG1,335.9861,300.1101,8.92,7.369260000000001
EMID1,64.2126,65.5014,6.76,6.610710000000001
EMILIN1,45.9057,169.3272,5.95,5.63051
EMILIN2,97.9441,1041.7681,6.45,6.4525
EMILIN3,14.3062,15.1037,5.79,5.38316
EML1,18.4673,18.9675,4.92,4.50506
EML2,190.0566,231.3052,5.84,7.44274
EML3,306.3707,326.2358,5.91,9.323830000000001
EML4,1345.2998,2249.9264,10.14,10.7889
EML5,37.5147,21.1777,4.8,6.16032
EML6,39.6033,32.0776,5.37,4.652
EMP1,28.2363,1855.7175,5.12,4.57198
EMP2,49.0269,27.9943,5.08,5.12597
EMP3,1271.7910000000002,1674.0318,7.22,11.9765
EMR1,23.891,40.7209,5.94,6.5943
EMR2,98.7924,1990.9745,5.67,5.70788
EMR3,14.187000000000001,16.3555,4.2,4.30823
EMR4P,23.9233,278.1979,5.5,4.61937
EMX1,67.2321,83.4643,6.17,6.82251
EMX2,22.9937,19.6944,4.4,3.66756
EN1,14.8838,17.5178,6.02,5.39866
EN2,37.5675,41.2258,6.73,4.59638
ENAH,17.006,19.1815,4.42,4.13363
ENAM,14.979000000000001,20.4503,4.89,4.72187
ENC1,53.9989,79.8217,4.81,4.84316
ENDOD1,460.6486,162.8893,5.79,6.36428
ENDOG,97.6156,100.945,7.57,7.41597
ENDOU,14.3675,18.2109,4.98,4.69762
ENDOV,92.2692,82.2703,5.98,5.863659999999999
ENG,302.3952,2257.402,6.66,7.31125
ENGASE,92.5136,119.52600000000001,6.32,8.99111
ENHO,32.1631,46.8231,5.98,5.3983300000000005
ENKD1,63.3103,47.9369,6.72,6.5625800000000005
ENKUR,5.886,5.9192,3.19,3.60605
ENO1,5658.4915,6119.5316,7.8,12.5636
ENO2,442.0328,577.6086,6.67,8.80006
ENO3,45.5419,38.9886,5.32,5.80843
ENO4,21.4399,17.5095,4.08,4.13364
ENOPH1,454.1036,434.9666,8.45,7.72468
ENOSF1,178.8963,216.5208,7.51,8.28775
ENOX1,19.9285,22.9151,4.15,3.96673
ENOX2,235.0126,205.5223,5.46,7.5641300000000005
ENPEP,7.0256,7.9299,3.56,3.55516
ENPP1,662.655,111.5096,3.72,3.55516
ENPP2,150.899,2237.1572,6.2,7.13028
ENPP3,326.2895,62.836999999999996,4.87,4.07868
ENPP4,75.6201,169.3797,5.86,6.87771
ENPP5,22.5071,12.0337,4.03,5.24659
ENPP6,8.0332,7.6027,4.24,4.31795
ENPP7,50.5635,50.0871,6.18,4.54486
ENSA,305.8664,213.794,7.66,8.64387
ENTHD1,8.691,17.2083,3.72,3.8179
ENTHD2,167.0627,159.6495,6.08,7.6027
ENTPD1,2118.0978,1125.9222,5.28,5.994669999999999
ENTPD2,52.6472,56.0687,6.15,5.95216
ENTPD3,13.1271,17.5308,4.92,4.58734
ENTPD4,568.0476,560.3803,10.13,10.1877
ENTPD5,180.4802,199.3437,6.34,6.21403
ENTPD6,150.7632,322.5495,6.25,8.37973
ENTPD7,122.7716,260.5245,6.51,7.1064300000000005
ENTPD8,42.1898,47.62,6.44,6.30502
ENY2,711.2687,566.2039,10.04,8.56055
EOGT,159.0802,236.8768,6.81,6.42875
EOMES,79.3743,179.05700000000002,5.81,8.72885
EP300,633.558,790.6393,9.21,9.453660000000001
EP400,343.5514,441.5279,7.11,8.647789999999999
EP400NL,40.7644,40.6159,5.96,6.0949800000000005
EPAS1,73.5852,618.9634,5.54,5.59134
EPB41,696.5496,441.7103,9.26,10.7005
EPB41L1,28.9442,28.691999999999997,5.34,5.28815
EPB41L2,540.6258,387.9964,5.94,6.8288899999999995
EPB41L3,35.7007,1332.7636,4.84,3.7578199999999997
EPB41L4A,145.3237,20.0471,3.67,3.4237
EPB41L4A-AS1,316.5144,152.3575,8.47,8.83562
EPB41L4A-AS2,33.9271,36.7471,6.14,6.507280000000001
EPB41L4B,13.1304,16.1762,4.58,5.22774
EPB41L5,132.626,32.9567,5.82,6.5479
EPB42,25.046999999999997,23.2313,4.91,5.1356
EPC1,3024.19745,841.3431,8.525,7.3354550000000005
EPC2,505.4239,439.6526,9.22,9.48772
EPCAM,12.768999999999998,10.18135,3.54,3.7606800000000002
EPDR1,28.1308,28.820999999999998,5.49,5.4805
EPG5,200.1322,354.1891,7.16,7.847160000000001
EPGN,5.1722,4.4236,3.31,3.19943
EPHA1,36.9125,58.6604,6.54,6.796939999999999
EPHA10,41.5825,42.185700000000004,5.225,5.561385
EPHA2,24.9428,29.4027,5.48,4.92079
EPHA3,15.7936,14.8446,4.08,4.4337800000000005
EPHA4,121.6822,49.2505,6.54,7.3055
EPHA5,10.6305,10.6471,4.32,4.395969999999999
EPHA6,5.8428,7.476,3.79,3.83483
EPHA7,8.3033,9.4066,4.19,4.376180000000001
EPHA8,31.5762,32.4943,5.71,5.55336
EPHB1,112.4188,48.2271,5.36,4.84083
EPHB2,46.4674,101.8087,5.43,5.41031
EPHB3,21.5541,25.8222,5.48,5.4217900000000006
EPHB4,43.7424,42.2233,5.68,6.26375
EPHB6,80.6197,106.8773,6.14,6.331259999999999
EPHX1,47.1596,205.6828,5.9,6.40646
EPHX2,13.3062,14.0921,5.52,5.63457
EPHX3,17.0143,24.0868,4.96,4.793880000000001
EPHX4,16.0208,20.7604,4.87,3.9052
EPM2A,168.2812,82.7394,5.75,4.91856
EPM2AIP1,351.7969,185.7646,7.56,7.83396
EPN1,287.5805,275.277,6.72,8.065719999999999
EPN2,79.041,80.9598,5.41,5.24161
EPN3,50.5215,50.7398,6.28,6.2685900000000006
EPO,48.9726,54.908,6.2,6.454269999999999
EPOR,69.5877,76.4444,5.59,6.3707199999999995
EPPIN,7.5754,8.2722,4.29,3.41676
EPRS,944.4692,894.9872,8.61,9.386569999999999
EPS15,1543.865,1137.6877,9.11,10.2306
EPS15L1,799.9042,564.3464,7.23,8.81578
EPS8,32.2674,42.2575,4.09,5.81575
EPS8L1,26.311999999999998,23.9708,5.32,4.97244
EPS8L2,60.6988,64.204,6.17,6.39269
EPS8L3,57.0869,73.6064,6.18,5.33062
EPSTI1,708.1779,609.4616,7.34,7.735130000000001
EPT1,285.0387,252.0317,7.07,7.9945
EPX,22.2524,21.4252,5.02,4.76107
EPYC,9.657,10.0159,3.9,4.32296
EQTN,16.0466,16.701,3.91,3.88003
ERAL1,1505.4875,1105.9406,5.3,10.0998
ERAP1,771.4948,993.1263,8.27,10.3852
ERAP2,700.1749,444.6408,8.4,9.02788
ERAS,46.8905,52.7965,6.42,5.09802
ERBB2,75.0445,53.2508,5.41,5.55018
ERBB2IP,1279.8612,1092.7814,10.61,10.5937
ERBB3,17.2395,25.2688,4.78,5.91142
ERBB4,24.7045,26.4811,4.93,4.93941
ERC1,272.7415,330.1028,7.78,8.83376
ERC2,16.4396,18.2889,4.45,4.4512599999999996
ERC2-IT1,9.302,8.4592,4.7,4.219530000000001
ERCC1,310.8098,353.0566,5.97,7.913989999999999
ERCC2,430.2408,280.0278,5.94,7.613639999999999
ERCC3,462.03085000000004,364.0925,5.984999999999999,7.257135
ERCC4,143.0675,136.5921,7.09,7.16708
ERCC5,395.6765,292.4384,8.78,9.32198
ERCC6,158.7125,116.4765,6.74,7.505319999999999
ERCC6L,123.0889,69.5207,4.09,4.23265
ERCC6L2,367.03793333333334,283.9710666666667,8.25,9.150786666666667
ERCC8,59.8021,47.1393,4.9,5.4305
EREG,35.6638,393.4777,5.62,4.7598400000000005
ERF,148.0705,140.4238,6.53,7.1874
ERG,7.4943,9.8564,4.86,3.9052
ERGIC1,1213.4114,747.2486,7.21,8.79617
ERGIC2,628.5942,580.9684,8.23,10.3583
ERGIC3,1236.131,1143.8198,9.05,10.8115
ERH,4154.6649,3335.2957,9.73,11.4293
ERI1,379.82099999999997,314.3511,6.1,7.5393300000000005
ERI2,224.5428,162.4294,4.25,5.55457
ERI3,219.1248,188.8898,6.52,7.691730000000001
ERICH1,216.62025,225.77455,7.0,7.594455
ERICH3,7.0704,7.3906,3.92,3.87406
ERICH5,18.9127,18.4144,6.33,4.55284
ERICH6,9.0586,7.0379,3.7,4.0574900000000005
ERICH6B,8.3841,8.5679,3.72,3.73241
ERLEC1,382.9491,456.7565,7.22,8.52571
ERLIN1,469.265,692.8831,8.19,8.10155
ERLIN2,120.6083,134.8033,4.54,6.01243
ERMAP,83.2624,88.0848,6.14,6.0557099999999995
ERMARD,212.3769,157.1314,8.39,7.17144
ERMN,20.7659,11.717,5.64,4.96054
ERMP1,175.8711,232.201,7.18,9.62571
ERN1,148.7558,294.6238,7.29,7.95665
ERN2,28.6522,32.0493,5.31,5.40808
ERO1L,723.135,1196.3386,8.48,10.6422
ERO1LB,130.4187,74.0868,7.27,6.04479
ERP27,164.5777,102.4447,7.56,9.07211
ERP29,1062.4953,555.4847,8.67,9.56423
ERP44,1614.293,1905.5293,7.67,10.0268
ERRFI1,32.5424,68.8371,4.75,5.53819
ERV3-1,433.4649,345.8761,5.04,7.85124
ERVFC1-1,18.2236,17.3804,5.74,5.0985
ERVFRD-1,28.7164,32.7249,6.06,4.99023
ERVFRD-2,14.1472,16.6332,4.63,3.6648
ERVMER61-1,4.0611,6.7923,3.63,4.70496
ERVW-1,19.7729,21.4669,4.66,5.17035
ESAM,37.0074,31.546999999999997,5.03,5.74824
ESCO1,220.7865,166.1777,8.01,7.58445
ESCO2,936.2781,341.1433,3.66,6.8554
ESD,545.4117,405.0175,9.1,8.90682
ESF1,130.6009,133.3327,8.41,5.81436
ESM1,4.7102,5.3426,3.44,3.2938300000000003
ESPL1,460.3904,295.1548,5.19,7.04281
ESPN,81.4898,85.008,6.5,7.229019999999999
ESPNL,88.5869,81.582,6.45,6.08057
ESPNP,75.2603,96.9253,6.59,6.603389999999999
ESR1,25.55305,47.58555,4.915,4.772905
ESR2,18.4459,20.3558,4.43,4.4337800000000005
ESRP1,13.1625,15.4097,4.58,4.38929
ESRP2,36.8887,41.6759,6.22,5.1876
ESRRA,134.7996,176.6464,5.84,7.454289999999999
ESRRB,25.5497,25.0353,5.11,5.22079
ESRRG,9.4465,7.946000000000001,3.65,3.70769
ESX1,16.6694,21.185,4.74,4.06114
ESYT1,898.2773,832.4741,7.98,11.1581
ESYT2,470.4449,832.1759,9.39,10.8195
ESYT3,13.939,14.7773,4.43,4.1498099999999996
ETAA1,158.9312,64.6073,6.53,5.55353
ETF1,336.9133,323.0687,8.36,7.671010000000001
ETFA,733.1552,490.5438,8.24,9.297410000000001
ETFB,235.2615,204.1217,7.84,8.20251
ETFDH,282.4963,210.0742,5.87,7.87275
ETHE1,1007.0108,1105.0381,6.81,10.0662
ETNK1,319.0042,263.0176,8.46,7.691660000000001
ETNK2,50.011,64.7289,4.37,4.98308
ETNPPL,5.1174,5.8302,3.31,3.40151
ETS1,1689.5357,1050.9397,10.9,11.9463
ETS2,267.8676,1580.6652,6.14,7.65457
ETV1,11.7956,11.7484,3.46,3.61467
ETV2,27.7221,28.7312,6.05,5.377999999999999
ETV3,257.6435,372.1067,8.41,9.273639999999999
ETV3L,21.7907,23.5448,4.95,5.28724
ETV4,29.6485,25.2121,5.16,4.6435900000000006
ETV5,67.4424,137.0431,4.41,4.230919999999999
ETV6,1318.9841,1948.057,7.78,9.55949
ETV7,169.2801,263.6743,5.5,6.615989999999999
EVA1A,11.5842,10.4546,4.84,3.8327699999999996
EVA1B,68.3643,83.77799999999999,6.88,7.52502
EVA1C,44.299,80.6619,6.21,8.14555
EVC,65.3403,85.9592,6.49,5.11152
EVC2,22.521,22.9656,5.53,4.30894
EVI2A,714.9261,582.4199,7.21,8.90611
EVI2B,4337.9939,4114.94,10.52,10.0734
EVI5,50.9895,141.3024,4.09,3.2021599999999997
EVI5L,119.8753,117.1467,5.78,6.866560000000001
EVL,621.9698,826.0053,8.39,10.6959
EVPL,54.9997,58.9628,5.98,5.74985
EVX1,47.4995,47.2107,6.25,5.92206
EVX2,43.1112,46.4043,6.37,6.5502400000000005
EWSR1,499.8942,435.6069,10.44,8.68167
EXD1,9.2142,9.6832,4.18,4.2136
EXD2,150.1819,145.8744,5.14,6.44157
EXD3,95.2414,84.2869,6.61,6.91665
EXO1,636.398,206.2262,4.38,6.4642
EXO5,251.4191,156.0257,6.82,7.02641
EXOC1,444.6164,465.3025,8.49,8.618730000000001
EXOC2,643.6457,664.8721,7.85,9.517710000000001
EXOC3,334.5893,299.3926,6.95,8.18441
EXOC3L1,33.7035,47.7834,6.15,5.95858
EXOC3L2,52.6022,55.0848,6.9,5.60553
EXOC4,546.8883,739.2212,7.02,9.41755
EXOC5,329.22635,281.09295,7.275,6.0719
EXOC5P1,295.2483,237.4712,7.01,7.10278
EXOC6,319.0124,256.6013,7.66,7.982639999999999
EXOC6B,153.8062,137.3199,6.69,8.10873
EXOC7,480.496,532.1365,7.71,9.73369
EXOC8,233.4257,279.3821,7.84,8.61172
EXOG,145.6841,92.3223,6.63,6.78822
EXOSC1,1334.9582,1056.26,7.14,9.77955
EXOSC10,1615.0573,1366.4219,9.37,10.7805
EXOSC2,1350.681,1051.5693,7.6,9.74824
EXOSC3,244.8583,143.5114,8.44,8.02811
EXOSC4,290.207,345.6978,6.65,8.68615
EXOSC5,516.7251,461.0675,5.26,8.63578
EXOSC6,551.3836,564.5419,8.48,9.26145
EXOSC7,188.1347,162.9044,7.08,8.04847
EXOSC8,1064.6748,591.9551,8.17,8.82695
EXOSC9,1025.3764,540.3824,8.5,8.98761
EXPH5,20.4834,19.3623,4.9,5.44554
EXT1,189.9713,220.0424,7.01,7.53477
EXT2,306.7192,534.864,7.01,9.436760000000001
EXTL1,38.9532,36.1011,5.98,4.64994
EXTL2,46.2088,30.8675,3.44,3.6434699999999998
EXTL3,82.8635,122.8268,5.28,6.6502300000000005
EYA1,15.3446,15.130999999999998,4.55,4.25999
EYA2,39.8634,31.6343,5.4,5.381819999999999
EYA3,548.7692,795.9446,6.77,8.64003
EYA4,7.2401,10.1955,3.91,3.8328800000000003
EYS,10.295300000000001,5.97704,4.3100000000000005,3.570238
EZH1,285.6425,252.9765,8.16,9.48883
EZH2,1446.8371,675.4963,6.49,9.38227
EZR,2053.5703,1016.8136,9.54,10.7358
F10,34.3652,35.1768,6.14,5.72398
F11,15.1042,14.1093,4.41,3.79231
F12,32.9972,35.4048,5.66,5.45972
F13A1,21.5811,14.1557,4.22,4.1692
F13B,6.7133,6.0507,2.88,3.42219
F2,19.6852,21.7025,5.45,4.92299
F2R,240.8685,112.7416,5.88,7.8076
F2RL1,48.7378,41.1255,6.24,6.38398
F2RL2,13.6586,14.8282,6.45,3.65058
F2RL3,28.6879,30.0256,5.86,4.76967
F3,42.5465,1276.1913,4.82,4.30894
F5,37.243,139.506,6.09,9.467989999999999
F7,33.301,35.2147,6.41,5.54861
F8,36.7723,56.8986,4.89,4.796119999999999
F8A2,1766.9204333333334,1752.1439666666665,7.25,10.851799999999999
F9,3.9074,3.9325,3.07,2.96809
FA2H,44.2356,34.6119,6.01,5.62782
FAAH,39.455999999999996,41.5093,5.57,5.21742
FAAH2,26.226,39.5247,7.54,6.32102
FABP1,5.5889999999999995,5.4778,4.65,4.24069
FABP12,3.0349,2.9232,3.13,3.2204
FABP2,7.5686,6.1096,3.26,3.4906599999999997
FABP3,16.264,53.1448,4.62,4.43355
FABP4,7.1368,5.1849,3.33,3.08643
FABP5,557.81115,304.4457,7.89,6.216065
FABP6,46.7312,43.7686,6.98,5.10576
FABP7,8.7751,10.3923,4.67,4.13705
FADD,393.7757,354.1093,7.29,8.88837
FADS1,1221.4841,820.6396,5.01,4.81586
FADS2,1917.1392,755.0277,4.89,6.24675
FADS3,461.0702,442.7824,6.41,5.99817
FADS6,54.7676,50.496,6.49,5.987430000000001
FAF1,502.7401,367.6089,6.86,9.03025
FAF2,1185.9114,1262.4049,8.88,9.67704
FAH,281.9802,321.5923,5.44,7.498889999999999
FAHD1,128.1529,121.3377,6.18,6.95639
FAHD2A,198.0675,145.7039,7.08,7.71565
FAIM,168.1489,67.9894,5.08,5.31872
FAIM2,61.8466,616.2737,5.82,5.39111
FAIM3,1271.2564,331.585,10.53,10.2124
FAM101B,972.6669999999999,1284.5517,6.89,11.0992
FAM102A,753.1424,581.5328,9.64,10.9045
FAM102B,172.5208,199.7425,6.63,7.5261
FAM103A1,489.00995,441.7274,10.165,9.42
FAM104A,729.2531,767.5292,8.75,9.44875
FAM104B,74.3611,62.7076,4.34,6.996630000000001
FAM105A,57.4133,257.6958,8.29,8.17003
FAM106A,56.84516666666667,108.8642,6.276666666666666,8.228556666666664
FAM107A,61.2243,60.986999999999995,6.12,7.018910000000001
FAM107B,1351.2133,907.0846,8.78,10.3679
FAM109A,49.809,58.6756,6.81,6.39269
FAM109B,99.6678,136.5247,6.52,6.40557
FAM110A,250.8009,224.2714,6.37,7.72082
FAM110B,13.585,17.0931,4.97,3.8972300000000004
FAM110C,32.4745,34.871,6.68,7.18013
FAM110D,54.8727,61.0531,6.77,5.92569
FAM111A,1115.7945,577.3868,8.73,9.26683
FAM111B,1666.1835,335.1352,4.02,8.41611
FAM114A1,31.7099,107.0058,4.23,4.5198599999999995
FAM114A2,234.7216,173.0742,5.17,6.93297
FAM115A,14.1936,7.869,5.68,4.388954999999999
FAM115C,313.5749,271.47955,7.494999999999999,9.114495000000002
FAM117A,580.2591,350.6502,6.95,9.41651
FAM117B,700.2563,304.7443,9.03,9.37157
FAM118A,106.9586,98.44200000000001,6.83,8.50826
FAM118B,540.431,464.4842,6.12,9.18618
FAM120A,543.2405,617.3832,7.26,9.09326
FAM120AOS,534.7855,505.0935,7.33,9.15881
FAM120B,379.9164,384.9208,8.27,9.08131
FAM120C,95.574,95.1467,4.77,6.41354
FAM122A,376.0359,346.5668,7.25,8.81832
FAM122B,417.49300000000005,314.798,7.17,8.65945
FAM122C,503.5833,284.8136,7.45,8.94176
FAM124A,24.0115,254.2923,5.03,5.381819999999999
FAM124B,33.9226,35.6886,5.85,5.43274
FAM126A,464.0153,167.2836,5.35,8.05439
FAM126B,231.0907,276.5265,8.51,9.409130000000001
FAM127A,639.3598,1033.4414,5.94,8.75716
FAM127B,485.1349,701.7211,6.66,8.60003
FAM127C,179.3045,331.6669,8.16,7.43842
FAM129A,345.9701,990.7821,5.43,8.3421
FAM129B,62.6646,1401.7325,5.89,7.493360000000001
FAM129C,838.7506,109.4079,5.35,5.1618900000000005
FAM131A,27.2623,53.1028,5.34,5.77871
FAM131B,51.0177,70.8194,6.06,5.81958
FAM131C,85.6585,90.5092,7.09,7.2675
FAM132A,61.5421,66.9299,6.7,6.33287
FAM132B,33.9458,33.0083,5.9,5.455769999999999
FAM133A,6.7865,5.9746,3.11,2.87851
FAM133B,405.06003333333337,236.06263333333334,9.969999999999999,8.419573333333332
FAM134A,297.176,370.8968,7.07,8.6939
FAM134B,149.6757,125.6892,8.54,8.51418
