,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8
INMT,0.71513,3.575545,15.03731,1.734708,0.924478,1.161967,0.770981,0.683614,0.911835
INO80B,17.85420931,25.03236697,25.08024,21.042477,18.38979,20.8056993,14.86715452,22.316384,14.85915
INO80C,16.0416943,17.251272,17.063597,14.621397,17.655486,15.609776,16.165666,15.608562,12.582207
INO80D,2.13309,1.56545,6.56326,6.52336,2.19049,2.57706,2.0619,1.89323,2.65867
INO80E,65.35485,58.961779,82.92402,82.90463628,60.79112001,60.98324,59.436945,64.305812,66.093787
INO80,13.35623051,7.22219,13.264132,18.746733,11.07913112,10.93228412,10.61532202,12.05952036,14.154805
INPP1,4.794172,2.457782,6.51292,6.4541,4.4629556,4.798106,4.999826,4.206309,4.782117
INPP4A,25.87843031,16.23941104,37.68851218,39.19883166,21.75812952,27.69168536,24.57812902,20.744192,28.16661288
INPP4B,11.857731,4.46158,7.85225597,6.8701304,8.07884,9.14011,9.321293,9.618470028,11.279441
INPP5A,7.48583,4.5777452,8.137266,8.32272,4.228692,6.75536,5.76378,6.84476,6.450181
INPP5B,8.2541971,9.2524579,31.6801,14.837281,5.767024001,8.08593136,4.0775013,5.843059702,6.851491
INPP5D,76.9136,55.1094,102.7379,115.7459,85.4958,77.4431,80.2682,75.7184,90.6046
INPP5E,3.68341,2.93628,17.58706,15.85851,3.40981,3.18006609,3.370190072,4.407643,4.395387
INPP5F,3.509360005,3.397914,6.29595,7.82765,3.006073,2.706447,2.2327972,1.757561597,2.56245
INPP5J,0.2108008,0.2893558,0.598284405,0.0527663,0.1369717,0.0994804,0.0607635,0,0.0953177
INPP5K,43.44635,35.671722,39.97129239,42.20074102,42.803466,41.94555797,37.427997,37.147238,39.934752
INPPL1,32.303,23.88140782,78.06619,84.47965,34.450948,29.1015,25.425997,35.149382,28.45136
INS-IGF2,0,0,0,0,0,0,0,0,0
INSC,0.0730847,0.15025,1.22473,0.398648,0.0825276,0.146772,0.214711,0.0722646,0.019621
INSIG1,29.57797,19.441972,32.81462,35.16078,22.18035,32.98718,34.3827,23.9162,40.85205
INSIG2,8.669370017,4.916820003,8.830635,7.906886,4.589784001,5.466846,6.24711,5.711467,5.580262
INSL3,1.566882,0.938185,5.765473,3.75741,1.036841576,1.98372,1.856509,1.378511,1.853246
INSL4,0.0303072,0,0,0,0,0,0,0,0
INSL5,0,0,0,0,0,0,0,0,0
INSL6,0,0,0.202247,0.279453,0,0,0,0,0
INSM1,0.0616333,0,0,0.0514028,0,0,0.07984,0.0327585,0.0508153
INSM2,0,0,0,0,0,0,0,0,0
INSRR,0,0,0.0137508,0.0248858,0,0,0,0,0
INSR,3.210735907,3.940545,6.400719,5.521887,2.94390857,3.053001658,3.0607884,2.91171437,2.840453783
INS,0,0,0,0,0,0,0,0,0
INTS10,42.3518,28.9151,40.9448,47.7824,38.4383,35.7398,37.9919,34.259,45.7079
INTS12,13.81818,9.43452,14.98167,15.14085,14.25283,12.093808,10.86196,12.385765,15.29502
INTS1,30.605136,50.032865,96.24878,67.60528,33.979918,37.778833,32.467367,39.68424,36.435991
INTS2,1.839031,1.11004,4.095914,3.53766,1.364155,1.732178,1.551113,0.88605,1.683885224
INTS3,16.356785,14.748914,49.37059,44.568354,16.0646275,16.508613,14.111297,18.894624,17.41998687
INTS4,9.3323779,7.222997,20.950317,19.86784,10.493626,7.767634,8.643928,9.008157,9.982693
INTS5,14.268,11.3828,10.2677,9.03573,15.9914,14.0153,9.73961,11.5067,11.4266
INTS6,11.4228738,7.210277,11.31075,12.513971,9.697297,11.122562,9.3822543,8.019,12.35395
INTS7,4.2465544,2.715334748,8.798187,6.007912418,3.47064,2.885244839,3.180516109,2.7368,3.91469
INTS8,23.517119,10.2533122,18.743943,24.402499,22.187093,17.268686,15.3794496,17.17300425,20.920183
INTS9,10.99116852,7.273352863,10.28289012,10.970322,8.149,10.25022764,7.910479,10.21136092,10.17335164
INTU,0.0429358,0.0275895,0.0583107,0.0959168,0,0,0,0.00815026,0.0165936
INVS,3.571784995,1.3427446,4.206356769,5.1955867,4.97100694,3.3688711,3.587154,3.342889,4.35906035
IP6K1,12.25755291,10.61392513,17.76106,15.29329,9.710150002,12.195121,9.869490003,10.80615,11.2261032
IP6K2,24.9764408,29.66471,43.31810998,41.64068355,21.24774596,24.6725112,20.797183,21.1957439,26.270146
IP6K3,0,0,0.0401743,0,0,0,0,0,0
IPCEF1,19.18906551,11.67675783,15.088852,14.09863921,10.61963807,12.8960492,11.03449776,14.5668663,13.67851966
IPMK,5.44714,2.31076,3.0162,6.13915,3.03545,2.14602,3.00049,3.6665,4.08645
IPO11,3.878223,3.343433,2.842549826,3.50470323,3.854163001,3.706901005,5.078385,3.358806,4.676325484
IPO13,8.9198766,6.99751,11.49026,11.95981,7.912764,8.09055,6.897582,8.003805,7.577956
IPO4,11.0060301,8.031767193,10.67507428,13.0070304,11.55226,10.46455529,7.491843,10.43080102,9.5938097
IPO5,38.05214,20.6825519,34.098596,35.86265,35.91259,27.30662054,26.81376027,30.996829,37.50201
IPO7,21.2551,11.3991,13.9045,21.2906,16.5334,14.719,15.1627,16.4669,20.0015
IPO8,13.90487,9.69855,16.00051,16.87745,9.74868,11.72131,8.864362,9.67198,13.50917
IPO9,5.67721,4.05862,10.3129,10.3204,4.79422,4.58022,4.21922,4.56811,5.61351
IPPK,4.228614,2.66255,6.89813,5.73095,2.744646,2.91678,2.655454,2.613572,3.184575
IPP,2.934098,2.19022,4.454677,2.848564,3.78413,3.46427,2.153576,2.087651,2.68757
IQCA1,0.499388,0.1633974,0.440544,0.148798,0.264342665,0.1919922,0.088233,0.461206,0.169607
IQCB1,7.51874,5.455426961,17.81022,19.95753,7.19057,5.545320876,5.54481,6.713107309,7.83435
IQCC,1.05142,1.82628,6.651352,2.808412,0.644637,1.381883,0.810407,0.818042,0.9481664
IQCD,0.58302,0.284514,0.5213271,0.956276,0.995227,0.165835,0.0316021,0.788718,0.5006996
IQCE,4.968491823,3.372493354,7.900371444,8.10337115,4.339054075,4.272004938,4.214032513,4.771791156,5.138039374
IQCF1,0,0,0.11062,0,0,0,0,0,0
IQCF2,0,0,0.296412,0,0,0,0,0,0
IQCF3,0,0,1.873438,0.3359191,0.297042,0.156698,0.0724769,0,0.0432459
IQCF5,0,0,0,0,0,0,0,0,0
IQCF6,0,0,0,0.0532831,0,0,0,0,0
IQCG,3.5518887,2.614389,5.57816,7.10459981,4.13682,4.37865,3.6329077,2.95239,4.27897
IQCH,0.1080307,0.144869,0.1050173,0.133977,0.362173,0.149947,0.110519,0.1519931,0.040157
IQCJ,0,0,0,0,0,0,0,0,0
IQCK,0.6770791,0.182354659,0.630874589,1.01259101,0.7212174,0.4475771,0.58444644,0.468554114,0.98461
IQGAP1,140.8604,103.4635,131.1269,166.4203,167.0703,173.1492,166.3288,125.4903,185.1569
IQGAP2,32.29909,23.20390001,46.78621,59.47522,51.22459,36.26056,42.2302,29.23695,40.594389
IQGAP3,0.0228117,0.134856,0.522239,0.108715,0.0176378,0.132322,0.0270878,0.0259812,0.0146935
IQSEC1,25.70968,18.59763,70.74607,79.3126446,23.646518,27.67092,19.36384,20.770167,23.721784
IQSEC2,7.43025,7.262138,7.023277,11.08239,7.73346,1.94595,8.63022,12.01056,6.67056
IQSEC3,0.2495928,0.3718605,0.555774,0.314199,0.28036,0.228599,0.0626285,0.4266565,0.431926
IQUB,0.0249508,0,0.1399629,0.0353172,0.16719605,0,0.0563183,0.0627648,0.1368223
IRAK1BP1,1.0572222,0.487291,1.283619,0.633692,0.3755239,0.834762,0.4833446,1.5219,0.795797
IRAK1,53.697662,44.423927,61.913357,77.37989,54.866633,51.957909,54.16305533,61.935976,54.474434
IRAK2,3.18511,3.07162,5.96029,3.09218,2.14237,3.76486,2.20567,2.41379,3.25111
IRAK3,9.615237,7.545476,18.620125,28.15009,12.619502,8.7975945,12.993988,10.742202,11.043099
IRAK4,12.60031943,12.16414035,45.341218,34.63241,13.40708401,12.700369,12.87768303,11.45961076,14.41825012
IREB2,14.65671938,8.11956,17.33426,24.561615,13.08608332,12.73399,11.655782,11.16303282,15.6942899
IRF1,92.852163,100.80346,185.03602,188.278,78.160802,101.47629,122.60846,135.303893,178.1383451
IRF2BP1,37.228,32.1923,22.9831,25.8096,30.6174,30.4892,26.3085,30.8615,30.5862
IRF2BP2,113.558504,87.36059,116.01262,136.29807,104.240351,101.33971,100.004965,113.630264,102.855002
IRF2,54.9322,31.9508,29.3948,45.2018,40.6199,42.4829,39.8075,43.902,47.6866
IRF3,53.51479,61.70106011,189.2687052,136.05946,44.22317,54.52016,45.257264,59.48608892,47.20841
IRF4,6.948626,5.49269,10.335533,15.101958,8.004662,5.3725494,5.64905,5.6837647,5.947324
IRF5,56.725732,47.7597086,73.9212221,109.9262383,55.08483178,56.03131955,60.85555934,59.5762354,55.015117
IRF6,0.363144,0.103406,0.513535,0.2396657,0.188869,0.317359,0.286293,0.0485981,0.678472
IRF7,44.588567,51.733,76.25272188,93.341128,56.422553,50.87066,52.68,69.074036,50.59316
IRF8,73.05978,73.194,85.52754,133.5276,74.66708,79.70704,72.30826,92.90184,62.86532
IRF9,27.87286,22.641774,88.7002,87.65199,23.51162,34.46054,27.43858,32.18152,32.04181
IRGC,0,0,0.170853,0,0.0680894,0,0,0,0.0680678
IRGM,1.988047,0.913491,3.19571,1.79289,1.269491,1.185203,0.5053733,0.593656,0.695264
IRGQ,1.09060169,1.9686822,11.34305,5.3898897,0.969960321,1.614451706,1.23926065,1.20665314,1.20069015
IRS1,2.7172,0.738441,0.75356,1.05943,1.75325,0.935033,0.617078,2.31299,1.07005
IRS2,28.6364,26.2376,31.6028,40.5937,28.1988,43.4713,30.9854,30.2995,25.5569
IRS4,0,0,0,0,0,0,0,0,0
IRX1,0,0,0,0,0,0,0,0,0
IRX2,0.00569375,0,0.167908,0,0,0,0,0,0.00586796
IRX3,0.0227305,0,0.599759,0.0902735,0.17575,0.363522,0.0261734,0.169715,0.11713
IRX4,0,0,0.0366933,0,0.0243721,0,0,0,0
IRX5,0,0.0231003,0,0.0405632,0,0,0,0,0
IRX6,0,0,0.177539,0.0357925,0,0,0,0.051594569,0.039295655
ISCA1,26.5869,16.4226,36.9896,37.6129,36.9402,27.2795,26.7482,26.0138,35.3809
ISCA2,15.6643,16.9048,11.9725,12.9594,13.6288,13.2119,13.6008,16.672,13.4588
ISCU,159.0195049,127.388708,172.156588,165.490158,131.908586,133.67001,127.465993,133.764498,145.900956
ISG15,107.988,83.4264,74.0493,96.1134,103.02,120.834,78.1096,117.213,119.295
ISG20L2,26.0322,17.27085,22.56089,27.10984,23.6938,24.60958,22.41671,22.58692,25.8788
ISG20,163.18545,189.42397,133.7823111,116.1334888,151.25095,149.73174,140.39997,124.01565,140.13742
ISL1,0,0,0.00997942,0,0,0,0,0,0
ISL2,0.254452,0.241483,0.668351,1.00278,0.287543,0.438754,0.253552,0.152334,0.595077
ISLR2,0.0737238,0.244393,1.63153,0.491084,0.0440622,0.164168,0.15305,0.0681103,0.220566
ISLR,0,0,0,0,0,0,0,0,0
ISM1,0.848047,0.456707,1.14911,0.280667,0.499584,1.16463,1.7205,0.0178866,1.87978
ISM2,0,0.00598732,0.0197071,0,0.0102073,0,0,0,0
ISOC1,10.9459,7.42482,6.82095,8.79862,7.03405,10.2413,6.92534,7.86052,9.12362
ISOC2,21.280026,17.57998,16.5132,12.102045,18.13219,19.163966,17.96485,14.57243,21.48052
ISPD,0.318532,1.03192,4.68675,1.15603,0.193188,0.531684,0.509653178,0.391071,0.323796
ISX,0,0,0,0,0,0,0,0,0
ISY1,50.21392,42.15672,45.61753,41.28704,45.028158,49.66587,37.443519,37.82554031,49.33197
ISYNA1,11.081429,7.804079,26.06293102,16.22078486,8.676939004,10.47029957,5.5966633,8.179541005,7.486931085
ITCH,12.69776632,8.6455797,19.0051973,19.7435793,14.019187,12.80868,10.2784941,10.631944,13.94529
ITFG1,20.710464,11.18563701,12.173675,19.057737,17.007733,14.476511,17.426621,17.855897,17.64883
ITFG2,20.418871,16.066795,28.86471,31.28493,18.23533602,19.777748,15.95194,18.24962,19.707488
FAM234A,19.1495937,18.789758,18.1191716,22.04324415,21.39720702,16.93630116,18.155412,21.478555,18.21723
ITGA10,0.362109,2.229053164,8.04056,2.78911174,0.3337657,0.4891409,0.5847268,0.2020628,0.6840606
ITGA11,0.00698056,0.02232428,0.1632755,0.0423939,0,0.01951285,0.0362559,0,0.00357691
ITGA1,0.6385419,0.371156,1.7222368,0.835645,0.742098,0.350056,0.2151321,0.320489,0.514546
ITGA2B,6.674922,7.987138,22.89224,10.24749,16.415101,7.679807,19.803259,33.79781,15.214451
ITGA2,0.13865853,0.176931873,1.00737888,0.512191022,0.082962157,0.213426731,0.243702325,0.148814847,0.209397635
ITGA3,2.34523,1.36115,2.35694,1.70029,2.45143,1.214405472,1.19086,1.10055,2.197267309
ITGA4,107.32433,48.6778,134.00071,159.56767,89.892792,104.710901,107.924436,71.19896,110.138996
ITGA5,46.587304,35.2258,51.015918,50.5646399,42.5955,37.9539,41.783965,38.6949,38.4448787
ITGA6,35.02329,23.671887,27.82515,22.15134338,21.357108,19.38369,17.03669,31.46802,27.29968502
ITGA7,0.9815086,0.29108866,2.918029,1.093447,0.2299663,0.578988161,0.2924051,0.40129089,0.505769611
ITGA8,0.0486384,0,0.0167759,0,0.0412,0,0,0,0
ITGA9,0.456436,0,0.210557,0.182486,0.54814,0.165213,0.2043893,0.20435,0.0676502
ITGAD,0.654234,0.63677152,7.73052,2.44707,0.60910242,1.0000055,0.3677265,0.7170068,0.6572527
ITGAE,25.381422,28.455308,31.70736,31.28929,26.554,30.22223,24.584095,22.792787,22.881151
ITGAL,174.292357,147.5331,408.23303,373.33744,178.0294,269.065663,211.1880938,150.3512,236.296657
ITGAM,118.103831,80.241719,99.996855,151.4347,128.314713,97.495097,119.39779,116.66024,100.292602
ITGAV,2.1457818,0.837936001,2.567206,3.741692,1.651623469,1.2159,2.004719478,1.474487,2.43158754
ITGAX,47.382263,35.804552,143.979046,165.79263,51.756803,43.526628,55.5701357,55.691771,53.108582
ITGB1BP1,27.129574,23.78310051,38.47689,34.4561359,38.349627,32.980177,26.92258,30.33365,39.665703
ITGB1BP2,0.0866019,0.163235,1.463641,1.685296,0.293502002,0.488156,0.186974,0.373794,0
NMRK2,0,0,0.0262037,0,0,0,0,0,0
ITGB1,185.9834084,94.2973468,148.57686,183.92367,216.652754,146.4367883,196.26407,126.0186172,229.758996
ITGB2,1196.540063,866.4154567,812.9682,1118.300756,914.703939,1112.653315,1070.720384,1352.008512,1065.713191
ITGB3BP,12.909017,5.784782,43.719927,18.421502,10.510397,11.8247663,10.8866812,8.6150245,10.899875
ITGB3,4.3849218,3.56129,6.513336931,5.166741,10.574601,4.579274,12.876115,13.35841,11.635362
ITGB4,0.1236377,0.187494,0.2446706,0.509189,0.3083658,0.148002,0.1441448,0.0730676,0.162287
ITGB5,2.4078568,2.869938,4.33691,2.916625,4.2468429,2.914215,4.829161,7.597672,4.781423
ITGB6,0,0.14739061,0.1585842,0.310641,0,0.0178321,0.0195996,0,0
ITGB7,117.69741,58.627733,137.9461,139.57731,113.896585,103.41246,99.441861,76.12737,107.9654
ITGB8,0.067615386,0.157746751,0.907969,0.525308,0.119413,0.118039289,0.129211,0.064398282,0.100024568
ITGBL1,0,0,0.388379,0,0,0,0,0,0
ITIH1,0.43494155,0.2683033,0.405043,0.3938377,0.662972404,0.177889,0.3583619,0.3990987,0.60961909
ITIH2,0.00545248,0.0672696,0.321586,0.344305,0,0.0857705,0.0329614,0.0455405,0.0449545
ITIH3,0,0,0.284496,0.136493,0.0177156,0.0390691,0,0.0457986,0.0472265
ITIH4,0.4769115,1.309054,28.522308,24.42766974,0.46144365,0.50207208,0.820185,0.6070393,0.470433
ITIH6,0,0,0,0,0,0,0,0,0
ITIH5,0.453993,0.996149,4.98624,1.412394,0.396497,0.863701,0.586494,0.1644214,0.601325
ITK,66.5167,34.0917,67.0344,70.8714,38.5068,43.078,40.8011,48.4845,57.2383
ITLN1,0.81733,0.0778068,0.517156,1.10004,0.866012,0.976185,1.68619,1.28716,1.80947
ITLN2,0,0,0.169192634,0,0,0,0,0,0
ITM2A,92.83882,41.76017,32.35258,60.48962,40.07432,58.66424,28.42194,43.60681,40.29968
ITM2B,761.952,616.194,499.373,699.03,775.393,666.515,730.357,711.655,808.58
ITM2C,64.1601921,49.957927,24.82029092,39.57677,88.406776,43.75195,35.00269,45.89814415,39.86056
ITPA,61.36582,52.183,52.1238,51.4627,52.791197,51.75631,53.52013,52.43258,46.392391
ITPK1,63.930311,61.626841,54.75939,81.23968,64.167743,63.589863,71.010617,73.501459,62.765855
ITPKA,0.0198802,0.051098,0.23142,0.213175,0.230568,0,0.214607,0.0528322,0
ITPKB,77.8106,62.6559,72.2566,51.7213,51.6661,54.1389,47.36,61.7802,65.3546
ITPKC,4.44565,4.43871,5.12328,5.32732,4.46934,5.62044,4.80131,4.48646,4.70865
ITPR1,12.6809721,7.655991401,14.946476,15.16101733,8.30451918,12.4038843,9.780384,10.782525,11.03159201
ITPR2,8.65206,4.814662,5.36685,10.35787,8.98628,7.76302,6.385552,5.330027,8.85673
ITPR3,8.050517,4.0340298,29.17725,23.58368,6.66602,7.98339,6.283251,6.293437,8.900525
ITPRIPL1,3.96938255,1.490580094,6.446410004,9.28349,4.411513,6.128468,4.16478,2.5347155,5.29014
ITPRIPL2,2.0221,1.40082,6.06474,6.06023,1.597848,1.566375,1.569301,1.67965,2.088796
ITPRIP,21.07951199,18.23602,29.721255,41.362696,25.8607,39.91195,36.852521,22.60901824,27.88455
ITSN1,2.782899101,2.466195102,4.275404412,5.440882515,2.9679963,1.9587184,2.747081756,2.144420208,2.819377919
ITSN2,25.236933,20.48636,55.3417967,58.746652,25.44387637,28.014963,22.17145206,16.956,25.579864
IVD,10.761964,9.20663,26.58244,19.42422,10.019983,12.09630224,7.194526,10.8441528,10.4827
IVL,0,0,0.0382246,0,0.0126946,0,0,0,0
IVNS1ABP,31.79105,18.43471,44.92915,44.10978,19.837879,31.581983,20.205522,18.459841,23.028152
IWS1,12.311385,7.979054,18.461092,19.619931,8.35,6.866154,7.49816,8.2858,9.087932
IYD,0.0025794,0.12234451,0.628071056,0.356771603,0.049292504,0.019660548,0.049027885,0.042980969,0.013129249
IZUMO1,0,0,0.161853,0,0,0,0,0,0
JAG1,0.556264,1.047385,1.079361,1.878893,0.552667,0.581015,0.776591,0.586183,0.611242
JAG2,0.5372068,0.368208,2.88355,0.906738,0.380750261,0.821581203,0.502591,0.357172747,0.4306117
JAGN1,26.7887,23.2601,12.8621,16.7137,21.6434,18.9337,22.1045,26.9603,22.7782
JAK1,193.3289361,150.7611751,179.279261,214.7346044,202.2876434,218.9388658,194.3550803,162.603766,227.1819555
JAK2,15.36498,7.63443,13.23739,24.4834,10.49328,11.40915,11.6205,10.16161,14.88444
JAK3,22.6734378,19.685667,74.824045,66.080334,20.067134,23.680975,19.133773,24.388011,22.707805
JAKMIP1,7.98547382,5.46694,22.070481,14.852602,8.5210786,19.657051,7.177476,3.883453,13.8611405
JAKMIP2,2.171562,1.20448,3.607403586,3.460563,2.084186168,6.17785,2.93561,1.724901,3.335422554
JAKMIP3,0.1563799,0.109622,1.7384087,0.4524673,0.0452191,0.335991,0.10606114,0.32694129,0.0756128
JAM2,0.11144,0.252062,0.276739725,0.278827,0,0.0690944,0.1625683,0.26150359,0.18376
JAM3,2.73103,2.7105,3.659039,3.35538,2.45928,2.169088,2.2628468,3.254251554,4.17668
JARID2,16.3958412,12.8194546,21.205148,28.506205,12.250812,12.202853,12.528764,14.0673044,14.7671598
JAZF1,34.85203,16.21535,22.86666,36.73575,25.3221,42.1515,31.18041,26.99812,40.1406
JDP2,13.8275888,14.881302,12.37782542,21.52123921,14.20222,19.57210031,22.80952,17.5889,12.096146
KDM7A,9.556405,4.99962,15.67341,22.1882,6.390037,7.97104,5.98646,6.61355,6.42401
JKAMP,15.96532,12.9556,17.48396463,20.59440524,16.614287,17.688643,15.0581993,14.819517,16.095498
JMJD1C,15.97067569,18.994097,57.217365,58.971832,15.39175,22.95696569,20.62324078,16.556488,17.3922428
JMJD4,9.37063,5.81076,5.17139,5.24637,6.96556,6.37998,5.7695,7.49826,6.67179
KDM8,2.446503,2.9893585,7.314876,3.845766,1.7028648,1.4987125,1.904189,2.1079222,2.331608
JMJD6,18.10499,16.01767,39.09971,34.6689,15.07362,20.74949,17.35941,16.27861,20.03995
JMJD7-PLA2G4B,19.02452471,19.794272,81.36177,75.956054,13.98670584,19.026258,12.59027498,14.60636393,13.973522
JMJD8,35.96808,31.458,41.57462,39.549602,35.25643,36.53896,30.17667,40.04925,35.92996
JMY,5.3997123,2.59196,6.620907,8.867875,5.09353,4.79434,3.842483,3.57717,6.1436816
JOSD1,37.8952,27.1386,54.1951,56.582,38.5436,42.9965,36.6809,33.4236,42.3397
JOSD2,46.7217,57.01252,49.07525,37.2487509,42.3615,43.60476,50.00389,64.21514,44.32389
JPH1,0,0,0.362627,0,0,0,0.0365673,0,0
JPH2,0,0,0.0449196,0,0,0,0,0,0
JPH3,0.0719167,0,0.14814,0.0761641,0,0,0.0690083,0.018202,0.123529
JPH4,1.00394,0.938991,0.595154,1.08816,1.1212355,0.762211,0.98165226,1.19902,0.316146
JRKL,4.52195,2.474812,3.02769,3.86834,3.3529,3.212914,2.323797,2.705679,2.82954
JRK,3.36342,2.34548,5.50386,4.151683,2.190912,2.451102,2.35658,1.9297153,2.478
JSRP1,0.991693,1.03629,1.66537,1.34974,3.0684462,1.26589,0.730071,0.469075,0.989149
JTB,156.289,169.466,150.645,151.876,172.372,180.039,168.661,175.986,161.584
AJUBA,0.42667,0.372564,0.414138,0.3012532,0.0951237,0.290241,0.0998156,0.267979,0.304741
JUNB,1019.579,821.272,1052.629,830.724,695.775,1078.353,743.703,1025.136,733.917
JUND,469.688,505.886,548.681,353.129,350.753,478.388,401.524,532.179,375.185
JUN,116.81,56.5207,131.281,45.8739,77.3707,82.5753,61.7921,92.5809,63.0162
JUP,23.02204,11.9213,11.0231158,22.44925,18.92189,16.24433,12.63839,17.30464,23.41101
KAAG1,0,0,0,0,0,0,0,0,0
ANOS1,0,0.0196631,0.2714,0.374353,0.0845004,0.116043,0.00471905,0.0518635,0.112631
KALRN,1.570861,0.992548,2.7531555,1.0119587,1.72855767,0.650364,1.5869417,0.2330393,1.398993004
KANK1,5.9319409,2.055028,10.7477677,4.4830804,2.039192547,3.751371,2.686773758,1.757854,4.03646
KANK2,0.9154471,1.6465316,7.664407,3.1460347,0.9727998,1.66655,1.320754,0.834348,1.1518389
KANK3,3.360832,4.49029,32.44805,6.69605,2.107136,3.777004,2.479194,1.95894,2.912278
KANK4,0.32585,0.49866,3.0490567,0.69962,0.187841,0.190853,0.266814,0.140658,0.15072
KARS,156.4602904,112.92732,112.5493882,135.85007,146.9705994,153.89942,132.31042,143.072818,149.9593919
KAT2A,11.6226,9.04823,51.898,46.3563,11.8121,9.6557,8.00088,10.2866,12.1164
KAT2B,13.0198,7.45055,31.4391,34.938,14.1507,15.63,14.9506,13.2919,18.5992
KAT5,26.275862,17.764616,26.218227,26.73242,21.524622,21.57843008,19.002287,21.473812,23.888182
KATNA1,12.190666,10.50901,14.98302,16.31578004,14.17012,10.766762,10.099163,13.4312491,16.14302
KATNAL1,1.517173,1.498960002,3.699339136,3.16155,1.54769641,2.10254926,1.827671,1.598563964,2.361240921
KATNAL2,0.399066,0.247527,3.928951,2.153174,0.3781722,0.713289,0.247121,0.3349945,0.5446439
KATNB1,14.9935,10.5297,19.6299,19.7092,14.207,11.4507,10.3019,14.7949,14.189
KAZALD1,0.0960531,0,0,0.0662095,0.1269262,0.2266451,0.0295423,0,0.0317215
KAZN,0.13988,0.0695872,0.4448727,0.3536856,0.1988532,0.0329459,0.0132602,0.0310898,0.027902
KLHL41,0.0354366,0,0.0636988,0,0,0.0122426,0.0755504,0,0
KBTBD11,7.90901,3.56821,4.95247,8.92155,5.40265,3.96943,4.77962,4.45182,5.30173
KBTBD12,0.22442,0.88287,3.33704,0.814089,0.134742,0.749018,0.301435,0.143509,0.1945602
KBTBD13,0,0,0.0200215,0,0,0,0.0111401,0,0
KBTBD2,15.0628,10.43,27.9139,26.2624,11.6392,14.9764,13.3716,12.8889,15.2394
KBTBD3,1.35246,1.030252,1.666586,1.393448,1.245993,1.28977,0.654539,0.707735,1.418848
KBTBD4,12.22446,6.61633,12.79667,15.44057,12.99123,9.503246,11.61163,10.21919,13.993113
KLHL40,0,0,0,0,0,0,0,0,0
KBTBD6,0.963978,2.188948,5.456422,2.45946,1.23623,1.39646,1.15226,1.087359,1.2452803
KBTBD7,1.66031,0.89636,1.34139,1.1391,1.13621,1.59032,1.383,1.24081,1.74339
KBTBD8,1.7607162,0.734741,3.584812,4.255151,2.1374,2.468299,2.8224444,1.561041,2.3429676
KCMF1,11.2295,9.79767,15.2453,15.1681,12.6186,12.8804,12.0299,13.1167,13.5151
KCNA10,0,0,0.0139092,0,0,0,0,0,0
KCNA1,0,0,0.0569489,0,0,0,0,0,0
KCNA2,0.0537972,0,0.681699,0.138875,0.415521,0.00705217,0.208285372,0.28317,0.103534
KCNA3,25.1455,9.05711,19.7395,24.2866,15.838,13.9145,13.2057,19.2054,19.7308
KCNA4,0,0.00493864,0.0372781,0,0,0,0,0,0
KCNA5,0.0419487,0,0.121036,0.0651971,0.113587,0.0667105,0.113428,0.108919,0.0274413
KCNA7,0.372433,0.701027,2.99753,0.812006,0.286319,0.586607,0.279523,0.133949,0.273639
KCNAB1,0.218643,0.0836434,0.9154736,0.987482,0.566133,0.471915,0.439119,0.324309,0.288217
KCNAB2,78.06715978,44.965342,131.078733,145.9367821,76.75813102,63.53007313,73.0630495,67.34602528,76.60452452
KCNAB3,0.393478,0.956074,7.06527,4.84068,0.366125,0.358179,0.3063402,0.277698,0.280317
KCNB1,0,0,0.028663076,0,0,0,0,0,0
KCNB2,0,0,0,0,0,0,0,0,0
KCNC1,0,0.00570394,0.0945731,0.0363172,0.0196302,0,0.00479121,0,0
KCNC2,0,0,0,0,0,0,0,0,0
KCNC3,2.020351,0.906525,4.059228,5.91345,1.476169,1.065451,1.705936,2.588244,2.094744
KCNC4,1.7579935,0.548408,1.00085351,1.0162974,0.8358621,0.932322,0.8450087,1.8013139,1.058477
KCND1,0.168546,0.342804,2.37038,2.03869,0.3006667,0.1819792,0.205678,0.660351,0.105732
KCND2,0,0,0,0,0,0,0,0,0
KCND3,0.110048,0,0.0821502,0.11569,0.010231,0,0,0.150706,0.126758
KCNE5,0.205798,0.186692,0.244261,1.00963,0.0374403,0.571291,0.313637,0.317119,0.948188
KCNE1,0.58347,0.640269392,0.743438,1.04855,0.980828,0.562172,0.768427,0.933762,0.74515502
KCNE2,0.499553,0.210109,0.352435,0,0,0.0535789,0.235317,0,0.0468035
KCNE3,21.26429,15.265698,14.546497,21.47353,24.54779,17.469589,18.67669,25.90001,18.4826
KCNE4,0.104879,0.545581,2.68343,0.459665,0.201409,0.497594,0.243652,0.0486196,0.177209
KCNF1,0,0,0,0,0.0118214,0,0,0,0
KCNG1,2.456627,0.870313,0.698778,0.6693465,2.99112,1.699338,3.510262,3.570497,2.038675
KCNG2,0.329431,0.377774,0.196657,0.437786,0.509427,0.0697594,0.186017,0.476219,0.287278
KCNG3,0.004576214,0.136442119,0.03551374,0,0,0,0,0,0.023581173
KCNG4,0,0,0.0488969,0,0,0,0,0,0
KCNH1,0.010728614,0.039708956,0.043294798,0.046016971,0,0,0,0,0.013268216
