Symbol,Blood,Breast
HNRNPH1,1361.753039,2842.470697
BLCAP,522.3029477,1069.161807
RPLP0,6663.258244,13474.06095
ADD3,2408.43948,1082.676601
HADH,172.2239284,367.3241441
HADH,86.14350754,656.0526525
PFKP,219.1126859,332.5650431
ANP32A,449.9617768,450.8580274
RAD23A,516.2045426,782.3523402
GNAI2,1197.444183,660.3567889
DUSP1,4376.419381,1622.138006
TGM2,134.7898925,203.4000251
ANP32A,341.932961,322.3578712
DUSP1,334.8515847,119.0749383
RAB6A,115.3471419,123.557229
WTH3DI,115.3471419,123.557229
RAD23A,738.9666044,1502.522657
RAB6A,870.8166214,1458.065133
WTH3DI,870.8166214,1458.065133
RAB6A,71.30611155,119.974634
WTH3DI,71.30611155,119.974634
RPS18,9393.525623,14930.90787
PLD3,236.0113564,395.0045927
ANP32A,1404.77664,928.5396581
PSMF1,2573.316204,674.4885376
PSMF1,435.4354198,439.4493843
HNRNPA0,438.8580926,931.4948615
HNRNPA0,454.5672005,385.5697891
GOLGB1,65.13754913,240.2644998
GOLGB1,242.6122417,813.0007426
MYL9,118.8647342,478.871315
CTTN,105.6290667,1095.94503
STOM,682.1985987,965.1931363
STOM,630.0020565,918.9619027
STOM,12.84219255,14.17446655
RCN1,40.52813741,574.8722726
LOC100996696,550.828183,1065.640029
PABPC4,550.828183,1065.640029
GTF2I,1645.553968,2036.261691
GTF2IP1,1645.553968,2036.261691
LOC100093631,1645.553968,2036.261691
CYC1,316.9819915,1519.400721
PSMC2,227.6247312,271.6585852
PSMC2,433.3835144,1344.741033
MMP2,102.101072,837.4274636
SF3B1,1482.880896,527.8900734
SF3B1,1906.439538,2291.36494
SMARCC1,133.7294235,273.5077395
SMARCC1,293.6639009,305.3347571
SMARCC1,193.7945529,646.9954648
SMARCC1,149.7553679,340.4783413
NHP2L1,610.6817397,538.5949927
ANXA2,539.248018,1115.369285
NHP2L1,539.248018,1115.369285
TM9SF2,1664.333022,2513.032777
SYNGR2,743.1532187,4448.234955
PIP4K2B,217.1218595,326.3198542
PIP4K2B,217.6250368,159.0720035
DCTN1,185.8774429,352.9502618
SLC4A5,185.8774429,352.9502618
BCLAF1,128.9410442,170.7704691
BCLAF1,888.4842692,1946.492672
SON,607.3633647,601.7996751
SON,1008.628645,1225.123428
PXN,897.2136086,263.8988799
KPNA2,229.4138961,2103.76614
ATP6V1B2,3624.466108,803.103851
TUBA1B,2541.046987,6935.286171
CBX3,181.4310367,946.5274511
RBBP7,445.271459,1770.647802
SDHA,359.0683866,752.1406774
RPS29,6693.739034,8573.525574
DAP,491.9783872,1164.835881
ARF4,273.8487535,932.9235178
ARF4,789.7226186,3302.972062
COPB2,308.4292289,1390.760601
USP9X,312.4348689,712.3385193
USP9X,898.9339618,1741.155333
BCLAF1,565.950806,583.7154044
PFKL,282.7452899,375.5703401
NBPF10,1630.408636,1938.574289
NBPF11,1630.408636,1938.574289
NBPF12,1630.408636,1938.574289
NBPF14,1630.408636,1938.574289
NBPF15,1630.408636,1938.574289
NBPF20,1630.408636,1938.574289
NBPF8,1630.408636,1938.574289
NBPF9,1630.408636,1938.574289
NBPF10,1320.433092,1363.043562
NBPF11,1320.433092,1363.043562
NBPF14,1320.433092,1363.043562
NBPF15,1320.433092,1363.043562
NBPF19,1320.433092,1363.043562
NBPF20,1320.433092,1363.043562
NBPF25P,1320.433092,1363.043562
NBPF26,1320.433092,1363.043562
NBPF8,1320.433092,1363.043562
NBPF9,1320.433092,1363.043562
LGALS1,2356.121535,4661.71662
GPX4,824.0428428,2744.501219
THBS1,60.40767758,98.54589513
THBS1,89.90813234,733.6665061
THBS1,53.07471347,613.0719284
THBS1,29.05232844,1094.509069
CSE1L,138.2967395,1295.673777
CSE1L,368.4994538,2187.159568
TUFM,418.9435135,1790.604083
PSMA7,1256.237063,2933.72346
POLD2,111.9519695,441.555107
CPE,68.00188808,441.1494499
CPE,9.248774853,355.8015098
PGD,1125.579485,515.2968936
COX8A,1375.471134,2679.642156
PGRMC1,309.7369781,716.2429359
PGRMC1,330.1540733,1545.746405
EIF5A,303.589078,522.2877851
EIF5A,277.3787881,992.2018102
ITGB5,75.99358815,135.2506659
ITGB5,226.970435,1155.167759
MGAT1,592.1825163,413.2219373
ACLY,179.508482,317.7435122
ACLY,660.6503089,2051.693712
SRSF7,182.2313931,741.1549175
CDH1,26.35483976,317.6618143
CDH1,13.11653129,3436.475338
HNRNPH2,815.6858706,964.6702095
RPL36A-HNRNPH2,815.6858706,964.6702095
PJA2,963.2241646,517.8972487
COX7C,898.0504341,4551.331424
ECHS1,552.4908324,1888.142493
PLP2,1043.639423,923.9729878
HLA-DPB1,2025.545245,1247.008566
SSB,117.2713427,439.4869142
SSB,179.0392889,631.5137897
RAB5C,674.5212905,415.7748895
GPNMB,19.90121017,1864.502808
EIF2S1,132.4999452,332.7729594
EIF2S1,94.66299526,244.8424102
EIF2S1,396.8745119,1012.178815
HAX1,583.9409117,1103.575596
NFE2L2,857.5338703,733.2539468
TIMP3,95.01686621,638.3587532
TIMP3,360.6694466,617.3840218
TIMP3,150.5250524,451.3391445
TIMP3,21.91867873,1318.952655
MBNL1,637.6900995,133.3076204
MBNL1,2925.063955,784.1174784
MBNL1,2124.09594,860.573908
RPL4,4589.423854,6408.804329
SNORD16,4589.423854,6408.804329
SNORD18A,4589.423854,6408.804329
SNORD18B,4589.423854,6408.804329
SNORD18C,4589.423854,6408.804329
MFN2,514.1726509,509.0539332
RAB5C,690.3120531,378.0623647
NMT1,262.9489157,489.0972933
NMT1,159.0892605,236.9242963
NMT1,74.62103738,84.00602873
YBX3,6196.834231,1532.058871
YBX3,3783.598085,601.6278267
IGFBP7,187.4857256,2461.926966
IGFBP7,100.2577335,2446.047908
PUM1,306.4928881,539.6826763
PUM1,373.8087216,655.5083613
PUM1,509.5889576,1327.391978
ARHGDIA,230.2529753,272.9080346
ARHGDIA,443.7676138,762.6712742
BHLHE40,85.61162609,355.6431497
BHLHE40,456.7931143,2245.681978
ATP6V0E1,69.15392458,73.97208561
ATP6V0E1,2156.91835,2812.438447
NUDC,396.7559453,912.8529458
TERF2IP,896.5479491,860.4737091
TMX2,352.7522837,1024.875268
ARCN1,797.5478119,1220.709679
UBA2,325.941377,854.338572
FBXO7,6459.226983,726.5198425
GNAI3,313.5135058,345.9491556
GNAI3,907.4590699,1687.952892
GNAI3,208.5599409,191.4767659
CHD4,241.3882229,310.5257711
CHD4,278.2434201,637.5032867
CHD4,561.3391415,973.4634699
HTRA1,106.7476104,1078.696882
LRPAP1,501.3590821,574.7695586
ITPR3,105.218281,70.14824541
ITPR3,138.9260412,212.1655539
ITPR3,278.542719,529.3132856
PITPNA,301.8978764,376.4840031
PITPNA,215.4012412,262.9211012
PITPNA,427.8101092,194.8901859
IDH1,590.9558438,1780.408931
SEPW1,296.4748144,1726.256387
SLC7A5,207.464602,702.3657642
AMD1,632.4611837,507.3696644
AMD1,387.5580857,531.151352
PSMD1,248.0622536,599.5836189
PSMD1,302.8840222,889.2132401
CREG1,699.8703672,1231.850998
CSTB,1758.875631,3477.672457
PCNA,298.6134758,1788.483643
RRBP1,68.80936097,133.956112
RRBP1,57.20588208,834.083329
RRBP1,133.8897421,363.5991036
TNFAIP1,166.9508171,476.9676362
TNFAIP1,179.8992979,129.3580533
HDAC1,787.1325725,972.3070717
DDX3X,2415.676121,2965.345481
DDX3X,268.6452,301.7595659
LGMN,52.81289348,766.887802
PPP1R7,89.52697209,83.16808836
PPP1R7,172.4835453,298.3974041
PLS3,13.89695366,1083.481217
ERP29,1582.330539,1686.720143
RNU86,8369.003799,8833.299387
RPL3,8369.003799,8833.299387
SNORD83B,8369.003799,8833.299387
CTBP2,430.7570287,1223.15717
CTBP2,120.3332787,288.68705
CTBP2,1088.391307,1771.173148
SNRNP70,249.3208976,669.6942713
RAD23B,569.8157841,1286.745342
RAD23B,384.5107946,980.368303
SRRM1,232.6819553,222.5572266
SRRM1,768.035665,913.8502815
NDUFB8,573.6841352,1018.923735
NDUFB8,986.1880808,1513.29377
ARIH2,92.98923703,84.3566314
ARIH2,93.78541496,130.6337958
ARIH2,146.6675909,173.1969269
ENO1,1986.272207,3505.968551
PSMD13,494.473549,891.3000323
PSMD13,234.3342374,300.1275728
ILK,733.8243136,631.8132327
BTG2,279.4486811,257.7982142
BTG2,1159.667387,1170.51748
CAPZA2,397.49374,333.5606265
CAPZA2,986.1577349,954.7446662
SPCS2,687.0425716,1151.773884
SPCS2,1081.943668,2339.037961
DDX1,336.4934689,1254.266292
ATP1B1,28.48152962,848.1942431
ATP1B1,107.117897,1065.672253
RAF1,1167.919321,602.8577184
LOC101927673,341.8681489,480.3964532
OTUB1,341.8681489,480.3964532
LOC101927673,229.6216761,268.6678888
OTUB1,229.6216761,268.6678888
SREBF2,231.6770021,263.9833382
SREBF2,155.6116353,222.4515452
SLC2A1,48.14806195,27.94985512
SLC2A1,86.81200752,327.4734437
PKM,1109.638519,2250.330255
PSMC4,345.7797985,462.5457701
CDIPT,1711.23514,1552.121894
RPS6,7118.558336,10290.49226
BAG6,917.4629054,751.4548216
COX7A2L,647.345645,1162.006562
RPS3A,8011.232922,11364.111
SNORD73A,8011.232922,11364.111
RPS16,4608.029573,5651.493993
SYPL1,538.5741704,693.6870831
SYPL1,268.0556162,765.4838695
BGN,123.4663455,683.7020497
BGN,38.20402794,154.889276
TARS,142.5688004,812.4362864
COPE,691.4718855,1489.481021
TXNRD1,541.327702,624.6855999
PSMC3,276.2805664,627.2650343
NME1-NME2,779.0493649,4302.93517
NME2,779.0493649,4302.93517
NUDCD3,99.57827173,99.79794886
NUDCD3,228.206568,472.0246341
RALY,358.2908513,587.0319805
AKR1B1,571.7307718,606.9959339
SRP9,1111.243785,3927.64085
PSMA5,345.875414,783.5029382
FDPS,378.2196121,768.0241605
RAB5B,467.9630525,610.8788746
HNRNPAB,645.6167449,3057.240848
DAB2,89.36527325,306.1836824
LOC101926921,89.36527325,306.1836824
DAB2,145.1319612,316.5635094
LOC101926921,145.1319612,316.5635094
DAB2,75.49106129,245.3147002
LOC101926921,75.49106129,245.3147002
ADRM1,342.0552403,902.5136317
OGDH,265.0375878,349.678454
TRAK1,78.31067397,75.12073226
APEH,222.913998,345.3469793
MKRN1,5432.985896,1270.196242
SDC1,100.0788067,691.4023984
SDC1,137.7395592,1375.591735
ARHGDIB,9016.789314,2929.871239
CYR61,15.85284897,628.1462871
SEC11A,1280.706618,2362.497612
TOP2A,19.63560586,697.5541086
TOP2A,22.10232948,769.8755287
LOC101060363,5839.249919,11263.6511
PPIA,5839.249919,11263.6511
WSB1,197.1426104,252.6050657
WSB1,77.72180191,90.23193383
WSB1,1366.707216,1648.798771
MOB1A,312.1782466,177.3704839
MOB1A,912.6699089,475.3339419
MOB1A,793.4504499,217.1224636
PRNP,434.8078642,778.7922085
ANXA4,357.1373621,799.1109776
ANXA4,322.3159197,769.9274678
EIF4A3,680.4402286,2247.24278
NDUFA5,99.82019975,823.2007582
ANP32B,2295.258913,1803.086258
ANP32B,2694.108724,3149.362961
Sep-11,97.55039176,622.3697939
Sep-11,24.07710311,44.0181589
NREP,33.18624674,172.4208853
NREP,146.5910972,811.4058893
SH3BGRL,738.6984252,1026.877626
SH3BGRL,2781.672287,4038.452512
ENO2,99.43879964,261.3107486
STK25,116.9148968,192.2657446
IFITM2,7835.527019,2460.529535
PSMA2,129.8492009,238.2332874
PSMA2,642.1658241,1931.896005
MYL12A,3281.90818,3182.066954
MYL12B,3281.90818,3182.066954
MYL12A,1411.823528,1124.343913
SMARCC2,322.0848673,335.2096548
SMARCC2,178.0414891,242.6322417
ATP5B,1797.833702,3236.142695
EBNA1BP2,53.79578887,424.0303995
MIR6733,53.79578887,424.0303995
EMP1,19.41643577,731.6994134
EMP1,61.45876554,514.2870033
CCT6A,131.9228564,871.1280204
CCT6A,214.2824491,903.1992506
ETS2,241.0491623,132.319643
ETS2,146.216001,162.7577084
RARS,59.12675671,222.6619709
STAT6,1848.105953,726.9861325
STAT6,261.9564519,106.9619508
ARHGEF12,212.811707,85.3963565
ARHGEF12,105.8698004,924.4776647
ARHGEF12,19.05772834,22.75696684
VAMP3,1120.068807,1486.003267
VAMP3,353.1833244,301.9466407
GTF3A,1763.564668,2646.874577
SCP2,496.0809896,1174.956352
ENC1,38.0794051,44.46160855
ENC1,181.6180889,440.9564388
SNRPC,474.4927268,715.1736817
UBE2D2,503.6471594,821.8622933
UBE2D2,55.31712962,120.7550265
UBE2D2,911.2835137,954.8657654
ADIPOR2,242.9822849,1440.654132
GRHPR,211.8962204,458.6899259
GPX3,61.26468137,557.2559021
SLC9A3R1,891.6097469,1562.670877
FLOT2,2060.879587,600.4380936
YME1L1,489.0448602,938.3897073
YME1L1,850.0763816,1344.902088
BAZ2A,284.7291236,213.7672178
BAZ2A,224.4518386,209.7041525
BAZ2A,205.0497176,162.6470891
SF3A1,708.3178645,425.9521184
SF3A1,241.5058457,129.3416473
COPB1,1150.818188,2762.316096
COPB1,728.0007479,1500.27273
CST3,1448.443835,2880.20889
TMEM109,369.2261617,508.7395444
IVNS1ABP,462.722365,300.4438312
IVNS1ABP,623.9571785,371.2477638
OAZ2,1213.936516,588.9942403
OAZ2,1126.185409,484.1779102
ANXA7,656.1555524,1428.228269
ZFP36L2,152.3653961,92.89724433
ZFP36L2,3156.797143,1658.469438
ZFP36L2,505.6326878,314.432918
CUL3,78.87623492,93.4256843
CUL3,797.4299961,844.1911238
CUL3,26.79850541,18.79469261
PLEC,716.1134017,590.8490424
PPP2CB,31.71731741,37.14054113
PPP2CB,375.8005979,1131.431065
HNRNPF,366.9286599,648.195197
UBAP2L,166.7718638,446.9290504
UBAP2L,334.7839234,623.4989367
TPD52L2,639.2674,843.6925458
CRTAP,131.2488635,227.9944459
CACYBP,325.7696511,1263.403153
CACYBP,61.63501609,69.16681314
NBR1,348.4802879,325.6058758
NBR1,752.8035959,917.2250538
DHX15,1025.826209,2574.767284
DHX15,545.5082189,1372.275218
UCHL1,85.41453534,116.1009049
PSMD3,198.7377032,848.2241244
ITGA5,433.2292931,321.1274302
CSNK2B,887.8159751,1856.47219
TRAP1,401.6863372,894.8289523
IGF2R,728.2395682,236.1390073
IGF2R,1042.634043,590.8638573
RBM5,639.150629,444.2375628
RBM5,888.6611936,667.6305313
SGTA,202.7695097,257.7741457
PHGDH,114.942886,295.9574558
TRAM1,1047.330367,2657.980324
TRAM1,804.9910483,1233.463913
PSMB3,1472.979488,2476.949582
ADRBK1,459.0642306,160.3759351
ADRBK1,192.0279781,150.4624106
MGST3,442.2187492,1822.751711
PSMB2,198.2322395,292.38081
COPS6,287.7766864,848.6792855
RPL36A,2568.247011,7622.233326
RPL36A-HNRNPH2,2568.247011,7622.233326
PPP1CB,168.244419,491.7829523
PPP1CB,366.8359144,464.6363685
PPP1CB,675.2194411,1006.578784
PLEKHB2,811.5825779,1150.59483
PLEKHB2,589.6060748,448.3007314
LRP10,1917.804618,1065.963298
HSD17B4,396.1179957,1074.375662
NAP1L4,586.2667426,640.8367026
GSS,155.3871343,611.9864836
SOX4,52.22845083,643.5473692
SOX4,80.22840762,1896.187079
SOX4,297.2229326,533.7508132
BAP1,375.7985141,403.0144656
WDR77,203.2539091,281.9732796
WDR77,231.9867215,359.6666502
IFI30,4195.911607,2454.452806
PIK3R2,4195.911607,2454.452806
CUL4A,293.6001347,672.8090941
CUL4A,98.32873464,373.1968734
ALDH2,683.2685587,948.9032621
VIM,6917.707393,4604.492163
SEPP1,15.50552869,3393.423766
CLDN4,114.2674078,603.3884421
RPL37A,11883.84189,13919.51989
DPYSL3,18.0349705,95.92669101
DPYSL3,67.70922849,307.1222865
CAT,3222.328726,1218.583991
PTDSS1,833.5851756,1277.545395
TTC1,294.0533757,489.900281
EIF4E,205.9600463,740.7343863
EIF4E,31.1043915,237.9293305
EIF4E,100.8048645,481.4388581
COL6A3,59.96684417,4358.618691
GBF1,101.2047685,191.6463907
DDX23,331.9027366,528.9759615
COX6B1,1677.127252,2102.733757
ATP6AP2,28.50714932,22.5491853
ATP6AP2,1689.093169,2899.216209
ATP6AP2,993.5116033,1255.958196
CNN3,20.78118348,786.2553588
TIA1,255.457042,807.9268048
TIA1,229.2659547,390.2964063
TIA1,166.1620883,558.3687714
TIA1,123.0196889,257.5191923
TIA1,128.2556846,438.164185
RHEB,81.46446047,49.69509678
RHEB,111.6454317,89.45709338
RHEB,785.7890342,1948.326885
NPEPPS,288.1415658,754.7318765
NPEPPS,375.261327,688.4304793
BUB3,224.740941,650.0966607
BUB3,659.5842851,1256.511634
BUB3,314.4245931,1207.034716
RUVBL2,171.7197849,885.7176944
MAPKAPK2,498.2713813,818.2429855
MAPKAPK2,88.62237179,142.9004828
SCRN1,180.2783969,481.1545019
TALDO1,6781.347553,2051.553074
JUN,125.2806645,1239.500104
JUN,118.2819348,202.9319019
JUN,49.62443591,396.5154904
NQO1,42.17908509,345.513256
NQO1,120.4009632,1150.002454
SHC1,118.3247646,245.0567784
GSTO1,997.2059746,1200.983333
SQSTM1,765.5863112,1384.873532
VBP1,447.8314478,1166.140846
JUNB,384.4343449,492.00591
ITGA3,119.8911766,127.9326721
MARS,402.3185983,706.5957301
MIR6758,402.3185983,706.5957301
RRM1,127.2370528,263.8622714
RRM1,163.1699487,815.0996379
DKC1,212.4398678,666.4467827
MIR664B,212.4398678,666.4467827
SNORA56,212.4398678,666.4467827
DKC1,298.1405049,1090.123086
MIR664B,298.1405049,1090.123086
SNORA56,298.1405049,1090.123086
SUPT5H,305.9405654,344.8550185
PYGB,409.6582438,487.7488705
QSOX1,241.9223497,397.0504509
SUPT4H1,646.4295579,816.1536416
SUPT4H1,663.4663414,532.6972497
RCN2,140.6825277,701.985757
RCN2,77.51054991,628.4093582
CTSC,734.6441638,942.2158489
KHDRBS1,877.1523756,1154.979868
PPIF,469.7679394,1863.886569
PPIF,242.0477496,762.8039025
AHSA1,548.9355821,1180.683047
RPL41,13201.07585,17391.24815
PUM2,1032.026421,966.0154091
PRCP,917.4925989,948.6766699
MYH11,114.5994488,56.56355432
MYH11,34.38215186,22.75696684
MYH11,105.0351364,134.7530217
USP7,376.7803609,853.9108269
USP7,810.5953986,1156.02848
PPP1R11,1173.686539,1069.210306
GRSF1,96.10772757,591.4303553
NFKBIA,2485.784845,1868.211289
G3BP1,342.6817928,975.1302048
TSN,191.6047717,351.8734257
LAMB1,8.566871302,267.5562897
TGFBI,1233.733685,1151.975694
PFDN1,243.6574585,448.5122552
IGFBP4,127.7106925,1559.270964
IDH3B,241.4869064,470.9854705
ELF3,68.63909266,220.1239153
AAMP,391.4291915,554.8300086
TOMM70A,102.5463504,360.0520897
TSN,76.60144073,243.934769
G3BP1,354.0118415,501.5580087
TSN,367.8763734,1036.807568
SRM,215.9070525,651.1681169
NCBP2,172.9779341,410.727802
CBX1,361.5421624,963.3928068
TOMM70A,237.8198966,1173.935018
GRSF1,338.6675434,851.0609971
NCBP2,97.47565856,268.4663755
SNRPN,675.6770903,856.981685
SNURF,675.6770903,856.981685
UBE2N,251.048027,719.2920712
UBE2N,623.6048254,1429.599749
APOD,84.15610105,2983.309509
ARF5,740.0631801,943.1151495
ATP6V1F,1237.49963,1881.822455
LOC101927180,1237.49963,1881.822455
RPA1,564.7005418,733.770942
RPA1,513.9314854,407.2172124
EIF4A1,3237.679933,5638.918534
LOC101928634,3237.679933,5638.918534
SENP3-EIF4A1,3237.679933,5638.918534
SNORA48,3237.679933,5638.918534
SNORA67,3237.679933,5638.918534
SNORD10,3237.679933,5638.918534
ZFP36,1898.099532,875.8830027
PSMA3,431.8300796,1303.519156
CTNNB1,474.1689109,1459.848064
UBL3,540.9824885,674.6676275
UBL3,335.909038,400.8866975
DUSP3,279.197059,458.1640342
DUSP3,92.65277302,157.241761
DUSP3,96.2758005,88.01476977
FHL1,80.06881601,87.05680829
FHL1,219.7313741,500.8456975
ZNHIT1,430.6550453,834.8669239
SAR1A,592.0658199,924.2811643
SAR1A,178.9008422,529.780082
BCL2L2,941.9279769,1954.845723
BCL2L2-PABPN1,941.9279769,1954.845723
PABPN1,941.9279769,1954.845723
BCL2L2-PABPN1,311.9173764,562.3688568
PABPN1,311.9173764,562.3688568
TRIP12,1140.822616,1072.508279
KDM5B,28.62894702,27.35379373
KDM5B,103.8428579,465.9631006
KDM5B,128.6853898,687.789896
ACTB,7664.573023,11895.70852
ACTG1,7664.573023,11895.70852
LAMP1,392.5845129,726.4234301
LAMP1,752.7131545,1332.134592
LAMP1,2581.997385,5817.861573
GYG1,732.611,791.5420734
MCM3,282.7525471,694.5219325
VAMP2,153.0048997,113.531702
VAMP2,354.4039973,228.0292894
RAE1,253.9206151,801.1587052
CLIC4,54.3745947,201.6104276
CLIC4,172.1041118,1465.605755
CLSTN1,271.2563405,682.2391391
SORD,125.6361426,382.8775269
SORD,126.421575,1104.949302
FSCN1,180.8046927,188.2801884
ID2,1412.465777,860.105574
ID2,309.3917794,286.1300247
GOLGA4,202.6955665,749.5004276
UQCRQ,397.9310508,3802.74553
SAMM50,190.0546994,303.0293254
SAMM50,227.564727,380.7894703
DCTD,107.1260543,231.8178948
DCTD,233.2565372,547.258295
ETF1,217.0118511,746.9791527
ETF1,377.9899099,986.3328339
SNW1,533.13935,653.4198976
GLB1,402.8921004,461.7802721
TMPPE,402.8921004,461.7802721
NME1,157.2056121,3134.946761
PODXL,98.55404388,497.7611108
FAT1,45.38722707,393.4522768
TMX4,690.209653,279.4472738
TMX4,1260.66187,482.3221145
SEC23B,118.0505344,344.5891803
SEC23B,224.2658902,560.5251019
DDX39A,314.9189322,1474.292184
SFPQ,188.6878812,414.1425531
SFPQ,511.8544569,1250.648796
IRAK1,367.1163476,833.1517324
TXNL1,938.3264899,2250.803677
SMC1A,252.3630967,896.9297594
ANXA2,2720.260853,5860.523111
NISCH,530.6986726,623.1055128
EIF3H,1217.280691,3293.829863
ZC3H15,535.7857351,922.0747241
PPP4R1,1205.506374,788.4728986
ZC3H15,203.8035688,752.2884367
KRT18,61.77615336,6650.800203
COX7A2,868.11674,3974.661219
INPPL1,245.0336845,357.49106
OAT,418.7513459,1995.444092
PHB2,1870.333649,3172.246022
IFITM1,3035.604497,1936.372556
IFITM2,3035.604497,1936.372556
PPP1R12A,468.1297197,151.8099616
PPP1R12A,468.3624406,472.0973728
PPP1R12A,230.5337635,189.1982756
CNN2,828.7727195,240.4063383
PWP1,501.0128817,828.0078345
PWP1,122.1431967,277.5175401
PWP1,261.4905693,535.9364074
ICMT,240.4671882,703.6655988
ICMT,86.19724674,45.63491048
ICMT,84.0053939,306.50444
ALDH9A1,738.8144961,1548.364719
AP1G2,229.3532484,522.5729398
RUVBL1,162.4871776,416.1578958
CALD1,205.1752925,304.2495748
CALD1,55.5706645,348.1538297
CALD1,12.27547675,299.0520314
GPAA1,487.1104238,706.7009191
PRDX3,695.1323061,2001.973058
MBTPS1,266.2022581,606.7093451
NBL1,167.253749,522.6981453
SND1,721.7051583,1262.180737
DARS,720.483617,1507.664322
DARS,95.145103,440.2647453
INSIG1,124.94538,165.0319343
INSIG1,219.1057592,443.9876768
INSIG1,154.4900166,238.3231928
RRAGA,433.5224189,796.7401235
ACP1,243.6995378,494.1042324
ACP1,381.4557682,857.334169
IER3,419.6837606,1753.531676
EIF2B1,338.93029,651.3572734
CYB5B,147.8320334,203.6792099
CYB5B,99.50262866,189.8986746
FXR1,291.0130797,493.5597603
FXR1,149.4796691,570.3476256
FXR1,341.2694968,1052.132991
CPSF1,46.84648441,35.65184171
CPSF1,178.1935674,487.6747387
MIR1234,178.1935674,487.6747387
MIR6849,178.1935674,487.6747387
MIR939,178.1935674,487.6747387
CLPTM1,271.2093808,453.3727653
BST2,404.566873,2108.09704
IFNGR2,2002.077318,1019.228535
KDM3B,628.6261369,652.7086585
TSTA3,396.4992134,737.5043901
TNC,25.08419865,221.022501
SCARB2,111.5753134,691.7803131
SCARB2,28.61243016,202.8531606
JAK1,2356.006203,1092.790411
UBE2L6,636.2311897,780.7984932
KRT19,21.10207057,6033.172721
PACSIN2,1848.203525,821.5401675
COPS5,320.5421616,1326.862723
CNIH1,355.2933077,1125.380808
HSPG2,52.70087208,77.42639936
HSPG2,285.0911026,451.0817431
ITGA6,130.3518744,223.5379886
ARL1,24.96222475,276.129055
ARL1,137.2065894,593.6974344
ARL1,75.38554931,611.491803
ACSL3,76.12039328,699.4812854
ACSL3,84.90198504,566.8800502
ACSL3,96.59526922,662.8524563
SMC4,120.9697715,472.7857913
SMC4,157.126288,991.5558118
RPS17,5865.830465,8669.982255
TIMP1,891.0448611,3025.470802
GJA1,8.360514664,7109.184347
MARCKS,322.6347279,371.6115028
MARCKS,1155.123544,1931.804108
MARCKS,406.4625267,857.3946882
USP14,193.7627165,627.8881632
USP14,363.352189,1702.279635
GYS1,151.3354568,289.0908313
AKAP1,188.8557743,867.9424942
AKAP1,139.5730188,789.8570078
PSMA1,1219.903402,2374.145601
HMCES,111.475494,135.4965597
HMCES,170.0735394,258.5454307
SRRT,138.0319999,147.2891051
SRRT,413.613145,974.0988374
DLG5,103.9255306,1296.641164
PMPCB,355.6326557,843.2501505
TOX4,413.0759959,204.0056254
TOX4,526.8326743,500.2942059
TOX4,192.9797857,181.413386
API5,122.3326597,129.1679521
API5,205.9625349,594.0437736
TPD52,130.771539,1122.180758
TPD52,84.19441219,1322.335553
TPD52,146.6559393,2542.796438
TPD52,24.01685613,103.6380144
SIGMAR1,255.5979715,402.3513478
EGR1,63.60211428,181.5993437
EGR1,40.45012782,671.7868423
PNP,386.2197934,391.9542598
SRSF4,707.5398006,623.6671464
DNMT1,166.9677642,461.8821265
GATC,821.6121851,1542.980978
SRSF9,821.6121851,1542.980978
PSMC6,311.4662845,1056.947981
CCND3,2098.734772,541.0230887
PGRMC2,111.1188188,510.2455894
PPP1R10,245.0401314,232.1634352
PPP1R10,332.3031972,559.6964982
ENTPD6,176.0150128,437.5912929
PSMD7,639.8673581,869.2677001
PEX19,113.8472598,238.1884605
PEX19,95.14950959,244.2749024
NIPSNAP1,111.8790272,235.3053534
NIPSNAP1,569.9916297,995.5008621
MYBL2,231.1647019,318.8838334
RANBP2,397.875438,433.144837
RANBP2,97.62663421,211.2557923
RANBP2,242.339722,732.0790468
TUBG1,53.19189652,562.963042
ACIN1,227.2345696,298.2595066
SNX1,617.1280703,624.9995266
MRPL49,585.6859539,1008.40742
EPB41L2,29.02546116,107.4469967
EPB41L2,74.35659498,318.2358339
LAPTM5,5310.957556,758.1506387
LAPTM5,8964.117552,2282.746822
GALNT1,447.0156866,858.4934493
GALNT1,229.4430038,536.4162718
GALNT1,189.1541674,490.6308256
CDC123,352.1532717,1084.170401
ELAVL1,547.530562,1441.230657
ELAVL1,175.0451324,274.0676985
KIAA0100,133.35193,102.5070328
KIAA0100,351.6892816,715.1837067
TPR,964.3707814,825.2248639
TPR,475.1955825,624.8305303
CLCN3,117.9260388,199.2342602
CLCN3,33.59936126,112.3895019
CLCN3,207.601295,728.1225344
CLCN3,139.0874789,483.616597
Mar-06,558.420782,1158.083819
Mar-06,487.1279733,740.6882984
EIF1B,1518.853601,876.2643874
SGK1,1274.700934,704.2514342
NDUFS3,441.0724415,1087.779618
SRSF1,49.77248907,50.3659584
SRSF1,600.9471515,1386.866599
CD14,2408.814918,544.4305645
LUM,8.445915543,3151.211715
TWF1,92.17975442,988.8553035
TP53,113.8472598,222.4059639
SAFB,140.566962,151.373964
SAFB,280.0947521,341.1588739
ECE1,293.4366501,256.0596057
ECE1,211.5454252,159.2184416
JOSD1,213.137915,299.7600169
ADD3,1894.561031,498.5037334
ADD3,1602.954081,549.308733
COX6C,526.8949376,12194.7153
MCM5,182.0642717,185.1390298
