GeneSymbol,mix1,mix2,mix3,mix4,mix5,mix6,mix7
SOAT2,0,0,0,0,0,0,0
NAA16,40.65239634,26.60293034,19.29564466,35.66988818,26.62893669,33.71090163,21.39510143
PRKAR1B,13.60107036,7.58384785,3.412145516,12.63974642,8.468044082,9.2276009,3.210378386
NELL2,0.50121218,0.21480522,0,0.3580087,0.14320348,0.3580087,0.07160174
RP11-415F23.2,21.81546318,12.00104508,5.351499509,18.82762139,11.94325174,15.82436269,6.244768666
RNF157,2.918573243,1.714648824,0.949775584,2.570464603,1.748134675,2.195255894,1.048788162
P2RX6,1.040345018,0.957854847,1.131239571,0.782235447,0.792782311,1.279374473,1.359722162
CRTAM,44.50330306,19.37396676,0.626701573,32.04283199,13.24614429,31.91035562,6.830441832
DNAH6,1.850911056,0.995049083,0.430623044,1.429027555,0.818724,1.457179676,0.647195219
SIRPG-AS1,0.25951689,0.297017641,0.374000786,0.418646053,0.480352527,0.197411966,0.250189387
CYP2J2,0.298155877,0.89446763,1.490779384,1.490779384,2.087091138,0,0.596311754
RP11-277P12.20,2.778890086,1.354425103,0.331550058,2.175250601,1.135950641,2.007949686,0.599909617
DIXDC1,0.778329354,0.525514003,0.43517287,0.50416939,0.3394908,0.812371085,0.63389319
FAM153A,4.108941751,2.81046313,2.063072714,4.549696697,3.775424577,2.755441023,1.483844106
ACER1,1.914639542,1.033869922,0.450877487,1.506469662,0.880147852,1.488885925,0.651445679
CLDN7,6.926636592,3.024946953,0.109644137,5.041578255,2.126275439,4.931934118,1.030244478
CD8BP,0.320983369,0.481475054,0.802458423,0,0.160491685,0.802458423,1.123441792
TRBV13,0,0,0,0,0,0,0
SEC14L2,13.80558057,7.817793974,3.773759824,12.56679122,8.430183991,9.718762203,3.823548692
RP11-415F23.4,4.728155802,3.185881189,2.39020157,4.49642742,3.538072889,3.732974972,2.353375271
ZNF391,0.849477502,0.939200221,1.13651871,1.45616984,1.631655557,0.537978852,0.649534343
PRKCA,23.93490318,13.39533883,6.251716745,21.41970142,14.09490666,16.97971129,6.621319603
FAM153C,8.950448758,7.330605365,6.951627504,11.27939606,10.71276228,6.204327659,4.772140176
MPP2,0,0,0,0,0,0,0
OXNAD1,52.5263413,29.2589935,13.68726686,45.36460566,29.11280231,38.47810582,15.89083472
DCHS1,0.716898109,0.804928915,0.967724465,1.341548191,1.504343741,0.373823726,0.461854531
RHOXF1-AS1,4.327328801,2.936189105,2.13108236,4.726049903,3.887423437,2.930164754,1.572544779
RP11-203J24.8,5.458888033,4.511184514,4.387707496,6.52844172,6.206924873,4.121132499,3.371468808
RP11-265P11.1,0,0,0,0,0,0,0
BMP3,0.178592265,0.099153878,0.047111569,0.146420965,0.090611557,0.136980392,0.061309104
KCNG1,0.577814065,0.30582998,0.124631012,0.440876676,0.245909716,0.453925581,0.195709487
TCL1B,1.496084971,4.068337793,6.6669409,6.762433659,9.3574109,0.131751419,2.707630108
LIX1,0.577331794,0.395433236,0.317911485,0.478315278,0.364645502,0.521884026,0.376133492
LINC01013,0.734552523,0.405991058,0.192519713,0.585333218,0.353598163,0.575450598,0.265152842
RP11-1070N10.6,0.205323997,0.602968505,1.004947509,0.983275035,1.380919543,0.021672474,0.423651477
RP11-164H13.1,5.67724085,4.772034716,4.697325744,7.056970837,6.802977793,4.152485807,3.426563744
TCL6,13.66975211,20.31322528,28.39167022,32.14422195,39.88043617,7.174858783,14.16056267
LIX1-AS1,0.46661771,0.235913052,0.074263183,0.36683972,0.19992011,0.345273939,0.119839021
COL19A1,0.809755076,0.667976543,0.674030892,0.81339318,0.759467317,0.739164406,0.657366085
TCL1A,184.2994485,550.6709937,917.2007008,917.5784692,1284.066872,0.790809075,367.2036584
ASH2LP1,0.071960172,0.215880515,0.359800858,0.359800858,0.503721201,0,0.143920343
LARGE1,2.54634284,1.321620299,0.491989741,1.937951337,1.055370947,1.975459918,0.803687209
SNX29P2,56.36188274,28.56435657,8.754319942,46.52275428,26.49581631,39.93744769,12.35682286
FAM111B,3.136856536,2.223955069,1.824016204,3.02435435,2.487967998,2.56481301,1.788359029
IGHD,3.795713601,10.43186093,17.13826018,17.28334999,23.96913226,0.351259601,7.008023911
CORO2B,0,0,0,0,0,0,0
CTGF,0.088417132,0.065530018,0.053738535,0.109216696,0.097425213,0.055478161,0.032591046
CD200,7.324390336,5.602307201,5.001606373,8.065839431,7.210870755,5.606911533,4.139096246
RP11-297B17.3,2.782261698,1.66208741,0.950338329,2.547827,1.791614183,2.042126037,0.966415485
MYBPC2,0.316824358,0.328303437,0.374347496,0.547172395,0.593216454,0.1728249,0.184303978
AC002480.3,0,0,0,0,0,0,0
PCDH9,0.806533442,1.733530048,2.754870826,2.551841812,3.505707602,0.471720857,1.46619245
AP001056.1,34.25343395,15.69712575,1.999576483,26.03038142,12.30653318,24.29379462,5.763785388
SNX22,19.03197747,9.389991012,2.570208486,14.61874192,7.592710771,14.11101964,4.675281804
FCER2,13.47074849,5.795606341,0.052332972,9.60701093,3.853270966,9.659343902,1.994668347
ZNF318,39.80083765,18.14120147,2.209919143,29.61898315,13.5644303,28.64176927,7.105403619
CLCN4,4.168884963,1.794181023,0.017537425,2.972764281,1.192613197,2.990301705,0.61910525
DBNDD1,0.209121152,0.429686997,0.661234868,0.716144996,0.947692866,0.054910128,0.275475973
STEAP1B,0,0,0,0,0,0,0
SLC38A11,0.654170549,0.944133104,1.292841342,1.5605406,1.906645922,0.293728407,0.586293877
GLYATL1P3,0.128238794,0.384716383,0.641193972,0.641193972,0.89767156,0,0.256477589
ABCB4,18.71565837,8.386909214,0.711497048,13.97818202,6.302769857,13.26668498,2.937935814
VAV3-AS1,1.042878568,0.534390656,0.204032963,0.686618131,0.315453845,0.890651093,0.422969774
RP11-231C14.7,13.29043651,6.292855449,1.21248418,10.17765167,5.035192256,9.586048977,2.650556061
VPREB3,0,0,0,0,0,0,0
SNX29P1,20.69555005,21.02314399,23.72993472,34.45122805,37.04054972,11.89598388,12.34104688
ELL3,7.419777229,8.917542012,11.22460433,14.45404806,16.67940599,4.04648765,5.625956825
RP11-693J15.5,0.965203001,0.974072938,1.103860396,1.53846179,1.651250627,0.604587607,0.630456165
GLYATL1P4,0,0,0,0,0,0,0
FCRL1,4.740880652,3.078893366,2.327041859,3.385257131,2.284159261,4.550678897,3.237937972
RP11-142C4.6,1.316347218,0.610526709,0.090179253,1.017544515,0.497197059,0.927365263,0.221544754
MACROD2,5.750812516,3.117579962,1.386585025,4.494160093,2.622803854,4.511188088,2.018316836
FAM177B,2.810818189,8.354161432,13.92360239,13.79311383,19.33645707,0.130488557,5.699929511
LINC00926,12.70698433,7.411527304,4.060059717,10.92508412,7.288124259,9.719947174,4.709982428
SYN3,8.623525192,4.207958468,1.076833779,6.527484277,3.29920362,6.422210173,2.103799416
IGHV5-78,0.559620386,1.678861159,2.798101932,2.798101932,3.917342705,0,1.119240773
AC002480.5,0,0,0,0,0,0,0
RP11-693J15.4,2.159573507,3.658594792,5.314397205,6.097013132,7.752686574,0.783905637,2.283055893
TAPT1,87.16842622,48.83214591,23.20228875,76.03941522,49.34005913,63.53211574,26.26533436
SNX29,131.2721955,80.0360487,47.4476622,126.1003655,92.05336916,93.23880133,43.46126436
GLYATL1P1,0.959953561,0.479299551,0.132010048,0.798832585,0.451543081,0.666822537,0.186168526
MIR5195,0.721258084,2.163774252,3.60629042,3.60629042,5.048806588,0,1.442516168
PLPP5,86.80398586,59.07775121,45.73042203,79.30088797,62.12115264,71.89452736,48.00069885
NETO1,0,0,0,0,0,0,0
ICOSLG,9.474245759,4.735125876,1.339503611,7.726761228,4.298115916,6.717488083,2.011391247
CLEC17A,86.46109111,38.23962828,2.741115408,61.10956245,25.0864193,63.61474976,15.9179172
CD22,71.89511447,37.29875444,13.01324969,59.76165544,34.99556363,51.55427635,17.43850339
KCNH8,2.394720806,4.908464978,7.548636785,8.180774963,10.82094677,0.632138178,3.14588235
CD72,128.0158979,63.33868716,16.6264101,104.6778787,57.7882816,89.82466845,25.32477769
Z84812.4,0.857288861,0.512558147,0.282233457,0.854263578,0.623938888,0.572030122,0.227299407
CHL1,0.005787829,0.017363486,0.028939144,0.028939144,0.040514802,0,0.011575658
CNTNAP2,2.714777837,1.638309143,0.990141621,2.329383004,1.600989034,2.141505854,1.145263608
PTPRK,5.240351491,3.214920368,2.02741293,4.499369865,3.140096277,4.189618431,2.335953457
TCTN1,48.50311115,29.81535138,17.90101893,47.61634916,35.28683607,33.86713653,15.5945574
HLA-DOB,230.0064205,102.4190168,7.626820957,169.793862,74.82076632,163.9760397,36.56953575
PLEKHG1,1.287242077,0.589805814,0.078861874,0.954695895,0.438089196,0.932461612,0.240688108
CR2,1.185213432,1.034259473,1.082916461,1.366560384,1.34377629,0.998054732,0.918541854
APBB2,3.108164125,1.969885764,1.296097496,2.947737915,2.206868642,2.322450469,1.251253112
CRIP3,94.52453496,40.56436307,0.125645529,67.48162625,27.01777961,67.60727178,13.67222899
MMP17,6.910572179,2.968094743,0.014982222,4.931842351,1.975733385,4.946824572,1.00734358
AL122127.25,1.535295427,4.419355535,7.365592558,7.05470798,9.938768088,0.310884578,3.257121601
RP11-158I9.5,0.643638972,0.275845274,0,0.459742123,0.183896849,0.459742123,0.091948425
UGT8,1.126300511,0.778266458,0.598564583,1.153996056,0.945671239,0.841660889,0.522249777
CCDC191,15.55783502,10.20147702,7.133432026,15.42992629,12.04737422,11.44156508,6.39971415
MYO1B,0.601952227,0.598288842,0.678977464,0.893558637,0.953529372,0.421760039,0.43881454
RAPGEF5,0.117134337,0.175701506,0.292835843,0,0.058567169,0.292835843,0.40997018
Mar-03,16.98954259,11.52212498,8.671976299,16.64876238,13.28765784,13.0863446,8.129882852
FBLN7,0.400077621,0.27646299,0.221252647,0.358269216,0.282558386,0.342021438,0.238907293
TNFRSF4,0.280706101,0.498902096,0.831503493,0.259476479,0.477672473,0.572027014,0.904628411
RP11-399B17.1,0,0,0,0,0,0,0
RP11-342D11.3,0,0,0,0,0,0,0
NEFL,0,0,0,0,0,0,0
LINC00892,0.003847279,0.005770919,0.009618199,0,0.00192364,0.009618199,0.013465478
CCR4,1.982596294,1.223073457,0.782573886,1.699221309,1.190874847,1.595116329,0.903440382
CD40LG,0.51689454,0.352786172,0.277879287,0.452067207,0.349978372,0.446007414,0.309080995
TRAV8-4,0,0,0,0,0,0,0
TRAV9-2,0,0,0,0,0,0,0
ST6GALNAC1,0.740481685,0.417978441,0.234801345,0.461829391,0.231692025,0.696630735,0.42108776
TRAV26-1,0,0,0,0,0,0,0
TRBV10-3,0,0,0,0,0,0,0
MAL,0.669342345,0.609204514,0.632121337,0.983287102,0.999793174,0.415273274,0.361546193
LINC01727,0,0,0,0,0,0,0
FOXP3,0.462035162,0.217035327,0.036983835,0.361725545,0.181674053,0.324741711,0.079741876
HPCAL4,1.426119339,0.615009951,0.0074199,1.025016585,0.417426533,1.017596685,0.206487297
TRBV18,0,0,0,0,0,0,0
TRBV7-2,20.71573395,11.31455435,4.737410724,18.85759058,12.28044696,14.12017986,4.719000262
CTLA4,0.804857848,0.344939078,0,0.574898463,0.229959385,0.574898463,0.114979693
TRAV41,0,0,0,0,0,0,0
TRBV5-4,0,0,0,0,0,0,0
RNF214,38.03888013,20.401022,8.32716977,31.85620746,19.35325605,27.82002945,10.6112705
TRAV23DV6,0,0,0,0,0,0,0
ICOS,0.003024763,0.009074288,0.015123814,0.015123814,0.02117334,0,0.006049526
LINC00544,0,0,0,0,0,0,0
TRBV12-3,0,0,0,0,0,0,0
ISM1,0,0,0,0,0,0,0
DUSP16,22.12700138,10.98186569,3.213070991,16.51144309,8.384315107,16.8817049,6.094902496
TRAV12-3,0.81647466,0.349917712,0,0.583196186,0.233278474,0.583196186,0.116639237
TRBV5-1,0,0,0,0,0,0,0
TRAV13-2,0,0,0,0,0,0,0
TRBV6-6,0,0,0,0,0,0,0
CASP1P2,0,0,0,0,0,0,0
TRAV8-2,0,0,0,0,0,0,0
TRAV8-1,0,0,0,0,0,0,0
ADAM23,0,0,0,0,0,0,0
TRBV19,0,0,0,0,0,0,0
TRAV13-1,0,0,0,0,0,0,0
TRBV5-5,0,0,0,0,0,0,0
ZDHHC11B,0.024133496,0.036200244,0.060333741,0,0.012066748,0.060333741,0.084467237
FAAH2,0.873619369,2.613810843,4.356351406,4.344605968,6.084797443,0.011745438,1.754286
HSD11B1,0.646436879,0.289279854,0.028549448,0.453583643,0.187143347,0.48213309,0.130685955
TRAV17,0,0,0,0,0,0,0
TRBV2,1.972389053,5.917167159,9.861945265,9.861945265,13.80672337,0,3.944778106
TRBV20-1,0.173926538,0.521779614,0.86963269,0.86963269,1.217485765,0,0.347853076
TRAV8-6,0,0,0,0,0,0,0
TRAV2,0,0,0,0,0,0,0
TRAV12-1,0.057330684,0.171992052,0.28665342,0.28665342,0.401314788,0,0.114661368
RPL5P13,0,0,0,0,0,0,0
TRBV5-6,0,0,0,0,0,0,0
TRAV16,0,0,0,0,0,0,0
LINC00402,0.142413452,0.094582648,0.071510498,0.119971724,0.08936637,0.123793271,0.083495671
TRAV6,0,0,0,0,0,0,0
AP3M2,30.48219743,21.58146888,16.84626631,34.26433348,29.18817463,20.82762983,12.26785756
TRAV25,0,0,0,0,0,0,0
TRAV21,0,0,0,0,0,0,0
TRAV35,0,0,0,0,0,0,0
INPP4B,6.818114248,3.31786082,0.812614791,5.271884287,2.715061508,4.97503699,1.526360311
CD28,7.703446555,3.638096304,0.74903248,5.496523067,2.494065088,5.881432133,1.929476037
TRAV3,0,0,0,0,0,0,0
HAPLN3,16.54689071,7.686949481,1.162062124,12.78583347,6.25579631,11.67526935,2.82047792
TRAV20,0,0,0,0,0,0,0
TRAV36DV7,0,0,0,0,0,0,0
TRBV1,5.741865289,17.22559587,28.70932645,28.70932645,40.19305702,0,11.48373058
TRBV3-1,0,0,0,0,0,0,0
TRBV11-2,0,0,0,0,0,0,0
PI16,0.067090359,0.201271076,0.335451793,0.335451793,0.46963251,0,0.134180717
TRBV4-1,0.047287388,0.141862164,0.23643694,0.23643694,0.331011715,0,0.094574776
TRAV8-3,1.367437943,1.212972182,1.219025401,2.021620303,2.027673522,0.802594902,0.648129141
HKDC1,0,0,0,0,0,0,0
TRAV26-2,0,0,0,0,0,0,0
TRAV29DV5,0,0,0,0,0,0,0
FAM201A,0.008733574,0.019422863,0.032371438,0.021075005,0.031764294,0.011296433,0.024245008
TSPAN18,0.174069275,0.495904232,0.826507054,0.782667733,1.10450269,0.043839321,0.374442142
TRAV4,0,0,0,0,0,0,0
TRBV25-1,0,0,0,0,0,0,0
TRBV6-5,0.122261781,0.183392671,0.305654452,0,0.06113089,0.305654452,0.427916232
TRBV24-1,0,0,0,0,0,0,0
DAB2IP,0,0,0,0,0,0,0
RBM24,0,0,0,0,0,0,0
SLC4A10,2.035490603,1.229236528,0.778973105,1.538528733,0.986225546,1.779953257,1.075738945
PRSS35,0,0,0,0,0,0,0
SCART1,1.741889135,1.053011384,0.647501427,1.44569755,0.978323308,1.416838971,0.789825504
IL23R,0.587580409,0.327178112,0.158292109,0.474720125,0.291718776,0.457581473,0.211294521
ME1,0.07740394,0.07914417,0.089388158,0.13190695,0.142150938,0.042518792,0.044259022
DKK2,0,0,0,0,0,0,0
LINC01644,0,0,0,0,0,0,0
FLT4,0.822429594,0.555611442,0.408275002,0.846354579,0.683085241,0.597408559,0.346523305
ADAM12,0.19852235,0.090148331,0.011823755,0.138423463,0.057734136,0.150247218,0.044237949
TRBV6-4,0,0,0,0,0,0,0
RP11-21J7.1,0,0,0,0,0,0,0
LTK,5.560521487,11.99369821,18.68731195,19.98949702,26.68311076,1.30218507,7.735361794
COLQ,5.71785211,4.819782758,4.758414127,7.124024796,6.880866871,4.183503604,3.467223546
RORC,0.868445743,0.49118386,0.246734223,0.726484084,0.46360331,0.664061228,0.305230482
TSPAN15,9.356898579,4.010099391,0,6.683498985,2.673399594,6.683498985,1.336699797
PLEKHA7,12.19766948,6.612968571,2.6975668,10.99916607,7.079274653,8.346495703,2.766284435
RP11-98G13.1,0,0,0,0,0,0,0
USP13,11.58636886,6.394097574,2.805436625,10.49017028,6.868177527,8.018051677,2.859112194
TMEM171,0,0,0,0,0,0,0
ROR2,0,0,0,0,0,0,0
DKK3,0.047343536,0.071015304,0.11835884,0,0.023671768,0.11835884,0.165702375
CXCR6,0.839964273,0.766356091,0.80042191,1.215728394,1.237487861,0.538370001,0.477068171
CPNE7,0,0,0,0,0,0,0
FSD1,1.493165355,1.871793399,2.444675494,2.823365584,3.336989662,0.971270254,1.409156314
ELOVL4,0,0,0,0,0,0,0
B3GALT2,0.643945587,0.509378795,0.471762915,0.741411851,0.682285408,0.484754553,0.371698323
TRAV1-2,0,0,0,0,0,0,0
IL17RE,1.514649456,1.010820091,0.786132385,1.187559623,0.863443811,1.395708295,0.991307035
KIAA1217,0.179353482,0.269030222,0.448383704,0,0.089676741,0.448383704,0.627737186
RAB6B,0.921130706,0.655023529,0.50604794,1.091705881,0.942730292,0.585657942,0.319550764
IL4I1,41.88483127,18.06504055,0.222441683,30.10840092,12.26580205,29.88595924,6.06616852
KIF5C,0.262121673,0.248352,0.26869243,0.388597058,0.403872899,0.170550513,0.161845428
IGFBP4,0.386044538,0.181721642,0.031643855,0.302869403,0.152791616,0.271225548,0.066902652
NTN4,0,0,0,0,0,0,0
CYP2E1,27.25266791,11.76441294,0.165507694,19.60245352,8.002567994,19.44674859,3.959473904
EEF1A1P14,1.28603702,0.734344324,0.36326711,1.181469891,0.801905214,0.903077412,0.359872179
ZBTB16,5.875280185,3.742659989,2.76535891,3.933578801,2.495440152,5.776595586,4.104812959
LINC00612,1.327414849,1.430975386,1.987748637,0.516105749,0.699108354,2.266063568,2.74339475
AL450992.2,0.979041091,2.937123273,4.895205455,4.895205455,6.853287636,0,1.958082182
TPT1P12,1.000548345,1.500822517,2.501370862,0,0.500274172,2.501370862,3.501919206
GTF3C1,70.38600529,41.03271992,21.70715323,64.92998645,44.91284374,50.13859339,21.47688403
AGAP1,0.109084755,0.075744084,0.06438448,0.078190474,0.057220935,0.109905328,0.086174591
A2M-AS1,9.349570036,5.821339707,3.777214975,8.206722732,5.863495977,7.420527983,4.191399677
GFPT2,0,0,0,0,0,0,0
CYTH3,16.43445172,11.03666459,8.166751891,15.98275788,12.63050857,12.63937218,7.723921669
ARSJ,1.025725047,0.468406339,0.067223077,0.713454155,0.298826277,0.780677231,0.236803138
BTG1P1,0.53932458,0.808986869,1.348311449,0,0.26966229,1.348311449,1.887636029
KLRB1,0.412549399,0.520322507,0.675904161,0.819461464,0.965494575,0.239042732,0.356364382
CFH,0.620437394,0.355430324,0.176563145,0.577505152,0.395662228,0.430699451,0.168668126
KRT17P8,0.412077459,0.351103916,0.407165012,0.178008182,0.152636275,0.585173194,0.605632653
NCR3LG1,1.130488645,0.532982681,0.09998377,0.854089904,0.414248079,0.822535264,0.231872213
PZP,2.752384358,3.675204091,5.811337494,0.372774467,1.358394732,6.066568344,8.139901214
AC007278.2,0.032931936,0.061710788,0.102851313,0.041042947,0.069821799,0.061808366,0.102948891
THEM5,0.518851632,1.556554897,2.594258162,2.594258162,3.631961426,0,1.037703265
TRBV6-2,0,0,0,0,0,0,0
TBC1D31,28.4231978,15.63530091,7.12448213,23.60779704,14.60677069,21.38539053,9.087701209
NCR3,0.999287837,0.533008289,0.244398171,0.643948978,0.306459225,0.888347148,0.470947234
SLC17A3,0.015496582,0.023244874,0.038741456,0,0.007748291,0.038741456,0.054238038
LINC00987,2.285417888,4.914019249,7.819881773,7.17387658,9.876508002,1.386305812,4.218138273
HNRNPA1P34,0.745825989,0.83945331,1.212898402,0.186190449,0.31705586,1.39908885,1.735295852
A2MP1,2.009779734,1.606333146,1.718348061,1.05878825,0.847116432,2.57730751,2.497547655
CCR5,131.6662984,70.97141631,29.33052615,111.9709017,69.06705312,95.26995985,35.83803615
WHRN,6.729454864,3.172587413,0.572881397,5.216602803,2.60268821,4.785807176,1.243148302
CERK,84.27737676,43.1355603,13.88638389,70.43561677,40.89504362,59.46320032,18.6127806
VDAC2P2,0.500559278,0.750838917,1.251398196,0,0.250279639,1.251398196,1.751957474
PHACTR2,78.4182671,40.55912631,14.04582789,64.4220479,37.2734503,56.72921189,19.50537029
LONRF3,5.61547986,2.467537844,0.124034676,4.078897239,1.728660903,4.022194234,0.880985386
GZMK,0.135552745,0.070201913,0.028251719,0.08875147,0.041150932,0.117003189,0.057302701
TMIGD2,10.57584094,30.91418086,51.32747637,51.34501514,71.72258673,0.374778009,20.74884185
FYCO1,13.46190949,12.59746338,13.56347281,19.27579414,19.89780793,9.152277659,8.631827186
MYBL1,1.944360806,0.883485039,0.11403134,1.373808448,0.584621426,1.457110341,0.415967897
WDR86-AS1,1.685757737,1.113506973,0.819085727,1.503456596,1.138557678,1.389147588,0.887374495
ABCB1,0.025787631,0.075357049,0.125595082,0.122252006,0.171821424,0.003343076,0.053581108
PHACTR2-AS1,14.28762032,7.177326098,2.434625883,9.651824385,4.447047014,11.83797006,5.189752988
TRBV6-1,0,0,0,0,0,0,0
DPP4,27.68679419,29.30145348,33.92856205,48.68070324,53.27680128,15.06224633,16.70791614
COL5A3,0,0,0,0,0,0,0
TRDV2,0.298252742,0.479042263,0.798403772,0.105543834,0.286333355,0.692859938,1.012221447
TRGJP,0,0,0,0,0,0,0
TRGV9,0,0,0,0,0,0,0
KLRC1,12.60432473,6.516943369,2.376570412,9.611532151,5.221151167,9.735042001,3.89766867
PLPP2,2.890335362,1.756285627,1.083267115,2.465862195,1.700587579,2.305156114,1.263362482
IL12RB2,0.654303754,0.31911881,0.082662569,0.48742329,0.242078769,0.49364351,0.167346845
EPHX4,2.005572663,1.156404065,0.615186831,1.699736562,1.112998619,1.539756823,0.736108934
TRGC1,0.168208697,0.11896334,0.099284669,0.149426378,0.119978535,0.147833422,0.108357237
TFCP2L1,0.149040512,0.071978261,0.016488808,0.115574743,0.059207484,0.107863987,0.031679541
LAG3,0.827569945,0.460169035,0.205131504,0.766948392,0.51191086,0.561816889,0.194415979
AF131217.1,1.016055074,0.544197526,0.211449295,0.906995877,0.574247645,0.695546582,0.223689034
SYNM,0.565655508,0.284758518,0.098781035,0.375816496,0.170082805,0.474597531,0.213456748
JAKMIP1,0.007456348,0.017007435,0.028345725,0.019409711,0.028960798,0.008936014,0.020274304
BOLA2B,17.89382434,10.97324521,6.494822808,17.87187759,13.3100823,12.21078364,5.373577398
COL6A2,0.028785457,0.043178185,0.071963642,0,0.014392728,0.071963642,0.100749098
RP11-445H22.3,0.051083447,0.153250342,0.255417236,0.255417236,0.35758413,0,0.102166894
KIF19,1.813435303,1.099605532,0.65031365,1.692348673,1.214991349,1.322689449,0.63692512
CACNA2D2,0.206228383,0.186242728,0.212940007,0.174454411,0.173961663,0.233414674,0.240619046
CYB561,28.78490555,12.67646931,0.688843603,20.96200149,8.941286305,20.60405262,4.52870586
UNC45B,0.143395031,0.075142943,0.029229999,0.109550757,0.060500316,0.11169572,0.046581128
LINC02218,0,0,0,0,0,0,0
PI3,0,0,0,0,0,0,0
TGM3,0,0,0,0,0,0,0
RP11-321E2.5,0,0,0,0,0,0,0
CSNK1A1L,0,0,0,0,0,0,0
CH17-296N19.1,0,0,0,0,0,0,0
CA4,0,0,0,0,0,0,0
BTNL8,1.312556464,0.602382945,0.084384356,0.962684141,0.436428065,0.960874653,0.25895862
RP11-676B18.1,0.053735619,0.038264572,0.031399048,0.053121911,0.044125911,0.043027615,0.029687043
SLPI,0.440623317,0.188838564,0,0.314730941,0.125892376,0.314730941,0.062946188
AP001434.2,0,0,0,0,0,0,0
SPATA20P1,0,0,0,0,0,0,0
CMTM2,0.952039068,0.46153021,0.124864756,0.644352262,0.282713856,0.769217017,0.30368111
MMP9,2.858087992,1.227814509,0.00681253,2.039544986,0.8171805,2.046357515,0.417446538
CHI3L1,0.916070603,0.535665404,0.314149101,0.676957764,0.412277879,0.794444481,0.457202864
RP11-7F17.3,0.09852234,0.04680127,0.010680624,0.067321493,0.029064722,0.078002117,0.028417172
KRT23,0.406597843,0.265095502,0.211958329,0.229867509,0.134338669,0.441825837,0.342715162
MANSC1,6.136759108,3.475354607,1.828233851,4.684862776,2.81626304,5.071418729,2.631493208
NECAB2,0,0,0,0,0,0,0
OTX1,0,0,0,0,0,0,0
CTD-2530H12.2,0.025988524,0.038982786,0.064971311,0,0.012994262,0.064971311,0.090959835
PGLYRP1,0.043363942,0.065045913,0.108409856,0,0.021681971,0.108409856,0.151773798
CXCL6,0,0,0,0,0,0,0
LRG1,28.56695108,12.69814434,0.98800327,20.54581623,8.712123623,20.79332831,5.048073109
KCNJ15,4.523388507,2.08093812,0.296046372,3.352620839,1.544607218,3.28779319,0.868464676
STEAP4,2.325415304,1.237775887,0.502360187,1.862440856,1.086921364,1.761118581,0.713582956
CXCL1,0.218915642,0.09382099,0,0.156368316,0.062547326,0.156368316,0.031273663
RP11-561P12.5,0,0,0,0,0,0,0
ANXA3,1.093668385,0.611196729,0.29654191,0.90169634,0.563648545,0.839084181,0.3800055
CYP4F3,8.265697473,5.664005577,4.456791862,7.450835822,5.845787412,6.972390906,4.768533704
ALPL,0.013514464,0.020271697,0.033786161,0,0.006757232,0.033786161,0.047300625
CTA-286B10.7,1.060143949,0.754094245,0.699409289,0.557414453,0.362847639,1.256823741,1.090655894
MGAM,0.987217543,1.162305291,1.724828137,0.212347349,0.429904567,1.937175485,2.457228861
RP11-455F5.3,0.263449841,0.112907075,0,0.188178458,0.075271383,0.188178458,0.037635692
CACNA1E,0,0,0,0,0,0,0
MGAM2,2.91180892,1.25729642,0.021882727,2.073611307,0.833821068,2.095494034,0.445358079
MTND4P22,0,0,0,0,0,0,0
NFE4,2.044639195,1.229676134,0.73951958,1.735368333,1.1823934,1.624032534,0.871887851
CD177,0.054883333,0.082325,0.137208334,0,0.027441667,0.137208334,0.192091667
RP4-673D20.6,0.003467011,0.005200517,0.008667528,0,0.001733506,0.008667528,0.012134539
BMX,0.387948677,0.581923016,0.969871694,0,0.193974339,0.969871694,1.357820371
KY,1.116063786,1.516679519,2.397452089,0.257362122,0.684047277,2.400784186,3.255487334
LUCAT1,5.297606216,2.463297806,0.402448076,3.941251221,1.847552466,3.867293392,1.065834007
RP1-229K20.5,9.035352837,3.872294073,0,6.453823455,2.581529382,6.453823455,1.290764691
KCNH7,0.064543204,0.042670419,0.032774828,0.049573933,0.035369656,0.059885969,0.04232187
RP11-875O11.3,0.09881653,0.148224795,0.247041325,0,0.049408265,0.247041325,0.345857854
KREMEN1,2.26792417,1.749259808,1.59570331,2.409623404,2.154904983,1.825539314,1.408036875
MME,5.107329471,8.887884309,13.22824485,13.59900769,17.69654167,2.799028491,6.822409893
NRBF2,178.0179742,92.71019114,33.76452514,143.45886,82.30156892,131.8105854,48.71442733
RP11-467L13.7,14.35250633,7.132350458,2.089384474,10.79916764,5.538585034,10.88594941,3.883410169
TNFRSF10C,20.36755051,10.66542769,4.485819862,13.45303078,6.408886548,17.61257498,8.774988567
RP11-206L10.2,11.51634324,6.439154936,3.061084863,9.907173744,6.364153441,8.49559118,3.583353101
AOC2,1.038557471,0.49210569,0.10968914,0.710487011,0.306132632,0.820176151,0.295662198
FAM157A,1.623108448,0.815418228,0.258036768,1.208480201,0.620988704,1.251543793,0.473963609
RP11-256L6.3,1.638736475,2.458104712,4.096841187,0,0.819368237,4.096841187,5.735577661
LINC01506,4.858219561,2.279639075,0.410773144,3.639450997,1.738595574,3.548572776,1.001981781
DSC2,1.191760607,0.587462412,0.170287126,0.852306377,0.409771562,0.935614539,0.356675873
IL1R2,268.42463,115.6989314,1.318194502,192.6201022,78.19707519,191.7248081,39.04139961
