GeneSymbol,Basophils LD,myeloid.dendritic.cells,pDCs
LINC01317,1.644260369,6.423765037,2.010809071
MTND5P24,0,0,0
VNN3,51.72605515,3.298389434,2.332121979
SLC45A4,2.645719049,4.362752284,0.597072455
GPR27,0.038830772,1.062194842,0
RP11-144A16.8,2.922716541,5.605834297,2.71671382
RP11-1228E12.1,0.618135673,3.30086749,1.033993876
LLNLF-173C4.2,0.09011967,3.637185385,1.557779146
TRDV3,0,0,0
TRDV1,0,0,0
RP11-277P12.6,0,0,0
AC069363.1,0.681399244,10.59466936,1.686722429
TRDC,0.289821031,0.472439634,0.274714788
AE000661.37,21.11929255,0,0
TRGV4,0,17.42676216,16.10662823
TRGV2,0,0.770249837,2.358659719
CYP24A1,0.467466223,0.221117949,0
KLRC4,0,0,2.529549532
KLRA1P,0.594182112,15.92573322,10.90459756
GS1-115G20.1,0,7.134702612,3.093097752
TRGV8,0,16.52028103,4.271480225
SERTAD1,6.270120857,64.94134816,13.41740736
IFNG,0,0,0
KIAA1671,0.293073727,1.637529627,0.634405691
RP11-305L7.1,0,0.793080358,0.144935463
MYO6,0.293751289,1.03482903,0.702198872
SGCD,0,0,0
GLB1L2,0.154816152,0.436665721,0.431302613
IKZF2,35.09500143,1.011116673,4.37063426
TRGJP2,0,0,0
RAP2A,2.426751853,47.16714084,11.66372838
GZMH,0.084318377,0.726086655,15.11922167
LINC02086,0.968111785,3.686574821,2.02755013
ABHD17A,1.009820007,16.62981119,5.585455574
RCAN2,0,0,0
RP11-204N11.1,0.010192567,0,0
TTC16,0.434910958,2.847773605,1.164394444
C8G,0,2.173929937,5.378441317
CADM1,0.04732398,82.6965598,0.475523772
TPRG1,0.325712879,7.732203111,0.502608817
KLHL4,0.00686951,0,0
TRGV5,0,34.38150459,39.72238413
SERTAD3,8.27475673,178.4664867,73.87035714
TIGIT,0.176462141,0,2.547448891
ENC1,0.544730983,25.73969906,0
GPR68,0.378443361,1.852127953,0
TRGC2,0,1.764979591,0.428007546
AC131056.3,0,0,0
WDR63,0,0,0.783467303
ERRFI1,0.071621832,1.832276248,3.47166806
LINC00944,0,1.049402604,0
KIF21A,0.40732218,0.972144899,0.298789665
IGLV3-13,0,0,0
ZNF365,0.107706283,0.740203307,0.382723537
TBKBP1,0.023134306,2.159234882,0.511020943
KRT8P48,0,0,0
ATP1A3,0.590905407,0.769507223,0.977377018
TUBB4A,0,0,0
TRGV3,0.110588124,92.1256634,71.9218139
CST7,5.979786012,139.3390515,0.217766819
RP4-800J21.3,0.318799513,0.695109175,1.259523238
MLF1,0.65683001,2.760364497,0.703517342
TRG-AS1,0.507316095,35.32606113,55.94530359
LINC00943,0,0,0
PTCH1,0.631195463,1.119748616,0.234253347
RALGDS,12.07318137,66.11874728,20.0384749
OR6N1,6.574650932,0,0
OR2I1P,19.82681412,0,0
RP11-529A4.7,5.589563071,0,0
DSG3,9.819347599,0.338118204,0.096069182
RP11-529A4.4,3.102633413,0,0
OR6N2,12.17833829,0,0
TRIM51BP,149.4442772,0,0
AKAP12,62.73789618,0.152126751,0.097356898
OR6K3,13.23454949,0,0
UBD,38.89537284,0.527980918,0
RP11-618I10.1,5.129578715,0,0
RP11-13A1.1,100.7133926,0,0.214979276
RP11-81M19.3,6.555701047,0,0
OR6K4P,13.60427742,0,0
RP11-163O19.8,3.737500048,0,0
TRIM49D1,147.7936733,0,0
TRIM51EP,25.64647989,0,0
RHOXF1P1,141.2453207,0,0
RHOXF1P2,12.92758544,0,0
KLHDC7A,7.741381044,0,0
TRIM64B,116.8883878,0,0.023522608
OR6K5P,6.812837565,0,0
TRIM49D2,94.71291336,0,0
CTNNA2,11.55393845,0.491382099,0.072286939
THSD7A,16.25594864,0,0.007704835
TRIM51,6.318062318,0,0
RP11-13A1.3,242.6841147,0,0
CCNA1,63.31860548,0,0
RP11-736I10.2,8.37586569,0,0.265344449
HRH4,68.50454532,1.84228872,0.664084586
CYP11A1,17.13193425,0.307009357,0
TEX101,29.87510464,0,0
KRT81,14.57822118,0,0.128408803
RP11-704M14.2,34.12263054,0,0
CAV2,58.25834036,1.99662685,0.465310121
LINC00929,14.73048306,0,0
IL1RL1,138.8609054,0.09681027,0.431688885
PTGER3,44.06963209,2.570813631,0.398036413
RP11-13A1.2,182.4827664,0,0
ITGB8,47.56438915,1.821198212,0.465296726
CEACAM22P,16.52604038,3.550700228,1.369311172
SHB,2.355866666,0.387741941,0
TRIM64,5.689804003,0,0
RP11-731J8.1,26.91217936,0,0
UGT2B11,113.3935574,0,0
RNU4-18P,234.8075737,0,0
HTR1B,2.045184442,0,0
OR2A4,11.02718044,0,0
LUM,20.71272228,0,0
CTAGE9,2.229198117,0,0
RP11-704M14.1,203.3401837,0,1.234988819
GNA14,13.92843964,0.103655419,0.454086232
IL4,103.2138519,0,0
RP3-333A15.1,23.63005785,2.248179936,0.378783974
CNTN4-AS1,7.084198396,0,0
RP11-1072A3.3,4.00705557,0.158435936,0.419078993
CD200R1L,64.51640663,0.521553471,0
LINC01105,4.914998454,0.57491153,0.171770398
OR14L1P,13.17692547,0,0
RGS13,30.04716114,6.341922935,3.126733784
CLC,2472.835677,0.569966789,0.733581097
GCSAML,297.1696919,1.926643631,3.823376544
CNTN4,1.63123141,0.231815412,0.055858133
RP11-180K7.1,52.93792994,0,0
EPAS1,139.9622129,0.314972068,0.448180522
RP11-454P21.1,29.00448218,0.707846166,0.489880639
HSD3B7,57.68185654,16.53306403,3.25924857
RP11-440I14.2,21.48502249,1.083801286,0
RP11-178F10.2,50.8704932,0,0
RP11-384P7.7,27.31015664,1.533753118,0.110570109
PTENP1-AS,37.6708455,1.914954313,0.515506089
DLGAP1-AS3,16.88591968,9.943605557,0.118387691
ENPP3,260.5820065,5.429798483,0.439543398
LINC01229,13.13729973,0,0.148213784
TCN1,552.4853096,1.018693461,3.28627736
CACNG8,4.202464271,1.39958749,0.496097475
PTENP1,6.71364095,0.569979418,0.044262413
AC006116.22,5.942720717,0,0
CTD-2311M21.3,1.217004082,0.572728335,0.067369484
AC104809.4,0,1.864245295,0
CROCC2,0,0.663830752,0
AC099552.2,0,0,0
CDKN1C,0.23165332,1.923894766,0.189021985
GPR20,0,0,0
SFTPD,0,1.059886537,0
PPP1R17,0,0,0
LYPD2,0,0,0
CTD-3064M3.3,0,0,0
AC104809.2,0,0,0
PTX4,0,0,0
C1QA,0,13.55072796,0
RP11-221J22.2,0.157344234,0.747516965,0.986247773
LINC02185,0,3.094104255,0
RP11-1008C21.1,0.126882982,0.231899014,0
PLAGL2,2.775297056,37.36779124,4.953383278
NEURL1,0.557082136,13.42826465,4.500645294
FIBCD1,0,0,0
KNDC1,0,3.496251798,0
LYNX1,0.035647979,0.944461258,0
LINC02085,0,5.936151172,0
C1QB,0,12.32505244,0
PLPPR4,0,0,0
ABCC3,2.405277891,18.31166899,4.787090797
PAPSS2,0.648645391,74.04728056,1.282090452
ITLN1,0.294829957,0,0
MRAS,0.136418512,26.72677177,0.150875962
TCF7L2,0.293648433,35.85178549,3.62776964
RP11-362F19.1,0.410458807,23.45281005,0.032771372
ZNF703,0,11.45155068,0.046850686
L1TD1,0.050501061,0.399720847,0.084564327
SIGLEC20P,0,27.45284874,0
C2,0.580445956,8.665012282,0.760529008
VMO1,0,5.638720038,0
OLFML2B,0,8.553798051,0
CKB,4.135186779,20.12789217,0.694509309
EPS8,0.887109673,67.83934123,1.421515381
TNFRSF8,0,22.67738807,1.808674185
SPRED1,0.076968026,5.609371103,0.226118715
MSR1,1.414145695,54.20849605,5.295441219
MAFB,0,51.71286501,0.046093678
TBC1D8,7.238751279,103.0950461,57.44280847
CTB-114C7.4,0,6.103133069,0
CASP5,0,8.49621614,0
MERTK,0,0,0.913664414
FMNL2,3.447088747,27.61302887,15.27680722
SMIM25,1.133157924,82.14655823,0.651853958
GPBAR1,0.436378278,295.2195553,2.391616078
AATBC,0.310760287,47.85687995,1.013425163
AP2A1,10.59746361,217.0470934,30.11701286
SASH1,0.013025818,0.75672214,0.044248138
SLC24A4,0.435019188,47.37091553,1.469295582
CTSL,0.516153084,67.8368771,0.310736527
AC011899.9,1.858245845,36.951587,0.090054814
TMTC1,0.178161723,0.684633594,0.307791241
CTD-2006K23.1,0.370514141,362.3115041,0.714551346
MS4A7,1.119016018,505.5243654,6.386387901
OSGIN1,0.195480123,9.109673999,0
MS4A14,0,58.43733829,0.094572931
ZMYND15,0,4.691763554,0.236279141
SLC37A2,1.100869758,193.2818507,5.680916888
PDK4,1.14800552,54.75151333,0
RRAS,0.047089082,11.55741726,1.295062092
MS4A4A,5.277301299,136.9201393,62.03263583
RP1-228H13.2,0,17.14984983,0
CALML4,0.371983679,39.53840678,4.501467946
SYT17,0.290962039,4.098721275,0.905382928
NID1,0,14.47636222,0
MYOF,0,213.0006151,51.52941957
CXCR2P1,0.227681847,40.87512415,79.9380345
LOXL3,0.16248188,67.73649541,0.298930207
CDK2AP1,1.379233651,144.3635419,4.638644669
C10orf105,0.072529213,12.25950078,0.635951917
TPPP3,0.024296465,125.3455989,4.049443093
CTC-205M6.1,0,7.84204819,0.911183749
CDH23,0.819330233,57.86520582,75.72084491
C1QC,0,2.813497493,0
CD300E,0.438320566,491.0731552,0.491202026
CSF1R,4.105363568,1917.819941,143.2606196
C12orf74,0,0,0
CTD-2509G16.3,0,0,0
RP11-731F5.2,0,0.653012169,0
KLK1,0,0.983760834,0.787667619
PLEKHG7,0,0.898905492,0.470211885
NTNG1,0.027009108,0.181342785,0.038239444
PRAMENP,0,0,0.096467062
COL4A3,0.004879828,1.723642083,0.273289858
ZNF860,0.023478212,0.093135186,0
FCRL2,1.726751634,6.578212004,2.80912919
CD24,0.375509808,4.2776191,0.670702579
DNAJC5B,0.087109221,1.426714238,0.572704796
RP11-444D3.1,0,0,4.778795239
TBC1D27,0.563567714,3.126595004,1.644688129
PAX5,0.104129428,0.817885134,0.271947282
CTD-2509G16.5,0.329764344,7.487692455,2.576647282
TNFRSF13B,0.208682343,2.466101827,1.128570083
COL4A4,0.010977796,1.256061905,0.526142021
RP11-588H23.3,0.763801707,2.562996254,0.729642378
EBF1,0.134559065,0.688568859,0.014860976
OSBPL10,0.59050773,5.747239582,3.579802377
WNT16,0,0,0
COCH,0.352134856,0,1.921839157
CTD-2363C16.2,0,0,0
SSPN,0.811258988,2.042627177,0.091713542
ZNF587P1,0,0,0
RP11-498M5.2,0,2.91225788,0.388583143
MTND5P5,0,8.695832762,2.789816232
RP11-785D18.3,0,0,0
DOK7,0,1.023977691,0
TAS1R3,0.282555818,0.355904973,0
POU2AF1,0.638820296,3.328359306,1.208534998
CPNE5,0.299439204,5.61502352,0.837100904
CD19,0.560213203,5.238907712,0.622198134
BLK,0.144389418,1.488633321,8.505860071
SYBU,0.09448868,0.148849988,0
AL928768.3,1.109079771,1.58520951,1.011325122
MS4A1,0.710567047,7.566766546,1.366388617
EBI3,0,6.43843453,0
AC008697.1,0.165435063,0.474290548,0.497907614
FCRLA,0.328467342,2.272948407,166.7668123
LCN10,0,0,0
LINC01781,0,0,0
ZBTB32,0.305946103,2.202210313,0.04838324
BANK1,6.959314149,141.3580152,34.75154013
RP11-148O21.4,0,0,7.497455001
FCRL5,1.569531789,4.402306507,14.28636379
AIM2,4.016925091,26.32297679,0.586317402
TNFRSF13C,0.465825098,4.522240933,5.330159234
RP11-148O21.2,0.09337733,0,3.331727168
CECR7,3.017062909,14.34116857,6.850277455
SEMA4B,2.895465502,47.07334169,5.660838974
TLR10,0.314135094,140.3108815,60.65392282
RALGPS2,10.04919618,13.43122199,19.68303371
LINC01857,0,0,0
RP11-404F10.6,0,2.725484255,0
CD79A,0.46659722,9.081268429,30.20745525
CNR1,0,0,0
CD40,3.390793292,97.33042743,21.60690267
SOX5,0.695037977,1.426483849,2.979100293
SYNPO,0.191542817,0.917664585,0.183933168
HRK,0.057775416,0.633050173,0.17808076
PNOC,0,0.546244729,53.70201137
IGLVI-70,0,0,0
RP11-428G5.5,0.767613156,0.429915033,0
DNAH8,0.067556192,0,0
RP11-511B23.1,0,0,0.092892532
LINC00494,0,0,7.586041295
EHD3,0.390148769,6.631943614,0.506161364
COBLL1,4.182312055,8.022914595,132.5500286
ANGPTL1,0.399264394,0.920807764,1.385780281
RP11-380I10.4,0,0,0
CDK14,7.951655162,32.19879898,4.677593635
AK8,0,0,0.04156068
PLPP3,0.205651005,0.824833274,0.448315731
ILDR1,0.220270654,1.140381088,0.269119524
CYB5R2,0.194203929,2.322179529,0.151758581
AC007386.2,0.405025423,0.872381348,0.645448687
Mar-02,1.670774088,0,0
CD207,0,86.96657629,0.044548672
RP11-389C8.2,0,82.18313354,0
CD1E,0,587.6833542,0
CD1B,0,76.22261235,0
ENHO,0.113313226,95.23660561,0
ZNF366,0.118904774,167.4527627,2.223111338
MRC1,0.064812564,107.0313488,1.158732479
RP11-863P13.3,1.586484451,111.1035738,2.06245281
EHF,0,28.22321158,0
CLEC10A,0,2497.763123,5.660502699
LRP1B,0,17.00511822,0.857574559
KCNK13,0,15.74684455,0
FZD2,0,17.82425194,0.91082504
HTR7,0,48.51572025,0
CYP2S1,0.799763595,507.83103,2.340888823
CACNA2D3,0,459.5712053,13.45468449
IDO1,6.556030755,406.723245,0
FPR3,0.668116468,131.9036589,0.099098723
RP6-91H8.3,3.220065309,176.113631,3.087205753
SDS,0.822338551,78.93938875,2.479770195
MPP3,0.130742367,57.0751703,0.343161235
CLIC2,0.21100101,453.8104273,12.34721742
DCANP1,0,10.44889634,0.477679638
VSIG4,0.776917631,297.6521295,0
RAB7B,0,34.78923084,1.468954876
CDS1,0,10.22050571,0
RTN1,0,353.9401544,0
CLEC9A,0,68.58262792,0
IDO2,0.847162552,34.46062355,0.577438483
PTGFRN,0,23.29577079,0
NDRG2,3.382252755,2400.870706,33.38418825
LGALS2,0,786.6310472,0.87690955
PID1,0.127299982,478.675352,0.288548362
GRIP1,3.40952997,335.4419659,10.01625533
EPHB3,0.053331989,12.63916328,0.303667408
CES1,0.146971407,739.9231823,6.579179236
DTNA,3.210753456,134.570118,4.848751975
MSLN,0,28.78603798,0
CD1C,0,4395.916334,0.116538663
RP11-426C22.4,0.515715338,94.60646372,0
LEKR1,0.318848681,296.2661666,4.591173147
LAYN,0.068470823,48.52754229,0.064800849
FLT3,5.42783712,645.261372,168.5309233
TACSTD2,0,36.31824238,0
KCNK6,20.13655124,267.4045805,19.9523695
KCTD12,0.058746293,253.6026454,18.79389237
PKIB,1.626365602,205.5138816,2.98668525
SEZ6L,0,112.7298854,0
CTTNBP2NL,0.786874543,110.918264,21.5427211
SLAMF8,0.031928145,242.6700955,0
UPK3A,0,109.2309358,9.16186661
HBEGF,0.153716922,231.9223688,0.231358094
FAM20C,0,24.76113075,1.01079466
FAM109A,2.401002812,143.5410833,2.226945798
MTMR11,0.797941361,876.4283532,1.791911039
KLF4,0.066683636,689.8986464,12.38990029
VEGFA,0.416384462,10.7625962,0
RP11-426C22.5,4.590580946,222.3103283,3.977809204
KCNMB1,0.687471611,106.962469,7.460491485
CD1D,0.02836687,1136.735504,0.219143364
RP3-522P13.3,0.350600204,75.64711933,4.75368485
ID1,2.846471983,158.5900375,1.778744389
CTB-113D17.1,0.021761551,30.10912895,0.338157973
CCSER1,0.51360284,188.9817055,3.331377537
ACPP,0.122621712,322.5281652,4.544042391
DFNA5,0.083776773,88.91188324,0.698990082
SDSL,0.262728769,78.10816845,13.11808858
SHTN1,0.067287374,417.1979113,91.77494664
C1orf127,0.516884715,15.48336878,1.590170694
MAP3K20,1.318709187,299.8954261,3.882322687
MARVELD1,0,77.7843888,1.471120553
DSE,3.027900252,169.1033934,18.27150379
NUDT16P1,1.009617587,168.5282868,0.655912996
CD33,33.47653381,2079.148499,6.972500442
SNX30,2.120597226,151.5623971,8.041234343
FAM129B,0.668086544,46.35776167,0.123745437
SNAI1,1.525829039,74.24734553,6.884063354
APBA1,0.137435594,17.37846638,1.159359693
PPFIA4,0.214776367,107.3045384,5.781422474
SCT,0,0,75.98995268
LINC01478,0,0,61.00507308
RP11-73G16.2,0,0,276.3401878
RP11-71G12.1,0.116890084,0.418825481,409.2200021
KCNK10,0.047831701,1.079082227,37.84504221
EPHA2,0,1.001403407,70.73714087
KRT8P5,0,0,19.91919656
CUX2,0,0.184319383,42.54075109
LINC01724,0,0,66.67045374
AC011893.3,0,0,114.7760401
SCARA5,0.012528763,5.240967463,143.0127781
KCNA5,0,0,79.53415452
LINC00475,0,0,64.72184694
KRT5,0,0,173.356799
SLC35F3,0,0.777572895,27.7256078
EWSAT1,0,0,7.968036369
RP11-203M5.6,0,10.75965836,2045.410869
PTPRS,0.515990482,2.925546777,149.4779321
SLC12A3,0.113589583,1.941163813,125.5559956
LINC01225,0,0,140.1698632
BEND3P2,0,0,4.435010043
SRPX,0,0,27.9971626
TTC39A,0.732948523,1.449625745,136.3545884
PTCRA,0.064250769,0.438023807,128.1357844
SLC9C2,0,1.31161557,13.74155187
RP4-647C14.2,0.121957685,4.235047921,66.41963197
ZFAT,5.443331116,35.15325401,940.4313434
NRP1,0.398107541,21.5153828,480.8118828
NAT8L,0,0,9.804846164
KLHL33,0.699125215,4.284653122,40.383963
CLEC4C,3.805526284,10.29946232,526.9417311
PHEX,0.015869823,0.198002464,55.34326129
SHD,0,0,137.618107
CYP46A1,1.21475404,3.497016691,47.72166677
PROC,0,0.409529966,76.91192515
CTD-2547E10.6,0,5.254970939,44.76880769
P3H2,0.902061353,50.86646702,215.8726023
C5orf64,0.661408256,3.09835955,51.91167004
DNASE1L3,0.176910587,158.1328269,419.9957547
SMPD3,4.33462669,31.18121975,483.1078833
CTSV,0.240280153,16.30583234,32.06105441
RP4-799P18.4,0,0,47.58944492
PLVAP,0.189257873,5.663957651,113.2366081
SERPINF1,2.360364355,295.1814452,2694.003475
AC023590.1,1.465091997,15.99222628,336.5278586
SCAMP5,0.400204386,0.678587291,401.2972785
TPM2,0.386752211,6.805662741,393.281665
GPR39,0,3.270052834,4.809926799
CRYM-AS1,0.687634674,6.677445219,50.63821936
COBL,0,0,10.28331444
LAMP5,0,29.13037229,410.5698333
TNFRSF21,0.348342406,35.79201527,518.4853135
LRRC36,1.154706445,10.18749925,71.17653674
RP11-426L16.10,0,2.242443223,47.81708416
RASD1,0.314738096,5.003845862,79.02292047
SMIM5,0.393782983,4.118609789,73.94143046
KIRREL3,3.914868484,23.8238861,132.5501873
CRYM,0,0.328576916,133.853822
PDZRN3,0,0,15.04487019
SLC7A11,0.354003337,0.879825426,12.80853752
MAP1A,0.071448696,0.552803925,97.11211276
RP3-416J7.4,0,0,14.66859819
COL26A1,0,0,23.23922614
RP11-610P16.1,1.126663066,22.12139778,158.262666
RP5-906A24.1,0,0,18.39528485
CYYR1,0.502758324,2.945128973,112.6893979
ZNF556,1.086086658,5.395430493,27.17406592
LINC01375,0,0.934658506,16.6019622
PLXNA4,0.233762455,0.60080968,75.51293984
LINC00996,0.757439299,2.971885697,362.3871648
RP11-71L14.3,0.120330518,0.513423348,18.80553009
PPM1J,0,49.49244991,372.7920075
MROH9,0,0,5.207975814
PALD1,0.0867377,16.88854427,47.23958136
FAM221B,1.579700838,16.97356163,54.48863553
GUCY2D,0.032017616,10.01551728,17.97721051
KCNK1,0,0,8.891206198
BEND6,1.537746217,19.44325626,31.52915851
LILRA4,0.04853589,61.59309245,5347.79059
IGHV3OR16-12,0,0,0
SDC1,0,0,0
IGHV3OR16-7,0,0,0
DPEP1,0,0,0
IGHV3-75,0,0,0
IGKV2OR22-4,0,0,0
IGHV3-54,0,0,0
IGHV3-79,0,0,0
IGHV1OR15-2,0,0,0
IGKV1OR10-1,0,0,0
IGHV3OR16-15,0,0,0
BHLHA15,0,0,1.300944606
RP11-295P22.2,0,0,0
IGHV3OR15-7,0,0,0
IGHV3-60,0,0,0
IGHV7-34-1,0,0,0
IGHV3-6,0,0,0
IGHV3-25,0,0,0
IGHV3-42,0,0,0
RP11-812E19.9,0,0,0
IGHV1OR16-4,0,0,0
GLDC,0.730243185,3.007504921,1.294395498
IGHV3-62,0,0,0
HRASLS2,0,0,1.776479773
OXCT2,0,3.332768751,0
RP11-1166P10.8,0,0,0
IGHV3-47,0,0,0
GPRC5D,0.172066367,0,0
IGF1,0,0,0
IGLV2-33,0,0,0
UNC13C,0.215696946,0.939861365,0.28730955
IGHV3-63,0.223725718,0,0
IGHV4-80,0,0,0
IGHV3OR16-8,0,0,0
CAV1,0.299159165,0,0
IGHV3-52,0,0,0
IGHV3-71,0,0,0
IGHV3-19,0,0,0
IGLV10-54,0,0,0
IGHV3-38,0,0,0
IGHV1OR15-9,0,0,0
IGKV3D-11,0,0,0
IGHV3-41,0,0,0
IGKV2-40,0,0,0
IGKV1D-17,0,0,0
MIXL1,0.402999446,1.699116182,0.569860907
IGHV3OR16-9,0,0,0
IGHG4,0.15967656,0.998736171,0.421206092
IGKV1-6,0,0,0
IGHV7-81,0,0,0
TXNDC5,1.701697885,24.77215376,104.8013336
IGKV2D-30,0,0,0
IGHV4-55,0,0,0.551425368
IGLV1-50,0,0,0
TNFRSF17,0.61570193,1.941713667,22.32782991
IGKV1D-13,0,0,0
IGHV4-28,0,0,0
IGHV3-72,0.381000959,0,0.361703363
IGKV3D-20,0,0,0
IGKV3-7,0,0,0
RP11-361C13.1,0,0,0
IGHV1OR15-4,0,0,0
IGKV1-17,0,0,0
IGHV1-12,0,0,0
IGHV2-70D,0,0,0
IGHGP,0.040303331,0,0.35519105
MIR650,0,0,0
IGKV3OR2-268,0,0,0
IGKV6-21,0,0,0
IGHV3-64,0,0,0
IGKV1D-16,0,0,0
IGHA2,2.063871549,1.834402393,2.653847087
IGLV3-27,0,0,0
IGLV2-8,0.695193832,0.927176713,0.213207397
IGKV2-24,0,0,0
IGHV3-22,0,0,0
IGLV8-61,0,0,0.32264095
RP11-290F5.1,4.049678793,6.670893257,2.569679868
IGLV1-36,0,0,0
AP001171.1,0,0,0
AC010745.4,0,0,0
CD34,0.186255227,1.587951081,0.338381002
HTR1F,0.056588331,0,0
MMP2,0,0,0
PROM1,0.036407095,0,0
EGFEM1P,0.194784781,0.914784913,0.201914025
REN,0,0,0
AC092646.2,0,0,0
DYTN,0,0,0
TM4SF1,0,0,0
DPYSL3,0,0,0
DNTT,0,0,0
NPTX2,0,0,0.584906258
SLC8A3,0.03157664,0,0
C3orf80,0,0,0
NKAIN2,0.010170913,0.305180006,0
FREM1,0,0,0
ZNF385D,0.03771935,1.497832972,0.116651516
MPL,0,0,0
CYTL1,0.256699445,0,0
TMEM246,0.006996626,0,0
MPDZ,0,0,0
EMID1,0.08135705,0,0
MDGA2,0.01056065,0.205339077,0.077045731
KIAA0087,0.161131649,0.815761519,0.16913902
CALN1,0.05439146,0.46741148,0.199121905
PLOD2,0.487401872,3.215410219,1.006020447
IGLL1,0,0.544773647,0.511325937
AJ006998.2,1.068767106,6.447262645,1.969564596
SULT1C4,0.537603631,2.526070203,1.915089461
SMIM24,0.148923888,0,0
RNU6ATAC6P,3.643882696,0,0
PTRF,0.380035343,1.206286213,0.263198013
RP11-354E11.2,1.776589299,8.612669852,3.805369221
HOXA3,0.131553936,0,0.028862582
HOXA7,0,1.399505516,0.383422097
TIMP3,0,0,0
RP11-477J21.6,0.135600481,0,0
CRISPLD1,0.258882037,0,3.86121521
AC007319.1,0,0,0.952767018
NYNRIN,0.363501591,1.569568449,0.812683441
PCYT1B,0.854977954,1.120241641,0.215828876
EPX,0.119333164,1.290312027,0.14256582
TCTEX1D1,0,0.938898225,0
LRP4,0.004892887,0,0
AADAT,0,0.769267008,0.043446215
CCDC175,0,0.32521265,0
KCNIP3,0.456396684,0.119390582,0
RP11-328D5.4,0.029073862,0.191912244,0.010088064
MYCT1,0.480175028,0.468653848,0
MAMDC2,0,0,0.193616842
ERG,1.715573356,7.345993235,0
HOXA6,0.248398318,0.307879109,0.621260973
ST6GAL2,0.320095027,0.977241369,0.262128414
RP13-786C16.1,0.073781799,0,0
AC098617.1,0.084646516,0.734941717,0.234565537
CPXM1,0.053787091,2.918805385,1.047772592
HMGA2,0.349033844,2.795365532,1.00598233
CBX2,0.015344536,1.344000185,0.21420976
SRPX2,0.064737162,0.382560086,0.163967888
EGFL7,0,2.243817165,6.383633087
KIAA1211,0.073193122,0,0
MYOZ3,0.0962465,0.672053894,0.393406643
CRHBP,0,7.093615578,0
PDE3A,0.013015961,0.204787893,0.012240294
ROBO4,0,13.32291965,0
PRSS2,0,0,0
SERPINE1,0.200735,2.74699108,0.48014003
CASC15,1.231296447,3.721599908,1.581229253
KLF1,0.024896706,0,0
LINC01122,0.210618925,1.779738024,19.9224622
BAALC,0,0.81232162,0
SYTL4,0.450920213,2.552769421,2.495594166
ZBTB8A,0.939806017,4.441626438,2.406155516
TFPI,3.77430889,15.40944902,32.96319741
HOXA10-AS,0.772843459,1.93400505,0.770512248
SCHIP1,1.882512521,13.3655888,18.10822491
RXFP1,0.193110922,0,0
