GeneSymbol,naive.CD4.T.cells,naive.CD8.T.cells,naive.B.cells,monocytes,NK.cells ,myeloid.dendritic.cells
SLC40A1,0.847782427,0.847782427,0.847782427,0.847782427,0.847782427,0.847782427
SLC4A10,0.919346072,0.919346072,0.919346072,0.919346072,0.919346072,0.919346072
SLC7A7,0.780656384,0.780656384,0.780656384,2.965866846,0.780656384,0.780656384
SLC9A3R1,0.679878215,0.679878215,0.679878215,0.679878215,2.289442704,0.679878215
SLIRP,0.654049388,0.654049388,0.654049388,1.586210712,0.654049388,0.654049388
SMAP2,0.672496116,0.672496116,0.672496116,0.672496116,0.672496116,0.672496116
SMARCB1,0.712959271,0.712959271,0.712959271,0.712959271,0.712959271,2.134764062
SMCO4,0.785853868,0.785853868,0.785853868,0.785853868,0.785853868,0.785853868
SMDT1,1.25933506,1.230749,1.353156965,1.039605077,0.396704125,1.246528549
SMIM14,0.738724446,0.738724446,0.738724446,0.738724446,0.738724446,2.401330279
SMIM5,0.946149168,0.946149168,0.946149168,0.946149168,0.946149168,125.0343302
SMPD3,0.927533517,0.927533517,0.927533517,0.927533517,0.927533517,85.56011052
SNAP23,0.68750282,0.68750282,0.68750282,0.68750282,0.68750282,0.68750282
SND1,0.73912154,0.73912154,0.73912154,0.73912154,0.73912154,2.405460872
SNF8,0.687223549,0.687223549,0.687223549,0.687223549,0.687223549,1.822265497
SNHG7,0.617676242,0.617676242,1.861119699,0.617676242,0.617676242,1.557467441
SNHG8,1.333094398,1.629576947,1.308088882,0.967574054,0.435018574,1.251849028
SNRNP25,0.807042988,0.807042988,0.807042988,0.807042988,0.807042988,4.833882466
SNRPB,0.540037136,0.540037136,0.540037136,0.540037136,1.78933654,1.641827262
SNRPD2,1.332719,1.317316771,1.024047241,0.892832355,1.076977554,1.098611491
SNRPE,0.549409674,0.549409674,0.549409674,1.445900045,0.549409674,1.50418758
SNRPF,0.57437547,0.57437547,0.57437547,0.57437547,0.57437547,1.332273381
SNRPG,0.546539319,0.546539319,0.546539319,1.451852919,0.546539319,1.801032014
SNRPN,0.586793758,1.616861392,0.586793758,0.586793758,0.586793758,2.164985133
SNU13,0.523596143,1.305129196,0.523596143,1.132099292,0.523596143,1.363121057
SNX10,0.732662982,0.732662982,0.732662982,0.732662982,0.732662982,0.732662982
SNX17,0.626405372,0.626405372,0.626405372,0.626405372,0.626405372,1.600768443
SNX2,0.657158074,0.657158074,2.80567198,0.657158074,0.657158074,0.657158074
SNX3,0.461213719,0.461213719,1.673779296,1.606374703,1.320812462,1.866514531
SOD1,1.33758093,1.283932348,0.443586254,0.443586254,0.443586254,0.992609557
SOD2,0.671681878,0.671681878,0.671681878,2.026428753,0.671681878,0.671681878
SON,1.268529108,1.208174634,1.30865194,1.017525626,1.476768347,1.360051883
SOX4,0.814548635,0.814548635,0.814548635,0.814548635,0.814548635,3.915078732
SP100,0.614521973,0.614521973,0.614521973,0.614521973,0.614521973,0.614521973
SPAG7,0.682155554,0.682155554,0.682155554,0.682155554,0.682155554,1.797211551
SPARC,0.946276854,0.946276854,0.946276854,0.946276854,0.946276854,0.946276854
SPCS1,1.229909606,1.227225794,0.468713306,1.235479187,1.445198642,4.53633753
SPCS2,0.549867745,0.549867745,0.549867745,0.549867745,1.548877727,2.277946331
SPCS3,0.705058294,0.705058294,0.705058294,0.705058294,0.705058294,3.424792381
SPG21,0.671437894,0.671437894,0.671437894,2.015292896,0.671437894,0.671437894
SPI1,0.686594925,0.686594925,0.686594925,3.31862767,0.686594925,0.686594925
SPIB,0.81700028,0.81700028,0.81700028,0.81700028,0.81700028,13.31835601
SPINT2,0.680511632,0.680511632,0.680511632,0.680511632,0.680511632,3.475260474
SPN,0.689151972,0.689151972,0.689151972,0.689151972,2.672518842,0.689151972
SPOCK2,0.636771224,1.383144193,0.636771224,0.636771224,0.636771224,0.636771224
SPON2,0.825484981,0.825484981,0.825484981,0.825484981,11.05404811,0.825484981
SQSTM1,0.630598362,0.630598362,0.630598362,0.630598362,0.630598362,0.630598362
SRGN,0.457778938,0.770630231,0.457778938,2.401499453,2.283040978,1.902499081
SRI,0.628724533,0.628724533,0.628724533,0.628724533,0.628724533,1.636407755
SRP14,1.118925537,1.074085678,1.208741693,1.144954047,1.40011642,2.58392906
SRP19,0.689798598,0.689798598,0.689798598,0.689798598,0.689798598,1.938051391
SRP72,0.669098468,0.669098468,0.669098468,0.669098468,0.669098468,1.715725497
SRPRA,0.739482261,0.739482261,0.739482261,0.739482261,0.739482261,1.269292808
SRRM2,0.569880581,0.569880581,0.569880581,0.569880581,0.569880581,1.39811449
SRSF2,1.174155674,1.263665574,0.474156627,1.128645191,1.606702073,1.20594125
SRSF3,1.182344307,1.170195262,0.433172154,1.242029968,1.503956497,1.240625918
SRSF5,1.331173788,1.27173314,1.256012802,0.813310333,1.184627993,0.901755898
SRSF7,1.160550077,1.14913654,1.255306007,0.875775521,1.370892879,1.251430118
SRSF9,0.576544223,0.576544223,0.576544223,1.538133523,1.665855627,1.728359033
SSNA1,0.658173599,0.658173599,0.658173599,0.658173599,0.658173599,1.748640215
SSR1,0.653571901,0.653571901,0.653571901,0.653571901,0.653571901,1.943904415
SSR2,1.179727386,1.138333712,1.125730389,0.986069287,1.365467075,1.487380466
SSR3,0.679269818,0.679269818,0.679269818,1.627129633,0.679269818,3.06527927
SSR4,1.109119503,1.0829884,0.933393865,1.295279382,1.397689209,2.893738321
ST13,1.434017529,1.400047187,1.112545836,0.955218594,0.481168188,0.99986322
ST6GALNAC4,0.852573986,0.852573986,0.852573986,0.852573986,0.852573986,8.606930344
STK10,0.689985902,0.689985902,0.689985902,0.689985902,0.689985902,0.689985902
STK17A,0.555020132,1.467703648,1.189205368,0.555020132,1.952793788,0.555020132
STK17B,1.42118112,1.306779023,0.492548707,1.196958791,0.492548707,1.019042879
STK4,0.52256123,1.390387654,0.52256123,0.52256123,1.540254666,0.52256123
STMN1,0.745010615,0.745010615,0.745010615,0.745010615,0.745010615,5.255310577
STUB1,0.633797234,0.633797234,0.633797234,0.633797234,0.633797234,1.675214881
STX11,0.806890113,0.806890113,0.806890113,0.806890113,0.806890113,0.806890113
STX7,0.722019693,0.722019693,3.53123141,0.722019693,0.722019693,2.09109346
STXBP2,0.633735761,0.633735761,0.633735761,2.413905344,0.633735761,1.233220872
SUB1,1.082470974,0.980875038,1.145572977,1.415425407,1.320127973,2.068384957
SULF2,0.844116346,0.844116346,0.844116346,0.844116346,0.844116346,2.042765256
SULT1A1,0.769678402,0.769678402,0.769678402,0.769678402,0.769678402,0.769678402
SUMO3,0.631892049,0.631892049,0.631892049,0.631892049,0.631892049,1.758565606
SUN2,1.345931589,1.317549558,0.515719492,0.515719492,1.928757266,0.515719492
SUPT4H1,0.654541396,0.654541396,0.654541396,1.619001051,0.654541396,1.667195697
SVIP,0.658267135,0.658267135,0.658267135,0.658267135,0.658267135,1.694171151
SWAP70,0.7906673,0.7906673,0.7906673,0.7906673,0.7906673,0.7906673
SYK,0.776077695,0.776077695,0.776077695,0.776077695,0.776077695,3.276936762
SYNE2,0.699166803,0.699166803,0.699166803,0.699166803,0.699166803,0.699166803
SYNGR2,0.698837806,0.698837806,0.698837806,0.698837806,0.698837806,1.897340473
SYPL1,0.670057241,0.670057241,0.670057241,0.670057241,0.670057241,0.670057241
TACC1,0.747722898,0.747722898,0.747722898,0.747722898,0.747722898,2.935636226
TAF7,0.596365732,0.596365732,0.596365732,0.596365732,0.596365732,0.596365732
TAGLN2,0.443917833,0.782927438,1.378665638,1.253856044,1.392665275,3.171435146
TALDO1,0.594288452,0.594288452,0.594288452,2.140594468,0.594288452,1.425316547
TAOK3,0.654096453,0.654096453,0.654096453,0.654096453,0.654096453,1.608422387
TAP1,0.673526418,0.673526418,0.673526418,0.673526418,0.673526418,1.052710144
TAPBP,0.529940948,0.529940948,1.157534065,0.529940948,1.872467323,1.195793463
TAX1BP3,0.810808359,0.810808359,0.810808359,0.810808359,0.810808359,1.695032519
TBC1D10C,1.000988368,1.335475213,0.524004897,0.524004897,1.828489982,0.524004897
TBCA,0.496624691,1.289916422,0.496624691,1.411675215,0.496624691,1.595098055
TBCB,0.633827834,0.633827834,0.633827834,0.633827834,0.633827834,1.740305926
TBXAS1,0.819517291,0.819517291,0.819517291,0.819517291,0.819517291,0.819517291
TCEA1,0.58875983,0.58875983,0.58875983,0.58875983,0.58875983,1.430886713
TCEB2,0.972041016,0.945920877,0.989600253,1.940616581,1.296993405,1.134697502
TCF25,0.58701195,0.58701195,0.58701195,0.58701195,0.58701195,1.406074171
TCF4,0.824745407,0.824745407,0.824745407,0.824745407,0.824745407,32.05489636
TCF7,1.815337908,1.68097416,0.585212441,0.585212441,0.585212441,0.585212441
TCF7L2,0.867090748,0.867090748,0.867090748,0.867090748,0.867090748,0.867090748
TCIRG1,0.738366288,0.738366288,0.738366288,0.738366288,0.738366288,0.738366288
TCL1A,0.762379699,0.762379699,6.478428605,0.762379699,0.762379699,2.959862423
TECR,0.625838298,0.625838298,0.625838298,0.625838298,0.625838298,1.390592836
TERF2IP,0.607230686,0.607230686,0.607230686,0.607230686,0.607230686,0.607230686
TESC,0.827224183,0.827224183,0.827224183,0.827224183,0.827224183,0.827224183
TGFB1,0.605375808,0.605375808,0.605375808,1.333939405,2.451954834,0.605375808
TGFBI,0.779553604,0.779553604,0.779553604,3.121098833,0.779553604,6.819487355
THEMIS2,0.720765807,0.720765807,0.720765807,0.720765807,0.720765807,0.720765807
THOC7,0.655594447,0.655594447,0.655594447,0.655594447,0.655594447,1.77170112
TIMM10,0.713978768,0.713978768,0.713978768,0.713978768,0.713978768,1.970380848
TIMM13,0.664261126,0.664261126,0.664261126,1.861487504,0.664261126,2.044230315
TIMM8B,0.696638392,0.696638392,0.696638392,0.696638392,0.696638392,1.982086909
TIMP1,0.658670501,0.658670501,0.658670501,2.024103634,0.658670501,0.658670501
TKT,0.570690042,0.570690042,0.570690042,2.665522085,0.570690042,0.570690042
TLE4,0.651045844,0.651045844,0.651045844,0.651045844,0.651045844,0.651045844
TLN1,0.673538609,0.673538609,0.673538609,0.673538609,0.673538609,0.673538609
TM9SF2,0.745527605,0.745527605,0.745527605,0.745527605,0.745527605,3.336248738
TMA7,1.154561186,1.175351865,0.854542697,1.034290105,1.297512261,1.380773514
TMBIM4,0.577212076,0.577212076,0.577212076,1.639785445,0.577212076,1.27908081
TMBIM6,1.196809935,1.122698412,1.123651983,1.16765522,1.504172126,1.891797068
TMCO1,0.664946427,0.664946427,0.664946427,0.664946427,0.664946427,1.883115566
TMED10,0.630170383,0.630170383,0.630170383,0.630170383,0.630170383,2.793048246
TMED2,0.56940665,0.56940665,0.56940665,0.56940665,1.478722454,1.986703831
TMED9,0.642166139,0.642166139,0.642166139,0.642166139,2.020184292,3.04361251
TMEM109,0.710406194,0.710406194,0.710406194,0.710406194,0.710406194,2.292905459
TMEM123,1.485114168,1.357789886,0.913722502,0.982721964,0.466131426,0.922667337
TMEM141,0.743290099,0.743290099,0.743290099,0.743290099,0.743290099,2.577439491
TMEM147,0.671021839,0.671021839,0.671021839,0.671021839,0.671021839,1.785137492
TMEM14B,0.595152674,0.595152674,0.595152674,0.595152674,0.595152674,1.550440364
TMEM14C,0.710764221,0.710764221,0.710764221,0.710764221,0.710764221,2.257147745
TMEM160,0.629823245,0.629823245,0.629823245,1.411930977,0.629823245,1.457288219
TMEM165,0.671235171,0.671235171,0.671235171,0.671235171,0.671235171,0.671235171
TMEM167A,0.691471994,0.691471994,0.691471994,2.179639262,0.691471994,0.691471994
TMEM179B,0.707564299,0.707564299,0.707564299,0.707564299,0.707564299,2.054097402
TMEM219,0.618133293,0.618133293,0.618133293,1.731223362,0.618133293,1.50410218
TMEM258,1.159425034,1.138721147,0.433711726,1.387525148,1.42628468,2.585716211
TMEM40,0.959673784,0.959673784,0.959673784,0.959673784,0.959673784,0.959673784
TMEM50A,0.594072667,0.594072667,0.594072667,1.426422662,0.594072667,1.59320649
TMEM59,0.501005961,0.501005961,0.501005961,1.380400249,1.570685303,1.722672135
TMIGD2,0.801681034,0.801681034,0.801681034,0.801681034,0.801681034,3.4458286
TMSB10,1.231421558,1.062726055,1.162016126,1.467970764,0.93610664,0.678488741
TMSB4X,0.909548796,0.710047263,0.531198845,1.904785122,1.417280584,0.437544858
TMX1,0.728654291,0.728654291,0.728654291,0.728654291,0.728654291,2.346530604
TNFAIP2,0.809688273,0.809688273,0.809688273,3.2446278,0.809688273,0.809688273
TNFAIP8,0.59042011,0.59042011,0.59042011,0.59042011,0.59042011,0.59042011
TNFRSF13C,0.785047707,0.785047707,4.750709031,0.785047707,0.785047707,0.785047707
TNFRSF1B,0.70657322,0.70657322,0.70657322,2.153261272,0.70657322,0.70657322
TNFRSF21,0.945449715,0.945449715,0.945449715,0.945449715,0.945449715,505.4191273
TNFSF10,0.709575881,0.709575881,0.709575881,0.709575881,0.709575881,0.709575881
TNFSF13B,0.738294086,0.738294086,0.738294086,3.083076812,0.738294086,0.738294086
TNRC6B,0.590225627,0.590225627,0.590225627,0.590225627,0.590225627,1.273862575
TOMM7,1.489017467,1.215484628,0.989730197,0.914271343,0.817016577,0.982864309
TPI1,0.479639453,0.87357185,0.479639453,1.89409482,1.708153281,0.973806399
TPM1,0.858875542,0.858875542,0.858875542,0.858875542,0.858875542,0.858875542
TPM2,0.928381941,0.928381941,0.928381941,0.928381941,0.928381941,429.5248145
TPM3,1.076581271,1.077863582,1.154575835,1.283930896,1.4487196,1.320534203
TPM4,0.711720352,0.711720352,0.711720352,0.711720352,0.711720352,1.798672161
TPP1,0.715547149,0.715547149,0.715547149,2.265495153,0.715547149,2.014161662
TPR,0.645220583,0.645220583,0.645220583,0.645220583,0.645220583,1.519532133
TPST2,0.706181677,0.706181677,0.706181677,0.706181677,3.4831305,0.706181677
TPT1,1.473868547,1.272985687,0.665988906,1.409939191,0.543769123,1.016309176
TRA2B,0.495033447,0.967419064,0.495033447,1.295704478,1.141182595,1.492411901
TRABD,0.6680975,0.6680975,0.6680975,0.6680975,0.6680975,2.84651334
TRAC,1.669103501,1.652015697,0.423947139,0.423947139,0.423947139,0.423947139
TRAF3IP3,1.338504594,1.214314581,1.247188301,0.439765084,1.499690554,0.439765084
TRAF4,0.872945768,0.872945768,0.872945768,0.872945768,0.872945768,11.85287306
TRAM1,0.570152581,0.570152581,0.570152581,0.570152581,0.570152581,1.930246504
TRAPPC1,0.498592338,0.498592338,0.498592338,1.335866316,1.713130528,2.011819104
TRBC1,1.312088841,1.233206122,0.604403336,0.604403336,1.467687696,0.604403336
TRBC2,1.616103976,1.587715186,0.461848504,0.461848504,1.026227275,0.461848504
TRDC,0.792358847,0.792358847,0.792358847,0.792358847,5.385283467,0.792358847
TREML1,0.960983232,0.960983232,0.960983232,0.960983232,0.960983232,0.960983232
TRGC1,0.83019444,0.83019444,0.83019444,0.83019444,0.83019444,0.83019444
TRGC2,0.764580632,0.764580632,0.764580632,0.764580632,0.764580632,0.764580632
TRIM22,0.716187605,0.716187605,0.716187605,0.716187605,0.716187605,2.128650958
TRIM44,0.739252197,0.739252197,0.739252197,0.739252197,0.739252197,1.268464327
TRMT112,1.225841387,1.275825779,1.011145122,1.105128605,1.274476011,1.647691405
TSC22D1,0.892287202,0.892287202,0.892287202,0.892287202,0.892287202,0.892287202
TSC22D3,1.292866234,1.372548802,1.49979368,0.834759443,0.980860981,0.614385192
TSC22D4,0.606946151,0.606946151,0.606946151,0.606946151,2.071493372,0.606946151
TSPAN13,0.82486343,0.82486343,0.82486343,0.82486343,0.82486343,10.56625381
TSPO,0.487049651,0.487049651,0.487049651,2.506296927,0.487049651,0.640037738
TSPYL2,0.711527606,0.711527606,0.711527606,0.711527606,0.711527606,2.125372147
TSTD1,0.572820456,1.229154657,0.572820456,0.572820456,0.572820456,1.202921675
TTC3,0.616286303,1.141489331,0.616286303,0.616286303,0.616286303,1.503043258
TTC38,0.856316471,0.856316471,0.856316471,0.856316471,7.826651637,0.856316471
TUBA1A,1.27447374,1.281037285,1.374950427,1.223293993,0.487485431,0.896291873
TUBA1B,1.046089605,0.522485461,0.522485461,1.134664189,1.579045372,2.349451937
TUBA4A,0.637096889,0.637096889,0.637096889,0.637096889,0.637096889,0.637096889
TUBB,0.537425174,1.308043305,0.537425174,0.537425174,1.809902771,1.263390172
TUBB1,0.935396081,0.935396081,0.935396081,0.935396081,0.935396081,0.935396081
TUBB4B,0.735152651,0.735152651,0.735152651,0.735152651,0.735152651,0.735152651
TWF2,0.664252263,0.664252263,0.664252263,0.664252263,0.664252263,1.717927487
TXN,0.611452368,0.611452368,0.611452368,1.76924254,0.611452368,6.792574162
TXNDC17,0.746298322,0.746298322,0.746298322,0.746298322,0.746298322,0.746298322
TXNIP,1.026330044,1.042944124,1.175215321,1.291058774,1.373962278,0.470713052
TXNL4A,0.703794644,0.703794644,0.703794644,0.703794644,0.703794644,2.095169839
TYMP,0.637072025,0.637072025,0.637072025,3.501154669,0.637072025,0.637072025
TYROBP,0.583875044,0.583875044,0.583875044,3.366316468,2.357947372,2.111581253
UBA52,1.22340994,1.176014206,1.135551138,1.34347996,0.596531702,0.959726485
UBAC2,0.70976052,0.70976052,0.70976052,0.70976052,0.70976052,0.70976052
UBB,1.028203639,1.118012386,1.377981949,0.74104066,2.201224438,1.827231941
UBC,0.990634198,0.930856716,1.140046911,0.967709127,1.488619546,2.00967033
UBE2D2,1.351894979,1.327726515,1.523553695,0.47437833,1.531952078,1.491162162
UBE2E2,0.818087494,0.818087494,0.818087494,0.818087494,0.818087494,3.856817691
UBE2E3,0.719538154,0.719538154,0.719538154,0.719538154,0.719538154,2.195188778
UBE2J1,0.70944062,0.70944062,0.70944062,0.70944062,0.70944062,4.110501565
UBE2L3,0.605354133,0.605354133,0.605354133,0.605354133,0.605354133,1.459602403
UBL5,1.058680587,1.020507415,1.109312248,1.390241959,1.348120286,1.758768814
UBL7,0.77006093,0.77006093,0.77006093,0.77006093,0.77006093,2.912784782
UBXN1,1.280290844,1.246576385,1.395608348,1.104184039,1.427186024,1.039161074
UBXN4,0.644242503,0.644242503,0.644242503,0.644242503,0.644242503,1.708707148
UCP2,1.12066262,1.044759644,1.460328768,1.112647796,1.618495831,2.952455057
UFC1,0.541646082,1.253638541,0.541646082,0.541646082,1.195432787,1.535651413
UFM1,0.699956676,0.699956676,0.699956676,0.699956676,0.699956676,2.063291706
UGCG,0.845669412,0.845669412,0.845669412,0.845669412,0.845669412,63.65219396
UNC119,0.770598793,0.770598793,0.770598793,0.770598793,0.770598793,0.770598793
UNC93B1,0.781485884,0.781485884,0.781485884,0.781485884,0.781485884,6.418186748
UQCR10,0.915838721,1.231079804,0.477842472,1.463430525,1.432440437,1.611610735
UQCR11,0.984893258,0.958287035,0.966188989,1.594133456,1.273003806,1.573884879
UQCRB,1.298165415,1.347109473,0.815280253,1.333672574,0.867379049,0.859978442
UQCRC1,0.693458794,0.693458794,0.693458794,0.693458794,0.693458794,0.693458794
UQCRFS1,0.616075006,0.616075006,0.616075006,0.616075006,0.616075006,1.481757886
UQCRH,1.124771276,1.111551818,1.269779342,1.511556011,1.209377682,1.136976956
UQCRQ,0.491415448,1.154289731,0.491415448,1.563872377,1.535491644,1.819836499
USF2,0.719468173,0.719468173,0.719468173,0.719468173,0.719468173,2.47480526
USMG5,1.178871516,1.138211703,0.438161259,1.467856803,1.408243442,1.864594018
UTRN,0.71140986,0.71140986,0.71140986,0.71140986,0.71140986,0.71140986
UXT,1.308431229,1.323574602,1.248189802,1.113540735,0.447275075,1.046707436
VAMP2,1.267202115,1.27820629,1.230152297,0.871451438,1.329309141,0.975504469
VAMP5,0.666894706,0.666894706,0.666894706,0.666894706,0.666894706,0.666894706
VAMP8,0.48060186,1.03612466,0.48060186,1.990122016,1.59264961,3.648698716
VAPA,0.539167908,0.539167908,0.539167908,1.344670075,0.539167908,1.248464839
VASP,0.593097876,0.593097876,0.593097876,1.498443792,2.020728967,0.593097876
VCAN,0.729882477,0.729882477,0.729882477,3.161650681,0.729882477,0.729882477
VCL,0.814273316,0.814273316,0.814273316,0.814273316,0.814273316,0.814273316
VCP,0.705662365,0.705662365,0.705662365,0.705662365,0.705662365,2.006203726
VEGFB,0.880142924,0.880142924,0.880142924,0.880142924,0.880142924,10.71495397
VIM,1.017191989,1.054900458,0.297148406,1.762287968,0.297148406,1.675863934
VIMP,0.708566847,0.708566847,0.708566847,0.708566847,0.708566847,7.693019938
VMP1,0.671557884,0.671557884,0.671557884,1.904641845,0.671557884,0.671557884
VPREB3,0.805078082,0.805078082,4.411204839,0.805078082,0.805078082,0.805078082
VPS28,0.558376743,0.558376743,0.558376743,1.36089392,0.558376743,1.159473512
VPS29,0.627079109,0.627079109,0.627079109,1.679755663,0.627079109,1.570903763
VPS35,0.702734449,0.702734449,0.702734449,0.702734449,0.702734449,0.702734449
WARS,0.803985837,0.803985837,0.803985837,0.803985837,0.803985837,0.803985837
WAS,0.611249077,0.611249077,0.611249077,0.611249077,0.611249077,0.611249077
WASF2,0.6213259,0.6213259,0.6213259,0.6213259,0.6213259,0.6213259
WBP2,0.696494194,0.696494194,0.696494194,0.696494194,0.696494194,0.696494194
WDR1,0.600283301,0.600283301,0.600283301,0.600283301,1.906880074,1.568804646
WDR83OS,0.545043127,0.545043127,0.545043127,1.6213482,1.755293595,1.139539023
WIPF1,0.57068937,0.57068937,0.57068937,0.57068937,1.852311588,0.57068937
WSB1,0.606889756,0.606889756,0.606889756,0.606889756,0.606889756,0.606889756
XBP1,0.604874266,0.604874266,0.604874266,0.604874266,2.437184765,2.195568519
XCL2,0.838616283,0.838616283,0.838616283,0.838616283,8.670759595,0.838616283
XRCC5,0.573416539,0.573416539,0.573416539,0.573416539,0.573416539,1.281013599
XRCC6,0.569194033,0.569194033,0.569194033,0.569194033,0.569194033,1.266716844
XRN2,0.65136736,0.65136736,0.65136736,1.475218374,0.65136736,0.65136736
YBX1,0.962080489,1.085995238,1.21264531,1.475109064,1.072260092,1.115205163
YBX3,0.734856047,0.734856047,0.734856047,2.67834254,0.734856047,0.734856047
YPEL5,0.530401779,1.375367393,0.530401779,1.192590012,1.171862638,2.158817175
YWHAB,1.170887702,1.098517163,1.08321328,1.318634539,1.373161235,1.342863798
YWHAE,0.670916256,0.670916256,0.670916256,1.889359591,0.670916256,1.92532687
YWHAH,0.697742339,0.697742339,0.697742339,0.697742339,0.697742339,0.697742339
YWHAQ,0.583631096,0.583631096,0.583631096,0.583631096,2.055905253,1.204711716
YWHAZ,1.121970798,1.102190617,1.286758131,1.339915698,1.431070725,1.593456421
ZAP70,0.680880635,0.680880635,0.680880635,0.680880635,3.069934665,0.680880635
ZBTB7A,0.732820263,0.732820263,0.732820263,0.732820263,0.732820263,0.732820263
ZDHHC12,0.744624687,0.744624687,0.744624687,0.744624687,0.744624687,2.419049469
ZEB2,0.69532182,0.69532182,0.69532182,2.342487548,0.69532182,1.73952226
ZFAND5,0.659282586,0.659282586,0.659282586,1.968351337,0.659282586,0.659282586
ZFAS1,1.15038298,1.228734506,1.238292181,1.324680059,0.370941079,0.824641584
ZFP36,0.895293983,1.041992387,0.976473844,1.897688214,1.370007688,1.27116495
ZFP36L1,0.561390895,0.561390895,1.154447334,2.040140948,0.561390895,0.561390895
ZFP36L2,1.362225052,1.264909921,0.762507393,1.174397374,1.014520696,0.790650938
ZNF207,0.616907754,0.616907754,0.616907754,0.616907754,0.616907754,1.550760558
ZNF385A,0.82585646,0.82585646,0.82585646,0.82585646,0.82585646,0.82585646
ZNF428,0.678287205,0.678287205,0.678287205,0.678287205,0.678287205,1.750832157
ZNF703,0.862965897,0.862965897,0.862965897,0.862965897,0.862965897,0.862965897
ZNF706,0.596542294,0.596542294,0.596542294,1.350188091,0.596542294,2.310246263
ZNF90,0.571071299,1.427750755,0.571071299,0.571071299,0.571071299,1.236534086
ZNHIT1,0.625374156,0.625374156,0.625374156,1.528576106,0.625374156,1.652237398
ZYX,0.693006311,0.693006311,0.693006311,0.693006311,0.693006311,0.693006311
BIN2,0.530524595,1.315416512,0.530524595,0.530524595,2.152784068,0.530524595
NR4A1,0.781322533,0.781322533,0.781322533,0.781322533,0.781322533,0.781322533
ATG101,0.78714458,0.78714458,0.78714458,0.78714458,0.78714458,3.672222205
EIF4B,1.363245329,1.318116089,1.248613777,1.035985426,0.451728405,1.024708047
ITGB7,0.697766964,0.697766964,0.697766964,0.697766964,0.697766964,0.697766964
PFDN5,1.126569346,1.068454238,1.14883944,1.616634349,0.657716004,0.672317964
PRR13,1.064939667,1.094617131,1.361810222,1.386881844,1.54627578,1.113885921
ATP5G2,1.051014846,1.007986864,1.070087287,1.708322922,1.126414294,1.202049261
HNRNPA1,1.311564481,1.387084272,1.08081452,0.833950877,1.111802579,1.071787835
COPZ1,0.68804356,0.68804356,0.68804356,0.68804356,0.68804356,1.948878037
ZNF385A,0.82585646,0.82585646,0.82585646,0.82585646,0.82585646,0.82585646
NCKAP1L,0.693443295,0.693443295,0.693443295,0.693443295,0.693443295,1.873357496
BLOC1S1,0.562587101,0.562587101,0.562587101,1.657310809,0.562587101,1.200552986
CD63,0.619015831,0.619015831,0.619015831,1.9453324,3.241036636,1.40164125
RPS26,1.058339168,1.082400605,1.029792475,1.366285577,1.260789905,1.452260941
PA2G4,0.577770766,1.236598382,0.577770766,0.577770766,0.577770766,1.357530798
RPL41,1.351021537,1.406114263,1.21912181,0.589512318,0.432727161,0.769559422
MYL6B,0.87733664,0.87733664,0.87733664,0.87733664,0.87733664,0.87733664
MYL6,0.876290973,0.845496156,0.970030448,1.483452426,1.698570782,2.057353648
CNPY2,0.678792695,0.678792695,0.678792695,0.678792695,0.678792695,0.678792695
ATP5B,0.51670137,0.51670137,0.51670137,1.332583636,1.691226187,2.405842232
PTGES3,1.357422433,1.287766307,0.481950112,1.060395112,0.960516596,1.200875725
NACA,1.288345593,1.318790577,1.053174119,1.101523169,0.719582427,1.702774563
ARHGAP9,0.671397648,0.671397648,0.671397648,0.671397648,0.671397648,1.870302185
MARS,0.830036658,0.830036658,0.830036658,0.830036658,0.830036658,0.830036658
DCTN2,0.726959015,0.726959015,0.726959015,0.726959015,0.726959015,0.726959015
OS9,0.691847754,0.691847754,0.691847754,0.691847754,0.691847754,2.157382703
March9,0.849415931,0.849415931,0.849415931,0.849415931,0.849415931,0.849415931
GNS,0.822196519,0.822196519,0.822196519,0.822196519,0.822196519,0.822196519
TMBIM4,0.577212076,0.577212076,0.577212076,1.639785445,0.577212076,1.27908081
IRAK3,0.848238898,0.848238898,0.848238898,0.848238898,0.848238898,0.848238898
RAP1B,0.57329065,0.57329065,0.57329065,0.57329065,2.406719429,0.57329065
LYZ,0.817335712,0.815625941,0.787928976,3.739294023,0.838540894,0.769932537
RP11-1143G9.4,0.702234977,0.702234977,0.702234977,3.276145684,0.702234977,0.702234977
TMEM19,0.820065309,0.820065309,0.820065309,0.820065309,0.820065309,0.820065309
GLIPR1,0.645145627,0.645145627,0.645145627,2.1518903,0.645145627,2.364935502
NAP1L1,1.244450929,1.274408654,1.165511673,1.184951862,0.295489152,1.093169996
OSBPL8,0.655278024,0.655278024,0.655278024,0.655278024,0.655278024,0.655278024
ZDHHC17,0.858122172,0.858122172,0.858122172,0.858122172,0.858122172,0.858122172
PPP1R12A,0.674092749,0.674092749,0.674092749,0.674092749,0.674092749,0.674092749
DUSP6,0.746257697,0.746257697,0.746257697,2.78149278,0.746257697,0.746257697
ATP2B1,0.714237525,0.714237525,0.714237525,0.714237525,0.714237525,0.714237525
LINC00936,0.669903877,0.669903877,0.669903877,2.196181057,0.669903877,0.669903877
BTG1,1.433854574,1.382228568,1.465104707,0.649551828,1.139029858,0.541137296
