,GSM480959,GSM480960,GSM480961,GSM480962,GSM480963,GSM480964,GSM480965,GSM480966,GSM480967,GSM480968
1370101_at,3.417332364,3.442366016,3.287391065,3.464407563,3.40641872,3.32412038,3.350275416,3.387121924,3.292748801,3.401879863
1370102_at,5.357921761,5.485083481,5.771558017,5.606661787,6.144312905,5.731040263,5.829423049,5.877847642,5.607370203,5.735556397
1370103_at,5.446044358,5.023567645,6.249030117,5.574039634,6.928717245,5.793113924,5.502989803,5.261238116,5.858414299,5.727451957
1370104_at,4.943082063,4.066250424,4.774960993,3.669195737,4.249348132,4.082664443,4.391718726,3.876382418,4.405962166,3.948210265
1370105_at,5.715519331,5.440455569,5.435477507,5.156728991,5.277857047,4.999872764,5.311908587,5.248247959,5.246106106,5.000959811
1370106_at,3.577566924,4.166376056,4.202214909,4.29315012,4.381368244,4.49877726,3.845802901,3.928585613,3.775714596,3.816125372
1370107_at,4.593741401,4.646488407,5.010153451,4.972824756,5.16648015,4.999591246,4.823528932,4.866147927,5.01841615,4.986672215
1370108_a_at,4.771981488,4.811112381,5.719619104,5.616601618,6.008872524,6.086273848,5.4762386,5.067375644,5.439409619,5.210368231
1370109_s_at,12.79331132,12.97935133,12.7785324,12.80303219,12.71862402,12.61617618,12.83023493,12.87037826,12.87188556,12.87480611
1370110_at,4.252360119,4.400342984,4.466603484,4.836271013,5.009172322,5.146695582,4.413685986,4.768891821,4.676062473,4.717038089
1370111_at,6.384884471,5.646861583,6.72571296,6.793467203,7.397626627,7.236418541,7.121403915,7.036304004,6.988282423,6.823953421
1370112_at,7.102439141,7.745773613,6.823772624,7.17747126,7.227554903,6.894357127,7.209603153,7.708097995,6.836705171,7.196018386
1370113_at,5.288164762,4.586412417,5.014890866,4.313114309,4.913796282,4.314357199,5.376624511,4.73752957,5.316050434,5.06842072
1370114_a_at,5.061301676,5.467997822,5.078771537,5.15063762,4.788200688,4.711471039,5.631514876,4.886683524,4.900765591,4.901983997
1370115_at,4.030379672,4.44475748,4.142409206,4.506923756,4.181367705,4.569901213,4.377757615,4.429171746,4.254379733,4.342821441
1370116_at,6.76452801,7.417768669,7.464276054,7.916323616,8.862135357,7.455876111,7.958825247,8.308133854,7.586556654,8.134729222
1370117_at,3.454362192,3.55929537,3.550937053,3.512803297,3.4473702,3.684583469,3.42174135,3.35886515,3.474083295,3.290852893
1370118_at,4.784260114,4.906154847,4.679090551,4.658705201,4.853009254,4.953292101,4.854916376,4.850975078,4.81300566,4.707890503
1370119_at,5.454246375,5.794107202,5.349198736,5.15720369,5.458380676,5.200307164,7.16304895,6.263898936,7.483192716,6.886085293
1370120_at,3.527530662,7.31282292,3.520698454,6.399473178,3.52667138,4.938707655,3.619513912,5.981303109,3.472790707,5.121653994
1370121_at,7.675290799,8.274889997,7.904104319,7.977653659,8.261702204,7.508656563,8.119775294,8.187848032,7.956580193,8.139123897
1370122_at,4.102153166,4.531942793,4.546498383,4.879364568,4.340703641,4.545016915,4.041518127,4.094669818,3.928276863,4.226331602
1370123_a_at,7.471303737,8.304932852,7.288183914,7.339479432,7.697162729,6.560535642,7.349253006,7.737287301,6.855833379,7.303420074
1370124_at,13.30634944,10.61344261,13.09720029,10.89900844,12.54578434,11.32634585,12.51866638,10.80250155,12.32884178,10.80676115
1370125_at,4.189452803,4.195976277,4.283812563,4.532900076,4.874578911,4.368832347,4.813975947,4.561009793,4.330925579,4.250868408
1370126_at,3.152370947,3.283858993,3.127325414,3.133957589,3.319350691,3.386061388,3.115298686,3.061729705,3.229010784,3.222191153
1370127_at,5.752140275,5.907947848,5.383920811,5.529089204,5.117229142,5.452067012,5.838870912,5.741379306,5.752997945,5.591452232
1370128_at,5.231286455,5.58774309,5.595941217,5.396182846,5.698484851,5.499257107,5.672555479,5.597186525,5.460837316,5.617052183
1370129_at,6.628714107,6.812064304,6.494131192,6.589011194,7.264494614,5.924379002,7.191658424,7.563192733,6.364708222,6.593338285
1370130_at,10.00617086,10.61605052,9.579484245,9.902567146,9.596782362,9.137663903,10.13434268,10.33902359,9.599887197,9.976929367
1370131_at,8.522292655,10.61861313,7.946305263,9.327338433,7.697243789,7.125160237,7.783679505,9.133773503,6.79122441,8.580711164
1370132_at,7.867970267,7.972088077,8.257020896,8.346496483,8.819122172,8.600746059,8.34168355,8.454832684,8.077602068,8.384186272
1370133_at,6.223970944,6.864166462,6.324374279,6.519551835,6.566493564,6.528068548,6.574939091,6.667110184,6.613356157,6.670202197
1370134_at,7.545468803,7.843719768,7.204140142,7.480294028,7.277600833,7.18549997,7.359623116,7.616063283,7.142876111,7.324711497
1370135_at,7.192468902,6.895032583,6.041604635,5.322116437,6.02780557,3.717398729,5.706538103,4.980208179,4.251455281,4.379770554
1370136_at,5.292695251,5.901752297,5.190058821,5.238926544,5.458691223,5.180370288,5.724849512,5.896811642,5.211919531,5.524187238
1370137_at,4.129701756,4.700696385,4.21801103,4.664279785,4.889748232,3.994792067,4.623454457,4.910012353,4.291237281,4.326153102
1370138_at,3.790234002,3.989652404,3.581278307,3.817974985,3.688221951,3.764539593,3.791678335,3.594762607,3.863328395,4.145091554
1370139_a_at,3.456776265,3.376960759,3.631472343,3.495382958,3.55852342,3.640820093,4.613004211,4.265626492,5.174012039,4.875390252
1370140_a_at,3.992032957,3.97869041,3.874079974,3.764429126,4.008816368,4.053398494,3.684333832,3.854377696,3.806944827,4.284777862
1370141_at,7.71860674,8.315632231,7.039991497,7.291463425,7.389166624,6.49580724,7.533545234,7.81097095,7.131196313,7.482836679
1370142_at,4.900782633,4.914196585,4.782430098,4.627190108,5.086901055,4.972703727,4.854413452,4.914196585,5.026235647,4.983727082
1370143_at,6.91522414,6.413730462,6.255126582,5.759216767,6.09069581,5.487476491,5.915406703,5.454009381,5.714421382,5.312133054
1370144_at,6.832027575,7.370470322,7.007207792,7.122295206,6.868347586,6.658705838,7.086664377,7.182545288,7.198961173,7.246033515
1370145_at,4.858292388,5.348555447,5.12849051,5.49111673,5.344453726,4.737514326,4.733494678,5.067375644,4.389466484,5.110690614
1370146_at,6.503700151,7.055182529,7.104197943,7.548091778,8.275839059,7.047771284,8.403405262,8.85772122,7.728760724,8.401838323
1370147_at,3.245656984,3.600427277,3.300629441,3.305317401,3.390781515,3.20385273,3.316178369,3.397545799,3.258058834,3.343025747
1370148_at,4.483981292,4.881302031,4.739133289,4.574296289,4.548689968,4.702785814,4.494294145,4.711724988,4.583679653,4.450762946
1370149_at,3.704849692,3.197064712,3.505493703,3.328455318,3.477819687,3.598206604,3.612071126,3.488410189,3.41751593,3.333670595
1370150_a_at,4.553482414,3.973498268,4.150457162,4.003756179,4.215321824,4.255639315,3.964611273,3.569986543,3.954583592,3.812434314
1370151_at,3.509353097,3.610636601,3.671244802,3.643116865,3.970657871,3.558936959,3.688358169,3.689753641,3.699200704,3.908739646
1370152_at,3.666709628,3.705421443,3.485300792,3.713784826,3.544494828,3.637640031,3.332998124,3.443448225,3.453959637,3.585926956
1370153_at,5.67497116,5.923426112,5.785251507,5.807152799,5.491918579,6.030938419,5.852577448,6.019478447,5.293615983,6.133557562
1370154_at,6.501138255,5.753027965,6.484936833,5.824697264,6.591063654,6.422094061,11.38712315,11.56232184,11.98878511,12.28868673
1370155_at,7.692797071,13.06402261,7.195854918,12.63852926,6.295355708,11.79988601,6.144660009,11.91839426,5.984495161,11.59364923
1370156_at,12.63424444,12.7217314,12.46252516,12.5643489,12.15956885,12.30093549,12.33575807,12.36549473,12.20624706,12.32039352
1370157_at,3.461727675,4.076545137,3.39592244,3.644754322,3.456430329,3.324522045,3.514802147,3.33080622,3.32542463,3.515951002
1370158_at,10.85152533,11.10009789,10.8388195,11.0362757,10.71308554,10.71224037,10.45628886,10.49406482,10.40632368,10.46692667
1370159_at,6.139608954,6.122842858,5.827663104,5.549742387,5.081763252,5.472111652,5.765727904,5.611586453,5.661574224,5.418698078
1370160_at,9.220192061,9.378546066,9.126303196,9.217850366,8.924638663,9.151762282,9.096676306,9.163793767,9.05811118,9.101194426
1370161_at,10.10877085,13.02565349,9.540817183,12.85388687,8.562864198,12.09886644,8.65780754,12.16376926,8.396840075,11.96651244
1370162_at,8.308852521,7.976854714,8.06368056,7.831980411,7.464746396,7.476794573,7.684509131,7.624495163,7.844016538,7.621141298
1370163_at,10.81503924,11.23901771,10.61478713,10.81581186,10.1194075,10.25325546,10.10866508,10.25211999,10.07222682,10.12475052
1370164_at,9.617022521,9.091763127,9.295097209,8.939785775,8.925021189,8.769007727,9.279146542,9.225815245,9.220325652,9.176438534
1370165_at,3.324606735,3.43221935,3.30816703,3.396938401,3.32565934,3.495465066,3.268317502,3.151179863,3.407294453,3.51130933
1370166_at,10.03389198,10.18411653,9.304703056,9.303157346,8.625151901,8.181210214,8.607403164,8.623940892,8.192876763,8.199256871
1370167_at,9.491062912,9.97453122,8.893895492,9.132289407,8.327650647,7.978815202,8.237085388,8.431425915,7.611225372,7.939727773
1370168_at,11.68058183,11.61345225,11.6946192,11.62988339,12.14536106,11.35306138,12.13386841,11.88593096,11.87870563,11.85019165
1370169_at,9.004255548,9.153793613,8.826527456,9.165835198,8.664961994,9.164483165,9.191309024,9.347191882,9.199160418,9.100055681
1370170_at,10.33084509,10.30394878,10.29787569,10.26647808,10.24744066,10.08567735,10.5244103,10.38509113,10.33514224,10.26541059
1370171_at,10.01099889,9.827079603,9.8906065,10.00145779,10.13825103,10.11099153,10.14907968,10.06934998,10.21642967,9.936911274
1370172_at,9.082233799,9.106948204,9.066272015,8.865219954,9.145607091,8.745767976,9.965608766,10.40025132,9.752572357,10.23561113
1370173_at,7.728857574,7.436519033,7.774440285,7.463253993,7.730229202,7.307792046,8.066500281,8.321436327,8.085939465,7.905736403
1370174_at,8.048821195,7.727660147,7.700960914,7.446103271,6.83829006,7.203059389,7.26975317,7.301611561,7.204245096,6.912901255
1370175_a_at,7.892093379,8.03922624,7.895411782,7.842632889,7.698407276,7.662494309,7.810056037,7.878040742,7.809143631,7.889401096
1370176_at,8.453587778,8.490219629,9.164512887,9.420091174,9.113428225,9.440755857,9.077403001,8.885301514,9.065294737,9.019678206
1370177_at,6.412821057,6.583263987,5.990676671,5.781459842,5.179069438,5.174483995,6.143920985,6.023817309,5.712025354,5.808897746
1370178_at,7.723920407,6.954950969,7.449940555,7.015507199,7.061449814,6.968714439,7.053302574,6.588000321,6.971899859,6.543257815
1370179_at,11.24676295,11.15520326,11.54611615,11.40892292,11.65205442,11.51622146,11.51923395,11.50122691,11.49506624,11.51592434
1370180_at,12.43437755,11.01384144,12.42989282,11.33347136,12.09142048,11.70554713,11.91470976,11.31941888,11.98467627,11.39357904
1370181_at,7.866172085,7.712290624,8.14464123,8.129645216,8.489811044,8.453992607,8.212942692,8.37588976,8.199388721,8.290874482
1370182_at,9.622813677,9.076484369,9.930324884,9.870860437,10.30871162,10.20898433,9.752215766,9.617547216,9.838455832,9.763536901
1370183_at,6.623937165,6.574203168,6.444040839,6.305263626,6.102895561,6.163280432,6.459981808,6.41963832,6.117845693,6.061337024
1370184_at,11.2392051,11.23059672,11.10676541,10.96814421,11.26107038,10.99328387,11.65734992,11.67285194,11.03452895,11.30448751
1370185_at,5.06721167,5.184255881,5.205370283,5.435051004,5.934815936,5.74162525,5.252328856,5.260177697,5.386835609,5.24071764
1370186_at,8.010232621,6.816039207,7.336609815,6.433506884,6.193853079,5.694912646,6.910468196,6.501996642,6.707749994,6.25296083
1370187_at,8.502728996,8.474637404,8.372454705,8.072644654,8.40806061,8.250907932,8.486976676,8.294705997,8.349987315,8.342381928
1370188_at,9.768856633,10.01203036,9.599468355,9.842883846,9.801558243,9.411802631,9.794682076,10.06916961,9.748511116,9.942843893
1370189_at,10.21464738,10.28000919,10.14364648,10.20515808,10.17485768,10.1260784,10.28098381,10.35899559,10.38396689,10.338497
1370190_at,11.83086938,11.82174739,11.70776819,11.58267077,11.58332395,11.30777889,11.81024173,11.7978207,11.75425473,11.75943336
1370191_at,9.776218228,9.817134317,9.936681772,10.06868484,10.18767113,10.20265813,9.940034083,9.937739279,10.07658293,10.035683
1370192_at,9.712625732,9.634298423,9.759142549,9.739883712,9.763726548,9.745810367,9.93794057,9.826870076,9.913606287,9.940866173
1370193_at,11.10172474,11.15989645,11.1043064,11.24551356,11.24784456,11.20549964,11.26857013,11.38498595,11.34139016,11.35004037
1370194_at,6.735470522,7.67942714,6.184733564,7.027133003,5.596421501,6.181440283,6.548030728,6.914788897,6.956289783,6.881404696
1370195_at,7.591526855,8.48468915,7.061987642,7.695856948,6.035198431,6.611922294,7.271736684,7.745213232,7.46409399,7.622780446
1370196_at,8.164944418,8.117614199,7.789723372,7.751757223,7.546277521,7.620876208,7.616600244,7.534652239,7.569958567,7.599291448
1370197_a_at,8.480934102,8.223554865,9.039774378,8.919638451,9.395905586,9.355911266,9.22181185,9.211931042,9.074913175,9.095533954
1370198_at,3.378824082,3.29947954,3.196942783,3.344868413,3.368290404,3.279130369,3.336401787,3.139712836,3.213415634,3.235178505
1370199_at,9.304994301,9.752434288,9.032828415,9.152216503,8.796343242,8.68216257,8.867044556,8.937807845,8.675255177,8.765028761
1370200_at,10.16778322,9.002836936,9.922097907,9.094608038,9.537669003,9.244146951,9.68550664,9.337505665,9.713553268,9.374648949
1370201_at,11.48157473,8.321464681,10.9941741,8.777776263,10.54868416,8.86916591,10.50224276,8.669387781,10.0357869,8.758168783
1370202_at,9.878874992,9.185749301,9.354631234,8.53795653,8.276756333,7.692508946,8.295115413,7.480446729,8.211010483,7.302695864
1370203_at,7.139020497,6.807637776,6.746234908,6.532527064,6.418756651,6.39404883,6.772114623,6.609303275,6.724275246,6.743060383
1370204_at,7.33663917,6.948709489,7.157230602,6.83024841,6.513315838,6.669385546,7.318119551,6.97939086,7.237565229,6.916382069
1370205_at,3.546222018,3.924464752,3.397643012,3.725370186,3.441372682,3.808456937,3.488370937,3.699328725,3.640513616,3.816081555
1370206_at,6.038486828,6.079534944,6.778599665,7.064534109,7.192258577,7.532593255,6.960032849,7.051441868,6.90322952,6.857650032
1370207_at,10.43727236,10.52716653,10.36085296,10.28863665,10.30423634,10.1068079,10.53100004,10.64933415,10.55617796,10.6547327
1370208_at,7.766207027,7.970185537,7.333197351,7.286343584,7.408839498,6.926107222,7.416376717,7.482387456,7.368714636,7.441814061
1370209_at,9.055994421,8.935177829,9.224197683,9.062662804,9.304656815,9.21504704,8.832429561,8.586887111,8.962432001,8.520761469
1370210_at,6.21472078,6.438623081,6.332373052,6.345000512,7.587116981,6.248081811,7.210751025,7.115369582,6.09727139,6.589740712
1370211_at,8.899621504,9.404713439,9.487647878,10.2415661,10.05188979,10.6589654,9.618742093,10.30177572,9.418046425,10.36266197
1370212_at,6.260527618,7.074280439,5.285035353,5.664103207,5.163345725,4.694695199,5.640558543,5.987331684,5.043096958,5.856930879
1370213_at,12.43853704,12.44525477,12.55599336,12.68003893,12.62127351,12.72353459,12.58655039,12.65314503,12.56410154,12.67654377
1370214_at,4.282682477,4.680907521,4.019736452,4.1450764,4.004051291,4.205477782,4.22193623,3.862670369,4.237650127,3.931567835
1370215_at,4.86796725,5.152394827,5.051400954,5.348250618,5.02428123,5.715743727,7.955024212,8.544342066,9.568476546,9.790463542
1370216_at,9.305375061,8.395469255,8.247033656,7.465385298,7.40276185,6.301728831,8.093570611,7.57186823,7.342643466,6.658946557
1370217_at,10.88697162,9.94103009,10.30609798,9.406214095,9.216111463,8.672312596,9.796850909,9.014431253,9.264523462,8.511918945
1370218_at,11.64046259,10.53355379,11.52698006,10.68908481,11.37556223,10.97603101,11.21295519,10.60767578,11.08393115,10.5671131
1370219_at,7.925101755,7.770982634,7.367354692,7.093333384,6.645431039,6.431595176,8.526702087,8.867532788,9.262982918,9.17310159
1370220_at,9.329905671,9.859532297,8.888840166,9.419882383,8.509959117,9.094116817,8.86237842,9.214583266,9.614577859,9.675402581
1370221_at,4.413865749,6.680884257,4.441633526,5.775376116,4.339105048,5.123503514,4.093433701,5.019720512,4.090572405,4.983876723
1370222_at,3.883247242,4.032749606,4.128107658,4.232367692,4.198068496,4.295707679,4.062057854,3.975925568,3.727812744,4.017964321
1370223_at,7.853799162,8.102509354,7.637186585,7.739086788,7.798740068,7.38839957,7.717702007,7.709105069,7.572274107,7.695428396
1370224_at,10.21028324,9.070114354,10.0252399,9.192784226,9.059022034,8.963184128,9.314689154,9.028090661,9.184022966,9.098604513
1370225_at,4.430382482,4.733870559,4.876410239,4.463654738,5.277790205,4.491909599,4.937350931,4.492084799,4.64580331,4.721266628
1370226_at,10.40339303,10.01552194,10.2259873,9.773340054,9.898244154,9.496761159,10.53959217,10.31944405,10.80026747,10.49522642
1370227_at,3.095116724,2.930979433,3.027318193,3.12931014,3.00458522,3.019062096,2.864600933,2.993579512,3.027318193,3.009487809
1370228_at,12.01237422,7.641207583,11.5162466,8.245900652,10.50771146,8.704006676,10.69373628,8.140241393,10.44587922,8.452781271
1370229_at,11.86746377,11.71244566,12.53657497,12.32474296,12.9408609,12.69612836,12.53215058,12.30236416,12.57374682,12.4174669
1370230_at,10.60308519,10.54693678,10.73181611,10.47302618,10.76818518,10.59052251,10.65894783,10.6170967,10.71641809,10.61324388
1370231_at,7.373667433,7.62663101,7.87491624,7.783584572,7.868308951,7.857887869,7.725184251,7.817083542,7.713186541,7.656476097
1370232_at,8.533290041,8.049295901,8.050118027,7.670072764,7.567362425,7.351345239,7.569801035,7.55433397,7.410151655,7.213060354
1370233_at,4.519887465,4.656238846,4.709324203,4.780018206,4.801757785,4.760552004,4.884227101,4.748408744,4.402108248,4.806859685
1370234_at,11.4989392,12.55613978,11.11662654,12.23032844,10.05735799,11.37075075,10.18867869,11.55710287,9.798495968,11.40188224
1370235_at,12.27923215,10.1366461,12.00218106,10.22991079,11.20706301,10.27844358,11.68624574,11.12307252,11.20850242,10.77214389
1370236_at,10.1829833,9.558885013,9.949296491,9.360954102,9.586249778,9.265706958,9.658914152,9.408425713,10.09792357,9.910669325
1370237_at,8.342707333,7.377308307,7.717405192,6.854664556,6.720072847,6.152552485,7.209760235,6.905676497,7.473719505,7.189976388
1370238_at,11.9748713,11.91895966,12.22785027,12.11780782,12.38717701,12.3919909,12.29982253,12.22497364,12.23646186,12.27600135
1370239_at,3.830299341,3.921213465,3.741998278,4.239127135,4.082477525,3.880797744,4.094751264,3.849578085,3.742930463,4.191951508
1370240_x_at,5.032039376,5.349793309,4.814703786,4.927327017,5.140399121,4.891667985,5.084439162,5.063411484,4.965029947,5.105596865
1370241_at,3.388696801,3.487524477,3.527394557,3.457785982,3.355161022,3.345986158,3.69488832,3.502190056,3.489380533,3.578037176
1370242_at,12.92576736,12.92373071,12.9373265,12.97014247,12.76330773,12.96002882,12.91583394,12.99793092,13.03026372,13.09221194
1370243_a_at,10.94535083,10.54749995,10.84159573,10.53490564,10.80076938,10.33030022,11.30914754,11.08894244,10.9018772,10.87694633
1370244_at,11.3026283,12.48156493,10.90039046,12.0212708,10.31730343,11.17801721,11.68683429,11.70548047,11.63158401,11.59906728
1370245_at,9.315823951,10.89214128,8.869280262,10.42763924,8.345518093,9.624694294,9.427246773,9.746983402,9.312029108,9.506260741
1370246_at,12.96662896,12.89615172,13.20949061,13.14220421,13.39683175,13.24840885,13.17083324,13.15421574,13.16720153,13.19021726
1370247_a_at,11.24652435,11.293578,10.7503786,10.71771794,9.657169185,9.885105977,9.836758219,9.904762578,9.640528771,9.580463539
1370248_at,8.5599229,8.993734878,9.014368703,9.30326184,9.549817227,9.559203827,9.100139495,9.5992081,9.102083597,9.618320141
1370249_at,9.641499895,8.562147723,9.018716756,7.944291725,8.040992992,7.123169379,8.235881791,7.861605871,8.266445505,7.872940406
1370250_at,9.57992352,10.03825197,9.489223765,9.786832911,9.65913964,9.452859301,9.628801087,9.853315262,9.543447599,9.765096314
1370251_at,6.305103257,6.389266789,5.945499319,5.882196299,6.031748232,5.749504529,6.038650241,6.034953319,5.849192531,5.930695247
1370252_at,8.85742184,8.701432441,8.574680898,8.22267007,8.235633481,7.892689799,8.235883923,8.100228964,8.331443171,8.167516977
1370253_at,11.88184556,12.1546695,11.76066027,11.896933,11.24988785,11.66897578,11.61059702,11.80226206,11.74670143,11.81575011
1370254_at,3.441592558,3.711803526,3.712749079,3.264219694,3.463618888,3.690884964,3.582285248,3.816079293,3.4822207,3.517489066
1370255_at,3.794925645,3.66952516,3.723237868,3.792000149,3.671631621,4.106142386,4.025526733,3.61294679,3.874807496,3.99024141
1370256_at,9.186136652,8.874251711,8.662169672,8.495137936,7.866666953,7.778866141,8.045498244,7.790797155,7.895244298,7.627428636
1370257_at,3.637182242,3.643749538,3.523754848,3.306058502,3.480349215,3.722726653,3.50735248,3.475035483,3.423538905,3.536001851
1370258_at,6.917996248,7.294600367,7.521843598,7.609047168,7.84234002,7.932587787,7.848507526,8.025045378,7.903480752,7.884036288
1370259_a_at,7.711808721,7.000898427,7.105051396,6.349331756,6.035935217,6.315321539,6.501751599,5.950551631,6.266435956,5.440328433
1370260_at,7.741681644,6.756865246,7.766867259,6.993409603,7.08180767,6.869524956,7.027332478,6.788051073,6.754267376,6.673917375
1370261_at,5.589467638,5.533512438,5.518687799,5.46855962,5.635431491,5.669210931,6.336703505,6.257981404,6.466314149,6.463015525
1370262_at,8.988881184,8.978395913,8.796874822,8.580586641,8.490053314,8.682275018,8.580891112,8.591762299,8.687247608,8.548000226
1370263_at,5.104931869,5.477934288,5.166712863,5.075406218,5.053575167,5.280002021,5.305096132,5.251747014,5.04596478,5.313542009
1370264_at,7.423754671,6.150060049,7.214241588,6.603975992,6.959622752,6.773061044,6.85039038,6.322323294,6.767001624,6.304213709
1370265_at,6.894864496,6.293148186,7.291651802,6.881705802,7.579507827,7.442515495,7.89356615,7.723011069,8.095362112,7.959002338
1370266_at,5.696046765,7.498098845,5.334334892,6.651287417,5.28919489,5.277522492,5.038106096,6.075092799,4.79183655,5.887940433
1370267_at,6.986288481,6.918396564,7.516253986,7.373284446,7.392767514,7.409014301,7.327966073,7.091312125,7.056884727,7.064608202
1370268_at,3.637404262,3.697469493,3.871638569,3.620301759,3.908120986,3.851869565,3.753476464,3.823358857,3.748543985,3.724445201
1370269_at,6.246434314,3.903296184,5.963270222,4.223744912,4.817254986,4.133532203,5.01332981,4.276691519,4.596847164,4.26351869
1370270_at,3.681615366,3.721750813,3.640679905,3.74754237,3.886450773,3.685452297,3.586333916,3.737306611,3.523754848,3.799843012
1370271_a_at,6.29607197,6.544975051,6.427068214,6.584120977,6.657349024,6.624172701,6.425391301,6.442780161,6.255351075,6.529509152
1370272_x_at,5.438571431,5.727889533,5.412298453,5.642705144,5.744940199,5.706616068,5.655810036,5.621035738,5.637007631,5.84293075
1370273_at,3.290224949,3.487384892,3.343847418,3.359750314,3.398232994,3.29142288,3.299220961,3.517335491,3.434817254,3.359576067
1370274_at,12.91497261,12.94662054,13.12769814,13.03129053,13.22773409,13.19973357,13.11849083,13.11224155,13.14597804,13.14645946
1370275_at,11.80769203,11.68455821,12.11297502,11.85409505,12.17132484,12.05812612,12.11338018,12.04782228,12.1223321,12.00753714
1370276_at,10.92472222,10.77521711,11.03201186,10.77241598,10.90678192,10.83180527,10.92494322,10.82278959,11.00059652,10.82644145
1370277_at,12.02007645,12.11415461,12.03373076,12.05288738,11.98356419,11.86545309,11.95665128,11.92294264,11.89983246,11.90665215
1370278_at,10.40613196,10.45051285,10.53392753,10.36861996,10.66612939,10.65591329,10.75186034,10.65713605,10.62674356,10.50154014
1370279_at,4.641959615,4.856261791,4.654608045,4.757315017,4.750509204,4.905501174,4.584784707,4.667156446,4.816796256,4.812564733
1370280_at,9.671419385,10.29257892,10.10833067,10.49395576,10.45226912,10.42227392,10.25583521,10.4233504,10.42264057,10.46733736
1370281_at,12.67662774,11.39363327,12.70215072,11.94197627,12.59460162,12.33673935,12.83743098,12.37696756,12.81517075,12.42939317
1370282_at,7.031874319,8.012324116,7.025442432,7.552470457,7.509153983,7.647048011,6.826290825,7.165440162,7.020724553,7.227532506
1370283_at,11.34403053,11.94738335,11.27900343,11.73187152,11.01302065,11.37566555,11.20392758,11.51545642,11.28902701,11.42697073
1370284_at,11.35758329,11.52946201,11.65272653,11.58299882,11.61498462,11.88417915,11.71684898,11.65428881,11.86616617,11.6715732
1370285_at,8.327332879,7.928958965,8.172024487,7.879179964,7.750414754,7.561628207,7.723926871,7.597003773,7.557809643,7.255771659
1370286_at,9.079235356,9.202766923,9.122674029,9.173894358,9.046443056,9.239248377,10.01907576,9.779449099,10.01822407,9.6342853
1370287_a_at,11.40383997,12.76224622,11.09401847,12.59327141,10.45276769,11.75407604,10.43203302,11.84147779,10.17004568,11.59879401
1370288_a_at,11.06940397,12.58221269,10.71152892,11.97843586,10.07720894,10.66357967,10.1303951,11.46178673,9.61624552,10.94239406
1370289_x_at,3.243927069,3.2337078,3.1795607,2.971192991,3.07790658,3.213399718,3.015005658,3.004855599,2.949028381,3.16486581
1370290_at,10.04631849,10.35019065,9.744240542,9.966828636,9.654177751,9.662055713,9.810867053,10.02834856,9.383233372,9.754489
1370291_at,5.171627058,5.632988784,5.096982894,5.406172761,5.119249345,5.115685271,5.143605656,5.114438174,4.94886013,5.178227678
1370292_a_at,3.257250629,3.431951281,3.386229017,3.427133699,3.342227999,3.207135057,3.395877623,3.463145055,3.257162711,3.342088897
1370293_at,4.051970707,4.204293708,4.017659746,4.320483595,4.084635557,4.19380215,4.032158466,4.078812912,4.068949464,4.249097349
1370294_a_at,6.858562504,7.472366402,6.542400186,6.681872582,5.444173102,6.324059621,6.394741279,7.06083302,6.687993234,6.905700326
1370295_at,10.27535577,10.18324086,10.43572516,10.38122292,10.53517531,10.55346565,10.43212338,10.41165257,10.45770175,10.37651701
1370296_at,10.80523275,10.73621856,10.46272136,10.40568596,10.06077702,10.05334152,10.14168454,10.16194716,10.11012352,10.10800417
1370297_at,6.98730035,7.441937415,6.630267158,7.158631202,6.298626763,6.618282526,6.967464167,7.23023411,6.889137037,7.406479308
1370298_at,8.847836166,8.731735194,8.76064366,8.746381815,8.98260923,8.983727629,8.861598752,8.910669777,8.789641777,8.763975168
1370299_at,3.655434392,4.00294539,3.699545315,3.979911688,4.152166804,4.027591195,3.946798182,3.909610795,3.893326957,3.887021294
1370300_at,7.51373869,7.331308459,7.437881969,7.316963131,7.253073216,7.579106352,7.460362669,7.414735362,7.54396648,7.434521254
1370301_at,6.429957544,9.885656952,6.326229836,9.193129916,6.149715486,8.474493701,5.991473312,8.154812136,6.024499256,7.927054936
1370302_at,8.992058923,9.051058901,9.531467645,9.690276489,9.917000424,9.928532209,9.822997008,9.72285606,9.831762458,9.715824795
1370303_at,7.956717478,7.807869887,7.81073727,7.798627959,7.690670144,7.706251567,7.935398115,7.985107345,7.972086787,7.94651614
1370304_at,9.230940734,9.379447345,9.175406314,9.32363811,9.37280264,9.180498576,9.46894347,9.481374512,9.371498682,9.406962683
1370305_at,8.079399565,8.403309875,7.7498761,8.002519322,7.227451044,7.476860245,7.546442919,7.84621501,7.570973097,7.771020949
1370306_at,7.42201208,7.497372935,7.385211625,7.632249474,7.68422568,7.530729829,7.51398064,7.558762065,7.536053907,7.588374822
1370307_at,9.40030428,9.290955153,9.717937365,9.604214927,9.677714677,9.865649484,9.430949356,9.438886906,9.462213431,9.357162832
1370308_at,6.443645006,7.194452514,6.802819337,6.738288015,6.470273206,6.674996234,6.682131134,7.087628117,6.826373385,7.13490683
1370309_a_at,10.12224168,10.5951369,10.03562559,10.38744025,10.21718414,10.1773269,10.5475184,10.69696177,10.34398352,10.53966644
1370310_at,6.442821952,4.691815031,5.795770799,4.362790014,5.196116791,4.932242167,5.430462419,4.689746459,5.075638394,4.472296878
