	Neuronal	Astrocytic	Oligodendrocytic	Microglial
1373023_at	8.408219973	5.999425682	8.248013166	6.828899398
1373024_at	9.900782365	9.028520882	9.05641136	9.313863692
1373025_at	4.417533197	4.798862929	7.642751102	11.92576215
1373026_at	4.320229754	7.440303269	7.326418282	8.121144169
1373027_at	8.382834503	8.328963546	7.461429715	7.152646376
1373028_at	6.461998873	8.36646142	7.780924074	7.63657664
1373029_at	9.674070989	9.996355496	10.21963948	10.23062287
1373030_at	8.541944377	8.750387947	8.858629955	9.527887053
1373031_at	8.621383634	8.278978601	8.593478355	8.29515557
1373032_at	7.477184366	3.76406859	4.045976906	4.269960255
1373033_at	8.854880054	8.866601771	10.27551247	10.89944047
1373034_at	8.886136709	8.702820901	8.56610593	7.946210916
1373035_at	8.097426297	7.52679266	8.110270203	8.053706039
1373036_at	5.468108032	7.505791629	5.438374314	6.013276507
1373037_at	5.231071875	7.251332665	7.507224025	5.957418658
1373038_at	7.234317256	7.64008743	6.980820621	7.220381057
1373039_at	11.33804696	8.551254704	9.611236317	9.049561314
1373040_at	11.21891243	11.42591251	11.33248722	11.74951887
1373041_at	11.3137318	10.9101946	10.92612578	11.06507874
1373042_at	10.037332	10.82595452	10.47781796	10.55797631
1373043_at	5.880288086	6.724614616	9.053681759	10.26922409
1373044_at	10.10284269	11.319245	11.17924796	11.12907537
1373045_at	8.905191854	6.150659627	7.304071503	6.286941746
1373046_at	7.92065699	7.352372475	8.868106021	8.553137838
1373047_at	9.258702818	9.523963581	8.958454395	8.441047322
1373048_at	10.09259387	9.926375048	9.964934176	9.850986342
1373049_at	9.232543406	9.722942456	9.100919652	8.554849595
1373050_at	7.510613071	8.561081809	9.085533949	9.053113295
1373051_at	10.4779641	10.66908663	10.50011036	10.21084953
1373052_at	8.287528062	9.043177841	9.137500375	8.895951365
1373053_at	7.459943324	7.122141956	9.906395792	9.389372907
1373054_at	7.316228074	8.290621547	11.29153072	10.621848
1373055_at	7.596792828	9.207297217	8.170030329	6.680308053
1373056_at	8.491454117	9.367921007	8.762393487	8.441565394
1373057_at	8.213769865	6.646165034	6.047207088	5.876231021
1373058_at	9.173893549	10.34956985	10.2272377	10.07577685
1373059_at	7.630574074	9.325049064	10.46575674	10.42696293
1373060_at	9.490202831	9.101438489	9.316980294	9.200033533
1373061_at	8.961560929	9.647979774	9.558560295	9.545612615
1373062_at	5.720643579	10.4263736	4.65350347	4.039161838
1373063_at	10.48705117	9.597201225	9.983518328	9.927142974
1373064_at	8.375834888	8.968427256	8.004866508	8.448896601
1373065_at	5.677417993	7.002607726	8.248168123	10.15638037
1373066_at	10.82601726	9.258439986	9.104518443	7.789416151
1373067_at	12.57978249	12.98212642	12.26841635	12.2581528
1373068_at	7.620876208	7.64697317	8.066477996	8.487460908
1373069_at	8.226065419	7.864626073	8.161977933	7.913251344
1373070_at	9.712846266	7.819541425	8.246173599	8.341275184
1373071_at	7.426742864	7.703521718	7.289700966	7.576797671
1373072_at	7.479809962	9.509810248	9.35025096	9.077060648
1373073_at	8.319423445	7.969219543	8.162976154	8.122941123
1373074_at	7.115726143	7.798724753	8.018513239	7.82805664
1373075_at	8.473727179	8.671303562	8.108656951	7.884558566
1373076_at	7.787928644	7.316650475	7.839757511	7.323255033
1373077_at	7.167598653	7.647322977	7.317896315	7.641606834
1373078_at	8.18487385	6.938426417	7.519904604	7.019088161
1373079_at	8.440761848	9.25657574	7.668110829	7.123340791
1373080_at	8.073485146	8.45450322	8.362623083	7.826145829
1373081_at	8.718960533	6.055638136	6.08267021	7.007440539
1373082_at	11.06783707	7.862122521	9.005713924	8.451981293
1373083_at	7.530258998	6.786827476	7.026132298	6.738600641
1373084_at	6.195129071	6.124650938	6.451161716	5.968522426
1373085_at	5.10480667	6.461428541	7.417807139	6.965684402
1373086_at	7.022454572	6.930662852	7.952751268	7.751378641
1373087_at	9.567027593	9.29264221	9.634240555	10.2037813
1373088_at	9.987141368	9.829269032	10.73416557	9.056828179
1373089_at	4.565860045	5.019207215	4.49554473	4.905645198
1373090_at	8.760047474	9.32223386	9.824783024	9.29789197
1373091_at	4.634198625	5.469145822	5.698861187	6.302039636
1373092_at	4.676925161	6.830289105	7.078841707	5.97471205
1373093_at	7.71674723	7.550544154	8.123687841	7.042763954
1373094_at	8.982417525	8.357064442	9.849125418	9.882632935
1373095_at	9.371298969	8.312889219	8.207728665	7.878987934
1373096_at	8.803126741	8.487218475	8.239122926	8.199625798
1373097_at	6.878345131	5.837966751	6.497144408	6.051925524
1373098_at	4.862143957	7.055970689	12.43642205	11.52876669
1373099_at	8.251492384	8.201901741	8.2581193	8.036131015
1373100_at	10.30674862	10.2260423	10.08849034	9.845460241
1373101_at	7.886319023	9.516359711	9.070271419	8.803988344
1373102_at	9.458655876	5.321436828	7.73655763	6.298838033
1373103_at	7.157474594	7.385376651	8.274416777	8.50325553
1373104_at	6.964793567	7.605202141	7.085128275	6.985403863
1373105_at	5.62483324	7.842076959	6.450623179	6.643628329
1373106_at	5.154541492	10.29886175	8.450980543	9.978189778
1373107_at	6.423058158	5.589766716	6.458496819	6.116235364
1373108_at	6.655017571	7.756383863	5.784768909	6.246655702
1373109_at	6.675596018	6.110079651	6.824144838	6.756562792
1373110_at	4.506106659	3.935996086	3.928067734	4.000000815
1373111_at	8.876716891	8.758961259	8.573901646	8.461080831
1373112_at	7.965630071	6.516667787	6.852678307	9.778553113
1373113_at	8.183469066	9.244805471	11.26353528	10.00900784
1373114_at	9.343171015	8.223387035	7.077929579	8.608796321
1373115_at	7.059834325	7.553998328	7.735364523	8.485955026
1373116_at	9.885945514	9.449968268	9.554290811	9.604901706
1373117_at	8.357546389	7.749571119	7.729567644	8.054871742
1373118_at	8.796736067	4.941454612	4.806649307	5.148543025
1373119_at	9.339742402	7.802956127	8.51565004	7.948009513
1373120_at	8.760248363	7.60157574	7.517476707	7.565738794
1373121_at	7.305924467	7.344719477	8.027444143	7.930504488
1373122_at	4.433417764	10.14984718	5.215811364	3.867648339
1373123_at	7.492855362	8.587029802	8.134244042	9.231935256
1373124_at	7.157474594	7.245434882	6.914845846	7.352476615
1373125_at	9.545889224	7.139877394	7.560370959	7.61893191
1373126_at	6.676019779	7.07559293	6.742368567	6.463077767
1373127_at	10.97596326	9.771490579	9.622094702	9.124054478
1373128_at	5.339130127	8.267127719	7.368161077	7.299338249
1373129_at	10.95942076	8.455199045	9.323597109	9.219711005
1373130_at	3.748530214	3.609384273	3.789094716	3.754931753
1373131_at	6.989201667	7.008864178	7.336211002	7.537247344
1373132_at	7.430105853	8.292114166	7.688285579	7.883097367
1373133_at	10.09634063	9.996135117	10.33620533	10.40536705
1373134_at	7.588665035	7.880598189	7.033139901	6.97677852
1373135_at	8.472979466	7.430990107	7.603862522	8.389773587
1373136_at	6.703158483	6.683262848	7.07702921	7.68895296
1373137_at	8.209598045	7.75658272	6.998777574	7.214392238
1373138_at	5.621538218	6.875346527	7.106038934	7.209087527
1373139_at	8.604314852	7.091391355	7.888820462	6.7643276
1373140_at	5.462091201	8.878466109	7.297184124	6.329058844
1373141_at	6.867844308	6.725051117	6.87061017	6.976001806
1373142_at	9.496820604	9.665426659	10.50341128	9.626962511
1373143_at	4.774159135	7.028099245	5.856417944	7.678751776
1373144_at	9.225714652	6.671989264	5.353764292	5.958841795
1373145_at	10.67681263	10.2368268	10.40472959	10.17453337
1373146_at	9.676007582	9.123219587	7.165763397	6.724014417
1373147_at	7.163064878	8.469498292	8.07711638	7.918835885
1373148_at	4.470136922	4.097306439	4.38610731	4.604210393
1373149_at	9.126700474	8.932428735	7.723463403	8.77199223
1373150_at	8.153328248	8.061010783	7.82890221	9.694577147
1373151_at	8.758771329	11.20359907	9.202136828	6.841069083
1373152_at	8.081644455	11.59880441	7.778722328	5.066322603
1373153_at	7.492504517	6.785680945	5.977490456	4.71832482
1373154_at	7.275547696	7.19818272	8.986264037	6.735536639
1373155_at	7.70262415	7.615567123	8.189866026	8.057440728
1373156_at	10.15721942	8.265389194	7.915590525	7.248409274
1373157_at	8.027995482	8.273137106	7.838789482	7.182744621
1373158_at	4.224988854	6.554133171	5.025838593	7.461133244
1373159_at	10.04627205	7.813953893	6.971699547	5.508351915
1373160_at	7.572358098	8.115854616	7.71472843	8.080934722
1373161_at	3.942421889	9.02422892	9.90636035	6.590691397
1373162_at	7.711653102	6.953080537	6.886244433	6.496076404
1373163_at	6.180753007	5.895917725	5.393379787	5.946065449
1373164_at	4.409658954	8.68052534	8.394139967	9.25508387
1373165_at	5.815693334	7.322052351	5.49028538	5.113396098
1373166_at	8.284274562	6.551749173	7.026718829	7.038360411
1373167_at	5.659197534	4.550933574	5.020185858	5.957251858
1373168_at	8.298661651	8.089438691	8.923079216	8.584090345
1373169_at	8.256812523	7.515174204	9.022349451	8.48258544
1373170_at	8.726336541	6.735166296	7.279515574	6.959351274
1373171_at	6.477347573	6.672302056	7.290195582	7.390479878
1373172_at	5.582797574	6.269491913	5.971814904	5.925176802
1373173_at	5.710301733	5.943374108	5.483047732	6.02439929
1373174_at	8.375741986	8.452403343	8.769446029	8.451119079
1373175_at	3.549128802	3.442278541	7.484696194	7.919221854
1373176_at	7.676878903	7.46169912	6.565657756	6.887731978
1373177_x_at	5.544888267	3.190038713	4.300037003	4.401935569
1373178_at	6.892694515	6.755922662	7.0861756	5.346071932
1373179_at	8.475969747	5.278954805	5.365829676	5.557586597
1373180_at	10.40635329	6.804579328	8.884979526	9.63394767
1373181_at	4.277401987	3.810513813	5.995587581	6.652357292
1373182_at	8.54260188	7.841801574	7.788802773	7.900987616
1373183_at	6.808002647	6.231494636	7.133522362	6.596990371
1373184_at	6.604602812	7.024444875	7.071471763	6.524530079
1373185_at	8.987967775	9.078691446	9.359059206	9.319029325
1373186_at	8.537715383	7.808797868	7.966246631	8.071023457
1373187_at	10.69700833	5.644064027	5.798295377	4.988611108
1373188_at	4.449789372	4.285826547	4.325529201	3.935718252
1373189_at	7.874752125	6.982469584	7.076745654	6.786789348
1373190_at	6.845698733	6.363388902	6.658399162	6.720881723
1373191_at	6.771168079	7.375059825	6.456999367	8.588771422
1373192_at	6.663297041	8.021478418	5.405631239	5.485911284
1373193_at	10.07998865	9.892018829	10.19062229	10.36811836
1373194_at	7.301888924	7.70753399	6.922660595	7.238789153
1373195_at	10.72249306	9.895622952	10.99739743	10.87637818
1373196_at	9.437947873	6.665856768	8.43710589	6.894268956
1373197_at	6.941232312	7.963499468	7.239704782	6.809880687
1373198_at	3.915910052	4.744155468	5.549682931	7.666654985
1373199_at	8.247464768	7.805603248	8.428311692	8.981557213
1373200_at	9.827110468	8.582639224	9.812346731	9.395963156
1373201_at	6.958929659	7.611814028	8.507113932	7.779519988
1373202_at	11.50391768	7.008432927	6.994975226	6.157977976
1373203_at	8.195883691	9.502337321	9.160727458	8.880862757
1373204_at	5.628608221	9.826551038	9.670368102	12.29094336
1373205_at	7.917412869	8.579864059	7.747349332	7.707561432
1373206_at	7.102910633	8.480236576	8.037226394	8.932791047
1373207_at	8.852249626	6.990544868	6.531152672	8.689177682
1373208_at	5.038011119	5.809367209	5.916959733	7.034814635
1373209_at	7.536990716	7.90538687	8.114767952	8.260543203
1373210_at	7.919625617	4.397369968	4.028997211	4.039161838
1373211_at	7.808055273	7.343124642	7.528468578	9.579747666
1373212_at	6.021741364	6.280161086	4.705768097	4.987230554
1373213_at	8.329120184	8.041735093	9.462513297	9.582382876
1373214_at	6.365148175	6.38186198	6.023144333	5.536550348
1373215_at	9.470913337	6.933207722	8.287918727	8.50423928
1373216_at	5.19545702	8.689717386	5.588342575	4.575269753
1373217_at	9.293312418	8.519788342	6.926674148	5.767453371
1373218_at	9.070329116	6.279259901	4.266632036	4.185425861
1373219_at	5.221589057	5.272971018	5.50296304	5.216814078
1373220_at	5.230864621	5.054308342	5.299454511	5.785464051
1373221_at	6.451326706	7.177991324	6.486856655	7.257415346
1373222_at	8.286082844	10.52283183	10.11589897	12.1259174
1373223_at	11.07711414	7.648395152	7.774652949	7.322651131
1373224_at	6.485909068	6.396943282	7.782828286	7.199482226
1373225_at	7.955168881	9.934361574	9.828652658	10.11054416
1373226_at	3.785546341	4.335155601	6.920927807	7.817275002
1373227_at	6.698178073	9.298975442	8.442846582	7.182849313
1373228_at	8.428490051	8.397462265	7.965038755	9.127110755
1373229_at	6.275767655	6.662902199	7.164831438	7.198366501
1373230_at	7.116652345	7.193555046	7.242654133	7.948703806
1373231_at	9.075380503	8.912077329	8.45536283	9.02373736
1373232_at	5.483306778	7.263664649	6.489483837	4.802840751
1373233_at	6.064458685	7.689341708	10.03274803	9.599917992
1373234_at	9.034780758	8.977553746	8.67355699	9.268197014
1373235_at	6.923359548	8.180763306	7.757049751	7.604997268
1373236_at	5.311594467	5.542592934	5.087559536	5.542569339
1373237_at	11.18468055	7.013184062	9.44011741	8.041084166
1373238_at	8.626553839	7.362924114	7.762529726	7.743495271
1373239_at	4.99176492	9.307472155	9.248675771	7.588888823
1373240_at	4.685932787	6.932761869	5.919187781	7.296617104
1373241_at	8.892229667	9.105493286	8.929397964	8.609223599
1373242_at	9.484689003	8.46947218	8.901045966	8.823333685
1373243_at	9.360266992	7.413054796	8.792007881	7.259499945
1373244_at	9.647991769	9.27188382	9.010987112	8.955183566
1373245_at	6.758500582	7.899602256	7.338728566	6.767751814
1373246_at	7.001392408	6.80057162	6.31919024	6.033211977
1373247_at	7.557415801	7.307752932	6.948256897	6.594418438
1373248_at	4.123474519	7.367433177	4.523046846	4.819302246
1373249_at	8.767004075	6.50329409	7.163340014	6.108294665
1373250_at	3.81929496	6.980732159	6.95905892	7.188419896
1373251_at	7.175746643	5.282939719	5.902155087	4.979866166
1373252_at	5.810718494	6.38326788	7.279295879	9.474734375
1373253_at	6.934330467	8.506693628	7.108408734	7.181157477
1373254_at	6.367163513	5.389603598	5.006614446	4.958797574
1373255_at	6.623578262	5.672918287	5.55961532	5.625505636
1373256_at	10.359433	6.314061629	7.556602711	8.751012036
1373257_at	8.010439659	3.503857924	3.630854039	3.624368613
1373258_at	8.07686537	8.505189618	7.684357001	9.024695154
1373259_at	3.700816607	3.808047629	3.685856101	4.099324392
1373260_at	6.598514581	7.004740601	5.852075897	6.653486631
1373261_at	5.398608781	5.231532318	5.528070615	5.529376863
1373262_at	6.554807874	8.367704124	7.929435235	9.684645113
1373263_at	8.381306841	7.911042341	8.472203725	8.615183983
1373264_at	5.905011504	6.882219567	5.880537561	5.19617026
1373265_at	8.002741034	7.468626129	7.465713055	7.848455317
1373266_at	4.895088629	10.55130589	5.353637236	4.006030282
1373267_at	6.758303956	7.206522039	4.289134768	4.210712157
1373268_at	8.215327246	9.408688248	8.775504783	8.597783527
1373269_at	10.13300797	7.330619957	8.468561101	8.910612717
1373270_at	6.20412938	9.839118632	8.89293132	7.617387745
1373271_at	8.136167247	8.157153516	7.906786899	7.937704158
1373272_at	8.06839298	5.370009365	5.914099204	5.944731606
1373273_at	8.029026481	8.122187955	8.382274897	8.412824889
1373274_at	7.837000906	6.801137825	6.14475955	7.816719796
1373275_at	3.08118475	3.224453692	3.185488436	3.240774255
1373276_at	2.885090377	3.054588145	3.220992108	2.994346582
1373277_at	9.645132326	8.733367616	9.043317066	8.908661868
1373278_at	7.115358455	7.163344294	6.49712505	6.994253089
1373279_at	9.27966843	7.688580613	9.634919822	8.513716328
1373280_at	8.512149541	9.879423286	9.034508298	8.946229267
1373281_at	6.105923647	6.223063794	7.059564229	7.428536199
1373282_at	7.882421275	7.416769239	7.195320645	6.403599403
1373283_at	5.399056929	7.947712483	7.82654871	8.317197714
1373284_at	6.397974088	9.605921827	7.84390905	8.315666804
1373285_at	8.033338479	7.405085135	9.218547723	8.244912184
1373286_at	4.426068324	4.581865465	4.527348604	4.572420953
1373287_at	4.656321686	8.206982008	5.995764191	5.790617063
1373288_at	4.928140022	8.588331952	5.713533009	4.662809533
1373289_at	9.181053239	9.640847001	8.769213697	8.736846887
1373290_at	4.509670146	6.834932703	8.019241511	8.133268339
1373291_at	6.120211549	6.656109676	6.437159798	5.752728305
1373292_at	7.754458279	7.478496914	7.599989262	8.029176992
1373293_at	7.185191195	6.821923962	7.240725912	7.396218762
1373294_at	9.086010771	9.782178091	10.02512101	9.973515907
1373295_at	7.146000871	7.78505571	6.428166429	7.260658094
1373296_a_at	7.401528808	7.850111178	7.726568363	8.194222375
1373297_at	4.811322742	4.079775324	3.83527118	4.098410609
1373298_at	7.955373662	6.636491029	8.003617269	8.273151241
1373299_at	9.291318219	10.1741927	10.08587293	10.45666066
1373300_at	8.782859657	6.530972444	7.387853723	6.828020291
1373301_at	9.099895029	4.70154554	6.98776223	5.104374101
1373302_at	3.74137	3.770554301	3.736465804	3.516220528
1373303_at	5.393054038	7.135884644	7.186397262	7.701786539
1373304_at	6.918128975	7.708640349	6.202140059	6.138658508
1373305_at	9.18250102	9.095406516	9.594829568	8.723541576
1373306_at	8.283417305	6.816531167	7.642444112	8.505470333
1373307_at	7.049126387	6.443604517	6.719612627	6.745997706
1373308_at	6.551031279	5.090559336	4.921188789	4.974118897
1373309_at	4.270721745	4.171758317	5.087979827	7.89589811
1373310_at	5.873581528	6.5897293	6.209005499	7.031946219
1373311_at	6.266065463	5.846264826	5.846746989	5.991823325
1373312_at	7.846367908	8.78925336	7.963275204	6.075308924
1373313_at	9.043167171	9.121416751	9.126093059	9.13986207
1373314_at	5.283986022	3.893522622	4.09006872	4.364996088
1373315_at	9.752780676	7.645903228	7.868476036	6.994371041
1373316_at	3.280039157	3.203664154	3.083345409	3.642766992
1373317_at	5.087581817	5.074845784	5.283072904	5.371979782
1373318_at	3.861613428	4.09204525	4.019095964	3.913121192
1373319_at	10.7183889	10.31843316	10.52381932	10.31072763
1373320_at	3.41676011	3.237274854	3.434660737	3.729400001
1373321_at	5.052974375	5.65734767	11.07389889	8.911938086
1373322_at	8.952249815	7.856790681	5.726507095	5.249275354
1373323_at	7.667746938	7.33684662	6.886781205	6.869452878
1373324_at	8.480414922	8.97006889	6.578899809	5.927616455
1373325_at	4.962012339	6.189990991	5.069625491	5.016512496
1373326_at	9.372872472	3.430416649	3.842555521	3.823448171
1373327_at	6.512181759	6.754386865	7.649324574	8.071382299
1373328_at	6.64799359	5.556452906	5.680105011	5.822631482
1373329_at	3.921905192	3.813640609	3.954783726	4.039916059
1373330_at	4.217301648	4.101814117	4.222323516	4.097058108
1373331_at	7.021014585	6.866679172	5.05443217	5.517256961
1373332_at	9.579921275	9.655725275	9.685875984	9.555593028
1373333_at	10.69822368	8.940393545	9.562066296	8.36569389
1373334_at	6.815266124	8.409274287	7.454708949	7.365689782
1373335_at	9.439821735	7.792222883	11.04827458	8.024499775
1373336_at	7.920263865	10.67918993	8.400623738	6.725046181
1373337_at	5.572480412	9.550971706	6.15306624	6.677293274
1373338_at	5.352949271	7.791473706	6.632904026	7.057257087
1373339_at	8.597728032	8.57076	8.160613821	8.124313182
1373340_at	3.478295472	3.620302126	3.663048289	3.592276178
1373341_at	5.9753513	6.758275027	6.693564406	6.571679047
1373342_at	3.261792172	3.214148355	3.137289953	3.253058944
1373343_at	5.277914948	5.219495414	5.821756259	6.090269298
1373344_at	4.343191968	4.821932906	4.227654416	4.651173197
1373345_at	6.425781288	5.875509825	4.453892372	4.969217246
1373346_at	9.387909872	10.10526052	9.291796396	9.256888157
1373347_at	7.194763391	7.598965939	7.408028525	7.821066651
1373348_at	9.005769037	6.116313067	5.749457709	5.431046761
1373349_at	3.260482983	3.304748603	3.258206351	3.318525592
1373350_at	7.460545866	5.327026634	5.943958592	5.39702019
1373351_at	11.07558625	9.161229493	8.422360446	6.669496321
1373352_at	3.751625974	4.575621174	3.982848354	4.047322252
1373353_at	7.089839291	6.91517607	7.123309269	7.749230367
1373354_at	8.392062968	6.001335967	6.154277896	5.874603765
1373355_at	7.742375107	7.276026083	6.572499185	6.588034474
1373356_at	3.576461276	3.52508751	3.405506847	3.515586443
1373357_at	4.049680116	4.064477313	4.325166929	4.427018116
1373358_at	4.567262955	5.80438215	5.245034508	4.848780424
1373359_at	5.269726103	4.899231833	4.993067978	5.147747491
1373360_at	3.71400327	3.679443792	3.942498124	3.873688677
1373361_at	3.168356026	3.258396995	3.183572991	2.94688957
1373362_at	10.90533863	10.5805966	10.84192182	10.22135027
1373363_at	11.92281513	9.44710667	9.548888829	8.452948107
1373364_at	8.745716714	8.193230271	8.144092846	9.131127162
1373365_at	10.78458637	10.43105172	10.86136892	10.69007913
1373366_at	7.081076221	8.093419903	7.794544305	7.918493724
1373367_at	10.50123299	10.61481424	11.19542312	10.08057813
1373368_at	4.466564712	7.986631636	4.686227176	5.091628062
1373369_at	9.210488447	9.282372268	9.65404093	10.23413488
1373370_at	8.621634593	7.79011494	7.904354698	7.70205997
1373371_a_at	8.445840295	8.615979471	8.382328853	8.633320301
1373372_at	8.192827084	9.070940437	8.862479877	8.935938836
1373373_at	9.240447606	7.781878979	8.659289333	8.52910072
1373374_at	12.26614458	12.28187028	10.25068779	10.16119784
1373375_at	9.49982216	9.93641824	11.20150729	10.10454281
1373376_at	8.989507968	9.769840993	8.221977292	8.232291835
1373377_at	6.017352534	6.620045684	6.393106674	6.299970932
1373378_at	10.45400043	7.689702468	7.817011364	7.394833668
1373379_at	8.495528935	9.746600098	9.303250202	9.611504697
1373380_at	9.941170706	8.788425862	9.338611254	9.373933577
1373381_at	7.509796233	8.367551714	8.31968122	8.517643336
1373382_at	8.935767438	9.545789728	9.696688582	9.752877445
1373383_at	8.063151934	9.209589149	9.099441986	8.922544185
1373384_at	9.348931525	6.278354937	8.38220688	8.025213134
1373385_at	9.894284944	10.22770426	9.84571442	9.306498087
1373386_at	4.116723151	5.41983238	4.229789853	4.461397182
1373387_at	8.434397404	8.748314596	8.97795835	9.513220907
1373388_at	10.28581165	9.200028309	10.37932208	9.84278338
1373389_at	8.620722714	8.854746464	8.520244202	8.431018687
1373390_at	9.205640868	7.839017177	8.037172205	8.547206702
1373391_at	7.968720399	8.933702031	8.978792771	9.333011841
1373392_at	7.1054358	8.118307794	8.438903199	8.300762249
1373393_at	8.179530084	8.576126382	7.009607696	5.889197582
1373394_at	6.268460223	7.301099689	6.283421881	6.411430854
1373395_at	7.247082873	7.562485474	7.288348174	7.515663068
1373396_at	6.991566252	7.478993587	6.630246741	6.914054607
1373397_at	10.17846066	10.43737095	11.20767442	10.61537834
1373398_at	9.304731104	8.361848077	7.754901201	7.351340186
1373399_at	10.2347435	10.07687414	9.477853584	9.089050435
1373400_at	9.246681838	9.408854682	9.406004766	9.248731993
1373401_at	5.790119339	9.992910678	7.23379969	7.404747636
1373402_at	7.478499839	7.081669594	6.862311233	6.785514876
1373403_at	3.965165415	3.909964348	3.985311984	4.260129252
1373404_at	7.997652209	9.047904499	8.257242803	8.277150872
1373405_at	7.916693615	8.686709162	8.602882174	8.29370648
1373406_at	6.557434049	6.826965632	7.310708997	7.578379095
1373407_at	7.158621727	7.360681217	6.085482334	6.330562182
1373408_at	10.80675748	10.94153789	10.78402905	10.92854185
1373409_at	8.911467911	8.101431784	8.3339931	8.384825139
1373410_at	12.28155878	5.574264442	7.54573755	9.35634705
1373411_at	9.79608537	9.982227912	9.667696606	9.933879457
1373412_at	8.785668549	7.784114785	8.258339313	7.911967889
1373413_at	8.771010051	9.244973785	9.627026024	8.888372461
1373414_at	10.00324444	6.436569194	6.058490633	5.597977689
1373415_at	5.720581561	9.78913449	7.371194039	5.500266673
1373416_at	5.534719746	6.960187996	6.577007238	7.846269593
1373417_at	6.391390234	7.055784761	6.184733564	6.587016432
1373418_at	8.786061096	8.953669893	9.489464316	9.147065274
1373419_at	6.952059594	6.64836604	7.326465022	6.703045461
1373420_at	7.170208705	6.934620564	6.635622165	6.642266655
1373421_at	4.905156408	9.462758796	7.138367345	8.885971054
1373422_at	9.108701435	8.668203103	9.194223094	9.587737452
1373423_at	7.565234115	7.027959452	7.726828055	7.971667819
1373424_at	9.005608286	7.815322233	7.666150796	7.37337682
1373425_at	7.809922905	7.954443184	7.850848971	8.124882419
1373426_at	8.189338655	8.43139058	8.661736056	8.479598078
1373427_at	6.400789155	7.701675025	5.079023266	6.899965156
1373428_at	7.417660696	8.354681564	8.486200378	9.110658542
1373429_at	7.680563443	7.344396512	8.234520006	8.028761415
1373430_at	6.834645733	6.860946156	7.381813119	7.7179122
1373431_at	8.682170413	8.978638875	8.887786277	9.338392834
1373432_at	9.699001438	9.932898715	10.7434027	10.86067912
1373433_at	5.153383148	6.507066728	7.188873898	6.836329376
1373434_at	6.108195006	8.328469036	7.135582249	7.783929828
1373435_at	7.637073699	7.157088805	7.590052934	7.80391891
1373436_at	3.907148238	5.745320252	3.707601256	4.003734777
1373437_at	8.85459222	8.769255505	8.934594381	8.909590181
1373438_at	10.21230126	7.782248709	8.296478434	7.762401953
1373439_at	6.986237015	7.784709984	8.339957836	8.927378628
1373440_at	7.348464314	7.922623707	8.04120168	8.213064481
1373441_at	9.693596384	9.198284158	9.276403576	8.667396726
1373442_at	8.233219207	8.281897839	8.241880477	8.25970791
1373443_a_at	7.265279096	7.315418193	7.227927014	6.760473594
1373444_at	6.874920289	7.3027473	7.452334975	7.485884296
1373445_at	5.596637434	5.5260106	5.681331659	5.825625315
1373446_at	6.824405717	7.537626327	6.480106986	7.69793704
1373447_at	6.185775522	8.391910873	9.280111373	8.686140607
1373448_at	8.538425568	8.773293459	8.426406789	7.897512622
1373449_at	7.04159276	6.781363743	7.597868556	8.148004176
1373450_at	7.180980772	7.193535459	7.943364936	7.388617515
1373451_at	5.915962963	7.231832256	7.675910342	8.037080289
1373452_at	7.260875743	7.977111378	8.032598207	7.819437078
1373453_at	7.200362279	7.183044236	7.519245776	7.704364664
1373454_at	8.248119943	9.287869297	8.782916946	8.958029865
1373455_at	8.072922899	8.464657596	8.658797819	8.506853461
1373456_at	8.422887855	8.070365755	8.343882022	8.440522293
1373457_at	8.196605769	7.615054758	7.874977015	7.345084295
1373458_at	9.275964316	7.404085928	7.13415095	5.977487801
1373459_at	7.39885152	6.93240636	6.375732684	7.227834385
1373460_at	7.39609108	7.910320435	8.909022692	8.890404376
1373461_at	8.20222675	8.398986498	8.237531465	8.285748686
1373462_at	7.584245431	8.145094049	8.140020085	9.156833175
1373463_at	6.253753719	8.873844315	7.566884757	4.147596237
1373464_at	5.953416377	6.718827718	6.255852863	7.232856439
1373465_at	8.074456194	5.936781523	7.142818003	7.538521924
1373466_at	6.907924672	9.100847079	7.534625502	8.607021243
1373467_at	7.333491335	6.853015033	7.835569291	7.91302943
1373468_at	5.897771895	6.511697789	6.842365489	7.318984171
1373469_at	10.55202142	10.20261308	10.11318469	9.33048501
1373470_at	11.70754306	12.16314248	11.74659881	12.05882702
1373471_at	6.175628241	7.607161943	6.761994717	7.589447819
1373472_at	8.233279393	7.90314674	8.165260293	7.668844275
1373473_a_at	8.883300779	9.3080322	8.94676107	8.972564651
1373474_at	8.676444811	8.650973453	9.030801308	8.887786277
1373475_at	7.11749897	7.959510372	8.290816756	8.329766229
1373476_at	7.830508692	7.363722685	6.021508442	6.119118093
1373477_at	8.434742745	8.607498112	8.522486188	8.491672429
1373478_at	8.05375226	5.066286003	6.105795849	6.414929514
1373479_at	11.51336288	9.400733713	10.26063226	9.960755271
1373480_at	10.04078102	4.780727405	4.463878183	4.4175569
1373481_at	10.35818926	8.291249412	9.179369669	8.461875178
1373482_at	8.136457647	7.873450726	7.602958537	7.230322889
1373483_at	5.409153591	4.84156619	4.747293718	5.207201474
1373484_at	8.945037893	9.32359281	10.26406982	10.12376931
1373485_at	3.764147576	4.940767502	7.420917422	6.440104469
1373486_at	8.419996623	9.269866707	9.919396754	8.4902507
1373487_at	5.484608969	4.789651794	6.071678251	6.643820761
