"","Gene","BaseGeneMean","OutlierFactor","GeneMean","DEFacGroup1","DEFacGroup2","DEFacGroup3","Length"
"Gene1333","Gene1333",0.109396529260301,1,0.109396529260301,0.837073308332933,1,1,3564
"Gene1334","Gene1334",0.014088733402945,1,0.014088733402945,1,1,1,3807
"Gene1335","Gene1335",2.58158124054244,1,2.58158124054244,0.965636195840638,1,1,2898
"Gene1336","Gene1336",0.654678124734049,1,0.654678124734049,1,1,1,1287
"Gene1337","Gene1337",5.33577950821682,1,5.33577950821682,1,1,1,2200
"Gene1338","Gene1338",7.17087846544567,1,7.17087846544567,0.55329024684227,1,1,3018
"Gene1339","Gene1339",0.105677130634768,1,0.105677130634768,1,1,1,2257
"Gene1340","Gene1340",4.85663936939458,1,4.85663936939458,1.6656941209329,1.74299217494455,1,2961
"Gene1341","Gene1341",0.823274692619294,1,0.823274692619294,1,1,1,1350
"Gene1342","Gene1342",3.68730521652336,1,3.68730521652336,1,1,1,8274
"Gene1343","Gene1343",4.71199047222587,1,4.71199047222587,1,1,1,1977
"Gene1344","Gene1344",2.88543379185454,1,2.88543379185454,1,1,1,1746
"Gene1345","Gene1345",6.68855578759569,1,6.68855578759569,1,1,1,5169
"Gene1346","Gene1346",3.06528327803718,1,3.06528327803718,1,1,1,4143
"Gene1347","Gene1347",0.190812287286934,1,0.190812287286934,1,1,1,3393
"Gene1348","Gene1348",0.887512542529071,1,0.887512542529071,1,0.821325987783431,1.4020249955582,799
"Gene1349","Gene1349",0.68445161715353,1,0.68445161715353,1,1,1,1248
"Gene1350","Gene1350",0.315924759693933,1,0.315924759693933,0.789394877225653,1,1,10944
"Gene1351","Gene1351",4.44004788136551,1,4.44004788136551,1,1,1,7769
"Gene1352","Gene1352",6.73219201820935,1,6.73219201820935,1,1,1,1593
"Gene1353","Gene1353",1.71826350021246,1,1.71826350021246,1,1.85517488676831,1,858
"Gene1354","Gene1354",0.236943757624586,1,0.236943757624586,1,1,1,2922
"Gene1355","Gene1355",0.174722276245768,1,0.174722276245768,1,1,1,3472
"Gene1356","Gene1356",0.479229206728078,76.7955694693409,78.0151143684502,1,1,1,1477
"Gene1357","Gene1357",10.6888521447959,1,10.6888521447959,1,1,1,2251
"Gene1358","Gene1358",0.0422334501999363,1,0.0422334501999363,1,1,1,1238
"Gene1359","Gene1359",1.29082490818283,1,1.29082490818283,1,1,1,846
"Gene1360","Gene1360",2.0317150273908,1,2.0317150273908,1,1,1,942
"Gene1361","Gene1361",1.31973940465695,1,1.31973940465695,1,1,1,2483
"Gene1362","Gene1362",0.654541276050455,1,0.654541276050455,1,1,1,3501
"Gene1363","Gene1363",0.350869334347088,1,0.350869334347088,1,1,1,4122
"Gene1364","Gene1364",0.680218280397342,1,0.680218280397342,1,1,1,1572
"Gene1365","Gene1365",0.131103933165158,1,0.131103933165158,0.757369538378387,1,1,14350
"Gene1366","Gene1366",0.0944130685218604,1,0.0944130685218604,1.7374107618561,1.52752438812119,1,909
"Gene1367","Gene1367",10.7175360983566,61.0155133367705,61.9844645219831,1,1,1,9843
"Gene1368","Gene1368",1.43410468921881,45.1406802026459,45.8575325766027,1,1,1,1500
"Gene1369","Gene1369",9.42221521603196,1,9.42221521603196,1,1,1,911
"Gene1370","Gene1370",0.667502177529895,1,0.667502177529895,0.680504098684671,1,1,685
"Gene1371","Gene1371",0.898730784008957,1,0.898730784008957,1,1,1,4993
"Gene1372","Gene1372",6.76788615519178,1,6.76788615519178,1,1,0.764966919398839,1797
"Gene1373","Gene1373",0.0957687834769256,1,0.0957687834769256,1,1,1,5419
"Gene1374","Gene1374",0.0294824076584559,1,0.0294824076584559,1,1,1,4756
"Gene1375","Gene1375",0.0431936203486422,1,0.0431936203486422,1,1,1,2567
"Gene1376","Gene1376",3.33038773247808,1,3.33038773247808,1,1,1,7933
"Gene1377","Gene1377",0.569702400286454,1,0.569702400286454,1,1.22967178379464,1,4501
"Gene1378","Gene1378",0.621466799203872,1,0.621466799203872,1,1,1,415
"Gene1379","Gene1379",0.641863621363969,1,0.641863621363969,1,1,0.904440537786001,4432
"Gene1380","Gene1380",0.287031314594296,55.9936272810436,56.8828288717745,1,1,1,2500
"Gene1381","Gene1381",7.44287253189453,1,7.44287253189453,1,1,1,1534
"Gene1382","Gene1382",1.94153597984232,1,1.94153597984232,1,1,1,4946
"Gene1383","Gene1383",2.51865325073503,1,2.51865325073503,1,0.66779112438124,1,2283
"Gene1384","Gene1384",0.946215804099021,1,0.946215804099021,1,1,1,1602
"Gene1385","Gene1385",0.280652240196776,43.5087621504045,44.199699001498,1,1,1,11281
"Gene1386","Gene1386",0.420722044844016,1,0.420722044844016,1,1,1,1470
"Gene1387","Gene1387",4.71426969441726,1,4.71426969441726,1,1,1,2439
"Gene1388","Gene1388",1.509068425001,1,1.509068425001,1,1,1,1335
"Gene1389","Gene1389",1.9523064907719,1,1.9523064907719,1,0.649925379381603,1,1125
"Gene1390","Gene1390",0.021632738263128,1,0.021632738263128,1,1,1,1800
"Gene1391","Gene1391",3.66335749061988,1,3.66335749061988,1,0.754293485411684,1,8533
"Gene1392","Gene1392",1.91983790376743,1,1.91983790376743,1,1.24555597388446,1,2109
"Gene1393","Gene1393",1.10309637446451,1,1.10309637446451,1,1,1,1807
"Gene1394","Gene1394",0.128937232486512,1,0.128937232486512,1.53738457294272,1,3.27128746620557,2191
"Gene1395","Gene1395",1.42815274273961,1,1.42815274273961,1,1,1,4033
"Gene1396","Gene1396",0.585338427583322,1,0.585338427583322,1,1,1,7136
"Gene1397","Gene1397",0.841042463856352,1,0.841042463856352,0.649886772259797,1,1,2845
"Gene1398","Gene1398",1.39989549291211,56.9614579293446,57.8660290646793,1,1,1,1390
"Gene1399","Gene1399",5.96642768209911,1,5.96642768209911,1,1,1,7195
"Gene1400","Gene1400",0.279101521714532,1,0.279101521714532,1,1,1,800
"Gene1401","Gene1401",0.139271980061978,1,0.139271980061978,1,1,1,1147
"Gene1402","Gene1402",0.491347971189587,1,0.491347971189587,1,2.6055255517229,1,3835
"Gene1403","Gene1403",0.24312959180593,1,0.24312959180593,1,1,1,681
"Gene1404","Gene1404",0.410552842108258,1,0.410552842108258,1,1,1,1490
"Gene1405","Gene1405",0.177422716575884,1,0.177422716575884,0.373058890668648,1,1,3866
"Gene1406","Gene1406",2.00702321876528,1,2.00702321876528,1,1,1,3176
"Gene1407","Gene1407",1.44578701825908,1,1.44578701825908,1,1,1,2657
"Gene1408","Gene1408",0.21971248827547,1,0.21971248827547,1,1,1,1638
"Gene1409","Gene1409",11.6354993357422,1,11.6354993357422,1,1,0.948923575864958,3008
"Gene1410","Gene1410",0.56101675537451,87.8248295464681,89.219523584531,1,1,1,1944
"Gene1411","Gene1411",0.138833802650458,1,0.138833802650458,1,1,1,3419
"Gene1412","Gene1412",0.914805611388351,1,0.914805611388351,1,0.747451431372427,1,2411
"Gene1413","Gene1413",6.27030390117044,1,6.27030390117044,1,1,1,1085
"Gene1414","Gene1414",7.15590617458231,84.8710865470405,86.2188739440938,1,1,1,1203
"Gene1415","Gene1415",1.62247905692759,1,1.62247905692759,1,1,1,2603
"Gene1416","Gene1416",1.09418043620389,1,1.09418043620389,1,1,1,1518
"Gene1417","Gene1417",1.19899326248894,1,1.19899326248894,0.377228984515922,1,1,6618
"Gene1418","Gene1418",3.32923386386441,1,3.32923386386441,1,1.22921527468661,1,3796
"Gene1419","Gene1419",0.14244782811907,1,0.14244782811907,1,1,1,6333
"Gene1420","Gene1420",1.568819912761,1,1.568819912761,1,1,1,13162
"Gene1421","Gene1421",0.494416449372158,1,0.494416449372158,1,1,1,573
"Gene1422","Gene1422",5.27379383940256,1,5.27379383940256,1,1,1,1293
"Gene1423","Gene1423",0.545077365334895,1,0.545077365334895,1,1,1,821
"Gene1424","Gene1424",0.557242717759793,1,0.557242717759793,2.10789307232516,1,1,2652
"Gene1425","Gene1425",7.09415199531272,1,7.09415199531272,1,1,1,2130
"Gene1426","Gene1426",0.373873400280075,1,0.373873400280075,0.9514061564507,1,1,1974
"Gene1427","Gene1427",0.830516848080172,1,0.830516848080172,1,1,1.69307942459211,3149
"Gene1428","Gene1428",1.19693665680804,1,1.19693665680804,1,1,1,2832
"Gene1429","Gene1429",1.14686965863976,1,1.14686965863976,1.48301527990926,1,1,2332
"Gene1430","Gene1430",7.36328633845192,1,7.36328633845192,1.00735619877998,1,1,1509
"Gene1431","Gene1431",0.00843382058122027,1,0.00843382058122027,1,1.80287803743738,1,3061
"Gene1432","Gene1432",2.25701545745883,1,2.25701545745883,1,1,1.40688853684787,4439
"Gene1433","Gene1433",0.183894427190349,1,0.183894427190349,1,1,2.79235140648392,1379
"Gene1434","Gene1434",1.26202985618096,1,1.26202985618096,1,1,1,2285
"Gene1435","Gene1435",1.49027624236567,1,1.49027624236567,1,1,1,4805
"Gene1436","Gene1436",0.133575669473078,1,0.133575669473078,1.31625637346541,1,1,1661
"Gene1437","Gene1437",0.325172565446952,1,0.325172565446952,1,1,1.22051486382325,767
"Gene1438","Gene1438",0.0110892821255529,1,0.0110892821255529,1,1,1,9729
"Gene1439","Gene1439",4.34262687434257,1,4.34262687434257,1,1,1,2032
"Gene1440","Gene1440",0.0329577272633434,1,0.0329577272633434,1,1,1,1686
"Gene1441","Gene1441",0.556817938720203,1,0.556817938720203,1,1,1,8883
"Gene1442","Gene1442",0.34500175042235,1,0.34500175042235,1,1,1,1383
"Gene1443","Gene1443",0.0169968169986579,1,0.0169968169986579,1,1,1,7717
"Gene1444","Gene1444",0.419002416106862,1,0.419002416106862,1,1,1,4872
"Gene1445","Gene1445",0.633207249025505,1,0.633207249025505,1,1,1,2458
"Gene1446","Gene1446",0.573109715684161,1,0.573109715684161,1,1,1,1702
"Gene1447","Gene1447",0.525425141329688,1,0.525425141329688,1,1,1,1970
"Gene1448","Gene1448",0.803309078295746,15.7099127834773,15.959392592442,1,0.886553642694335,1,6350
"Gene1449","Gene1449",3.43721126523143,1,3.43721126523143,1.72675502550495,1,1,975
"Gene1450","Gene1450",3.51736359291616,1,3.51736359291616,1,1.62404566785114,3.58318762770377,2168
"Gene1451","Gene1451",0.197239813116706,1,0.197239813116706,1,1,1,2306
"Gene1452","Gene1452",2.85089157120577,1,2.85089157120577,1,1,1,2178
"Gene1453","Gene1453",0.00559559425955451,1,0.00559559425955451,1,1,1,6373
"Gene1454","Gene1454",0.0929097922380422,1,0.0929097922380422,1,0.722851404197919,1,547
"Gene1455","Gene1455",3.23731960846619,1,3.23731960846619,0.722303784925878,1,1,880
"Gene1456","Gene1456",0.224801291722652,1,0.224801291722652,1,1,1,1560
"Gene1457","Gene1457",0.0266203472842009,1,0.0266203472842009,1,1,1,2257
"Gene1458","Gene1458",4.12390551765895,1,4.12390551765895,1,1,1.17831588721375,4629
"Gene1459","Gene1459",0.443319265225036,1,0.443319265225036,1,1,1,1609
"Gene1460","Gene1460",1.13768190615922,1,1.13768190615922,1,1,1,6923
"Gene1461","Gene1461",3.39863907853122,1,3.39863907853122,1,1,1,5515
"Gene1462","Gene1462",6.00429742841812,1,6.00429742841812,1,1,1,3366
"Gene1463","Gene1463",0.53707481163922,1,0.53707481163922,1,1,2.313403315686,3275
"Gene1464","Gene1464",0.140655461625005,1,0.140655461625005,1,1,1,5505
"Gene1465","Gene1465",11.2102785346496,1,11.2102785346496,1,1,1,1134
"Gene1466","Gene1466",1.49329356839028,1,1.49329356839028,1,1,1,2014
"Gene1467","Gene1467",1.47689756782973,1,1.47689756782973,1,1,1,3087
"Gene1468","Gene1468",0.279642556137514,1,0.279642556137514,0.758700767586752,1,1,2713
"Gene1469","Gene1469",1.29777268299082,1,1.29777268299082,1,1,1,11970
"Gene1470","Gene1470",7.22843749634325,1,7.22843749634325,1,1,1,2561
"Gene1471","Gene1471",4.58409739444604,60.0814730584432,61.0355913038798,1,0.635510029162672,1,4146
"Gene1472","Gene1472",2.07407088856614,1,2.07407088856614,0.811043272515039,1,1,3348
"Gene1473","Gene1473",0.786728769762262,1,0.786728769762262,1,1.49206800575467,1,901
"Gene1474","Gene1474",5.2131317976231,1,5.2131317976231,1,1,1,3049
"Gene1475","Gene1475",4.52432899206111,1,4.52432899206111,1,1,1,5040
"Gene1476","Gene1476",3.80796064519522,1,3.80796064519522,1,1,1,3761
"Gene1477","Gene1477",4.33654692668574,1,4.33654692668574,1,1,1,2033
"Gene1478","Gene1478",3.87963455172777,1,3.87963455172777,1,1,1,4174
"Gene1479","Gene1479",0.110069619088828,1,0.110069619088828,1,1,1,2475
"Gene1480","Gene1480",0.261021133528692,1,0.261021133528692,1,1,1,3534
"Gene1481","Gene1481",0.144497187958982,1,0.144497187958982,1,1,1,4100
"Gene1482","Gene1482",4.50555188467885,1,4.50555188467885,1,1,1,5105
"Gene1483","Gene1483",0.57462920938979,1,0.57462920938979,1.36030765244315,1,1.67879034798303,1466
"Gene1484","Gene1484",3.08872426287985,1,3.08872426287985,1,1,1,3802
"Gene1485","Gene1485",0.78082780539804,1,0.78082780539804,1,1.18959396235724,1,2921
"Gene1486","Gene1486",4.93709829280817,1,4.93709829280817,1,1,1,9822
"Gene1487","Gene1487",4.84403817355578,1,4.84403817355578,1,1,1,3067
"Gene1488","Gene1488",0.796904346523924,1,0.796904346523924,1,1,1,974
"Gene1489","Gene1489",8.89276845892453,1,8.89276845892453,1,1,0.621690766618672,4564
"Gene1490","Gene1490",3.63846130933414,1,3.63846130933414,1,1,1,3009
"Gene1491","Gene1491",7.70704729179094,1,7.70704729179094,1,1,1,2268
"Gene1492","Gene1492",0.173536927846854,1,0.173536927846854,1,1,1,5968
"Gene1493","Gene1493",10.9916829871424,1,10.9916829871424,1,1.62861833881712,1,1334
"Gene1494","Gene1494",1.10397942460756,1,1.10397942460756,1,1,1,1752
"Gene1495","Gene1495",4.23064389824165,1,4.23064389824165,1,1,1,4380
"Gene1496","Gene1496",0.412638608179148,1,0.412638608179148,1,1,1,8622
"Gene1497","Gene1497",5.56494999676284,1,5.56494999676284,1,1,1,2565
"Gene1498","Gene1498",0.979254385106605,1,0.979254385106605,1,1,1,3869
"Gene1499","Gene1499",0.254509949272846,1,0.254509949272846,1,1,1,3163
"Gene1500","Gene1500",0.362419874101118,1,0.362419874101118,0.479854041215966,1,1,4393
"Gene1501","Gene1501",0.938784024674944,1,0.938784024674944,0.888307552097163,1.0288572437333,1,1343
"Gene1502","Gene1502",0.0527229195623658,1,0.0527229195623658,0.922964114144643,1,1,2079
"Gene1503","Gene1503",3.88766606705989,1,3.88766606705989,1,1,0.857797901119338,3436
"Gene1504","Gene1504",0.604311484886642,1,0.604311484886642,1,1,1,3395
"Gene1505","Gene1505",0.238332948355362,1,0.238332948355362,1,1,1,1451
"Gene1506","Gene1506",0.0244482525232883,1,0.0244482525232883,1,1,1,4718
"Gene1507","Gene1507",1.17848981773626,1,1.17848981773626,1,1,1,907
"Gene1508","Gene1508",0.235830079444956,1,0.235830079444956,1,1,1,9635
"Gene1509","Gene1509",2.87034153100839,1,2.87034153100839,1,1,1,1245
"Gene1510","Gene1510",1.94973613474209,1,1.94973613474209,1,1,1,2472
"Gene1511","Gene1511",0.297020575942418,1,0.297020575942418,1,1.49412727249773,1,2437
"Gene1512","Gene1512",0.224784851385291,1,0.224784851385291,1,1,1,18378
"Gene1513","Gene1513",3.39767067407519,1,3.39767067407519,1,1,1,846
"Gene1514","Gene1514",1.53377674484088,1,1.53377674484088,1,1,1,5504
"Gene1515","Gene1515",0.750722933365802,1,0.750722933365802,1.34373846103895,1,2.21134100102181,2516
"Gene1516","Gene1516",1.3394809699588,1,1.3394809699588,1,1.00145712229683,1,1814
"Gene1517","Gene1517",2.10306720584292,1,2.10306720584292,1,1,1,1021
"Gene1518","Gene1518",0.0807405458102085,1,0.0807405458102085,1,1.84513815742402,1,1039
"Gene1519","Gene1519",3.54324184597533,37.8875848512641,38.4892551190179,0.734054443232829,1,1,2397
"Gene1520","Gene1520",0.0750811176034128,1,0.0750811176034128,1,1,1,1308
"Gene1521","Gene1521",0.311555205407405,1,0.311555205407405,1,1,1,2939
"Gene1522","Gene1522",1.33430492740934,1,1.33430492740934,1.93370017920411,1,1,2133
"Gene1523","Gene1523",0.424649469386529,1,0.424649469386529,1,1,1,4701
"Gene1524","Gene1524",0.538451800080243,1,0.538451800080243,0.534915827901955,1,0.562079185177774,1256
"Gene1525","Gene1525",1.34714278013866,1,1.34714278013866,1,1,1,1293
"Gene1526","Gene1526",0.132362880959125,1,0.132362880959125,1.87774548029313,1,1,984
"Gene1527","Gene1527",0.6444014767959,1,0.6444014767959,1,1,1,2539
"Gene1528","Gene1528",0.240663206649246,1,0.240663206649246,1,1,1,2795
"Gene1529","Gene1529",1.37085653421124,1,1.37085653421124,1,1,1,5286
"Gene1530","Gene1530",0.0726518585623743,1,0.0726518585623743,1,0.905376925604531,1,1773
"Gene1531","Gene1531",0.295039545680481,1,0.295039545680481,1,1,1,13435
"Gene1532","Gene1532",1.50029678978439,1,1.50029678978439,1,1,1,1643
"Gene1533","Gene1533",0.036125835966668,1,0.036125835966668,1,1,1,2122
"Gene1534","Gene1534",0.746799162308784,1,0.746799162308784,1,1,1,2165
"Gene1535","Gene1535",2.25931008682482,51.6959450935942,52.516897742024,1,1,1,2182
"Gene1536","Gene1536",2.17282283987494,1,2.17282283987494,1,1,1,1149
"Gene1537","Gene1537",3.46000481968509,1,3.46000481968509,1,1,1,520
"Gene1538","Gene1538",1.16005861054074,1,1.16005861054074,1,1,0.452448151565372,1842
"Gene1539","Gene1539",4.25897523719789,1,4.25897523719789,1,0.948238884410383,1,1438
"Gene1540","Gene1540",4.45486379951128,1,4.45486379951128,1,1,1,1682
"Gene1541","Gene1541",1.20943734211106,1,1.20943734211106,0.967949715950146,1,1,1905
"Gene1542","Gene1542",2.25295176816094,1,2.25295176816094,1,1,0.780665762527077,5406
"Gene1543","Gene1543",3.46589417233737,1,3.46589417233737,1,1,1,5026
"Gene1544","Gene1544",1.22520531773401,1,1.22520531773401,1,1,1,1181
"Gene1545","Gene1545",8.05640012955434,1,8.05640012955434,1,1,1,1310
"Gene1546","Gene1546",0.241641813113144,1,0.241641813113144,1,1,1,1548
"Gene1547","Gene1547",2.35333535008153,1,2.35333535008153,1,1,1,876
"Gene1548","Gene1548",4.74793425741009,1,4.74793425741009,1,1.77569805096525,1,6480
"Gene1549","Gene1549",2.40950823823074,1,2.40950823823074,1,1,1,4703
"Gene1550","Gene1550",1.45820638028023,1,1.45820638028023,1,1,0.803979779355169,3470
"Gene1551","Gene1551",2.85227690797547,1,2.85227690797547,1,1,1,5678
"Gene1552","Gene1552",0.759123528475962,1,0.759123528475962,1.1762046851816,1,1,2837
"Gene1553","Gene1553",0.29697168943597,1,0.29697168943597,1.10651654428432,1,1,2003
"Gene1554","Gene1554",0.642196885410138,1,0.642196885410138,1,1,1,1520
"Gene1555","Gene1555",0.926848748445226,80.7305174111153,82.0125508850709,0.593160441931907,1,1,2428
"Gene1556","Gene1556",0.118120622134649,1,0.118120622134649,1,1,1,837
"Gene1557","Gene1557",4.61768695858967,1,4.61768695858967,1,1,1,2146
"Gene1558","Gene1558",11.8140939246143,1,11.8140939246143,1,1,1,12581
"Gene1559","Gene1559",1.69763580977102,1,1.69763580977102,1,1,1,5881
"Gene1560","Gene1560",2.97183233139261,1,2.97183233139261,1,1,1,4777
"Gene1561","Gene1561",5.47550613743821,1,5.47550613743821,1,1,1,3123
"Gene1562","Gene1562",0.476251456905642,1,0.476251456905642,2.58859774426793,1.29442066818272,1,3127
"Gene1563","Gene1563",2.4546361317066,1,2.4546361317066,1,1,1,2267
"Gene1564","Gene1564",1.13597599847671,1,1.13597599847671,1,1,0.836525305420673,2026
"Gene1565","Gene1565",1.04680040903693,1,1.04680040903693,1,1,1,2557
"Gene1566","Gene1566",0.297137136090802,1,0.297137136090802,1,1,1,1797
"Gene1567","Gene1567",0.0133202689391003,1,0.0133202689391003,1,1,1,1044
"Gene1568","Gene1568",1.05738291175346,1,1.05738291175346,1,1,1,2321
"Gene1569","Gene1569",0.19746433300763,1,0.19746433300763,1,1,1,6203
"Gene1570","Gene1570",0.0254603860182199,49.3147632318016,50.0979017431208,1,1,1,3031
"Gene1571","Gene1571",0.830460876966295,1,0.830460876966295,1,1,1,2521
"Gene1572","Gene1572",9.41631765034915,1,9.41631765034915,1,1,1,4742
"Gene1573","Gene1573",4.35620686013436,1,4.35620686013436,1,1,1,3382
"Gene1574","Gene1574",1.14349211286875,1,1.14349211286875,1,1.01338532340083,1,1026
"Gene1575","Gene1575",3.02316620985074,1,3.02316620985074,1,1,1,1444
"Gene1576","Gene1576",6.24382988706666,1,6.24382988706666,1,1,1,1824
"Gene1577","Gene1577",0.567814606267235,1,0.567814606267235,1,1,1,1608
"Gene1578","Gene1578",0.00254452017130143,1,0.00254452017130143,1,1,1,4940
"Gene1579","Gene1579",1.31346301137113,1,1.31346301137113,1,1,1,2112
"Gene1580","Gene1580",1.60120008935073,1,1.60120008935073,1,1,1,7173
"Gene1581","Gene1581",0.127701505029361,1,0.127701505029361,1,1,1,3857
"Gene1582","Gene1582",0.519019739361066,1,0.519019739361066,1,1,0.629874161868521,1444
"Gene1583","Gene1583",0.0586628109346724,1,0.0586628109346724,1,1,1,4322
"Gene1584","Gene1584",1.58375232229672,1,1.58375232229672,1,1,1,4908
"Gene1585","Gene1585",1.54457784221131,1,1.54457784221131,1,1,1,1423
"Gene1586","Gene1586",0.0755363638386507,1,0.0755363638386507,1,1,1,2006
"Gene1587","Gene1587",1.52640242830908,1,1.52640242830908,1,1,1,1044
"Gene1588","Gene1588",1.1778339658541,1,1.1778339658541,1,1,1,4010
"Gene1589","Gene1589",0.775129102705796,1,0.775129102705796,1,1,1,4229
"Gene1590","Gene1590",1.56376059961664,1,1.56376059961664,1,1,1.7801503416689,7440
"Gene1591","Gene1591",1.90297793282539,1,1.90297793282539,1,1,1,1822
"Gene1592","Gene1592",0.230700984101561,1,0.230700984101561,1,1,1,2840
"Gene1593","Gene1593",2.94758851596863,1,2.94758851596863,1,1,1,2958
"Gene1594","Gene1594",1.37995660126254,1,1.37995660126254,1,1,1,3104
"Gene1595","Gene1595",0.113781788632691,45.0355192633417,45.7507016387816,1,1,1,3895
"Gene1596","Gene1596",3.2783695144873,1,3.2783695144873,1,1,1,3531
"Gene1597","Gene1597",2.01493314005477,1,2.01493314005477,1,1.64795754532695,1,9750
"Gene1598","Gene1598",4.9145508718295,1,4.9145508718295,1,1,1,10274
"Gene1599","Gene1599",0.301363887825043,1,0.301363887825043,1,0.923136492866434,1,2168
"Gene1600","Gene1600",0.899183903280363,1,0.899183903280363,1,1,1,1293
"Gene1601","Gene1601",1.20043543361551,1,1.20043543361551,1,1,1,3195
"Gene1602","Gene1602",0.00560154982950416,1,0.00560154982950416,1,1,1,2865
"Gene1603","Gene1603",1.87194697304812,1,1.87194697304812,1,1,1,3708
"Gene1604","Gene1604",0.811807838017452,1,0.811807838017452,0.59591040146554,1,1,9432
"Gene1605","Gene1605",1.45390102546441,1,1.45390102546441,1,1.90334116811241,0.859087267481189,1271
"Gene1606","Gene1606",0.0938314265987855,1,0.0938314265987855,1,1,1,1511
"Gene1607","Gene1607",1.15170579793971,1,1.15170579793971,1,1,1,1960
"Gene1608","Gene1608",0.279195401105877,1,0.279195401105877,1,1,1,6554
"Gene1609","Gene1609",3.73318480120981,1,3.73318480120981,1,1,1,848
"Gene1610","Gene1610",0.214716090178389,1,0.214716090178389,1,1,1,592
"Gene1611","Gene1611",2.89053417613624,1,2.89053417613624,0.807796552913042,1,1.55221216625771,722
"Gene1612","Gene1612",0.567151824752868,1,0.567151824752868,1,1,0.794368551205913,2970
"Gene1613","Gene1613",0.00331749932318869,1,0.00331749932318869,1,1,1,2426
"Gene1614","Gene1614",3.5432703154854,1,3.5432703154854,1,1,0.505540878683429,796
"Gene1615","Gene1615",0.341525726391766,1,0.341525726391766,1,1,1,6941
"Gene1616","Gene1616",1.15718635571791,1,1.15718635571791,1.52567412774177,1,0.572938516042991,3053
"Gene1617","Gene1617",0.482304284194532,1,0.482304284194532,1,1,1,4125
"Gene1618","Gene1618",0.672972681150224,1,0.672972681150224,1,1,1,595
"Gene1619","Gene1619",0.346264857874769,1,0.346264857874769,1,1,2.59021029897769,2315
"Gene1620","Gene1620",1.4241760152904,1,1.4241760152904,1,1,0.809084268040668,5261
"Gene1621","Gene1621",2.04128437918228,1,2.04128437918228,1,1,1,4553
"Gene1622","Gene1622",0.114273209452573,1,0.114273209452573,1,1,1,3424
"Gene1623","Gene1623",3.02512687138935,1,3.02512687138935,1,1,1,1407
"Gene1624","Gene1624",0.985792917464584,1,0.985792917464584,1,1,1,1261
"Gene1625","Gene1625",0.00885114309290926,1,0.00885114309290926,1,1,1,1753
"Gene1626","Gene1626",0.226264016737517,1,0.226264016737517,1,1,1,2198
"Gene1627","Gene1627",3.5011576259471,1,3.5011576259471,1,1,1,2685
"Gene1628","Gene1628",0.00439896336577545,1,0.00439896336577545,1,1,1.02900578922768,1027
"Gene1629","Gene1629",0.173941208697331,1,0.173941208697331,1,1,1,367
"Gene1630","Gene1630",0.0188666355603762,1,0.0188666355603762,1.13049957432864,1,1,978
"Gene1631","Gene1631",0.32500297426285,1,0.32500297426285,1,1,1.12065240013544,6720
"Gene1632","Gene1632",1.06955000957152,1,1.06955000957152,0.96069338112544,1,1,4879
"Gene1633","Gene1633",0.778499324862208,1,0.778499324862208,1,1,1,2296
"Gene1634","Gene1634",0.627180453360649,1,0.627180453360649,1,1,1,1858
"Gene1635","Gene1635",3.61736668150167,1,3.61736668150167,1.4745820339768,1,1,3008
"Gene1636","Gene1636",0.0303233929778751,1,0.0303233929778751,1,1,1,2149
"Gene1637","Gene1637",3.00896315464153,1,3.00896315464153,1,1,1,2502
"Gene1638","Gene1638",3.66086649943327,1,3.66086649943327,1,1,0.746867142843858,2167
"Gene1639","Gene1639",0.10943871974744,1,0.10943871974744,1,1,1,7570
"Gene1640","Gene1640",0.0531977015591382,64.9913491809867,66.0234382575778,1,1,1,2178
"Gene1641","Gene1641",3.66448274233557,1,3.66448274233557,1,1,0.792303089223644,3332
"Gene1642","Gene1642",1.17036159598412,1,1.17036159598412,1,1,1,2872
"Gene1643","Gene1643",1.85281198313652,1,1.85281198313652,1,1,1,3840
"Gene1644","Gene1644",0.0136311730801071,1,0.0136311730801071,2.32056434775734,1,1,2524
"Gene1645","Gene1645",0.103252537485988,1,0.103252537485988,1,1,1,4924
"Gene1646","Gene1646",2.02074374177101,1,2.02074374177101,1,1,1,8009
"Gene1647","Gene1647",1.05257877513487,1,1.05257877513487,1,1,1.15121398328755,1963
"Gene1648","Gene1648",6.43614936794059,1,6.43614936794059,1,1,1,850
"Gene1649","Gene1649",2.58850208993767,1,2.58850208993767,1.0577474295717,1,1,3010
"Gene1650","Gene1650",3.54797758605421,1,3.54797758605421,1,1,1,4453
"Gene1651","Gene1651",0.00940736607606331,1,0.00940736607606331,1,1,1,2851
"Gene1652","Gene1652",0.406868721055653,1,0.406868721055653,1,1,1,3513
"Gene1653","Gene1653",3.10865557105605,1,3.10865557105605,0.67359824002636,1,1,3841
"Gene1654","Gene1654",0.240911308822245,1,0.240911308822245,1,1.77579235638775,1,2603
"Gene1655","Gene1655",3.72386907880885,1,3.72386907880885,1,1,1,891
"Gene1656","Gene1656",3.17135617713344,1,3.17135617713344,1,1,1,2502
"Gene1657","Gene1657",0.148448032101525,137.730745273884,139.917965565496,0.652462783501536,1,1,6268
"Gene1658","Gene1658",3.68227639815661,1,3.68227639815661,1,1,1,2035
"Gene1659","Gene1659",0.0238274235431697,1,0.0238274235431697,1,1,1,5392
"Gene1660","Gene1660",0.477593368542038,1,0.477593368542038,1,0.886242186102984,1,3853
